Oxymax PARAMETER File 

CSV Generation Date,6/13/2016 9:09:46 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0101
Subject ID,G26
Subject Mass,29.61 G

Group/Cage,0102
Subject ID,G27
Subject Mass,29.09 G

Group/Cage,0103
Subject ID,G28
Subject Mass,29.91 G

Group/Cage,0104
Subject ID,G29
Subject Mass,30.32 G

Group/Cage,0105
Subject ID,G36
Subject Mass,28.2 G

Group/Cage,0106
Subject ID,G37
Subject Mass,28.09 G

Group/Cage,0107
Subject ID,G38
Subject Mass,26.79 G

Group/Cage,0108
Subject ID,G40
Subject Mass,32.35 G

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD

Paramter,HEAT (kcal/hr)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 50 ,6/7/2016 5:50:25 AM , 0.401937 ,6/7/2016 5:52:25 AM , 0.762579 ,6/7/2016 5:54:25 AM , 0.5415024 ,6/7/2016 5:56:25 AM , 0.5295584 ,6/7/2016 6:00:25 AM , 0.555277 ,6/7/2016 6:02:25 AM , 0.5324242 ,6/7/2016 6:04:25 AM , 0.4067566 ,6/7/2016 6:06:25 AM , 0.6354132 ,
 51 ,6/7/2016 6:10:25 AM , 0.4918778 ,6/7/2016 6:12:25 AM , 0.7966737 ,6/7/2016 6:14:25 AM , 0.5221702 ,6/7/2016 6:16:25 AM , 0.5932255 ,6/7/2016 6:20:25 AM , 0.5136386 ,6/7/2016 6:22:25 AM , 0.5131539 ,6/7/2016 6:24:25 AM , 0.5308012 ,6/7/2016 6:26:25 AM , 0.5679127 ,
 52 ,6/7/2016 6:30:25 AM , 0.4073824 ,6/7/2016 6:32:25 AM , 0.6831617 ,6/7/2016 6:34:25 AM , 0.4113582 ,6/7/2016 6:36:25 AM , 0.377553 ,6/7/2016 6:40:25 AM , 0.4268851 ,6/7/2016 6:42:25 AM , 0.4763823 ,6/7/2016 6:44:25 AM , 0.5167912 ,6/7/2016 6:46:25 AM , 0.4386591 ,
 53 ,6/7/2016 6:50:25 AM , 0.5376757 ,6/7/2016 6:52:25 AM , 0.6780199 ,6/7/2016 6:54:25 AM , 0.3685115 ,6/7/2016 6:56:25 AM , 0.5541434 ,6/7/2016 7:00:25 AM , 0.3894772 ,6/7/2016 7:02:25 AM , 0.3666733 ,6/7/2016 7:04:25 AM , 0.3955478 ,6/7/2016 7:06:25 AM , 0.5091409 ,
 54 ,6/7/2016 7:10:25 AM , 0.3952033 ,6/7/2016 7:12:25 AM , 0.5122577 ,6/7/2016 7:14:25 AM , 0.6428542 ,6/7/2016 7:16:25 AM , 0.5496224 ,6/7/2016 7:20:25 AM , 0.5611415 ,6/7/2016 7:22:25 AM , 0.6063888 ,6/7/2016 7:24:25 AM , 0.4286595 ,6/7/2016 7:26:25 AM , 0.5412071 ,
 55 ,6/7/2016 7:30:25 AM , 0.396742 ,6/7/2016 7:32:25 AM , 0.6442534 ,6/7/2016 7:34:25 AM , 0.501416 ,6/7/2016 7:36:25 AM , 0.3917849 ,6/7/2016 7:40:25 AM , 0.4535998 ,6/7/2016 7:42:25 AM , 0.4397578 ,6/7/2016 7:44:25 AM , 0.4461465 ,6/7/2016 7:46:25 AM , 0.5459411 ,
 56 ,6/7/2016 7:50:25 AM , 0.351731 ,6/7/2016 7:52:25 AM , 0.6880344 ,6/7/2016 7:54:25 AM , 0.4849363 ,6/7/2016 7:56:25 AM , 0.4112447 ,6/7/2016 8:00:25 AM , 0.4381676 ,6/7/2016 8:02:25 AM , 0.377958 ,6/7/2016 8:04:25 AM , 0.4548976 ,6/7/2016 8:06:25 AM , 0.435539 ,
 57 ,6/7/2016 8:10:25 AM , 0.5054381 ,6/7/2016 8:12:25 AM , 0.5832884 ,6/7/2016 8:14:25 AM , 0.4028156 ,6/7/2016 8:16:25 AM , 0.533613 ,6/7/2016 8:20:25 AM , 0.5829207 ,6/7/2016 8:22:25 AM , 0.5364534 ,6/7/2016 8:24:25 AM , 0.3328317 ,6/7/2016 8:26:25 AM , 0.5135108 ,
 58 ,6/7/2016 8:30:25 AM , 0.3589365 ,6/7/2016 8:32:25 AM , 0.523361 ,6/7/2016 8:34:25 AM , 0.6523159 ,6/7/2016 8:36:25 AM , 0.5240621 ,6/7/2016 8:40:25 AM , 0.4922392 ,6/7/2016 8:42:25 AM , 0.4882391 ,6/7/2016 8:44:25 AM , 0.6856007 ,6/7/2016 8:46:25 AM , 0.691169 ,
 59 ,6/7/2016 8:50:25 AM , 0.5884884 ,6/7/2016 8:52:25 AM , 0.816617 ,6/7/2016 8:54:25 AM , 0.5710592 ,6/7/2016 8:56:25 AM , 0.4430889 ,6/7/2016 9:00:25 AM , 0.4873613 ,6/7/2016 9:02:25 AM , 0.3471996 ,6/7/2016 9:04:25 AM , 0.3458999 ,6/7/2016 9:06:25 AM , 0.4479851 ,
 60 ,6/7/2016 9:10:25 AM , 0.4765665 ,6/7/2016 9:12:25 AM , 0.6097712 ,6/7/2016 9:14:25 AM , 0.3538089 ,6/7/2016 9:16:25 AM , 0.4101466 ,6/7/2016 9:20:25 AM , 0.423218 ,6/7/2016 9:22:25 AM , 0.3926012 ,6/7/2016 9:24:25 AM , 0.4290816 ,6/7/2016 9:26:25 AM , 0.5673167 ,
 61 ,6/7/2016 9:30:25 AM , 0.4028109 ,6/7/2016 9:32:25 AM , 0.486304 ,6/7/2016 9:34:25 AM , 0.6012895 ,6/7/2016 9:36:25 AM , 0.567057 ,6/7/2016 9:40:25 AM , 0.382256 ,6/7/2016 9:42:25 AM , 0.5894541 ,6/7/2016 9:44:25 AM , 0.5272788 ,6/7/2016 9:46:25 AM , 0.3891661 ,
 62 ,6/7/2016 9:50:25 AM , 0.3849871 ,6/7/2016 9:52:25 AM , 0.4657897 ,6/7/2016 9:54:25 AM , 0.4554694 ,6/7/2016 9:56:25 AM , 0.4763843 ,6/7/2016 10:00:25 AM , 0.4083036 ,6/7/2016 10:02:25 AM , 0.4406371 ,6/7/2016 10:04:25 AM , 0.4775721 ,6/7/2016 10:06:25 AM , 0.4565644 ,
 63 ,6/7/2016 10:10:25 AM , 0.4774235 ,6/7/2016 10:12:25 AM , 0.6505067 ,6/7/2016 10:14:25 AM , 0.3639301 ,6/7/2016 10:16:25 AM , 0.4037622 ,6/7/2016 10:20:25 AM , 0.3846618 ,6/7/2016 10:22:25 AM , 0.3603982 ,6/7/2016 10:24:25 AM , 0.3828714 ,6/7/2016 10:26:25 AM , 0.5387767 ,
 64 ,6/7/2016 10:30:25 AM , 0.5125055 ,6/7/2016 10:32:25 AM , 0.5855883 ,6/7/2016 10:34:25 AM , 0.5851219 ,6/7/2016 10:36:25 AM , 0.4406439 ,6/7/2016 10:40:25 AM , 0.5770002 ,6/7/2016 10:42:25 AM , 0.3618928 ,6/7/2016 10:44:25 AM , 0.4013768 ,6/7/2016 10:46:25 AM , 0.4327395 ,
 65 ,6/7/2016 10:50:25 AM , 0.3371006 ,6/7/2016 10:52:25 AM , 0.4817078 ,6/7/2016 10:54:25 AM , 0.481079 ,6/7/2016 10:56:25 AM , 0.3935847 ,6/7/2016 11:00:25 AM , 0.5195535 ,6/7/2016 11:02:25 AM , 0.3917346 ,6/7/2016 11:04:25 AM , 0.4737236 ,6/7/2016 11:06:25 AM , 0.5122266 ,
 66 ,6/7/2016 11:10:25 AM , 0.4091337 ,6/7/2016 11:12:25 AM , 0.4627801 ,6/7/2016 11:14:25 AM , 0.390297 ,6/7/2016 11:16:25 AM , 0.5361648 ,6/7/2016 11:20:25 AM , 0.3834501 ,6/7/2016 11:22:25 AM , 0.3598234 ,6/7/2016 11:24:25 AM , 0.3853436 ,6/7/2016 11:26:25 AM , 0.5135955 ,
 67 ,6/7/2016 11:30:25 AM , 0.4814379 ,6/7/2016 11:32:25 AM , 0.5944925 ,6/7/2016 11:34:25 AM , 0.5160961 ,6/7/2016 11:36:25 AM , 0.3771538 ,6/7/2016 11:40:25 AM , 0.3997729 ,6/7/2016 11:42:25 AM , 0.3571569 ,6/7/2016 11:44:25 AM , 0.3827674 ,6/7/2016 11:46:25 AM , 0.3952217 ,
 68 ,6/7/2016 11:50:25 AM , 0.4913073 ,6/7/2016 11:52:25 AM , 0.4896182 ,6/7/2016 11:54:25 AM , 0.3687114 ,6/7/2016 11:56:25 AM , 0.3609709 ,6/7/2016 12:00:25 PM , 0.4078621 ,6/7/2016 12:02:25 PM , 0.4722847 ,6/7/2016 12:04:25 PM , 0.3882849 ,6/7/2016 12:06:25 PM , 0.4403175 ,
 69 ,6/7/2016 12:10:25 PM , 0.3545424 ,6/7/2016 12:12:25 PM , 0.5399767 ,6/7/2016 12:14:25 PM , 0.5140734 ,6/7/2016 12:16:25 PM , 0.4963491 ,6/7/2016 12:20:25 PM , 0.3396623 ,6/7/2016 12:22:25 PM , 0.3783444 ,6/7/2016 12:24:25 PM , 0.5037425 ,6/7/2016 12:26:25 PM , 0.5316026 ,
 70 ,6/7/2016 12:30:25 PM , 0.3748898 ,6/7/2016 12:32:25 PM , 0.5970805 ,6/7/2016 12:34:25 PM , 0.4624764 ,6/7/2016 12:36:25 PM , 0.3978827 ,6/7/2016 12:40:25 PM , 0.4276559 ,6/7/2016 12:42:25 PM , 0.3303411 ,6/7/2016 12:44:25 PM , 0.3875801 ,6/7/2016 12:46:25 PM , 0.4306088 ,
 71 ,6/7/2016 12:50:25 PM , 0.5239408 ,6/7/2016 12:52:25 PM , 0.4537535 ,6/7/2016 12:54:25 PM , 0.389688 ,6/7/2016 12:56:25 PM , 0.4947946 ,6/7/2016 1:00:25 PM , 0.4686124 ,6/7/2016 1:02:25 PM , 0.3839425 ,6/7/2016 1:04:25 PM , 0.3644457 ,6/7/2016 1:06:25 PM , 0.4538096 ,
 72 ,6/7/2016 1:10:25 PM , 0.3999251 ,6/7/2016 1:12:25 PM , 0.4599404 ,6/7/2016 1:14:25 PM , 0.3404254 ,6/7/2016 1:16:25 PM , 0.3723701 ,6/7/2016 1:20:25 PM , 0.4089357 ,6/7/2016 1:22:25 PM , 0.3429154 ,6/7/2016 1:24:25 PM , 0.3696386 ,6/7/2016 1:26:25 PM , 0.3863724 ,
 73 ,6/7/2016 1:30:25 PM , 0.3538792 ,6/7/2016 1:32:25 PM , 0.6660577 ,6/7/2016 1:34:25 PM , 0.5723227 ,6/7/2016 1:36:25 PM , 0.4788259 ,6/7/2016 1:40:25 PM , 0.3614835 ,6/7/2016 1:42:25 PM , 0.5004918 ,6/7/2016 1:44:25 PM , 0.4322871 ,6/7/2016 1:46:25 PM , 0.4447534 ,
 74 ,6/7/2016 1:50:25 PM , 0.3616716 ,6/7/2016 1:52:25 PM , 0.5921412 ,6/7/2016 1:54:25 PM , 0.4695462 ,6/7/2016 1:56:25 PM , 0.3832128 ,6/7/2016 2:00:25 PM , 0.3494062 ,6/7/2016 2:02:25 PM , 0.4601988 ,6/7/2016 2:04:25 PM , 0.3712881 ,6/7/2016 2:06:25 PM , 0.3862302 ,
 75 ,6/7/2016 2:10:25 PM , 0.4794863 ,6/7/2016 2:12:25 PM , 0.6039066 ,6/7/2016 2:14:25 PM , 0.4042062 ,6/7/2016 2:16:25 PM , 0.4012592 ,6/7/2016 2:20:25 PM , 0.3913196 ,6/7/2016 2:22:25 PM , 0.3591147 ,6/7/2016 2:24:25 PM , 0.4347627 ,6/7/2016 2:26:25 PM , 0.4275482 ,
 76 ,6/7/2016 2:30:25 PM , 0.3578163 ,6/7/2016 2:32:25 PM , 0.4448109 ,6/7/2016 2:34:25 PM , 0.4051337 ,6/7/2016 2:36:25 PM , 0.3943968 ,6/7/2016 2:40:25 PM , 0.5123473 ,6/7/2016 2:42:25 PM , 0.3583873 ,6/7/2016 2:44:25 PM , 0.4119751 ,6/7/2016 2:46:25 PM , 0.4696289 ,
 77 ,6/7/2016 2:50:25 PM , 0.3446445 ,6/7/2016 2:52:25 PM , 0.3957144 ,6/7/2016 2:54:25 PM , 0.3609092 ,6/7/2016 2:56:25 PM , 0.3732688 ,6/7/2016 3:00:25 PM , 0.4708739 ,6/7/2016 3:02:25 PM , 0.3390843 ,6/7/2016 3:04:25 PM , 0.3971531 ,6/7/2016 3:06:25 PM , 0.5788833 ,
 78 ,6/7/2016 3:10:25 PM , 0.3920927 ,6/7/2016 3:12:25 PM , 0.6577179 ,6/7/2016 3:14:25 PM , 0.3527302 ,6/7/2016 3:16:25 PM , 0.4421263 ,6/7/2016 3:20:25 PM , 0.3713576 ,6/7/2016 3:22:25 PM , 0.4569931 ,6/7/2016 3:24:25 PM , 0.4670568 ,6/7/2016 3:26:25 PM , 0.4188718 ,
 79 ,6/7/2016 3:30:25 PM , 0.4612766 ,6/7/2016 3:32:25 PM , 0.592884 ,6/7/2016 3:34:25 PM , 0.3101425 ,6/7/2016 3:36:25 PM , 0.4395776 ,6/7/2016 3:40:25 PM , 0.4051256 ,6/7/2016 3:42:25 PM , 0.3710079 ,6/7/2016 3:44:25 PM , 0.4067965 ,6/7/2016 3:46:25 PM , 0.3963249 ,
 80 ,6/7/2016 3:50:25 PM , 0.369504 ,6/7/2016 3:52:25 PM , 0.4379312 ,6/7/2016 3:54:25 PM , 0.4378341 ,6/7/2016 3:56:25 PM , 0.3733176 ,6/7/2016 4:00:25 PM , 0.3865925 ,6/7/2016 4:02:25 PM , 0.3488636 ,6/7/2016 4:04:25 PM , 0.4149513 ,6/7/2016 4:06:25 PM , 0.4155045 ,
 81 ,6/7/2016 4:10:25 PM , 0.3910107 ,6/7/2016 4:12:25 PM , 0.4652762 ,6/7/2016 4:14:25 PM , 0.378121 ,6/7/2016 4:16:25 PM , 0.5434856 ,6/7/2016 4:20:25 PM , 0.3928563 ,6/7/2016 4:22:25 PM , 0.4579184 ,6/7/2016 4:24:25 PM , 0.3715702 ,6/7/2016 4:26:25 PM , 0.3917123 ,
 82 ,6/7/2016 4:30:25 PM , 0.477629 ,6/7/2016 4:32:25 PM , 0.653212 ,6/7/2016 4:34:25 PM , 0.3375717 ,6/7/2016 4:36:25 PM , 0.390259 ,6/7/2016 4:40:25 PM , 0.4716244 ,6/7/2016 4:42:25 PM , 0.395252 ,6/7/2016 4:44:25 PM , 0.4834304 ,6/7/2016 4:46:25 PM , 0.5551362 ,
 83 ,6/7/2016 4:50:25 PM , 0.3731 ,6/7/2016 4:52:25 PM , 0.5427147 ,6/7/2016 4:54:25 PM , 0.3608265 ,6/7/2016 4:56:25 PM , 0.3632518 ,6/7/2016 5:00:25 PM , 0.4177245 ,6/7/2016 5:02:25 PM , 0.3790784 ,6/7/2016 5:04:25 PM , 0.4524762 ,6/7/2016 5:06:25 PM , 0.4280703 ,
 84 ,6/7/2016 5:10:25 PM , 0.3518774 ,6/7/2016 5:12:25 PM , 0.6283761 ,6/7/2016 5:14:25 PM , 0.5165026 ,6/7/2016 5:16:25 PM , 0.4442833 ,6/7/2016 5:20:25 PM , 0.4095114 ,6/7/2016 5:22:25 PM , 0.4687337 ,6/7/2016 5:24:25 PM , 0.4830893 ,6/7/2016 5:26:25 PM , 0.5487086 ,
 85 ,6/7/2016 5:30:25 PM , 0.4680656 ,6/7/2016 5:32:25 PM , 0.6333453 ,6/7/2016 5:34:25 PM , 0.4983329 ,6/7/2016 5:36:25 PM , 0.3855349 ,6/7/2016 5:40:25 PM , 0.4879434 ,6/7/2016 5:42:25 PM , 0.3856517 ,6/7/2016 5:44:25 PM , 0.4190663 ,6/7/2016 5:46:25 PM , 0.5772303 ,
 86 ,6/7/2016 5:50:25 PM , 0.3826845 ,6/7/2016 5:52:25 PM , 0.4942023 ,6/7/2016 5:54:25 PM , 0.3922428 ,6/7/2016 5:56:25 PM , 0.4347106 ,6/7/2016 6:00:25 PM , 0.4932822 ,6/7/2016 6:02:25 PM , 0.5639211 ,6/7/2016 6:04:25 PM , 0.4795058 ,6/7/2016 6:06:25 PM , 0.4737561 ,
 87 ,6/7/2016 6:10:25 PM , 0.5369177 ,6/7/2016 6:12:25 PM , 0.6766419 ,6/7/2016 6:14:25 PM , 0.57635 ,6/7/2016 6:16:25 PM , 0.4281889 ,6/7/2016 6:20:25 PM , 0.5334406 ,6/7/2016 6:22:25 PM , 0.5017629 ,6/7/2016 6:24:25 PM , 0.5687185 ,6/7/2016 6:26:25 PM , 0.6223751 ,
 88 ,6/7/2016 6:30:25 PM , 0.5493656 ,6/7/2016 6:32:25 PM , 0.6744962 ,6/7/2016 6:34:25 PM , 0.5423405 ,6/7/2016 6:36:25 PM , 0.6167955 ,6/7/2016 6:40:25 PM , 0.4548735 ,6/7/2016 6:42:25 PM , 0.5365316 ,6/7/2016 6:44:25 PM , 0.543433 ,6/7/2016 6:46:25 PM , 0.5456738 ,
 89 ,6/7/2016 6:50:25 PM , 0.5637884 ,6/7/2016 6:52:25 PM , 0.5034196 ,6/7/2016 6:54:25 PM , 0.3843608 ,6/7/2016 6:56:25 PM , 0.585421 ,6/7/2016 7:00:25 PM , 0.5650383 ,6/7/2016 7:02:25 PM , 0.5346395 ,6/7/2016 7:04:25 PM , 0.5462621 ,6/7/2016 7:06:25 PM , 0.5894128 ,
 90 ,6/7/2016 7:10:25 PM , 0.5210671 ,6/7/2016 7:12:25 PM , 0.7073084 ,6/7/2016 7:14:25 PM , 0.5875811 ,6/7/2016 7:16:25 PM , 0.425606 ,6/7/2016 7:20:25 PM , 0.4881061 ,6/7/2016 7:22:25 PM , 0.5673275 ,6/7/2016 7:24:25 PM , 0.5056127 ,6/7/2016 7:26:25 PM , 0.5733859 ,
 91 ,6/7/2016 7:30:25 PM , 0.5583114 ,6/7/2016 7:32:25 PM , 0.4713843 ,6/7/2016 7:34:25 PM , 0.5316491 ,6/7/2016 7:36:25 PM , 0.5483196 ,6/7/2016 7:40:25 PM , 0.5353021 ,6/7/2016 7:42:25 PM , 0.5602044 ,6/7/2016 7:44:25 PM , 0.5148028 ,6/7/2016 7:46:25 PM , 0.5302999 ,
 92 ,6/7/2016 7:50:25 PM , 0.5421967 ,6/7/2016 7:52:25 PM , 0.7302495 ,6/7/2016 7:54:25 PM , 0.4079468 ,6/7/2016 7:56:25 PM , 0.5423847 ,6/7/2016 8:00:25 PM , 0.5347092 ,6/7/2016 8:02:25 PM , 0.5046427 ,6/7/2016 8:04:25 PM , 0.4998663 ,6/7/2016 8:06:25 PM , 0.5985987 ,
 93 ,6/7/2016 8:10:25 PM , 0.5342299 ,6/7/2016 8:12:25 PM , 0.7351871 ,6/7/2016 8:14:25 PM , 0.5723151 ,6/7/2016 8:16:25 PM , 0.4743237 ,6/7/2016 8:20:25 PM , 0.5139088 ,6/7/2016 8:22:25 PM , 0.587575 ,6/7/2016 8:24:25 PM , 0.5402526 ,6/7/2016 8:26:25 PM , 0.5595438 ,
 94 ,6/7/2016 8:30:25 PM , 0.5245982 ,6/7/2016 8:32:25 PM , 0.4720448 ,6/7/2016 8:34:25 PM , 0.3544157 ,6/7/2016 8:36:25 PM , 0.549799 ,6/7/2016 8:40:25 PM , 0.3790899 ,6/7/2016 8:42:25 PM , 0.5738083 ,6/7/2016 8:44:25 PM , 0.492628 ,6/7/2016 8:46:25 PM , 0.582885 ,
 95 ,6/7/2016 8:50:25 PM , 0.3989745 ,6/7/2016 8:52:25 PM , 0.7218947 ,6/7/2016 8:54:25 PM , 0.6022891 ,6/7/2016 8:56:25 PM , 0.540113 ,6/7/2016 9:00:25 PM , 0.4886599 ,6/7/2016 9:02:25 PM , 0.5567446 ,6/7/2016 9:04:25 PM , 0.477797 ,6/7/2016 9:06:25 PM , 0.5504774 ,
 96 ,6/7/2016 9:10:25 PM , 0.524095 ,6/7/2016 9:12:25 PM , 0.7222 ,6/7/2016 9:14:25 PM , 0.5271456 ,6/7/2016 9:16:25 PM , 0.4813267 ,6/7/2016 9:20:25 PM , 0.542387 ,6/7/2016 9:22:25 PM , 0.5176051 ,6/7/2016 9:24:25 PM , 0.5354106 ,6/7/2016 9:26:25 PM , 0.4094819 ,
 97 ,6/7/2016 9:30:25 PM , 0.4965964 ,6/7/2016 9:32:25 PM , 0.4830008 ,6/7/2016 9:34:25 PM , 0.4950514 ,6/7/2016 9:36:25 PM , 0.5349075 ,6/7/2016 9:40:25 PM , 0.5349288 ,6/7/2016 9:42:25 PM , 0.5336919 ,6/7/2016 9:44:25 PM , 0.4838383 ,6/7/2016 9:46:25 PM , 0.4307798 ,
 98 ,6/7/2016 9:50:25 PM , 0.5296593 ,6/7/2016 9:52:25 PM , 0.7234921 ,6/7/2016 9:54:25 PM , 0.3987483 ,6/7/2016 9:56:25 PM , 0.5071785 ,6/7/2016 10:00:25 PM , 0.406393 ,6/7/2016 10:02:25 PM , 0.5211394 ,6/7/2016 10:04:25 PM , 0.5132871 ,6/7/2016 10:06:25 PM , 0.583407 ,
 99 ,6/7/2016 10:10:25 PM , 0.519365 ,6/7/2016 10:12:25 PM , 0.7357237 ,6/7/2016 10:14:25 PM , 0.566497 ,6/7/2016 10:16:25 PM , 0.5420671 ,6/7/2016 10:20:25 PM , 0.3816904 ,6/7/2016 10:22:25 PM , 0.5342984 ,6/7/2016 10:24:25 PM , 0.524542 ,6/7/2016 10:26:25 PM , 0.5087944 ,
 100 ,6/7/2016 10:30:25 PM , 0.5237458 ,6/7/2016 10:32:25 PM , 0.7004617 ,6/7/2016 10:34:25 PM , 0.5689917 ,6/7/2016 10:36:25 PM , 0.5136888 ,6/7/2016 10:40:25 PM , 0.5508574 ,6/7/2016 10:42:25 PM , 0.5240932 ,6/7/2016 10:44:25 PM , 0.5189407 ,6/7/2016 10:46:25 PM , 0.5884891 ,
 101 ,6/7/2016 10:50:25 PM , 0.3699516 ,6/7/2016 10:52:25 PM , 0.4514607 ,6/7/2016 10:54:25 PM , 0.5879241 ,6/7/2016 10:56:25 PM , 0.4190341 ,6/7/2016 11:00:25 PM , 0.4994664 ,6/7/2016 11:02:25 PM , 0.3295061 ,6/7/2016 11:04:25 PM , 0.5346688 ,6/7/2016 11:06:25 PM , 0.5536242 ,
 102 ,6/7/2016 11:10:25 PM , 0.5555553 ,6/7/2016 11:12:25 PM , 0.5775905 ,6/7/2016 11:14:25 PM , 0.4993741 ,6/7/2016 11:16:25 PM , 0.5597551 ,6/7/2016 11:20:25 PM , 0.4246585 ,6/7/2016 11:22:25 PM , 0.3512923 ,6/7/2016 11:24:25 PM , 0.4159822 ,6/7/2016 11:26:25 PM , 0.586108 ,
 103 ,6/7/2016 11:30:25 PM , 0.5212781 ,6/7/2016 11:32:25 PM , 0.7056805 ,6/7/2016 11:34:25 PM , 0.5534876 ,6/7/2016 11:36:25 PM , 0.3575962 ,6/7/2016 11:40:25 PM , 0.5196335 ,6/7/2016 11:42:25 PM , 0.5695173 ,6/7/2016 11:44:25 PM , 0.5454053 ,6/7/2016 11:46:25 PM , 0.3918512 ,
 104 ,6/7/2016 11:50:25 PM , 0.5302226 ,6/7/2016 11:52:25 PM , 0.7141399 ,6/7/2016 11:54:25 PM , 0.5350043 ,6/7/2016 11:56:25 PM , 0.4071579 ,6/8/2016 12:00:25 AM , 0.3766955 ,6/8/2016 12:02:25 AM , 0.5263646 ,6/8/2016 12:04:25 AM , 0.5379398 ,6/8/2016 12:06:25 AM , 0.5877417 ,
 105 ,6/8/2016 12:10:25 AM , 0.5280725 ,6/8/2016 12:12:25 AM , 0.5088522 ,6/8/2016 12:14:25 AM , 0.4401743 ,6/8/2016 12:16:25 AM , 0.5369427 ,6/8/2016 12:20:25 AM , 0.3611551 ,6/8/2016 12:22:25 AM , 0.51819 ,6/8/2016 12:24:25 AM , 0.5057393 ,6/8/2016 12:26:25 AM , 0.442127 ,
 106 ,6/8/2016 12:30:25 AM , 0.4470739 ,6/8/2016 12:32:25 AM , 0.7209836 ,6/8/2016 12:34:25 AM , 0.5538026 ,6/8/2016 12:36:25 AM , 0.3878892 ,6/8/2016 12:40:25 AM , 0.4290001 ,6/8/2016 12:42:25 AM , 0.3739771 ,6/8/2016 12:44:25 AM , 0.4713666 ,6/8/2016 12:46:25 AM , 0.5303284 ,
 107 ,6/8/2016 12:50:25 AM , 0.3805744 ,6/8/2016 12:52:25 AM , 0.472694 ,6/8/2016 12:54:25 AM , 0.3796 ,6/8/2016 12:56:25 AM , 0.4325374 ,6/8/2016 1:00:25 AM , 0.525442 ,6/8/2016 1:02:25 AM , 0.4065886 ,6/8/2016 1:04:25 AM , 0.5088097 ,6/8/2016 1:06:25 AM , 0.4278953 ,
 108 ,6/8/2016 1:10:25 AM , 0.5235552 ,6/8/2016 1:12:25 AM , 0.5749472 ,6/8/2016 1:14:25 AM , 0.5566955 ,6/8/2016 1:16:25 AM , 0.4648791 ,6/8/2016 1:20:25 AM , 0.5050064 ,6/8/2016 1:22:25 AM , 0.3448406 ,6/8/2016 1:24:25 AM , 0.5148826 ,6/8/2016 1:26:25 AM , 0.578851 ,
 109 ,6/8/2016 1:30:25 AM , 0.5092009 ,6/8/2016 1:32:25 AM , 0.7388099 ,6/8/2016 1:34:25 AM , 0.394006 ,6/8/2016 1:36:25 AM , 0.5396456 ,6/8/2016 1:40:25 AM , 0.4511368 ,6/8/2016 1:42:25 AM , 0.326399 ,6/8/2016 1:44:25 AM , 0.4423639 ,6/8/2016 1:46:25 AM , 0.5647648 ,
 110 ,6/8/2016 1:50:25 AM , 0.5225905 ,6/8/2016 1:52:25 AM , 0.7061828 ,6/8/2016 1:54:25 AM , 0.4231643 ,6/8/2016 1:56:25 AM , 0.3763918 ,6/8/2016 2:00:25 AM , 0.4314352 ,6/8/2016 2:02:25 AM , 0.5109905 ,6/8/2016 2:04:25 AM , 0.4671742 ,6/8/2016 2:06:25 AM , 0.4108229 ,
 111 ,6/8/2016 2:10:25 AM , 0.3741767 ,6/8/2016 2:12:25 AM , 0.6626319 ,6/8/2016 2:14:25 AM , 0.3856222 ,6/8/2016 2:16:25 AM , 0.3911625 ,6/8/2016 2:20:25 AM , 0.383249 ,6/8/2016 2:22:25 AM , 0.5409123 ,6/8/2016 2:24:25 AM , 0.5272189 ,6/8/2016 2:26:25 AM , 0.4156799 ,
 112 ,6/8/2016 2:30:25 AM , 0.529476 ,6/8/2016 2:32:25 AM , 0.4735611 ,6/8/2016 2:34:25 AM , 0.357364 ,6/8/2016 2:36:25 AM , 0.5460559 ,6/8/2016 2:40:25 AM , 0.3426951 ,6/8/2016 2:42:25 AM , 0.4391646 ,6/8/2016 2:44:25 AM , 0.3936141 ,6/8/2016 2:46:25 AM , 0.5492053 ,
 113 ,6/8/2016 2:50:25 AM , 0.5111128 ,6/8/2016 2:52:25 AM , 0.7583722 ,6/8/2016 2:54:25 AM , 0.6342306 ,6/8/2016 2:56:25 AM , 0.5842808 ,6/8/2016 3:00:25 AM , 0.4829296 ,6/8/2016 3:02:25 AM , 0.3301972 ,6/8/2016 3:04:25 AM , 0.526106 ,6/8/2016 3:06:25 AM , 0.41433 ,
