"141"," 2.339999 ","6/8/2016 12:10:25 PM ","6/8/2016 12:12:25 PM "," 2.959999 ","6/8/2016 12:14:25 PM "," 1.979999 ","6/8/2016 12:16:25 PM "," 2.799999 ","6/8/2016 12:20:25 PM "," 1.399999 ","6/8/2016 12:22:25 PM "," 1.88 ","6/8/2016 12:24:25 PM "," 2.339999 ","6/8/2016 12:26:25 PM "," 2.819999 ",""
"142"," 2.339999 ","6/8/2016 12:30:25 PM ","6/8/2016 12:32:25 PM "," 2.959999 ","6/8/2016 12:34:25 PM "," 1.979999 ","6/8/2016 12:36:25 PM "," 2.799999 ","6/8/2016 12:40:25 PM "," 1.419999 ","6/8/2016 12:42:25 PM "," 1.88 ","6/8/2016 12:44:25 PM "," 2.339999 ","6/8/2016 12:46:25 PM "," 2.819999 ",""
"143"," 2.339999 ","6/8/2016 12:50:25 PM ","6/8/2016 12:52:25 PM "," 2.959999 ","6/8/2016 12:54:25 PM "," 1.999999 ","6/8/2016 12:56:25 PM "," 2.839999 ","6/8/2016 1:00:25 PM "," 1.419999 ","6/8/2016 1:02:25 PM "," 1.919999 ","6/8/2016 1:04:25 PM "," 2.339999 ","6/8/2016 1:06:25 PM "," 2.839998 ",""
"144"," 2.339999 ","6/8/2016 1:10:25 PM ","6/8/2016 1:12:25 PM "," 2.959999 ","6/8/2016 1:14:25 PM "," 1.999999 ","6/8/2016 1:16:25 PM "," 2.839999 ","6/8/2016 1:20:25 PM "," 1.419999 ","6/8/2016 1:22:25 PM "," 1.919999 ","6/8/2016 1:24:25 PM "," 2.339999 ","6/8/2016 1:26:25 PM "," 2.839998 ",""
"145"," 2.339999 ","6/8/2016 1:30:25 PM ","6/8/2016 1:32:25 PM "," 2.959999 ","6/8/2016 1:34:25 PM "," 1.999999 ","6/8/2016 1:36:25 PM "," 2.839999 ","6/8/2016 1:40:25 PM "," 1.419999 ","6/8/2016 1:42:25 PM "," 1.919999 ","6/8/2016 1:44:25 PM "," 2.339999 ","6/8/2016 1:46:25 PM "," 2.839998 ",""
"146"," 2.339999 ","6/8/2016 1:50:25 PM ","6/8/2016 1:52:25 PM "," 2.959999 ","6/8/2016 1:54:25 PM "," 1.999999 ","6/8/2016 1:56:25 PM "," 2.839999 ","6/8/2016 2:00:25 PM "," 1.419999 ","6/8/2016 2:02:25 PM "," 1.939999 ","6/8/2016 2:04:25 PM "," 2.339999 ","6/8/2016 2:06:25 PM "," 2.859998 ",""
"147"," 2.339999 ","6/8/2016 2:10:25 PM ","6/8/2016 2:12:25 PM "," 2.959999 ","6/8/2016 2:14:25 PM "," 1.999999 ","6/8/2016 2:16:25 PM "," 2.879999 ","6/8/2016 2:20:25 PM "," 1.419999 ","6/8/2016 2:22:25 PM "," 1.939999 ","6/8/2016 2:24:25 PM "," 2.339999 ","6/8/2016 2:26:25 PM "," 2.859998 ",""
"148"," 2.339999 ","6/8/2016 2:30:25 PM ","6/8/2016 2:32:25 PM "," 2.959999 ","6/8/2016 2:34:25 PM "," 1.999999 ","6/8/2016 2:36:25 PM "," 2.879999 ","6/8/2016 2:40:25 PM "," 1.419999 ","6/8/2016 2:42:25 PM "," 1.939999 ","6/8/2016 2:44:25 PM "," 2.339999 ","6/8/2016 2:46:25 PM "," 2.879998 ",""
"149"," 2.339999 ","6/8/2016 2:50:25 PM ","6/8/2016 2:52:25 PM "," 3.019999 ","6/8/2016 2:54:25 PM "," 1.999999 ","6/8/2016 2:56:25 PM "," 2.919999 ","6/8/2016 3:00:25 PM "," 1.439999 ","6/8/2016 3:02:25 PM "," 1.939999 ","6/8/2016 3:04:25 PM "," 2.339999 ","6/8/2016 3:06:25 PM "," 2.879998 ",""
"150"," 2.419999 ","6/8/2016 3:10:25 PM ","6/8/2016 3:12:25 PM "," 3.019999 ","6/8/2016 3:14:25 PM "," 1.999999 ","6/8/2016 3:16:25 PM "," 2.919999 ","6/8/2016 3:20:25 PM "," 1.439999 ","6/8/2016 3:22:25 PM "," 1.939999 ","6/8/2016 3:24:25 PM "," 2.339999 ","6/8/2016 3:26:25 PM "," 2.879998 ",""
"151"," 2.419999 ","6/8/2016 3:30:25 PM ","6/8/2016 3:32:25 PM "," 3.039999 ","6/8/2016 3:34:25 PM "," 2.059999 ","6/8/2016 3:36:25 PM "," 2.939999 ","6/8/2016 3:40:25 PM "," 1.439999 ","6/8/2016 3:42:25 PM "," 1.939999 ","6/8/2016 3:44:25 PM "," 2.339999 ","6/8/2016 3:46:25 PM "," 2.879998 ",""
"152"," 2.419999 ","6/8/2016 3:50:25 PM ","6/8/2016 3:52:25 PM "," 3.059999 ","6/8/2016 3:54:25 PM "," 2.059999 ","6/8/2016 3:56:25 PM "," 2.939999 ","6/8/2016 4:00:25 PM "," 1.439999 ","6/8/2016 4:02:25 PM "," 1.939999 ","6/8/2016 4:04:25 PM "," 2.339999 ","6/8/2016 4:06:25 PM "," 2.899998 ",""
"153"," 2.419999 ","6/8/2016 4:10:25 PM ","6/8/2016 4:12:25 PM "," 3.079998 ","6/8/2016 4:14:25 PM "," 2.059999 ","6/8/2016 4:16:25 PM "," 2.959999 ","6/8/2016 4:20:25 PM "," 1.439999 ","6/8/2016 4:22:25 PM "," 1.939999 ","6/8/2016 4:24:25 PM "," 2.339999 ","6/8/2016 4:26:25 PM "," 2.899998 ",""
"154"," 2.439999 ","6/8/2016 4:30:25 PM ","6/8/2016 4:32:25 PM "," 3.099998 ","6/8/2016 4:34:25 PM "," 2.059999 ","6/8/2016 4:36:25 PM "," 2.979999 ","6/8/2016 4:40:25 PM "," 1.439999 ","6/8/2016 4:42:25 PM "," 1.959999 ","6/8/2016 4:44:25 PM "," 2.339999 ","6/8/2016 4:46:25 PM "," 2.939998 ",""
"155"," 2.439999 ","6/8/2016 4:50:25 PM ","6/8/2016 4:52:25 PM "," 3.099998 ","6/8/2016 4:54:25 PM "," 2.059999 ","6/8/2016 4:56:25 PM "," 2.999999 ","6/8/2016 5:00:25 PM "," 1.439999 ","6/8/2016 5:02:25 PM "," 1.979999 ","6/8/2016 5:04:25 PM "," 2.379999 ","6/8/2016 5:06:25 PM "," 2.959998 ",""
"156"," 2.439999 ","6/8/2016 5:10:25 PM ","6/8/2016 5:12:25 PM "," 3.099998 ","6/8/2016 5:14:25 PM "," 2.059999 ","6/8/2016 5:16:25 PM "," 3.019999 ","6/8/2016 5:20:25 PM "," 1.459999 ","6/8/2016 5:22:25 PM "," 1.999999 ","6/8/2016 5:24:25 PM "," 2.379999 ","6/8/2016 5:26:25 PM "," 2.959998 ",""
"157"," 2.439999 ","6/8/2016 5:30:25 PM ","6/8/2016 5:32:25 PM "," 3.099998 ","6/8/2016 5:34:25 PM "," 2.059999 ","6/8/2016 5:36:25 PM "," 3.019999 ","6/8/2016 5:40:25 PM "," 1.459999 ","6/8/2016 5:42:25 PM "," 2.039999 ","6/8/2016 5:44:25 PM "," 2.379999 ","6/8/2016 5:46:25 PM "," 2.959998 ",""
"158"," 2.439999 ","6/8/2016 5:50:25 PM ","6/8/2016 5:52:25 PM "," 3.139998 ","6/8/2016 5:54:25 PM "," 2.059999 ","6/8/2016 5:56:25 PM "," 3.019999 ","6/8/2016 6:00:25 PM "," 1.459999 ","6/8/2016 6:02:25 PM "," 2.039999 ","6/8/2016 6:04:25 PM "," 2.379999 ","6/8/2016 6:06:25 PM "," 2.979998 ",""
"159"," 2.499999 ","6/8/2016 6:10:25 PM ","6/8/2016 6:12:25 PM "," 3.139998 ","6/8/2016 6:14:25 PM "," 2.059999 ","6/8/2016 6:16:25 PM "," 3.019999 ","6/8/2016 6:20:25 PM "," 1.459999 ","6/8/2016 6:22:25 PM "," 2.059999 ","6/8/2016 6:24:25 PM "," 2.379999 ","6/8/2016 6:26:25 PM "," 2.979998 ",""
"160"," 2.519999 ","6/8/2016 6:30:25 PM ","6/8/2016 6:32:25 PM "," 3.159998 ","6/8/2016 6:34:25 PM "," 2.059999 ","6/8/2016 6:36:25 PM "," 3.019999 ","6/8/2016 6:40:25 PM "," 1.459999 ","6/8/2016 6:42:25 PM "," 2.059999 ","6/8/2016 6:44:25 PM "," 2.379999 ","6/8/2016 6:46:25 PM "," 3.019998 ",""
"161"," 2.559999 ","6/8/2016 6:50:25 PM ","6/8/2016 6:52:25 PM "," 3.159998 ","6/8/2016 6:54:25 PM "," 2.099999 ","6/8/2016 6:56:25 PM "," 3.019999 ","6/8/2016 7:00:25 PM "," 1.479999 ","6/8/2016 7:02:25 PM "," 2.079999 ","6/8/2016 7:04:25 PM "," 2.379999 ","6/8/2016 7:06:25 PM "," 3.059998 ",""
"162"," 2.619999 ","6/8/2016 7:10:25 PM ","6/8/2016 7:12:25 PM "," 3.199998 ","6/8/2016 7:14:25 PM "," 2.139999 ","6/8/2016 7:16:25 PM "," 3.039999 ","6/8/2016 7:20:25 PM "," 1.499999 ","6/8/2016 7:22:25 PM "," 2.099999 ","6/8/2016 7:24:25 PM "," 2.379999 ","6/8/2016 7:26:25 PM "," 3.059998 ",""
"163"," 2.659999 ","6/8/2016 7:30:25 PM ","6/8/2016 7:32:25 PM "," 3.259998 ","6/8/2016 7:34:25 PM "," 2.139999 ","6/8/2016 7:36:25 PM "," 3.059999 ","6/8/2016 7:40:25 PM "," 1.499999 ","6/8/2016 7:42:25 PM "," 2.099999 ","6/8/2016 7:44:25 PM "," 2.379999 ","6/8/2016 7:46:25 PM "," 3.159998 ",""
"164"," 2.679999 ","6/8/2016 7:50:25 PM ","6/8/2016 7:52:25 PM "," 3.259998 ","6/8/2016 7:54:25 PM "," 2.179999 ","6/8/2016 7:56:25 PM "," 3.119998 ","6/8/2016 8:00:25 PM "," 1.519999 ","6/8/2016 8:02:25 PM "," 2.139999 ","6/8/2016 8:04:25 PM "," 2.379999 ","6/8/2016 8:06:25 PM "," 3.179998 ",""
"165"," 2.679999 ","6/8/2016 8:10:25 PM ","6/8/2016 8:12:25 PM "," 3.299998 ","6/8/2016 8:14:25 PM "," 2.199999 ","6/8/2016 8:16:25 PM "," 3.139998 ","6/8/2016 8:20:25 PM "," 1.539999 ","6/8/2016 8:22:25 PM "," 2.179999 ","6/8/2016 8:24:25 PM "," 2.379999 ","6/8/2016 8:26:25 PM "," 3.259998 ",""
"166"," 2.739999 ","6/8/2016 8:30:25 PM ","6/8/2016 8:32:25 PM "," 3.339998 ","6/8/2016 8:34:25 PM "," 2.239999 ","6/8/2016 8:36:25 PM "," 3.159998 ","6/8/2016 8:40:25 PM "," 1.559999 ","6/8/2016 8:42:25 PM "," 2.199999 ","6/8/2016 8:44:25 PM "," 2.379999 ","6/8/2016 8:46:25 PM "," 3.279998 ",""
"167"," 2.779999 ","6/8/2016 8:50:25 PM ","6/8/2016 8:52:25 PM "," 3.359998 ","6/8/2016 8:54:25 PM "," 2.239999 ","6/8/2016 8:56:25 PM "," 3.199998 ","6/8/2016 9:00:25 PM "," 1.559999 ","6/8/2016 9:02:25 PM "," 2.199999 ","6/8/2016 9:04:25 PM "," 2.379999 ","6/8/2016 9:06:25 PM "," 3.319998 ",""
"168"," 2.879998 ","6/8/2016 9:10:25 PM ","6/8/2016 9:12:25 PM "," 3.399998 ","6/8/2016 9:14:25 PM "," 2.259999 ","6/8/2016 9:16:25 PM "," 3.259998 ","6/8/2016 9:20:25 PM "," 1.559999 ","6/8/2016 9:22:25 PM "," 2.239999 ","6/8/2016 9:24:25 PM "," 2.379999 ","6/8/2016 9:26:25 PM "," 3.399998 ",""
"169"," 2.919998 ","6/8/2016 9:30:25 PM ","6/8/2016 9:32:25 PM "," 3.439998 ","6/8/2016 9:34:25 PM "," 2.259999 ","6/8/2016 9:36:25 PM "," 3.299998 ","6/8/2016 9:40:25 PM "," 1.599999 ","6/8/2016 9:42:25 PM "," 2.279999 ","6/8/2016 9:44:25 PM "," 2.379999 ","6/8/2016 9:46:25 PM "," 3.399998 ",""
"170"," 2.959998 ","6/8/2016 9:50:25 PM ","6/8/2016 9:52:25 PM "," 3.519998 ","6/8/2016 9:54:25 PM "," 2.339999 ","6/8/2016 9:56:25 PM "," 3.319998 ","6/8/2016 10:00:25 PM "," 1.599999 ","6/8/2016 10:02:25 PM "," 2.279999 ","6/8/2016 10:04:25 PM "," 2.379999 ","6/8/2016 10:06:25 PM "," 3.479998 ",""
"171"," 2.999998 ","6/8/2016 10:10:25 PM ","6/8/2016 10:12:25 PM "," 3.539998 ","6/8/2016 10:14:25 PM "," 2.339999 ","6/8/2016 10:16:25 PM "," 3.339998 ","6/8/2016 10:20:25 PM "," 1.639999 ","6/8/2016 10:22:25 PM "," 2.319999 ","6/8/2016 10:24:25 PM "," 2.379999 ","6/8/2016 10:26:25 PM "," 3.559998 ",""
"172"," 3.039998 ","6/8/2016 10:30:25 PM ","6/8/2016 10:32:25 PM "," 3.539998 ","6/8/2016 10:34:25 PM "," 2.399999 ","6/8/2016 10:36:25 PM "," 3.379998 ","6/8/2016 10:40:25 PM "," 1.679999 ","6/8/2016 10:42:25 PM "," 2.319999 ","6/8/2016 10:44:25 PM "," 2.379999 ","6/8/2016 10:46:25 PM "," 3.559998 ",""
"173"," 3.099998 ","6/8/2016 10:50:25 PM ","6/8/2016 10:52:25 PM "," 3.539998 ","6/8/2016 10:54:25 PM "," 2.399999 ","6/8/2016 10:56:25 PM "," 3.439998 ","6/8/2016 11:00:25 PM "," 1.679999 ","6/8/2016 11:02:25 PM "," 2.379999 ","6/8/2016 11:04:25 PM "," 2.379999 ","6/8/2016 11:06:25 PM "," 3.559998 ",""
"174"," 3.099998 ","6/8/2016 11:10:25 PM ","6/8/2016 11:12:25 PM "," 3.579998 ","6/8/2016 11:14:25 PM "," 2.419999 ","6/8/2016 11:16:25 PM "," 3.479998 ","6/8/2016 11:20:25 PM "," 1.719999 ","6/8/2016 11:22:25 PM "," 2.439999 ","6/8/2016 11:24:25 PM "," 2.379999 ","6/8/2016 11:26:25 PM "," 3.639998 ",""
"175"," 3.159998 ","6/8/2016 11:30:25 PM ","6/8/2016 11:32:25 PM "," 3.659998 ","6/8/2016 11:34:25 PM "," 2.479999 ","6/8/2016 11:36:25 PM "," 3.519998 ","6/8/2016 11:40:25 PM "," 1.739999 ","6/8/2016 11:42:25 PM "," 2.479999 ","6/8/2016 11:44:25 PM "," 2.379999 ","6/8/2016 11:46:25 PM "," 3.719998 ",""
"176"," 3.239998 ","6/8/2016 11:50:25 PM ","6/8/2016 11:52:25 PM "," 3.659998 ","6/8/2016 11:54:25 PM "," 2.519999 ","6/8/2016 11:56:25 PM "," 3.559998 ","6/9/2016 12:00:25 AM "," 1.759999 ","6/9/2016 12:02:25 AM "," 2.499999 ","6/9/2016 12:04:25 AM "," 2.379999 ","6/9/2016 12:06:25 AM "," 3.739998 ",""
"177"," 3.319998 ","6/9/2016 12:10:25 AM ","6/9/2016 12:12:25 AM "," 3.699998 ","6/9/2016 12:14:25 AM "," 2.519999 ","6/9/2016 12:16:25 AM "," 3.579998 ","6/9/2016 12:20:25 AM "," 1.799999 ","6/9/2016 12:22:25 AM "," 2.499999 ","6/9/2016 12:24:25 AM "," 2.379999 ","6/9/2016 12:26:25 AM "," 3.759998 ",""
"178"," 3.359998 ","6/9/2016 12:30:25 AM ","6/9/2016 12:32:25 AM "," 3.699998 ","6/9/2016 12:34:25 AM "," 2.579998 ","6/9/2016 12:36:25 AM "," 3.679998 ","6/9/2016 12:40:25 AM "," 1.819999 ","6/9/2016 12:42:25 AM "," 2.499999 ","6/9/2016 12:44:25 AM "," 2.379999 ","6/9/2016 12:46:25 AM "," 3.759998 ",""
"179"," 3.379998 ","6/9/2016 12:50:25 AM ","6/9/2016 12:52:25 AM "," 3.699998 ","6/9/2016 12:54:25 AM "," 2.599998 ","6/9/2016 12:56:25 AM "," 3.719998 ","6/9/2016 1:00:25 AM "," 1.819999 ","6/9/2016 1:02:25 AM "," 2.499999 ","6/9/2016 1:04:25 AM "," 2.379999 ","6/9/2016 1:06:25 AM "," 3.759998 ",""
"180"," 3.379998 ","6/9/2016 1:10:25 AM ","6/9/2016 1:12:25 AM "," 3.759998 ","6/9/2016 1:14:25 AM "," 2.599998 ","6/9/2016 1:16:25 AM "," 3.739998 ","6/9/2016 1:20:25 AM "," 1.819999 ","6/9/2016 1:22:25 AM "," 2.499999 ","6/9/2016 1:24:25 AM "," 2.379999 ","6/9/2016 1:26:25 AM "," 3.839998 ",""
"181"," 3.379998 ","6/9/2016 1:30:25 AM ","6/9/2016 1:32:25 AM "," 3.759998 ","6/9/2016 1:34:25 AM "," 2.639998 ","6/9/2016 1:36:25 AM "," 3.739998 ","6/9/2016 1:40:25 AM "," 1.839999 ","6/9/2016 1:42:25 AM "," 2.539999 ","6/9/2016 1:44:25 AM "," 2.379999 ","6/9/2016 1:46:25 AM "," 3.839998 ",""
"182"," 3.399998 ","6/9/2016 1:50:25 AM ","6/9/2016 1:52:25 AM "," 3.759998 ","6/9/2016 1:54:25 AM "," 2.639998 ","6/9/2016 1:56:25 AM "," 3.819998 ","6/9/2016 2:00:25 AM "," 1.839999 ","6/9/2016 2:02:25 AM "," 2.619999 ","6/9/2016 2:04:25 AM "," 2.379999 ","6/9/2016 2:06:25 AM "," 3.839998 ",""
"183"," 3.419998 ","6/9/2016 2:10:25 AM ","6/9/2016 2:12:25 AM "," 3.859998 ","6/9/2016 2:14:25 AM "," 2.639998 ","6/9/2016 2:16:25 AM "," 3.839998 ","6/9/2016 2:20:25 AM "," 1.839999 ","6/9/2016 2:22:25 AM "," 2.619999 ","6/9/2016 2:24:25 AM "," 2.379999 ","6/9/2016 2:26:25 AM "," 3.859998 ",""
"184"," 3.419998 ","6/9/2016 2:30:25 AM ","6/9/2016 2:32:25 AM "," 3.919998 ","6/9/2016 2:34:25 AM "," 2.679998 ","6/9/2016 2:36:25 AM "," 3.899998 ","6/9/2016 2:40:25 AM "," 1.879999 ","6/9/2016 2:42:25 AM "," 2.619999 ","6/9/2016 2:44:25 AM "," 2.439999 ","6/9/2016 2:46:25 AM "," 3.859998 ",""
"185"," 3.419998 ","6/9/2016 2:50:25 AM ","6/9/2016 2:52:25 AM "," 3.919998 ","6/9/2016 2:54:25 AM "," 2.759998 ","6/9/2016 2:56:25 AM "," 3.899998 ","6/9/2016 3:00:25 AM "," 1.959999 ","6/9/2016 3:02:25 AM "," 2.619999 ","6/9/2016 3:04:25 AM "," 2.439999 ","6/9/2016 3:06:25 AM "," 3.979997 ",""
"186"," 3.499998 ","6/9/2016 3:10:25 AM ","6/9/2016 3:12:25 AM "," 4.019998 ","6/9/2016 3:14:25 AM "," 2.779998 ","6/9/2016 3:16:25 AM "," 3.939998 ","6/9/2016 3:20:25 AM "," 1.979999 ","6/9/2016 3:22:25 AM "," 2.619999 ","6/9/2016 3:24:25 AM "," 2.439999 ","6/9/2016 3:26:25 AM "," 3.999997 ",""
"187"," 3.579998 ","6/9/2016 3:30:25 AM ","6/9/2016 3:32:25 AM "," 4.039998 ","6/9/2016 3:34:25 AM "," 2.819998 ","6/9/2016 3:36:25 AM "," 3.939998 ","6/9/2016 3:40:25 AM "," 1.979999 ","6/9/2016 3:42:25 AM "," 2.619999 ","6/9/2016 3:44:25 AM "," 2.439999 ","6/9/2016 3:46:25 AM "," 3.999997 ",""
"188"," 3.579998 ","6/9/2016 3:50:25 AM ","6/9/2016 3:52:25 AM "," 4.039998 ","6/9/2016 3:54:25 AM "," 2.819998 ","6/9/2016 3:56:25 AM "," 3.959998 ","6/9/2016 4:00:25 AM "," 1.979999 ","6/9/2016 4:02:25 AM "," 2.679999 ","6/9/2016 4:04:25 AM "," 2.439999 ","6/9/2016 4:06:25 AM "," 3.999997 ",""
"189"," 3.579998 ","6/9/2016 4:10:25 AM ","6/9/2016 4:12:25 AM "," 4.079998 ","6/9/2016 4:14:25 AM "," 2.859998 ","6/9/2016 4:16:25 AM "," 3.979998 ","6/9/2016 4:20:25 AM "," 2.019999 ","6/9/2016 4:22:25 AM "," 2.699999 ","6/9/2016 4:24:25 AM "," 2.439999 ","6/9/2016 4:26:25 AM "," 3.999997 ",""
"190"," 3.579998 ","6/9/2016 4:30:25 AM ","6/9/2016 4:32:25 AM "," 4.219997 ","6/9/2016 4:34:25 AM "," 2.919998 ","6/9/2016 4:36:25 AM "," 4.059998 ","6/9/2016 4:40:25 AM "," 2.099999 ","6/9/2016 4:42:25 AM "," 2.699999 ","6/9/2016 4:44:25 AM "," 2.439999 ","6/9/2016 4:46:25 AM "," 4.059998 ",""
"191"," 3.599998 ","6/9/2016 4:50:25 AM ","6/9/2016 4:52:25 AM "," 4.259997 ","6/9/2016 4:54:25 AM "," 2.919998 ","6/9/2016 4:56:25 AM "," 4.079998 ","6/9/2016 5:00:25 AM "," 2.099999 ","6/9/2016 5:02:25 AM "," 2.699999 ","6/9/2016 5:04:25 AM "," 2.439999 ","6/9/2016 5:06:25 AM "," 4.119998 ",""
"192"," 3.699998 ","6/9/2016 5:10:25 AM ","6/9/2016 5:12:25 AM "," 4.259997 ","6/9/2016 5:14:25 AM "," 2.999998 ","6/9/2016 5:16:25 AM "," 4.159997 ","6/9/2016 5:20:25 AM "," 2.099999 ","6/9/2016 5:22:25 AM "," 2.699999 ","6/9/2016 5:24:25 AM "," 2.439999 ","6/9/2016 5:26:25 AM "," 4.119998 ",""
"193"," 3.719998 ","6/9/2016 5:30:25 AM ","6/9/2016 5:32:25 AM "," 4.279997 ","6/9/2016 5:34:25 AM "," 2.999998 ","6/9/2016 5:36:25 AM "," 4.199997 ","6/9/2016 5:40:25 AM "," 2.179999 ","6/9/2016 5:42:25 AM "," 2.699999 ","6/9/2016 5:44:25 AM "," 2.439999 ","6/9/2016 5:46:25 AM "," 4.159997 ",""
"194"," 3.719998 ","6/9/2016 5:50:25 AM ","6/9/2016 5:52:25 AM "," 4.359997 ","6/9/2016 5:54:25 AM "," 2.999998 ","6/9/2016 5:56:25 AM "," 4.219997 ","6/9/2016 6:00:25 AM "," 2.179999 ","6/9/2016 6:02:25 AM "," 2.699999 ","6/9/2016 6:04:25 AM "," 2.439999 ","6/9/2016 6:06:25 AM "," 4.199997 ",""
"195"," 3.759998 ","6/9/2016 6:10:25 AM ","6/9/2016 6:12:25 AM "," 4.379997 ","6/9/2016 6:14:25 AM "," 2.999998 ","6/9/2016 6:16:25 AM "," 4.219997 ","6/9/2016 6:20:25 AM "," 2.179999 ","6/9/2016 6:22:25 AM "," 2.699999 ","6/9/2016 6:24:25 AM "," 2.439999 ","6/9/2016 6:26:25 AM "," 4.259997 ",""
"196"," 3.779998 ","6/9/2016 6:30:25 AM ","6/9/2016 6:32:25 AM "," 4.379997 ","6/9/2016 6:34:25 AM "," 3.059998 ","6/9/2016 6:36:25 AM "," 4.239997 ","6/9/2016 6:40:25 AM "," 2.199999 ","6/9/2016 6:42:25 AM "," 2.719999 ","6/9/2016 6:44:25 AM "," 2.439999 ","6/9/2016 6:46:25 AM "," 4.259997 ",""
"197"," 3.799998 ","6/9/2016 6:50:25 AM ","6/9/2016 6:52:25 AM "," 4.379997 ","6/9/2016 6:54:25 AM "," 3.079998 ","6/9/2016 6:56:25 AM "," 4.239997 ","6/9/2016 7:00:25 AM "," 2.199999 ","6/9/2016 7:02:25 AM "," 2.719999 ","6/9/2016 7:04:25 AM "," 2.439999 ","6/9/2016 7:06:25 AM "," 4.279997 ",""
"198"," 3.799998 ","6/9/2016 7:10:25 AM ","6/9/2016 7:12:25 AM "," 4.379997 ","6/9/2016 7:14:25 AM "," 3.079998 ","6/9/2016 7:16:25 AM "," 4.259997 ","6/9/2016 7:20:25 AM "," 2.199999 ","6/9/2016 7:22:25 AM "," 2.719999 ","6/9/2016 7:24:25 AM "," 2.439999 ","6/9/2016 7:26:25 AM "," 4.359997 ",""
"199"," 3.799998 ","6/9/2016 7:30:25 AM ","6/9/2016 7:32:25 AM "," 4.379997 ","6/9/2016 7:34:25 AM "," 3.079998 ","6/9/2016 7:36:25 AM "," 4.259997 ","6/9/2016 7:40:25 AM "," 2.239999 ","6/9/2016 7:42:25 AM "," 2.719999 ","6/9/2016 7:44:25 AM "," 2.439999 ","6/9/2016 7:46:25 AM "," 4.359997 ",""
"200"," 3.799998 ","6/9/2016 7:50:25 AM ","6/9/2016 7:52:25 AM "," 4.379997 ","6/9/2016 7:54:25 AM "," 3.079998 ","6/9/2016 7:56:25 AM "," 4.259997 ","6/9/2016 8:00:25 AM "," 2.239999 ","6/9/2016 8:02:25 AM "," 2.719999 ","6/9/2016 8:04:25 AM "," 2.439999 ","6/9/2016 8:06:25 AM "," 4.359997 ",""
"201"," 3.799998 ","6/9/2016 8:10:25 AM ","6/9/2016 8:12:25 AM "," 4.379997 ","6/9/2016 8:14:25 AM "," 3.079998 ","6/9/2016 8:16:25 AM "," 4.259997 ","6/9/2016 8:20:25 AM "," 2.239999 ","6/9/2016 8:22:25 AM "," 2.719999 ","6/9/2016 8:24:25 AM "," 2.439999 ","6/9/2016 8:26:25 AM "," 4.359997 ",""
"202"," 3.799998 ","6/9/2016 8:30:25 AM ","6/9/2016 8:32:25 AM "," 4.399997 ","6/9/2016 8:34:25 AM "," 3.079998 ","6/9/2016 8:36:25 AM "," 4.259997 ","6/9/2016 8:40:25 AM "," 2.239999 ","6/9/2016 8:42:25 AM "," 2.719999 ","6/9/2016 8:44:25 AM "," 2.439999 ","6/9/2016 8:46:25 AM "," 4.359997 ",""
"203"," 3.799998 ","6/9/2016 8:50:25 AM ","6/9/2016 8:52:25 AM "," 4.399997 ","6/9/2016 8:54:25 AM "," 3.079998 ","6/9/2016 8:56:25 AM "," 4.259997 ","6/9/2016 9:00:25 AM "," 2.239999 ","6/9/2016 9:02:25 AM "," 2.739999 ","6/9/2016 9:04:25 AM "," 2.439999 ","6/9/2016 9:06:25 AM "," 4.399997 ",""
"204"," 3.799998 ","6/9/2016 9:10:25 AM ","6/9/2016 9:12:25 AM "," 4.399997 ","6/9/2016 9:14:25 AM "," 3.139998 ","6/9/2016 9:16:25 AM "," 4.259997 ","6/9/2016 9:20:25 AM "," 2.259999 ","6/9/2016 9:22:25 AM "," 2.739999 ","6/9/2016 9:24:25 AM "," 2.439999 ","6/9/2016 9:26:25 AM "," 4.399997 ",""
"205"," 3.819998 ","6/9/2016 9:30:25 AM ","6/9/2016 9:32:25 AM "," 4.399997 ","6/9/2016 9:34:25 AM "," 3.139998 ","6/9/2016 9:36:25 AM "," 4.279997 ","6/9/2016 9:40:25 AM "," 2.259999 ","6/9/2016 9:42:25 AM "," 2.859999 ","6/9/2016 9:44:25 AM "," 2.439999 ","6/9/2016 9:46:25 AM "," 4.399997 ",""
"206"," 3.819998 ","6/9/2016 9:50:25 AM ","6/9/2016 9:52:25 AM "," 4.399997 ","6/9/2016 9:54:25 AM "," 3.139998 ","6/9/2016 9:56:25 AM "," 4.299997 ","6/9/2016 10:00:25 AM "," 2.259999 ","6/9/2016 10:02:25 AM "," 2.879999 ","6/9/2016 10:04:25 AM "," 2.439999 ","6/9/2016 10:06:25 AM "," 4.419997 ",""
"207"," 3.819998 ","6/9/2016 10:10:25 AM ","6/9/2016 10:12:25 AM "," 4.399997 ","6/9/2016 10:14:25 AM "," 3.139998 ","6/9/2016 10:16:25 AM "," 4.299997 ","6/9/2016 10:20:25 AM "," 2.259999 ","6/9/2016 10:22:25 AM "," 2.879999 ","6/9/2016 10:24:25 AM "," 2.439999 ","6/9/2016 10:26:25 AM "," 4.419997 ",""
