Oxymax PARAMETER File 

CSV Generation Date,6/13/2016 9:09:48 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0101
Subject ID,G26
Subject Mass,29.61 G

Group/Cage,0102
Subject ID,G27
Subject Mass,29.09 G

Group/Cage,0103
Subject ID,G28
Subject Mass,29.91 G

Group/Cage,0104
Subject ID,G29
Subject Mass,30.32 G

Group/Cage,0105
Subject ID,G36
Subject Mass,28.2 G

Group/Cage,0106
Subject ID,G37
Subject Mass,28.09 G

Group/Cage,0107
Subject ID,G38
Subject Mass,26.79 G

Group/Cage,0108
Subject ID,G40
Subject Mass,32.35 G

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD

Paramter,XAMB (counts)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 61 ,6/7/2016 9:30:25 AM , 70 ,6/7/2016 9:32:25 AM , 48 ,6/7/2016 9:34:25 AM , 502 ,6/7/2016 9:36:25 AM , 407 ,6/7/2016 9:40:25 AM , 21 ,6/7/2016 9:42:25 AM , 367 ,6/7/2016 9:44:25 AM , 184 ,6/7/2016 9:46:25 AM , 26 ,
 62 ,6/7/2016 9:50:25 AM , 19 ,6/7/2016 9:52:25 AM , 9 ,6/7/2016 9:54:25 AM , 179 ,6/7/2016 9:56:25 AM , 523 ,6/7/2016 10:00:25 AM , 5 ,6/7/2016 10:02:25 AM , 299 ,6/7/2016 10:04:25 AM , 230 ,6/7/2016 10:06:25 AM , 0 ,
 63 ,6/7/2016 10:10:25 AM , 276 ,6/7/2016 10:12:25 AM , 610 ,6/7/2016 10:14:25 AM , 27 ,6/7/2016 10:16:25 AM , 28 ,6/7/2016 10:20:25 AM , 19 ,6/7/2016 10:22:25 AM , 29 ,6/7/2016 10:24:25 AM , 32 ,6/7/2016 10:26:25 AM , 47 ,
 64 ,6/7/2016 10:30:25 AM , 122 ,6/7/2016 10:32:25 AM , 679 ,6/7/2016 10:34:25 AM , 302 ,6/7/2016 10:36:25 AM , 777 ,6/7/2016 10:40:25 AM , 369 ,6/7/2016 10:42:25 AM , 10 ,6/7/2016 10:44:25 AM , 16 ,6/7/2016 10:46:25 AM , 47 ,
 65 ,6/7/2016 10:50:25 AM , 549 ,6/7/2016 10:52:25 AM , 30 ,6/7/2016 10:54:25 AM , 524 ,6/7/2016 10:56:25 AM , 2 ,6/7/2016 11:00:25 AM , 450 ,6/7/2016 11:02:25 AM , 281 ,6/7/2016 11:04:25 AM , 31 ,6/7/2016 11:06:25 AM , 13 ,
 66 ,6/7/2016 11:10:25 AM , 16 ,6/7/2016 11:12:25 AM , 9 ,6/7/2016 11:14:25 AM , 8 ,6/7/2016 11:16:25 AM , 749 ,6/7/2016 11:20:25 AM , 63 ,6/7/2016 11:22:25 AM , 19 ,6/7/2016 11:24:25 AM , 210 ,6/7/2016 11:26:25 AM , 223 ,
 67 ,6/7/2016 11:30:25 AM , 401 ,6/7/2016 11:32:25 AM , 867 ,6/7/2016 11:34:25 AM , 421 ,6/7/2016 11:36:25 AM , 284 ,6/7/2016 11:40:25 AM , 7 ,6/7/2016 11:42:25 AM , 10 ,6/7/2016 11:44:25 AM , 6 ,6/7/2016 11:46:25 AM , 0 ,
 68 ,6/7/2016 11:50:25 AM , 287 ,6/7/2016 11:52:25 AM , 24 ,6/7/2016 11:54:25 AM , 11 ,6/7/2016 11:56:25 AM , 4 ,6/7/2016 12:00:25 PM , 63 ,6/7/2016 12:02:25 PM , 192 ,6/7/2016 12:04:25 PM , 6 ,6/7/2016 12:06:25 PM , 13 ,
 69 ,6/7/2016 12:10:25 PM , 61 ,6/7/2016 12:12:25 PM , 75 ,6/7/2016 12:14:25 PM , 517 ,6/7/2016 12:16:25 PM , 623 ,6/7/2016 12:20:25 PM , 2 ,6/7/2016 12:22:25 PM , 33 ,6/7/2016 12:24:25 PM , 352 ,6/7/2016 12:26:25 PM , 177 ,
 70 ,6/7/2016 12:30:25 PM , 25 ,6/7/2016 12:32:25 PM , 813 ,6/7/2016 12:34:25 PM , 172 ,6/7/2016 12:36:25 PM , 14 ,6/7/2016 12:40:25 PM , 114 ,6/7/2016 12:42:25 PM , 8 ,6/7/2016 12:44:25 PM , 86 ,6/7/2016 12:46:25 PM , 183 ,
 71 ,6/7/2016 12:50:25 PM , 288 ,6/7/2016 12:52:25 PM , 56 ,6/7/2016 12:54:25 PM , 11 ,6/7/2016 12:56:25 PM , 255 ,6/7/2016 1:00:25 PM , 400 ,6/7/2016 1:02:25 PM , 38 ,6/7/2016 1:04:25 PM , 14 ,6/7/2016 1:06:25 PM , 15 ,
 72 ,6/7/2016 1:10:25 PM , 148 ,6/7/2016 1:12:25 PM , 19 ,6/7/2016 1:14:25 PM , 5 ,6/7/2016 1:16:25 PM , 13 ,6/7/2016 1:20:25 PM , 71 ,6/7/2016 1:22:25 PM , 32 ,6/7/2016 1:24:25 PM , 33 ,6/7/2016 1:26:25 PM , 12 ,
 73 ,6/7/2016 1:30:25 PM , 8 ,6/7/2016 1:32:25 PM , 329 ,6/7/2016 1:34:25 PM , 226 ,6/7/2016 1:36:25 PM , 455 ,6/7/2016 1:40:25 PM , 9 ,6/7/2016 1:42:25 PM , 165 ,6/7/2016 1:44:25 PM , 15 ,6/7/2016 1:46:25 PM , 71 ,
 74 ,6/7/2016 1:50:25 PM , 22 ,6/7/2016 1:52:25 PM , 553 ,6/7/2016 1:54:25 PM , 571 ,6/7/2016 1:56:25 PM , 48 ,6/7/2016 2:00:25 PM , 11 ,6/7/2016 2:02:25 PM , 192 ,6/7/2016 2:04:25 PM , 110 ,6/7/2016 2:06:25 PM , 2 ,
 75 ,6/7/2016 2:10:25 PM , 357 ,6/7/2016 2:12:25 PM , 499 ,6/7/2016 2:14:25 PM , 70 ,6/7/2016 2:16:25 PM , 11 ,6/7/2016 2:20:25 PM , 9 ,6/7/2016 2:22:25 PM , 43 ,6/7/2016 2:24:25 PM , 169 ,6/7/2016 2:26:25 PM , 27 ,
 76 ,6/7/2016 2:30:25 PM , 143 ,6/7/2016 2:32:25 PM , 1 ,6/7/2016 2:34:25 PM , 1 ,6/7/2016 2:36:25 PM , 20 ,6/7/2016 2:40:25 PM , 74 ,6/7/2016 2:42:25 PM , 3 ,6/7/2016 2:44:25 PM , 6 ,6/7/2016 2:46:25 PM , 123 ,
 77 ,6/7/2016 2:50:25 PM , 17 ,6/7/2016 2:52:25 PM , 7 ,6/7/2016 2:54:25 PM , 13 ,6/7/2016 2:56:25 PM , 11 ,6/7/2016 3:00:25 PM , 730 ,6/7/2016 3:02:25 PM , 15 ,6/7/2016 3:04:25 PM , 14 ,6/7/2016 3:06:25 PM , 140 ,
 78 ,6/7/2016 3:10:25 PM , 77 ,6/7/2016 3:12:25 PM , 221 ,6/7/2016 3:14:25 PM , 12 ,6/7/2016 3:16:25 PM , 252 ,6/7/2016 3:20:25 PM , 70 ,6/7/2016 3:22:25 PM , 241 ,6/7/2016 3:24:25 PM , 232 ,6/7/2016 3:26:25 PM , 35 ,
 79 ,6/7/2016 3:30:25 PM , 608 ,6/7/2016 3:32:25 PM , 606 ,6/7/2016 3:34:25 PM , 13 ,6/7/2016 3:36:25 PM , 439 ,6/7/2016 3:40:25 PM , 8 ,6/7/2016 3:42:25 PM , 45 ,6/7/2016 3:44:25 PM , 88 ,6/7/2016 3:46:25 PM , 17 ,
 80 ,6/7/2016 3:50:25 PM , 6 ,6/7/2016 3:52:25 PM , 9 ,6/7/2016 3:54:25 PM , 483 ,6/7/2016 3:56:25 PM , 9 ,6/7/2016 4:00:25 PM , 10 ,6/7/2016 4:02:25 PM , 14 ,6/7/2016 4:04:25 PM , 16 ,6/7/2016 4:06:25 PM , 15 ,
 81 ,6/7/2016 4:10:25 PM , 40 ,6/7/2016 4:12:25 PM , 15 ,6/7/2016 4:14:25 PM , 103 ,6/7/2016 4:16:25 PM , 339 ,6/7/2016 4:20:25 PM , 8 ,6/7/2016 4:22:25 PM , 158 ,6/7/2016 4:24:25 PM , 6 ,6/7/2016 4:26:25 PM , 14 ,
 82 ,6/7/2016 4:30:25 PM , 314 ,6/7/2016 4:32:25 PM , 361 ,6/7/2016 4:34:25 PM , 3 ,6/7/2016 4:36:25 PM , 135 ,6/7/2016 4:40:25 PM , 458 ,6/7/2016 4:42:25 PM , 73 ,6/7/2016 4:44:25 PM , 149 ,6/7/2016 4:46:25 PM , 142 ,
 83 ,6/7/2016 4:50:25 PM , 18 ,6/7/2016 4:52:25 PM , 241 ,6/7/2016 4:54:25 PM , 13 ,6/7/2016 4:56:25 PM , 14 ,6/7/2016 5:00:25 PM , 84 ,6/7/2016 5:02:25 PM , 7 ,6/7/2016 5:04:25 PM , 123 ,6/7/2016 5:06:25 PM , 24 ,
 84 ,6/7/2016 5:10:25 PM , 17 ,6/7/2016 5:12:25 PM , 187 ,6/7/2016 5:14:25 PM , 220 ,6/7/2016 5:16:25 PM , 514 ,6/7/2016 5:20:25 PM , 25 ,6/7/2016 5:22:25 PM , 457 ,6/7/2016 5:24:25 PM , 105 ,6/7/2016 5:26:25 PM , 170 ,
 85 ,6/7/2016 5:30:25 PM , 575 ,6/7/2016 5:32:25 PM , 699 ,6/7/2016 5:34:25 PM , 458 ,6/7/2016 5:36:25 PM , 0 ,6/7/2016 5:40:25 PM , 96 ,6/7/2016 5:42:25 PM , 44 ,6/7/2016 5:44:25 PM , 19 ,6/7/2016 5:46:25 PM , 353 ,
 86 ,6/7/2016 5:50:25 PM , 47 ,6/7/2016 5:52:25 PM , 74 ,6/7/2016 5:54:25 PM , 88 ,6/7/2016 5:56:25 PM , 386 ,6/7/2016 6:00:25 PM , 953 ,6/7/2016 6:02:25 PM , 724 ,6/7/2016 6:04:25 PM , 92 ,6/7/2016 6:06:25 PM , 18 ,
 87 ,6/7/2016 6:10:25 PM , 1033 ,6/7/2016 6:12:25 PM , 711 ,6/7/2016 6:14:25 PM , 395 ,6/7/2016 6:16:25 PM , 175 ,6/7/2016 6:20:25 PM , 348 ,6/7/2016 6:22:25 PM , 641 ,6/7/2016 6:24:25 PM , 1803 ,6/7/2016 6:26:25 PM , 1304 ,
 88 ,6/7/2016 6:30:25 PM , 1132 ,6/7/2016 6:32:25 PM , 450 ,6/7/2016 6:34:25 PM , 1016 ,6/7/2016 6:36:25 PM , 971 ,6/7/2016 6:40:25 PM , 557 ,6/7/2016 6:42:25 PM , 1427 ,6/7/2016 6:44:25 PM , 1411 ,6/7/2016 6:46:25 PM , 997 ,
 89 ,6/7/2016 6:50:25 PM , 1395 ,6/7/2016 6:52:25 PM , 304 ,6/7/2016 6:54:25 PM , 565 ,6/7/2016 6:56:25 PM , 1475 ,6/7/2016 7:00:25 PM , 938 ,6/7/2016 7:02:25 PM , 1353 ,6/7/2016 7:04:25 PM , 1068 ,6/7/2016 7:06:25 PM , 1296 ,
 90 ,6/7/2016 7:10:25 PM , 769 ,6/7/2016 7:12:25 PM , 1048 ,6/7/2016 7:14:25 PM , 472 ,6/7/2016 7:16:25 PM , 522 ,6/7/2016 7:20:25 PM , 1012 ,6/7/2016 7:22:25 PM , 1811 ,6/7/2016 7:24:25 PM , 673 ,6/7/2016 7:26:25 PM , 373 ,
 91 ,6/7/2016 7:30:25 PM , 2057 ,6/7/2016 7:32:25 PM , 161 ,6/7/2016 7:34:25 PM , 904 ,6/7/2016 7:36:25 PM , 828 ,6/7/2016 7:40:25 PM , 590 ,6/7/2016 7:42:25 PM , 1012 ,6/7/2016 7:44:25 PM , 1201 ,6/7/2016 7:46:25 PM , 278 ,
 92 ,6/7/2016 7:50:25 PM , 1271 ,6/7/2016 7:52:25 PM , 757 ,6/7/2016 7:54:25 PM , 445 ,6/7/2016 7:56:25 PM , 621 ,6/7/2016 8:00:25 PM , 1077 ,6/7/2016 8:02:25 PM , 1399 ,6/7/2016 8:04:25 PM , 433 ,6/7/2016 8:06:25 PM , 296 ,
 93 ,6/7/2016 8:10:25 PM , 1388 ,6/7/2016 8:12:25 PM , 1024 ,6/7/2016 8:14:25 PM , 396 ,6/7/2016 8:16:25 PM , 986 ,6/7/2016 8:20:25 PM , 456 ,6/7/2016 8:22:25 PM , 1243 ,6/7/2016 8:24:25 PM , 995 ,6/7/2016 8:26:25 PM , 462 ,
 94 ,6/7/2016 8:30:25 PM , 703 ,6/7/2016 8:32:25 PM , 210 ,6/7/2016 8:34:25 PM , 228 ,6/7/2016 8:36:25 PM , 625 ,6/7/2016 8:40:25 PM , 137 ,6/7/2016 8:42:25 PM , 1953 ,6/7/2016 8:44:25 PM , 606 ,6/7/2016 8:46:25 PM , 619 ,
 95 ,6/7/2016 8:50:25 PM , 745 ,6/7/2016 8:52:25 PM , 1277 ,6/7/2016 8:54:25 PM , 974 ,6/7/2016 8:56:25 PM , 389 ,6/7/2016 9:00:25 PM , 1175 ,6/7/2016 9:02:25 PM , 1088 ,6/7/2016 9:04:25 PM , 421 ,6/7/2016 9:06:25 PM , 611 ,
 96 ,6/7/2016 9:10:25 PM , 1320 ,6/7/2016 9:12:25 PM , 1008 ,6/7/2016 9:14:25 PM , 394 ,6/7/2016 9:16:25 PM , 665 ,6/7/2016 9:20:25 PM , 841 ,6/7/2016 9:22:25 PM , 992 ,6/7/2016 9:24:25 PM , 608 ,6/7/2016 9:26:25 PM , 61 ,
 97 ,6/7/2016 9:30:25 PM , 717 ,6/7/2016 9:32:25 PM , 122 ,6/7/2016 9:34:25 PM , 307 ,6/7/2016 9:36:25 PM , 302 ,6/7/2016 9:40:25 PM , 632 ,6/7/2016 9:42:25 PM , 1163 ,6/7/2016 9:44:25 PM , 665 ,6/7/2016 9:46:25 PM , 11 ,
 98 ,6/7/2016 9:50:25 PM , 1028 ,6/7/2016 9:52:25 PM , 1423 ,6/7/2016 9:54:25 PM , 23 ,6/7/2016 9:56:25 PM , 473 ,6/7/2016 10:00:25 PM , 501 ,6/7/2016 10:02:25 PM , 1234 ,6/7/2016 10:04:25 PM , 792 ,6/7/2016 10:06:25 PM , 398 ,
 99 ,6/7/2016 10:10:25 PM , 752 ,6/7/2016 10:12:25 PM , 1110 ,6/7/2016 10:14:25 PM , 1071 ,6/7/2016 10:16:25 PM , 836 ,6/7/2016 10:20:25 PM , 338 ,6/7/2016 10:22:25 PM , 999 ,6/7/2016 10:24:25 PM , 796 ,6/7/2016 10:26:25 PM , 251 ,
 100 ,6/7/2016 10:30:25 PM , 940 ,6/7/2016 10:32:25 PM , 935 ,6/7/2016 10:34:25 PM , 558 ,6/7/2016 10:36:25 PM , 820 ,6/7/2016 10:40:25 PM , 922 ,6/7/2016 10:42:25 PM , 1018 ,6/7/2016 10:44:25 PM , 490 ,6/7/2016 10:46:25 PM , 230 ,
 101 ,6/7/2016 10:50:25 PM , 421 ,6/7/2016 10:52:25 PM , 153 ,6/7/2016 10:54:25 PM , 523 ,6/7/2016 10:56:25 PM , 268 ,6/7/2016 11:00:25 PM , 602 ,6/7/2016 11:02:25 PM , 233 ,6/7/2016 11:04:25 PM , 643 ,6/7/2016 11:06:25 PM , 609 ,
 102 ,6/7/2016 11:10:25 PM , 1286 ,6/7/2016 11:12:25 PM , 196 ,6/7/2016 11:14:25 PM , 404 ,6/7/2016 11:16:25 PM , 736 ,6/7/2016 11:20:25 PM , 470 ,6/7/2016 11:22:25 PM , 12 ,6/7/2016 11:24:25 PM , 171 ,6/7/2016 11:26:25 PM , 483 ,
 103 ,6/7/2016 11:30:25 PM , 863 ,6/7/2016 11:32:25 PM , 1297 ,6/7/2016 11:34:25 PM , 434 ,6/7/2016 11:36:25 PM , 115 ,6/7/2016 11:40:25 PM , 886 ,6/7/2016 11:42:25 PM , 994 ,6/7/2016 11:44:25 PM , 1015 ,6/7/2016 11:46:25 PM , 6 ,
 104 ,6/7/2016 11:50:25 PM , 880 ,6/7/2016 11:52:25 PM , 1055 ,6/7/2016 11:54:25 PM , 281 ,6/7/2016 11:56:25 PM , 631 ,6/8/2016 12:00:25 AM , 58 ,6/8/2016 12:02:25 AM , 944 ,6/8/2016 12:04:25 AM , 562 ,6/8/2016 12:06:25 AM , 787 ,
 105 ,6/8/2016 12:10:25 AM , 981 ,6/8/2016 12:12:25 AM , 87 ,6/8/2016 12:14:25 AM , 490 ,6/8/2016 12:16:25 AM , 629 ,6/8/2016 12:20:25 AM , 605 ,6/8/2016 12:22:25 AM , 717 ,6/8/2016 12:24:25 AM , 952 ,6/8/2016 12:26:25 AM , 216 ,
 106 ,6/8/2016 12:30:25 AM , 610 ,6/8/2016 12:32:25 AM , 1475 ,6/8/2016 12:34:25 AM , 373 ,6/8/2016 12:36:25 AM , 281 ,6/8/2016 12:40:25 AM , 108 ,6/8/2016 12:42:25 AM , 381 ,6/8/2016 12:44:25 AM , 133 ,6/8/2016 12:46:25 AM , 114 ,
 107 ,6/8/2016 12:50:25 AM , 31 ,6/8/2016 12:52:25 AM , 14 ,6/8/2016 12:54:25 AM , 7 ,6/8/2016 12:56:25 AM , 113 ,6/8/2016 1:00:25 AM , 639 ,6/8/2016 1:02:25 AM , 252 ,6/8/2016 1:04:25 AM , 417 ,6/8/2016 1:06:25 AM , 303 ,
 108 ,6/8/2016 1:10:25 AM , 944 ,6/8/2016 1:12:25 AM , 160 ,6/8/2016 1:14:25 AM , 782 ,6/8/2016 1:16:25 AM , 757 ,6/8/2016 1:20:25 AM , 638 ,6/8/2016 1:22:25 AM , 40 ,6/8/2016 1:24:25 AM , 344 ,6/8/2016 1:26:25 AM , 466 ,
 109 ,6/8/2016 1:30:25 AM , 1082 ,6/8/2016 1:32:25 AM , 990 ,6/8/2016 1:34:25 AM , 242 ,6/8/2016 1:36:25 AM , 489 ,6/8/2016 1:40:25 AM , 152 ,6/8/2016 1:42:25 AM , 11 ,6/8/2016 1:44:25 AM , 366 ,6/8/2016 1:46:25 AM , 662 ,
 110 ,6/8/2016 1:50:25 AM , 731 ,6/8/2016 1:52:25 AM , 1021 ,6/8/2016 1:54:25 AM , 197 ,6/8/2016 1:56:25 AM , 147 ,6/8/2016 2:00:25 AM , 500 ,6/8/2016 2:02:25 AM , 281 ,6/8/2016 2:04:25 AM , 42 ,6/8/2016 2:06:25 AM , 172 ,
 111 ,6/8/2016 2:10:25 AM , 262 ,6/8/2016 2:12:25 AM , 653 ,6/8/2016 2:14:25 AM , 17 ,6/8/2016 2:16:25 AM , 60 ,6/8/2016 2:20:25 AM , 5 ,6/8/2016 2:22:25 AM , 832 ,6/8/2016 2:24:25 AM , 313 ,6/8/2016 2:26:25 AM , 17 ,
 112 ,6/8/2016 2:30:25 AM , 730 ,6/8/2016 2:32:25 AM , 22 ,6/8/2016 2:34:25 AM , 10 ,6/8/2016 2:36:25 AM , 597 ,6/8/2016 2:40:25 AM , 8 ,6/8/2016 2:42:25 AM , 354 ,6/8/2016 2:44:25 AM , 256 ,6/8/2016 2:46:25 AM , 631 ,
 113 ,6/8/2016 2:50:25 AM , 626 ,6/8/2016 2:52:25 AM , 1140 ,6/8/2016 2:54:25 AM , 854 ,6/8/2016 2:56:25 AM , 699 ,6/8/2016 3:00:25 AM , 137 ,6/8/2016 3:02:25 AM , 28 ,6/8/2016 3:04:25 AM , 499 ,6/8/2016 3:06:25 AM , 124 ,
 114 ,6/8/2016 3:10:25 AM , 1104 ,6/8/2016 3:12:25 AM , 1098 ,6/8/2016 3:14:25 AM , 834 ,6/8/2016 3:16:25 AM , 677 ,6/8/2016 3:20:25 AM , 734 ,6/8/2016 3:22:25 AM , 10 ,6/8/2016 3:24:25 AM , 489 ,6/8/2016 3:26:25 AM , 8 ,
 115 ,6/8/2016 3:30:25 AM , 976 ,6/8/2016 3:32:25 AM , 305 ,6/8/2016 3:34:25 AM , 530 ,6/8/2016 3:36:25 AM , 274 ,6/8/2016 3:40:25 AM , 156 ,6/8/2016 3:42:25 AM , 419 ,6/8/2016 3:44:25 AM , 10 ,6/8/2016 3:46:25 AM , 657 ,
 116 ,6/8/2016 3:50:25 AM , 449 ,6/8/2016 3:52:25 AM , 6 ,6/8/2016 3:54:25 AM , 262 ,6/8/2016 3:56:25 AM , 765 ,6/8/2016 4:00:25 AM , 0 ,6/8/2016 4:02:25 AM , 389 ,6/8/2016 4:04:25 AM , 345 ,6/8/2016 4:06:25 AM , 614 ,
 117 ,6/8/2016 4:10:25 AM , 685 ,6/8/2016 4:12:25 AM , 1387 ,6/8/2016 4:14:25 AM , 8 ,6/8/2016 4:16:25 AM , 58 ,6/8/2016 4:20:25 AM , 15 ,6/8/2016 4:22:25 AM , 17 ,6/8/2016 4:24:25 AM , 35 ,6/8/2016 4:26:25 AM , 142 ,
 118 ,6/8/2016 4:30:25 AM , 23 ,6/8/2016 4:32:25 AM , 1059 ,6/8/2016 4:34:25 AM , 1104 ,6/8/2016 4:36:25 AM , 8 ,6/8/2016 4:40:25 AM , 259 ,6/8/2016 4:42:25 AM , 295 ,6/8/2016 4:44:25 AM , 27 ,6/8/2016 4:46:25 AM , 744 ,
 119 ,6/8/2016 4:50:25 AM , 645 ,6/8/2016 4:52:25 AM , 1344 ,6/8/2016 4:54:25 AM , 834 ,6/8/2016 4:56:25 AM , 823 ,6/8/2016 5:00:25 AM , 892 ,6/8/2016 5:02:25 AM , 1088 ,6/8/2016 5:04:25 AM , 588 ,6/8/2016 5:06:25 AM , 964 ,
 120 ,6/8/2016 5:10:25 AM , 1462 ,6/8/2016 5:12:25 AM , 1503 ,6/8/2016 5:14:25 AM , 794 ,6/8/2016 5:16:25 AM , 6 ,6/8/2016 5:20:25 AM , 507 ,6/8/2016 5:22:25 AM , 1219 ,6/8/2016 5:24:25 AM , 400 ,6/8/2016 5:26:25 AM , 964 ,
 121 ,6/8/2016 5:30:25 AM , 1574 ,6/8/2016 5:32:25 AM , 1585 ,6/8/2016 5:34:25 AM , 488 ,6/8/2016 5:36:25 AM , 1136 ,6/8/2016 5:40:25 AM , 142 ,6/8/2016 5:42:25 AM , 720 ,6/8/2016 5:44:25 AM , 216 ,6/8/2016 5:46:25 AM , 592 ,
 122 ,6/8/2016 5:50:25 AM , 807 ,6/8/2016 5:52:25 AM , 607 ,6/8/2016 5:54:25 AM , 157 ,6/8/2016 5:56:25 AM , 167 ,6/8/2016 6:00:25 AM , 14 ,6/8/2016 6:02:25 AM , 447 ,6/8/2016 6:04:25 AM , 103 ,6/8/2016 6:06:25 AM , 584 ,
 123 ,6/8/2016 6:10:25 AM , 630 ,6/8/2016 6:12:25 AM , 32 ,6/8/2016 6:14:25 AM , 977 ,6/8/2016 6:16:25 AM , 741 ,6/8/2016 6:20:25 AM , 1085 ,6/8/2016 6:22:25 AM , 342 ,6/8/2016 6:24:25 AM , 49 ,6/8/2016 6:26:25 AM , 59 ,
 124 ,6/8/2016 6:30:25 AM , 16 ,6/8/2016 6:32:25 AM , 27 ,6/8/2016 6:34:25 AM , 21 ,6/8/2016 6:36:25 AM , 32 ,6/8/2016 6:40:25 AM , 877 ,6/8/2016 6:42:25 AM , 30 ,6/8/2016 6:44:25 AM , 23 ,6/8/2016 6:46:25 AM , 8 ,
 125 ,6/8/2016 6:50:25 AM , 896 ,6/8/2016 6:52:25 AM , 1262 ,6/8/2016 6:54:25 AM , 528 ,6/8/2016 6:56:25 AM , 687 ,6/8/2016 7:00:25 AM , 164 ,6/8/2016 7:02:25 AM , 2 ,6/8/2016 7:04:25 AM , 131 ,6/8/2016 7:06:25 AM , 539 ,
 126 ,6/8/2016 7:10:25 AM , 391 ,6/8/2016 7:12:25 AM , 1122 ,6/8/2016 7:14:25 AM , 166 ,6/8/2016 7:16:25 AM , 3 ,6/8/2016 7:20:25 AM , 40 ,6/8/2016 7:22:25 AM , 165 ,6/8/2016 7:24:25 AM , 51 ,6/8/2016 7:26:25 AM , 12 ,
 127 ,6/8/2016 7:30:25 AM , 39 ,6/8/2016 7:32:25 AM , 237 ,6/8/2016 7:34:25 AM , 0 ,6/8/2016 7:36:25 AM , 825 ,6/8/2016 7:40:25 AM , 5 ,6/8/2016 7:42:25 AM , 990 ,6/8/2016 7:44:25 AM , 11 ,6/8/2016 7:46:25 AM , 720 ,
 128 ,6/8/2016 7:50:25 AM , 6 ,6/8/2016 7:52:25 AM , 0 ,6/8/2016 7:54:25 AM , 12 ,6/8/2016 7:56:25 AM , 10 ,6/8/2016 8:00:25 AM , 305 ,6/8/2016 8:02:25 AM , 447 ,6/8/2016 8:04:25 AM , 1 ,6/8/2016 8:06:25 AM , 310 ,
 129 ,6/8/2016 8:10:25 AM , 799 ,6/8/2016 8:12:25 AM , 1102 ,6/8/2016 8:14:25 AM , 8 ,6/8/2016 8:16:25 AM , 231 ,6/8/2016 8:20:25 AM , 859 ,6/8/2016 8:22:25 AM , 1166 ,6/8/2016 8:24:25 AM , 60 ,6/8/2016 8:26:25 AM , 489 ,
 130 ,6/8/2016 8:30:25 AM , 906 ,6/8/2016 8:32:25 AM , 1034 ,6/8/2016 8:34:25 AM , 724 ,6/8/2016 8:36:25 AM , 649 ,6/8/2016 8:40:25 AM , 75 ,6/8/2016 8:42:25 AM , 32 ,6/8/2016 8:44:25 AM , 34 ,6/8/2016 8:46:25 AM , 9 ,
 131 ,6/8/2016 8:50:25 AM , 517 ,6/8/2016 8:52:25 AM , 5 ,6/8/2016 8:54:25 AM , 184 ,6/8/2016 8:56:25 AM , 4 ,6/8/2016 9:00:25 AM , 512 ,6/8/2016 9:02:25 AM , 395 ,6/8/2016 9:04:25 AM , 115 ,6/8/2016 9:06:25 AM , 154 ,
 132 ,6/8/2016 9:10:25 AM , 398 ,6/8/2016 9:12:25 AM , 823 ,6/8/2016 9:14:25 AM , 306 ,6/8/2016 9:16:25 AM , 665 ,6/8/2016 9:20:25 AM , 448 ,6/8/2016 9:22:25 AM , 376 ,6/8/2016 9:24:25 AM , 67 ,6/8/2016 9:26:25 AM , 1 ,
 133 ,6/8/2016 9:30:25 AM , 72 ,6/8/2016 9:32:25 AM , 14 ,6/8/2016 9:34:25 AM , 283 ,6/8/2016 9:36:25 AM , 400 ,6/8/2016 9:40:25 AM , 1 ,6/8/2016 9:42:25 AM , 16 ,6/8/2016 9:44:25 AM , 15 ,6/8/2016 9:46:25 AM , 407 ,
 134 ,6/8/2016 9:50:25 AM , 19 ,6/8/2016 9:52:25 AM , 10 ,6/8/2016 9:54:25 AM , 13 ,6/8/2016 9:56:25 AM , 138 ,6/8/2016 10:00:25 AM , 11 ,6/8/2016 10:02:25 AM , 11 ,6/8/2016 10:04:25 AM , 80 ,6/8/2016 10:06:25 AM , 45 ,
 135 ,6/8/2016 10:10:25 AM , 516 ,6/8/2016 10:12:25 AM , 648 ,6/8/2016 10:14:25 AM , 501 ,6/8/2016 10:16:25 AM , 503 ,6/8/2016 10:20:25 AM , 31 ,6/8/2016 10:22:25 AM , 19 ,6/8/2016 10:24:25 AM , 2 ,6/8/2016 10:26:25 AM , 3 ,
 136 ,6/8/2016 10:30:25 AM , 22 ,6/8/2016 10:32:25 AM , 87 ,6/8/2016 10:34:25 AM , 157 ,6/8/2016 10:36:25 AM , 3 ,6/8/2016 10:40:25 AM , 897 ,6/8/2016 10:42:25 AM , 17 ,6/8/2016 10:44:25 AM , 17 ,6/8/2016 10:46:25 AM , 5 ,
