Oxymax PARAMETER File 

CSV Generation Date,6/13/2016 9:09:48 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0101
Subject ID,G26
Subject Mass,29.61 G

Group/Cage,0102
Subject ID,G27
Subject Mass,29.09 G

Group/Cage,0103
Subject ID,G28
Subject Mass,29.91 G

Group/Cage,0104
Subject ID,G29
Subject Mass,30.32 G

Group/Cage,0105
Subject ID,G36
Subject Mass,28.2 G

Group/Cage,0106
Subject ID,G37
Subject Mass,28.09 G

Group/Cage,0107
Subject ID,G38
Subject Mass,26.79 G

Group/Cage,0108
Subject ID,G40
Subject Mass,32.35 G

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD

Paramter,YAMB (counts)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 59 ,6/7/2016 8:50:25 AM , 231 ,6/7/2016 8:52:25 AM , 201 ,6/7/2016 8:54:25 AM , 646 ,6/7/2016 8:56:25 AM , 499 ,6/7/2016 9:00:25 AM , 432 ,6/7/2016 9:02:25 AM , 490 ,6/7/2016 9:04:25 AM , 99 ,6/7/2016 9:06:25 AM , 32 ,
 60 ,6/7/2016 9:10:25 AM , 222 ,6/7/2016 9:12:25 AM , 430 ,6/7/2016 9:14:25 AM , 141 ,6/7/2016 9:16:25 AM , 14 ,6/7/2016 9:20:25 AM , 13 ,6/7/2016 9:22:25 AM , 15 ,6/7/2016 9:24:25 AM , 45 ,6/7/2016 9:26:25 AM , 272 ,
 61 ,6/7/2016 9:30:25 AM , 34 ,6/7/2016 9:32:25 AM , 17 ,6/7/2016 9:34:25 AM , 276 ,6/7/2016 9:36:25 AM , 147 ,6/7/2016 9:40:25 AM , 24 ,6/7/2016 9:42:25 AM , 142 ,6/7/2016 9:44:25 AM , 269 ,6/7/2016 9:46:25 AM , 68 ,
 62 ,6/7/2016 9:50:25 AM , 4 ,6/7/2016 9:52:25 AM , 7 ,6/7/2016 9:54:25 AM , 200 ,6/7/2016 9:56:25 AM , 307 ,6/7/2016 10:00:25 AM , 4 ,6/7/2016 10:02:25 AM , 196 ,6/7/2016 10:04:25 AM , 372 ,6/7/2016 10:06:25 AM , 5 ,
 63 ,6/7/2016 10:10:25 AM , 269 ,6/7/2016 10:12:25 AM , 201 ,6/7/2016 10:14:25 AM , 78 ,6/7/2016 10:16:25 AM , 6 ,6/7/2016 10:20:25 AM , 13 ,6/7/2016 10:22:25 AM , 33 ,6/7/2016 10:24:25 AM , 66 ,6/7/2016 10:26:25 AM , 52 ,
 64 ,6/7/2016 10:30:25 AM , 71 ,6/7/2016 10:32:25 AM , 276 ,6/7/2016 10:34:25 AM , 134 ,6/7/2016 10:36:25 AM , 365 ,6/7/2016 10:40:25 AM , 223 ,6/7/2016 10:42:25 AM , 7 ,6/7/2016 10:44:25 AM , 17 ,6/7/2016 10:46:25 AM , 43 ,
 65 ,6/7/2016 10:50:25 AM , 242 ,6/7/2016 10:52:25 AM , 26 ,6/7/2016 10:54:25 AM , 358 ,6/7/2016 10:56:25 AM , 9 ,6/7/2016 11:00:25 AM , 287 ,6/7/2016 11:02:25 AM , 119 ,6/7/2016 11:04:25 AM , 137 ,6/7/2016 11:06:25 AM , 30 ,
 66 ,6/7/2016 11:10:25 AM , 3 ,6/7/2016 11:12:25 AM , 1 ,6/7/2016 11:14:25 AM , 13 ,6/7/2016 11:16:25 AM , 428 ,6/7/2016 11:20:25 AM , 50 ,6/7/2016 11:22:25 AM , 20 ,6/7/2016 11:24:25 AM , 333 ,6/7/2016 11:26:25 AM , 261 ,
 67 ,6/7/2016 11:30:25 AM , 171 ,6/7/2016 11:32:25 AM , 294 ,6/7/2016 11:34:25 AM , 248 ,6/7/2016 11:36:25 AM , 150 ,6/7/2016 11:40:25 AM , 1 ,6/7/2016 11:42:25 AM , 4 ,6/7/2016 11:44:25 AM , 29 ,6/7/2016 11:46:25 AM , 1 ,
 68 ,6/7/2016 11:50:25 AM , 146 ,6/7/2016 11:52:25 AM , 29 ,6/7/2016 11:54:25 AM , 9 ,6/7/2016 11:56:25 AM , 0 ,6/7/2016 12:00:25 PM , 36 ,6/7/2016 12:02:25 PM , 115 ,6/7/2016 12:04:25 PM , 17 ,6/7/2016 12:06:25 PM , 12 ,
 69 ,6/7/2016 12:10:25 PM , 29 ,6/7/2016 12:12:25 PM , 48 ,6/7/2016 12:14:25 PM , 253 ,6/7/2016 12:16:25 PM , 305 ,6/7/2016 12:20:25 PM , 2 ,6/7/2016 12:22:25 PM , 19 ,6/7/2016 12:24:25 PM , 328 ,6/7/2016 12:26:25 PM , 127 ,
 70 ,6/7/2016 12:30:25 PM , 12 ,6/7/2016 12:32:25 PM , 363 ,6/7/2016 12:34:25 PM , 206 ,6/7/2016 12:36:25 PM , 18 ,6/7/2016 12:40:25 PM , 54 ,6/7/2016 12:42:25 PM , 15 ,6/7/2016 12:44:25 PM , 274 ,6/7/2016 12:46:25 PM , 202 ,
 71 ,6/7/2016 12:50:25 PM , 147 ,6/7/2016 12:52:25 PM , 36 ,6/7/2016 12:54:25 PM , 11 ,6/7/2016 12:56:25 PM , 177 ,6/7/2016 1:00:25 PM , 252 ,6/7/2016 1:02:25 PM , 22 ,6/7/2016 1:04:25 PM , 12 ,6/7/2016 1:06:25 PM , 9 ,
 72 ,6/7/2016 1:10:25 PM , 75 ,6/7/2016 1:12:25 PM , 5 ,6/7/2016 1:14:25 PM , 14 ,6/7/2016 1:16:25 PM , 17 ,6/7/2016 1:20:25 PM , 36 ,6/7/2016 1:22:25 PM , 33 ,6/7/2016 1:24:25 PM , 47 ,6/7/2016 1:26:25 PM , 4 ,
 73 ,6/7/2016 1:30:25 PM , 2 ,6/7/2016 1:32:25 PM , 124 ,6/7/2016 1:34:25 PM , 91 ,6/7/2016 1:36:25 PM , 249 ,6/7/2016 1:40:25 PM , 9 ,6/7/2016 1:42:25 PM , 45 ,6/7/2016 1:44:25 PM , 58 ,6/7/2016 1:46:25 PM , 46 ,
 74 ,6/7/2016 1:50:25 PM , 18 ,6/7/2016 1:52:25 PM , 285 ,6/7/2016 1:54:25 PM , 357 ,6/7/2016 1:56:25 PM , 9 ,6/7/2016 2:00:25 PM , 13 ,6/7/2016 2:02:25 PM , 143 ,6/7/2016 2:04:25 PM , 131 ,6/7/2016 2:06:25 PM , 8 ,
 75 ,6/7/2016 2:10:25 PM , 197 ,6/7/2016 2:12:25 PM , 192 ,6/7/2016 2:14:25 PM , 64 ,6/7/2016 2:16:25 PM , 4 ,6/7/2016 2:20:25 PM , 19 ,6/7/2016 2:22:25 PM , 25 ,6/7/2016 2:24:25 PM , 177 ,6/7/2016 2:26:25 PM , 14 ,
 76 ,6/7/2016 2:30:25 PM , 22 ,6/7/2016 2:32:25 PM , 0 ,6/7/2016 2:34:25 PM , 10 ,6/7/2016 2:36:25 PM , 19 ,6/7/2016 2:40:25 PM , 53 ,6/7/2016 2:42:25 PM , 4 ,6/7/2016 2:44:25 PM , 28 ,6/7/2016 2:46:25 PM , 83 ,
 77 ,6/7/2016 2:50:25 PM , 8 ,6/7/2016 2:52:25 PM , 10 ,6/7/2016 2:54:25 PM , 17 ,6/7/2016 2:56:25 PM , 8 ,6/7/2016 3:00:25 PM , 402 ,6/7/2016 3:02:25 PM , 11 ,6/7/2016 3:04:25 PM , 31 ,6/7/2016 3:06:25 PM , 181 ,
 78 ,6/7/2016 3:10:25 PM , 31 ,6/7/2016 3:12:25 PM , 70 ,6/7/2016 3:14:25 PM , 8 ,6/7/2016 3:16:25 PM , 146 ,6/7/2016 3:20:25 PM , 132 ,6/7/2016 3:22:25 PM , 163 ,6/7/2016 3:24:25 PM , 268 ,6/7/2016 3:26:25 PM , 77 ,
 79 ,6/7/2016 3:30:25 PM , 235 ,6/7/2016 3:32:25 PM , 272 ,6/7/2016 3:34:25 PM , 20 ,6/7/2016 3:36:25 PM , 331 ,6/7/2016 3:40:25 PM , 3 ,6/7/2016 3:42:25 PM , 16 ,6/7/2016 3:44:25 PM , 348 ,6/7/2016 3:46:25 PM , 2 ,
 80 ,6/7/2016 3:50:25 PM , 4 ,6/7/2016 3:52:25 PM , 3 ,6/7/2016 3:54:25 PM , 329 ,6/7/2016 3:56:25 PM , 17 ,6/7/2016 4:00:25 PM , 7 ,6/7/2016 4:02:25 PM , 10 ,6/7/2016 4:04:25 PM , 33 ,6/7/2016 4:06:25 PM , 8 ,
 81 ,6/7/2016 4:10:25 PM , 18 ,6/7/2016 4:12:25 PM , 19 ,6/7/2016 4:14:25 PM , 123 ,6/7/2016 4:16:25 PM , 198 ,6/7/2016 4:20:25 PM , 15 ,6/7/2016 4:22:25 PM , 100 ,6/7/2016 4:24:25 PM , 9 ,6/7/2016 4:26:25 PM , 10 ,
 82 ,6/7/2016 4:30:25 PM , 150 ,6/7/2016 4:32:25 PM , 143 ,6/7/2016 4:34:25 PM , 10 ,6/7/2016 4:36:25 PM , 68 ,6/7/2016 4:40:25 PM , 257 ,6/7/2016 4:42:25 PM , 77 ,6/7/2016 4:44:25 PM , 130 ,6/7/2016 4:46:25 PM , 134 ,
 83 ,6/7/2016 4:50:25 PM , 12 ,6/7/2016 4:52:25 PM , 151 ,6/7/2016 4:54:25 PM , 11 ,6/7/2016 4:56:25 PM , 8 ,6/7/2016 5:00:25 PM , 59 ,6/7/2016 5:02:25 PM , 3 ,6/7/2016 5:04:25 PM , 317 ,6/7/2016 5:06:25 PM , 72 ,
 84 ,6/7/2016 5:10:25 PM , 3 ,6/7/2016 5:12:25 PM , 78 ,6/7/2016 5:14:25 PM , 87 ,6/7/2016 5:16:25 PM , 286 ,6/7/2016 5:20:25 PM , 13 ,6/7/2016 5:22:25 PM , 168 ,6/7/2016 5:24:25 PM , 126 ,6/7/2016 5:26:25 PM , 159 ,
 85 ,6/7/2016 5:30:25 PM , 255 ,6/7/2016 5:32:25 PM , 287 ,6/7/2016 5:34:25 PM , 392 ,6/7/2016 5:36:25 PM , 4 ,6/7/2016 5:40:25 PM , 81 ,6/7/2016 5:42:25 PM , 82 ,6/7/2016 5:44:25 PM , 69 ,6/7/2016 5:46:25 PM , 303 ,
 86 ,6/7/2016 5:50:25 PM , 7 ,6/7/2016 5:52:25 PM , 83 ,6/7/2016 5:54:25 PM , 120 ,6/7/2016 5:56:25 PM , 218 ,6/7/2016 6:00:25 PM , 510 ,6/7/2016 6:02:25 PM , 334 ,6/7/2016 6:04:25 PM , 170 ,6/7/2016 6:06:25 PM , 32 ,
 87 ,6/7/2016 6:10:25 PM , 578 ,6/7/2016 6:12:25 PM , 276 ,6/7/2016 6:14:25 PM , 244 ,6/7/2016 6:16:25 PM , 104 ,6/7/2016 6:20:25 PM , 208 ,6/7/2016 6:22:25 PM , 396 ,6/7/2016 6:24:25 PM , 1292 ,6/7/2016 6:26:25 PM , 809 ,
 88 ,6/7/2016 6:30:25 PM , 532 ,6/7/2016 6:32:25 PM , 147 ,6/7/2016 6:34:25 PM , 544 ,6/7/2016 6:36:25 PM , 526 ,6/7/2016 6:40:25 PM , 292 ,6/7/2016 6:42:25 PM , 719 ,6/7/2016 6:44:25 PM , 1179 ,6/7/2016 6:46:25 PM , 775 ,
 89 ,6/7/2016 6:50:25 PM , 930 ,6/7/2016 6:52:25 PM , 174 ,6/7/2016 6:54:25 PM , 406 ,6/7/2016 6:56:25 PM , 857 ,6/7/2016 7:00:25 PM , 536 ,6/7/2016 7:02:25 PM , 652 ,6/7/2016 7:04:25 PM , 1052 ,6/7/2016 7:06:25 PM , 934 ,
 90 ,6/7/2016 7:10:25 PM , 522 ,6/7/2016 7:12:25 PM , 429 ,6/7/2016 7:14:25 PM , 218 ,6/7/2016 7:16:25 PM , 313 ,6/7/2016 7:20:25 PM , 576 ,6/7/2016 7:22:25 PM , 810 ,6/7/2016 7:24:25 PM , 763 ,6/7/2016 7:26:25 PM , 357 ,
 91 ,6/7/2016 7:30:25 PM , 1453 ,6/7/2016 7:32:25 PM , 64 ,6/7/2016 7:34:25 PM , 616 ,6/7/2016 7:36:25 PM , 388 ,6/7/2016 7:40:25 PM , 337 ,6/7/2016 7:42:25 PM , 607 ,6/7/2016 7:44:25 PM , 1310 ,6/7/2016 7:46:25 PM , 316 ,
 92 ,6/7/2016 7:50:25 PM , 962 ,6/7/2016 7:52:25 PM , 281 ,6/7/2016 7:54:25 PM , 312 ,6/7/2016 7:56:25 PM , 419 ,6/7/2016 8:00:25 PM , 578 ,6/7/2016 8:02:25 PM , 714 ,6/7/2016 8:04:25 PM , 652 ,6/7/2016 8:06:25 PM , 236 ,
 93 ,6/7/2016 8:10:25 PM , 1108 ,6/7/2016 8:12:25 PM , 462 ,6/7/2016 8:14:25 PM , 260 ,6/7/2016 8:16:25 PM , 799 ,6/7/2016 8:20:25 PM , 344 ,6/7/2016 8:22:25 PM , 690 ,6/7/2016 8:24:25 PM , 1006 ,6/7/2016 8:26:25 PM , 443 ,
 94 ,6/7/2016 8:30:25 PM , 472 ,6/7/2016 8:32:25 PM , 96 ,6/7/2016 8:34:25 PM , 165 ,6/7/2016 8:36:25 PM , 417 ,6/7/2016 8:40:25 PM , 100 ,6/7/2016 8:42:25 PM , 964 ,6/7/2016 8:44:25 PM , 728 ,6/7/2016 8:46:25 PM , 357 ,
 95 ,6/7/2016 8:50:25 PM , 428 ,6/7/2016 8:52:25 PM , 313 ,6/7/2016 8:54:25 PM , 591 ,6/7/2016 8:56:25 PM , 321 ,6/7/2016 9:00:25 PM , 640 ,6/7/2016 9:02:25 PM , 564 ,6/7/2016 9:04:25 PM , 506 ,6/7/2016 9:06:25 PM , 463 ,
 96 ,6/7/2016 9:10:25 PM , 674 ,6/7/2016 9:12:25 PM , 420 ,6/7/2016 9:14:25 PM , 416 ,6/7/2016 9:16:25 PM , 456 ,6/7/2016 9:20:25 PM , 449 ,6/7/2016 9:22:25 PM , 637 ,6/7/2016 9:24:25 PM , 563 ,6/7/2016 9:26:25 PM , 140 ,
 97 ,6/7/2016 9:30:25 PM , 536 ,6/7/2016 9:32:25 PM , 90 ,6/7/2016 9:34:25 PM , 290 ,6/7/2016 9:36:25 PM , 217 ,6/7/2016 9:40:25 PM , 436 ,6/7/2016 9:42:25 PM , 654 ,6/7/2016 9:44:25 PM , 931 ,6/7/2016 9:46:25 PM , 9 ,
 98 ,6/7/2016 9:50:25 PM , 861 ,6/7/2016 9:52:25 PM , 429 ,6/7/2016 9:54:25 PM , 14 ,6/7/2016 9:56:25 PM , 278 ,6/7/2016 10:00:25 PM , 283 ,6/7/2016 10:02:25 PM , 687 ,6/7/2016 10:04:25 PM , 1043 ,6/7/2016 10:06:25 PM , 332 ,
 99 ,6/7/2016 10:10:25 PM , 451 ,6/7/2016 10:12:25 PM , 573 ,6/7/2016 10:14:25 PM , 680 ,6/7/2016 10:16:25 PM , 524 ,6/7/2016 10:20:25 PM , 173 ,6/7/2016 10:22:25 PM , 580 ,6/7/2016 10:24:25 PM , 811 ,6/7/2016 10:26:25 PM , 250 ,
 100 ,6/7/2016 10:30:25 PM , 598 ,6/7/2016 10:32:25 PM , 383 ,6/7/2016 10:34:25 PM , 456 ,6/7/2016 10:36:25 PM , 444 ,6/7/2016 10:40:25 PM , 400 ,6/7/2016 10:42:25 PM , 557 ,6/7/2016 10:44:25 PM , 983 ,6/7/2016 10:46:25 PM , 212 ,
 101 ,6/7/2016 10:50:25 PM , 274 ,6/7/2016 10:52:25 PM , 95 ,6/7/2016 10:54:25 PM , 310 ,6/7/2016 10:56:25 PM , 323 ,6/7/2016 11:00:25 PM , 291 ,6/7/2016 11:02:25 PM , 128 ,6/7/2016 11:04:25 PM , 997 ,6/7/2016 11:06:25 PM , 552 ,
 102 ,6/7/2016 11:10:25 PM , 704 ,6/7/2016 11:12:25 PM , 67 ,6/7/2016 11:14:25 PM , 397 ,6/7/2016 11:16:25 PM , 431 ,6/7/2016 11:20:25 PM , 232 ,6/7/2016 11:22:25 PM , 17 ,6/7/2016 11:24:25 PM , 303 ,6/7/2016 11:26:25 PM , 514 ,
 103 ,6/7/2016 11:30:25 PM , 623 ,6/7/2016 11:32:25 PM , 444 ,6/7/2016 11:34:25 PM , 478 ,6/7/2016 11:36:25 PM , 112 ,6/7/2016 11:40:25 PM , 351 ,6/7/2016 11:42:25 PM , 386 ,6/7/2016 11:44:25 PM , 1061 ,6/7/2016 11:46:25 PM , 13 ,
 104 ,6/7/2016 11:50:25 PM , 448 ,6/7/2016 11:52:25 PM , 459 ,6/7/2016 11:54:25 PM , 273 ,6/7/2016 11:56:25 PM , 312 ,6/8/2016 12:00:25 AM , 49 ,6/8/2016 12:02:25 AM , 576 ,6/8/2016 12:04:25 AM , 959 ,6/8/2016 12:06:25 AM , 466 ,
 105 ,6/8/2016 12:10:25 AM , 445 ,6/8/2016 12:12:25 AM , 28 ,6/8/2016 12:14:25 AM , 381 ,6/8/2016 12:16:25 AM , 340 ,6/8/2016 12:20:25 AM , 211 ,6/8/2016 12:22:25 AM , 511 ,6/8/2016 12:24:25 AM , 1351 ,6/8/2016 12:26:25 AM , 216 ,
 106 ,6/8/2016 12:30:25 AM , 277 ,6/8/2016 12:32:25 AM , 483 ,6/8/2016 12:34:25 AM , 354 ,6/8/2016 12:36:25 AM , 192 ,6/8/2016 12:40:25 AM , 39 ,6/8/2016 12:42:25 AM , 303 ,6/8/2016 12:44:25 AM , 410 ,6/8/2016 12:46:25 AM , 53 ,
 107 ,6/8/2016 12:50:25 AM , 12 ,6/8/2016 12:52:25 AM , 12 ,6/8/2016 12:54:25 AM , 1 ,6/8/2016 12:56:25 AM , 70 ,6/8/2016 1:00:25 AM , 269 ,6/8/2016 1:02:25 AM , 210 ,6/8/2016 1:04:25 AM , 638 ,6/8/2016 1:06:25 AM , 215 ,
 108 ,6/8/2016 1:10:25 AM , 443 ,6/8/2016 1:12:25 AM , 53 ,6/8/2016 1:14:25 AM , 684 ,6/8/2016 1:16:25 AM , 474 ,6/8/2016 1:20:25 AM , 329 ,6/8/2016 1:22:25 AM , 38 ,6/8/2016 1:24:25 AM , 490 ,6/8/2016 1:26:25 AM , 306 ,
 109 ,6/8/2016 1:30:25 AM , 711 ,6/8/2016 1:32:25 AM , 358 ,6/8/2016 1:34:25 AM , 270 ,6/8/2016 1:36:25 AM , 301 ,6/8/2016 1:40:25 AM , 102 ,6/8/2016 1:42:25 AM , 6 ,6/8/2016 1:44:25 AM , 420 ,6/8/2016 1:46:25 AM , 454 ,
 110 ,6/8/2016 1:50:25 AM , 315 ,6/8/2016 1:52:25 AM , 413 ,6/8/2016 1:54:25 AM , 199 ,6/8/2016 1:56:25 AM , 132 ,6/8/2016 2:00:25 AM , 230 ,6/8/2016 2:02:25 AM , 128 ,6/8/2016 2:04:25 AM , 154 ,6/8/2016 2:06:25 AM , 192 ,
 111 ,6/8/2016 2:10:25 AM , 127 ,6/8/2016 2:12:25 AM , 311 ,6/8/2016 2:14:25 AM , 25 ,6/8/2016 2:16:25 AM , 36 ,6/8/2016 2:20:25 AM , 17 ,6/8/2016 2:22:25 AM , 479 ,6/8/2016 2:24:25 AM , 349 ,6/8/2016 2:26:25 AM , 18 ,
 112 ,6/8/2016 2:30:25 AM , 352 ,6/8/2016 2:32:25 AM , 33 ,6/8/2016 2:34:25 AM , 14 ,6/8/2016 2:36:25 AM , 304 ,6/8/2016 2:40:25 AM , 18 ,6/8/2016 2:42:25 AM , 240 ,6/8/2016 2:44:25 AM , 468 ,6/8/2016 2:46:25 AM , 356 ,
 113 ,6/8/2016 2:50:25 AM , 355 ,6/8/2016 2:52:25 AM , 267 ,6/8/2016 2:54:25 AM , 581 ,6/8/2016 2:56:25 AM , 458 ,6/8/2016 3:00:25 AM , 88 ,6/8/2016 3:02:25 AM , 35 ,6/8/2016 3:04:25 AM , 579 ,6/8/2016 3:06:25 AM , 154 ,
 114 ,6/8/2016 3:10:25 AM , 811 ,6/8/2016 3:12:25 AM , 393 ,6/8/2016 3:14:25 AM , 766 ,6/8/2016 3:16:25 AM , 394 ,6/8/2016 3:20:25 AM , 308 ,6/8/2016 3:22:25 AM , 10 ,6/8/2016 3:24:25 AM , 640 ,6/8/2016 3:26:25 AM , 18 ,
 115 ,6/8/2016 3:30:25 AM , 381 ,6/8/2016 3:32:25 AM , 159 ,6/8/2016 3:34:25 AM , 370 ,6/8/2016 3:36:25 AM , 243 ,6/8/2016 3:40:25 AM , 173 ,6/8/2016 3:42:25 AM , 245 ,6/8/2016 3:44:25 AM , 11 ,6/8/2016 3:46:25 AM , 425 ,
 116 ,6/8/2016 3:50:25 AM , 189 ,6/8/2016 3:52:25 AM , 13 ,6/8/2016 3:54:25 AM , 294 ,6/8/2016 3:56:25 AM , 423 ,6/8/2016 4:00:25 AM , 7 ,6/8/2016 4:02:25 AM , 221 ,6/8/2016 4:04:25 AM , 521 ,6/8/2016 4:06:25 AM , 454 ,
 117 ,6/8/2016 4:10:25 AM , 321 ,6/8/2016 4:12:25 AM , 375 ,6/8/2016 4:14:25 AM , 0 ,6/8/2016 4:16:25 AM , 111 ,6/8/2016 4:20:25 AM , 8 ,6/8/2016 4:22:25 AM , 13 ,6/8/2016 4:24:25 AM , 31 ,6/8/2016 4:26:25 AM , 147 ,
 118 ,6/8/2016 4:30:25 AM , 13 ,6/8/2016 4:32:25 AM , 421 ,6/8/2016 4:34:25 AM , 703 ,6/8/2016 4:36:25 AM , 8 ,6/8/2016 4:40:25 AM , 111 ,6/8/2016 4:42:25 AM , 171 ,6/8/2016 4:44:25 AM , 107 ,6/8/2016 4:46:25 AM , 475 ,
 119 ,6/8/2016 4:50:25 AM , 409 ,6/8/2016 4:52:25 AM , 487 ,6/8/2016 4:54:25 AM , 605 ,6/8/2016 4:56:25 AM , 554 ,6/8/2016 5:00:25 AM , 396 ,6/8/2016 5:02:25 AM , 632 ,6/8/2016 5:04:25 AM , 699 ,6/8/2016 5:06:25 AM , 755 ,
 120 ,6/8/2016 5:10:25 AM , 966 ,6/8/2016 5:12:25 AM , 637 ,6/8/2016 5:14:25 AM , 563 ,6/8/2016 5:16:25 AM , 4 ,6/8/2016 5:20:25 AM , 251 ,6/8/2016 5:22:25 AM , 580 ,6/8/2016 5:24:25 AM , 762 ,6/8/2016 5:26:25 AM , 727 ,
 121 ,6/8/2016 5:30:25 AM , 1105 ,6/8/2016 5:32:25 AM , 657 ,6/8/2016 5:34:25 AM , 465 ,6/8/2016 5:36:25 AM , 781 ,6/8/2016 5:40:25 AM , 82 ,6/8/2016 5:42:25 AM , 406 ,6/8/2016 5:44:25 AM , 394 ,6/8/2016 5:46:25 AM , 454 ,
 122 ,6/8/2016 5:50:25 AM , 550 ,6/8/2016 5:52:25 AM , 374 ,6/8/2016 5:54:25 AM , 167 ,6/8/2016 5:56:25 AM , 105 ,6/8/2016 6:00:25 AM , 8 ,6/8/2016 6:02:25 AM , 443 ,6/8/2016 6:04:25 AM , 272 ,6/8/2016 6:06:25 AM , 437 ,
 123 ,6/8/2016 6:10:25 AM , 318 ,6/8/2016 6:12:25 AM , 32 ,6/8/2016 6:14:25 AM , 617 ,6/8/2016 6:16:25 AM , 421 ,6/8/2016 6:20:25 AM , 350 ,6/8/2016 6:22:25 AM , 214 ,6/8/2016 6:24:25 AM , 115 ,6/8/2016 6:26:25 AM , 127 ,
 124 ,6/8/2016 6:30:25 AM , 21 ,6/8/2016 6:32:25 AM , 6 ,6/8/2016 6:34:25 AM , 25 ,6/8/2016 6:36:25 AM , 43 ,6/8/2016 6:40:25 AM , 364 ,6/8/2016 6:42:25 AM , 49 ,6/8/2016 6:44:25 AM , 64 ,6/8/2016 6:46:25 AM , 29 ,
 125 ,6/8/2016 6:50:25 AM , 407 ,6/8/2016 6:52:25 AM , 321 ,6/8/2016 6:54:25 AM , 432 ,6/8/2016 6:56:25 AM , 366 ,6/8/2016 7:00:25 AM , 133 ,6/8/2016 7:02:25 AM , 1 ,6/8/2016 7:04:25 AM , 204 ,6/8/2016 7:06:25 AM , 401 ,
 126 ,6/8/2016 7:10:25 AM , 227 ,6/8/2016 7:12:25 AM , 419 ,6/8/2016 7:14:25 AM , 209 ,6/8/2016 7:16:25 AM , 7 ,6/8/2016 7:20:25 AM , 36 ,6/8/2016 7:22:25 AM , 68 ,6/8/2016 7:24:25 AM , 129 ,6/8/2016 7:26:25 AM , 14 ,
 127 ,6/8/2016 7:30:25 AM , 24 ,6/8/2016 7:32:25 AM , 199 ,6/8/2016 7:34:25 AM , 2 ,6/8/2016 7:36:25 AM , 397 ,6/8/2016 7:40:25 AM , 6 ,6/8/2016 7:42:25 AM , 477 ,6/8/2016 7:44:25 AM , 26 ,6/8/2016 7:46:25 AM , 362 ,
 128 ,6/8/2016 7:50:25 AM , 10 ,6/8/2016 7:52:25 AM , 1 ,6/8/2016 7:54:25 AM , 20 ,6/8/2016 7:56:25 AM , 10 ,6/8/2016 8:00:25 AM , 120 ,6/8/2016 8:02:25 AM , 214 ,6/8/2016 8:04:25 AM , 8 ,6/8/2016 8:06:25 AM , 270 ,
 129 ,6/8/2016 8:10:25 AM , 500 ,6/8/2016 8:12:25 AM , 219 ,6/8/2016 8:14:25 AM , 23 ,6/8/2016 8:16:25 AM , 108 ,6/8/2016 8:20:25 AM , 351 ,6/8/2016 8:22:25 AM , 547 ,6/8/2016 8:24:25 AM , 127 ,6/8/2016 8:26:25 AM , 284 ,
 130 ,6/8/2016 8:30:25 AM , 540 ,6/8/2016 8:32:25 AM , 414 ,6/8/2016 8:34:25 AM , 592 ,6/8/2016 8:36:25 AM , 231 ,6/8/2016 8:40:25 AM , 69 ,6/8/2016 8:42:25 AM , 66 ,6/8/2016 8:44:25 AM , 68 ,6/8/2016 8:46:25 AM , 13 ,
 131 ,6/8/2016 8:50:25 AM , 238 ,6/8/2016 8:52:25 AM , 4 ,6/8/2016 8:54:25 AM , 140 ,6/8/2016 8:56:25 AM , 2 ,6/8/2016 9:00:25 AM , 197 ,6/8/2016 9:02:25 AM , 333 ,6/8/2016 9:04:25 AM , 210 ,6/8/2016 9:06:25 AM , 86 ,
 132 ,6/8/2016 9:10:25 AM , 278 ,6/8/2016 9:12:25 AM , 347 ,6/8/2016 9:14:25 AM , 227 ,6/8/2016 9:16:25 AM , 326 ,6/8/2016 9:20:25 AM , 203 ,6/8/2016 9:22:25 AM , 275 ,6/8/2016 9:24:25 AM , 192 ,6/8/2016 9:26:25 AM , 14 ,
 133 ,6/8/2016 9:30:25 AM , 43 ,6/8/2016 9:32:25 AM , 5 ,6/8/2016 9:34:25 AM , 224 ,6/8/2016 9:36:25 AM , 197 ,6/8/2016 9:40:25 AM , 0 ,6/8/2016 9:42:25 AM , 22 ,6/8/2016 9:44:25 AM , 14 ,6/8/2016 9:46:25 AM , 418 ,
 134 ,6/8/2016 9:50:25 AM , 6 ,6/8/2016 9:52:25 AM , 4 ,6/8/2016 9:54:25 AM , 11 ,6/8/2016 9:56:25 AM , 79 ,6/8/2016 10:00:25 AM , 13 ,6/8/2016 10:02:25 AM , 11 ,6/8/2016 10:04:25 AM , 139 ,6/8/2016 10:06:25 AM , 87 ,
