Oxymax PARAMETER File 

CSV Generation Date,6/13/2016 9:09:49 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0101
Subject ID,G26
Subject Mass,29.61 G

Group/Cage,0102
Subject ID,G27
Subject Mass,29.09 G

Group/Cage,0103
Subject ID,G28
Subject Mass,29.91 G

Group/Cage,0104
Subject ID,G29
Subject Mass,30.32 G

Group/Cage,0105
Subject ID,G36
Subject Mass,28.2 G

Group/Cage,0106
Subject ID,G37
Subject Mass,28.09 G

Group/Cage,0107
Subject ID,G38
Subject Mass,26.79 G

Group/Cage,0108
Subject ID,G40
Subject Mass,32.35 G

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD

Paramter,ZTOT (counts)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 54 ,6/7/2016 7:10:25 AM , 490 ,6/7/2016 7:12:25 AM , 0 ,6/7/2016 7:14:25 AM , 202 ,6/7/2016 7:16:25 AM , 177 ,6/7/2016 7:20:25 AM , 606 ,6/7/2016 7:22:25 AM , 293 ,6/7/2016 7:24:25 AM , 0 ,6/7/2016 7:26:25 AM , 328 ,
 55 ,6/7/2016 7:30:25 AM , 0 ,6/7/2016 7:32:25 AM , 207 ,6/7/2016 7:34:25 AM , 662 ,6/7/2016 7:36:25 AM , 437 ,6/7/2016 7:40:25 AM , 259 ,6/7/2016 7:42:25 AM , 259 ,6/7/2016 7:44:25 AM , 22 ,6/7/2016 7:46:25 AM , 32 ,
 56 ,6/7/2016 7:50:25 AM , 558 ,6/7/2016 7:52:25 AM , 1416 ,6/7/2016 7:54:25 AM , 151 ,6/7/2016 7:56:25 AM , 0 ,6/7/2016 8:00:25 AM , 0 ,6/7/2016 8:02:25 AM , 0 ,6/7/2016 8:04:25 AM , 0 ,6/7/2016 8:06:25 AM , 0 ,
 57 ,6/7/2016 8:10:25 AM , 501 ,6/7/2016 8:12:25 AM , 87 ,6/7/2016 8:14:25 AM , 0 ,6/7/2016 8:16:25 AM , 594 ,6/7/2016 8:20:25 AM , 205 ,6/7/2016 8:22:25 AM , 801 ,6/7/2016 8:24:25 AM , 0 ,6/7/2016 8:26:25 AM , 17 ,
 58 ,6/7/2016 8:30:25 AM , 16 ,6/7/2016 8:32:25 AM , 0 ,6/7/2016 8:34:25 AM , 536 ,6/7/2016 8:36:25 AM , 719 ,6/7/2016 8:40:25 AM , 383 ,6/7/2016 8:42:25 AM , 257 ,6/7/2016 8:44:25 AM , 8 ,6/7/2016 8:46:25 AM , 258 ,
 59 ,6/7/2016 8:50:25 AM , 182 ,6/7/2016 8:52:25 AM , 490 ,6/7/2016 8:54:25 AM , 509 ,6/7/2016 8:56:25 AM , 217 ,6/7/2016 9:00:25 AM , 160 ,6/7/2016 9:02:25 AM , 183 ,6/7/2016 9:04:25 AM , 0 ,6/7/2016 9:06:25 AM , 0 ,
 60 ,6/7/2016 9:10:25 AM , 300 ,6/7/2016 9:12:25 AM , 822 ,6/7/2016 9:14:25 AM , 16 ,6/7/2016 9:16:25 AM , 0 ,6/7/2016 9:20:25 AM , 0 ,6/7/2016 9:22:25 AM , 0 ,6/7/2016 9:24:25 AM , 0 ,6/7/2016 9:26:25 AM , 119 ,
 61 ,6/7/2016 9:30:25 AM , 0 ,6/7/2016 9:32:25 AM , 0 ,6/7/2016 9:34:25 AM , 364 ,6/7/2016 9:36:25 AM , 288 ,6/7/2016 9:40:25 AM , 0 ,6/7/2016 9:42:25 AM , 168 ,6/7/2016 9:44:25 AM , 16 ,6/7/2016 9:46:25 AM , 0 ,
 62 ,6/7/2016 9:50:25 AM , 0 ,6/7/2016 9:52:25 AM , 0 ,6/7/2016 9:54:25 AM , 147 ,6/7/2016 9:56:25 AM , 486 ,6/7/2016 10:00:25 AM , 0 ,6/7/2016 10:02:25 AM , 270 ,6/7/2016 10:04:25 AM , 0 ,6/7/2016 10:06:25 AM , 0 ,
 63 ,6/7/2016 10:10:25 AM , 318 ,6/7/2016 10:12:25 AM , 749 ,6/7/2016 10:14:25 AM , 0 ,6/7/2016 10:16:25 AM , 0 ,6/7/2016 10:20:25 AM , 0 ,6/7/2016 10:22:25 AM , 0 ,6/7/2016 10:24:25 AM , 0 ,6/7/2016 10:26:25 AM , 6 ,
 64 ,6/7/2016 10:30:25 AM , 72 ,6/7/2016 10:32:25 AM , 945 ,6/7/2016 10:34:25 AM , 257 ,6/7/2016 10:36:25 AM , 534 ,6/7/2016 10:40:25 AM , 103 ,6/7/2016 10:42:25 AM , 0 ,6/7/2016 10:44:25 AM , 0 ,6/7/2016 10:46:25 AM , 0 ,
 65 ,6/7/2016 10:50:25 AM , 430 ,6/7/2016 10:52:25 AM , 4 ,6/7/2016 10:54:25 AM , 227 ,6/7/2016 10:56:25 AM , 0 ,6/7/2016 11:00:25 AM , 73 ,6/7/2016 11:02:25 AM , 184 ,6/7/2016 11:04:25 AM , 0 ,6/7/2016 11:06:25 AM , 4 ,
 66 ,6/7/2016 11:10:25 AM , 0 ,6/7/2016 11:12:25 AM , 0 ,6/7/2016 11:14:25 AM , 0 ,6/7/2016 11:16:25 AM , 515 ,6/7/2016 11:20:25 AM , 0 ,6/7/2016 11:22:25 AM , 0 ,6/7/2016 11:24:25 AM , 7 ,6/7/2016 11:26:25 AM , 60 ,
 67 ,6/7/2016 11:30:25 AM , 299 ,6/7/2016 11:32:25 AM , 774 ,6/7/2016 11:34:25 AM , 293 ,6/7/2016 11:36:25 AM , 351 ,6/7/2016 11:40:25 AM , 0 ,6/7/2016 11:42:25 AM , 0 ,6/7/2016 11:44:25 AM , 0 ,6/7/2016 11:46:25 AM , 0 ,
 68 ,6/7/2016 11:50:25 AM , 176 ,6/7/2016 11:52:25 AM , 0 ,6/7/2016 11:54:25 AM , 0 ,6/7/2016 11:56:25 AM , 0 ,6/7/2016 12:00:25 PM , 0 ,6/7/2016 12:02:25 PM , 172 ,6/7/2016 12:04:25 PM , 0 ,6/7/2016 12:06:25 PM , 0 ,
 69 ,6/7/2016 12:10:25 PM , 67 ,6/7/2016 12:12:25 PM , 104 ,6/7/2016 12:14:25 PM , 235 ,6/7/2016 12:16:25 PM , 508 ,6/7/2016 12:20:25 PM , 0 ,6/7/2016 12:22:25 PM , 3 ,6/7/2016 12:24:25 PM , 30 ,6/7/2016 12:26:25 PM , 41 ,
 70 ,6/7/2016 12:30:25 PM , 0 ,6/7/2016 12:32:25 PM , 1124 ,6/7/2016 12:34:25 PM , 19 ,6/7/2016 12:36:25 PM , 0 ,6/7/2016 12:40:25 PM , 26 ,6/7/2016 12:42:25 PM , 0 ,6/7/2016 12:44:25 PM , 15 ,6/7/2016 12:46:25 PM , 38 ,
 71 ,6/7/2016 12:50:25 PM , 241 ,6/7/2016 12:52:25 PM , 4 ,6/7/2016 12:54:25 PM , 0 ,6/7/2016 12:56:25 PM , 221 ,6/7/2016 1:00:25 PM , 171 ,6/7/2016 1:02:25 PM , 0 ,6/7/2016 1:04:25 PM , 0 ,6/7/2016 1:06:25 PM , 0 ,
 72 ,6/7/2016 1:10:25 PM , 22 ,6/7/2016 1:12:25 PM , 0 ,6/7/2016 1:14:25 PM , 0 ,6/7/2016 1:16:25 PM , 3 ,6/7/2016 1:20:25 PM , 2 ,6/7/2016 1:22:25 PM , 3 ,6/7/2016 1:24:25 PM , 0 ,6/7/2016 1:26:25 PM , 0 ,
 73 ,6/7/2016 1:30:25 PM , 0 ,6/7/2016 1:32:25 PM , 668 ,6/7/2016 1:34:25 PM , 225 ,6/7/2016 1:36:25 PM , 437 ,6/7/2016 1:40:25 PM , 0 ,6/7/2016 1:42:25 PM , 137 ,6/7/2016 1:44:25 PM , 0 ,6/7/2016 1:46:25 PM , 0 ,
 74 ,6/7/2016 1:50:25 PM , 0 ,6/7/2016 1:52:25 PM , 481 ,6/7/2016 1:54:25 PM , 311 ,6/7/2016 1:56:25 PM , 0 ,6/7/2016 2:00:25 PM , 0 ,6/7/2016 2:02:25 PM , 198 ,6/7/2016 2:04:25 PM , 5 ,6/7/2016 2:06:25 PM , 0 ,
 75 ,6/7/2016 2:10:25 PM , 182 ,6/7/2016 2:12:25 PM , 728 ,6/7/2016 2:14:25 PM , 0 ,6/7/2016 2:16:25 PM , 0 ,6/7/2016 2:20:25 PM , 0 ,6/7/2016 2:22:25 PM , 0 ,6/7/2016 2:24:25 PM , 6 ,6/7/2016 2:26:25 PM , 0 ,
 76 ,6/7/2016 2:30:25 PM , 0 ,6/7/2016 2:32:25 PM , 0 ,6/7/2016 2:34:25 PM , 0 ,6/7/2016 2:36:25 PM , 0 ,6/7/2016 2:40:25 PM , 28 ,6/7/2016 2:42:25 PM , 0 ,6/7/2016 2:44:25 PM , 0 ,6/7/2016 2:46:25 PM , 39 ,
 77 ,6/7/2016 2:50:25 PM , 0 ,6/7/2016 2:52:25 PM , 0 ,6/7/2016 2:54:25 PM , 0 ,6/7/2016 2:56:25 PM , 0 ,6/7/2016 3:00:25 PM , 149 ,6/7/2016 3:02:25 PM , 0 ,6/7/2016 3:04:25 PM , 0 ,6/7/2016 3:06:25 PM , 22 ,
 78 ,6/7/2016 3:10:25 PM , 8 ,6/7/2016 3:12:25 PM , 294 ,6/7/2016 3:14:25 PM , 0 ,6/7/2016 3:16:25 PM , 58 ,6/7/2016 3:20:25 PM , 0 ,6/7/2016 3:22:25 PM , 220 ,6/7/2016 3:24:25 PM , 19 ,6/7/2016 3:26:25 PM , 0 ,
 79 ,6/7/2016 3:30:25 PM , 328 ,6/7/2016 3:32:25 PM , 381 ,6/7/2016 3:34:25 PM , 0 ,6/7/2016 3:36:25 PM , 535 ,6/7/2016 3:40:25 PM , 0 ,6/7/2016 3:42:25 PM , 0 ,6/7/2016 3:44:25 PM , 0 ,6/7/2016 3:46:25 PM , 0 ,
 80 ,6/7/2016 3:50:25 PM , 0 ,6/7/2016 3:52:25 PM , 0 ,6/7/2016 3:54:25 PM , 237 ,6/7/2016 3:56:25 PM , 0 ,6/7/2016 4:00:25 PM , 0 ,6/7/2016 4:02:25 PM , 0 ,6/7/2016 4:04:25 PM , 0 ,6/7/2016 4:06:25 PM , 0 ,
 81 ,6/7/2016 4:10:25 PM , 4 ,6/7/2016 4:12:25 PM , 0 ,6/7/2016 4:14:25 PM , 2 ,6/7/2016 4:16:25 PM , 375 ,6/7/2016 4:20:25 PM , 0 ,6/7/2016 4:22:25 PM , 166 ,6/7/2016 4:24:25 PM , 0 ,6/7/2016 4:26:25 PM , 0 ,
 82 ,6/7/2016 4:30:25 PM , 255 ,6/7/2016 4:32:25 PM , 453 ,6/7/2016 4:34:25 PM , 0 ,6/7/2016 4:36:25 PM , 68 ,6/7/2016 4:40:25 PM , 177 ,6/7/2016 4:42:25 PM , 0 ,6/7/2016 4:44:25 PM , 10 ,6/7/2016 4:46:25 PM , 49 ,
 83 ,6/7/2016 4:50:25 PM , 0 ,6/7/2016 4:52:25 PM , 25 ,6/7/2016 4:54:25 PM , 0 ,6/7/2016 4:56:25 PM , 0 ,6/7/2016 5:00:25 PM , 0 ,6/7/2016 5:02:25 PM , 0 ,6/7/2016 5:04:25 PM , 14 ,6/7/2016 5:06:25 PM , 1 ,
 84 ,6/7/2016 5:10:25 PM , 0 ,6/7/2016 5:12:25 PM , 220 ,6/7/2016 5:14:25 PM , 98 ,6/7/2016 5:16:25 PM , 485 ,6/7/2016 5:20:25 PM , 0 ,6/7/2016 5:22:25 PM , 358 ,6/7/2016 5:24:25 PM , 10 ,6/7/2016 5:26:25 PM , 80 ,
 85 ,6/7/2016 5:30:25 PM , 367 ,6/7/2016 5:32:25 PM , 670 ,6/7/2016 5:34:25 PM , 414 ,6/7/2016 5:36:25 PM , 0 ,6/7/2016 5:40:25 PM , 38 ,6/7/2016 5:42:25 PM , 11 ,6/7/2016 5:44:25 PM , 6 ,6/7/2016 5:46:25 PM , 144 ,
 86 ,6/7/2016 5:50:25 PM , 0 ,6/7/2016 5:52:25 PM , 3 ,6/7/2016 5:54:25 PM , 0 ,6/7/2016 5:56:25 PM , 342 ,6/7/2016 6:00:25 PM , 267 ,6/7/2016 6:02:25 PM , 744 ,6/7/2016 6:04:25 PM , 3 ,6/7/2016 6:06:25 PM , 0 ,
 87 ,6/7/2016 6:10:25 PM , 716 ,6/7/2016 6:12:25 PM , 713 ,6/7/2016 6:14:25 PM , 511 ,6/7/2016 6:16:25 PM , 43 ,6/7/2016 6:20:25 PM , 204 ,6/7/2016 6:22:25 PM , 615 ,6/7/2016 6:24:25 PM , 465 ,6/7/2016 6:26:25 PM , 704 ,
 88 ,6/7/2016 6:30:25 PM , 516 ,6/7/2016 6:32:25 PM , 559 ,6/7/2016 6:34:25 PM , 669 ,6/7/2016 6:36:25 PM , 600 ,6/7/2016 6:40:25 PM , 128 ,6/7/2016 6:42:25 PM , 1482 ,6/7/2016 6:44:25 PM , 333 ,6/7/2016 6:46:25 PM , 793 ,
 89 ,6/7/2016 6:50:25 PM , 870 ,6/7/2016 6:52:25 PM , 58 ,6/7/2016 6:54:25 PM , 241 ,6/7/2016 6:56:25 PM , 1056 ,6/7/2016 7:00:25 PM , 552 ,6/7/2016 7:02:25 PM , 1311 ,6/7/2016 7:04:25 PM , 256 ,6/7/2016 7:06:25 PM , 1256 ,
 90 ,6/7/2016 7:10:25 PM , 747 ,6/7/2016 7:12:25 PM , 729 ,6/7/2016 7:14:25 PM , 369 ,6/7/2016 7:16:25 PM , 362 ,6/7/2016 7:20:25 PM , 217 ,6/7/2016 7:22:25 PM , 1474 ,6/7/2016 7:24:25 PM , 151 ,6/7/2016 7:26:25 PM , 157 ,
 91 ,6/7/2016 7:30:25 PM , 1468 ,6/7/2016 7:32:25 PM , 8 ,6/7/2016 7:34:25 PM , 523 ,6/7/2016 7:36:25 PM , 582 ,6/7/2016 7:40:25 PM , 205 ,6/7/2016 7:42:25 PM , 927 ,6/7/2016 7:44:25 PM , 461 ,6/7/2016 7:46:25 PM , 109 ,
 92 ,6/7/2016 7:50:25 PM , 920 ,6/7/2016 7:52:25 PM , 617 ,6/7/2016 7:54:25 PM , 103 ,6/7/2016 7:56:25 PM , 400 ,6/7/2016 8:00:25 PM , 187 ,6/7/2016 8:02:25 PM , 1287 ,6/7/2016 8:04:25 PM , 138 ,6/7/2016 8:06:25 PM , 151 ,
 93 ,6/7/2016 8:10:25 PM , 1065 ,6/7/2016 8:12:25 PM , 470 ,6/7/2016 8:14:25 PM , 222 ,6/7/2016 8:16:25 PM , 954 ,6/7/2016 8:20:25 PM , 72 ,6/7/2016 8:22:25 PM , 1230 ,6/7/2016 8:24:25 PM , 236 ,6/7/2016 8:26:25 PM , 133 ,
 94 ,6/7/2016 8:30:25 PM , 576 ,6/7/2016 8:32:25 PM , 102 ,6/7/2016 8:34:25 PM , 59 ,6/7/2016 8:36:25 PM , 486 ,6/7/2016 8:40:25 PM , 21 ,6/7/2016 8:42:25 PM , 1368 ,6/7/2016 8:44:25 PM , 128 ,6/7/2016 8:46:25 PM , 288 ,
 95 ,6/7/2016 8:50:25 PM , 673 ,6/7/2016 8:52:25 PM , 1072 ,6/7/2016 8:54:25 PM , 568 ,6/7/2016 8:56:25 PM , 300 ,6/7/2016 9:00:25 PM , 511 ,6/7/2016 9:02:25 PM , 776 ,6/7/2016 9:04:25 PM , 99 ,6/7/2016 9:06:25 PM , 220 ,
 96 ,6/7/2016 9:10:25 PM , 858 ,6/7/2016 9:12:25 PM , 545 ,6/7/2016 9:14:25 PM , 254 ,6/7/2016 9:16:25 PM , 479 ,6/7/2016 9:20:25 PM , 356 ,6/7/2016 9:22:25 PM , 782 ,6/7/2016 9:24:25 PM , 77 ,6/7/2016 9:26:25 PM , 7 ,
 97 ,6/7/2016 9:30:25 PM , 380 ,6/7/2016 9:32:25 PM , 24 ,6/7/2016 9:34:25 PM , 84 ,6/7/2016 9:36:25 PM , 183 ,6/7/2016 9:40:25 PM , 151 ,6/7/2016 9:42:25 PM , 872 ,6/7/2016 9:44:25 PM , 102 ,6/7/2016 9:46:25 PM , 0 ,
 98 ,6/7/2016 9:50:25 PM , 875 ,6/7/2016 9:52:25 PM , 1164 ,6/7/2016 9:54:25 PM , 0 ,6/7/2016 9:56:25 PM , 340 ,6/7/2016 10:00:25 PM , 94 ,6/7/2016 10:02:25 PM , 914 ,6/7/2016 10:04:25 PM , 205 ,6/7/2016 10:06:25 PM , 125 ,
 99 ,6/7/2016 10:10:25 PM , 717 ,6/7/2016 10:12:25 PM , 617 ,6/7/2016 10:14:25 PM , 831 ,6/7/2016 10:16:25 PM , 740 ,6/7/2016 10:20:25 PM , 292 ,6/7/2016 10:22:25 PM , 757 ,6/7/2016 10:24:25 PM , 131 ,6/7/2016 10:26:25 PM , 254 ,
 100 ,6/7/2016 10:30:25 PM , 770 ,6/7/2016 10:32:25 PM , 545 ,6/7/2016 10:34:25 PM , 384 ,6/7/2016 10:36:25 PM , 458 ,6/7/2016 10:40:25 PM , 638 ,6/7/2016 10:42:25 PM , 637 ,6/7/2016 10:44:25 PM , 46 ,6/7/2016 10:46:25 PM , 90 ,
 101 ,6/7/2016 10:50:25 PM , 384 ,6/7/2016 10:52:25 PM , 14 ,6/7/2016 10:54:25 PM , 371 ,6/7/2016 10:56:25 PM , 208 ,6/7/2016 11:00:25 PM , 169 ,6/7/2016 11:02:25 PM , 91 ,6/7/2016 11:04:25 PM , 118 ,6/7/2016 11:06:25 PM , 443 ,
 102 ,6/7/2016 11:10:25 PM , 1134 ,6/7/2016 11:12:25 PM , 164 ,6/7/2016 11:14:25 PM , 153 ,6/7/2016 11:16:25 PM , 480 ,6/7/2016 11:20:25 PM , 91 ,6/7/2016 11:22:25 PM , 0 ,6/7/2016 11:24:25 PM , 17 ,6/7/2016 11:26:25 PM , 207 ,
 103 ,6/7/2016 11:30:25 PM , 564 ,6/7/2016 11:32:25 PM , 1062 ,6/7/2016 11:34:25 PM , 226 ,6/7/2016 11:36:25 PM , 36 ,6/7/2016 11:40:25 PM , 372 ,6/7/2016 11:42:25 PM , 680 ,6/7/2016 11:44:25 PM , 162 ,6/7/2016 11:46:25 PM , 0 ,
 104 ,6/7/2016 11:50:25 PM , 702 ,6/7/2016 11:52:25 PM , 420 ,6/7/2016 11:54:25 PM , 109 ,6/7/2016 11:56:25 PM , 497 ,6/8/2016 12:00:25 AM , 6 ,6/8/2016 12:02:25 AM , 846 ,6/8/2016 12:04:25 AM , 78 ,6/8/2016 12:06:25 AM , 325 ,
 105 ,6/8/2016 12:10:25 AM , 724 ,6/8/2016 12:12:25 AM , 61 ,6/8/2016 12:14:25 AM , 207 ,6/8/2016 12:16:25 AM , 500 ,6/8/2016 12:20:25 AM , 415 ,6/8/2016 12:22:25 AM , 605 ,6/8/2016 12:24:25 AM , 436 ,6/8/2016 12:26:25 AM , 83 ,
 106 ,6/8/2016 12:30:25 AM , 311 ,6/8/2016 12:32:25 AM , 1354 ,6/8/2016 12:34:25 AM , 128 ,6/8/2016 12:36:25 AM , 89 ,6/8/2016 12:40:25 AM , 32 ,6/8/2016 12:42:25 AM , 210 ,6/8/2016 12:44:25 AM , 12 ,6/8/2016 12:46:25 AM , 50 ,
 107 ,6/8/2016 12:50:25 AM , 0 ,6/8/2016 12:52:25 AM , 6 ,6/8/2016 12:54:25 AM , 0 ,6/8/2016 12:56:25 AM , 64 ,6/8/2016 1:00:25 AM , 211 ,6/8/2016 1:02:25 AM , 202 ,6/8/2016 1:04:25 AM , 45 ,6/8/2016 1:06:25 AM , 85 ,
 108 ,6/8/2016 1:10:25 AM , 575 ,6/8/2016 1:12:25 AM , 70 ,6/8/2016 1:14:25 AM , 469 ,6/8/2016 1:16:25 AM , 588 ,6/8/2016 1:20:25 AM , 107 ,6/8/2016 1:22:25 AM , 18 ,6/8/2016 1:24:25 AM , 30 ,6/8/2016 1:26:25 AM , 264 ,
 109 ,6/8/2016 1:30:25 AM , 678 ,6/8/2016 1:32:25 AM , 929 ,6/8/2016 1:34:25 AM , 58 ,6/8/2016 1:36:25 AM , 299 ,6/8/2016 1:40:25 AM , 51 ,6/8/2016 1:42:25 AM , 0 ,6/8/2016 1:44:25 AM , 42 ,6/8/2016 1:46:25 AM , 204 ,
 110 ,6/8/2016 1:50:25 AM , 673 ,6/8/2016 1:52:25 AM , 353 ,6/8/2016 1:54:25 AM , 27 ,6/8/2016 1:56:25 AM , 48 ,6/8/2016 2:00:25 AM , 182 ,6/8/2016 2:02:25 AM , 100 ,6/8/2016 2:04:25 AM , 0 ,6/8/2016 2:06:25 AM , 55 ,
 111 ,6/8/2016 2:10:25 AM , 89 ,6/8/2016 2:12:25 AM , 95 ,6/8/2016 2:14:25 AM , 0 ,6/8/2016 2:16:25 AM , 7 ,6/8/2016 2:20:25 AM , 0 ,6/8/2016 2:22:25 AM , 634 ,6/8/2016 2:24:25 AM , 30 ,6/8/2016 2:26:25 AM , 0 ,
 112 ,6/8/2016 2:30:25 AM , 546 ,6/8/2016 2:32:25 AM , 0 ,6/8/2016 2:34:25 AM , 0 ,6/8/2016 2:36:25 AM , 376 ,6/8/2016 2:40:25 AM , 0 ,6/8/2016 2:42:25 AM , 368 ,6/8/2016 2:44:25 AM , 33 ,6/8/2016 2:46:25 AM , 389 ,
 113 ,6/8/2016 2:50:25 AM , 226 ,6/8/2016 2:52:25 AM , 1041 ,6/8/2016 2:54:25 AM , 1076 ,6/8/2016 2:56:25 AM , 510 ,6/8/2016 3:00:25 AM , 70 ,6/8/2016 3:02:25 AM , 4 ,6/8/2016 3:04:25 AM , 120 ,6/8/2016 3:06:25 AM , 17 ,
 114 ,6/8/2016 3:10:25 AM , 813 ,6/8/2016 3:12:25 AM , 515 ,6/8/2016 3:14:25 AM , 640 ,6/8/2016 3:16:25 AM , 356 ,6/8/2016 3:20:25 AM , 247 ,6/8/2016 3:22:25 AM , 0 ,6/8/2016 3:24:25 AM , 89 ,6/8/2016 3:26:25 AM , 0 ,
 115 ,6/8/2016 3:30:25 AM , 963 ,6/8/2016 3:32:25 AM , 40 ,6/8/2016 3:34:25 AM , 217 ,6/8/2016 3:36:25 AM , 92 ,6/8/2016 3:40:25 AM , 28 ,6/8/2016 3:42:25 AM , 297 ,6/8/2016 3:44:25 AM , 0 ,6/8/2016 3:46:25 AM , 387 ,
 116 ,6/8/2016 3:50:25 AM , 321 ,6/8/2016 3:52:25 AM , 0 ,6/8/2016 3:54:25 AM , 140 ,6/8/2016 3:56:25 AM , 664 ,6/8/2016 4:00:25 AM , 0 ,6/8/2016 4:02:25 AM , 324 ,6/8/2016 4:04:25 AM , 53 ,6/8/2016 4:06:25 AM , 550 ,
 117 ,6/8/2016 4:10:25 AM , 533 ,6/8/2016 4:12:25 AM , 1266 ,6/8/2016 4:14:25 AM , 0 ,6/8/2016 4:16:25 AM , 24 ,6/8/2016 4:20:25 AM , 0 ,6/8/2016 4:22:25 AM , 0 ,6/8/2016 4:24:25 AM , 0 ,6/8/2016 4:26:25 AM , 76 ,
 118 ,6/8/2016 4:30:25 AM , 0 ,6/8/2016 4:32:25 AM , 254 ,6/8/2016 4:34:25 AM , 1040 ,6/8/2016 4:36:25 AM , 0 ,6/8/2016 4:40:25 AM , 116 ,6/8/2016 4:42:25 AM , 199 ,6/8/2016 4:44:25 AM , 0 ,6/8/2016 4:46:25 AM , 408 ,
 119 ,6/8/2016 4:50:25 AM , 508 ,6/8/2016 4:52:25 AM , 419 ,6/8/2016 4:54:25 AM , 566 ,6/8/2016 4:56:25 AM , 669 ,6/8/2016 5:00:25 AM , 224 ,6/8/2016 5:02:25 AM , 999 ,6/8/2016 5:04:25 AM , 340 ,6/8/2016 5:06:25 AM , 837 ,
 120 ,6/8/2016 5:10:25 AM , 1024 ,6/8/2016 5:12:25 AM , 928 ,6/8/2016 5:14:25 AM , 447 ,6/8/2016 5:16:25 AM , 0 ,6/8/2016 5:20:25 AM , 149 ,6/8/2016 5:22:25 AM , 957 ,6/8/2016 5:24:25 AM , 68 ,6/8/2016 5:26:25 AM , 839 ,
 121 ,6/8/2016 5:30:25 AM , 1241 ,6/8/2016 5:32:25 AM , 370 ,6/8/2016 5:34:25 AM , 186 ,6/8/2016 5:36:25 AM , 1021 ,6/8/2016 5:40:25 AM , 3 ,6/8/2016 5:42:25 AM , 518 ,6/8/2016 5:44:25 AM , 2 ,6/8/2016 5:46:25 AM , 324 ,
 122 ,6/8/2016 5:50:25 AM , 619 ,6/8/2016 5:52:25 AM , 59 ,6/8/2016 5:54:25 AM , 56 ,6/8/2016 5:56:25 AM , 57 ,6/8/2016 6:00:25 AM , 0 ,6/8/2016 6:02:25 AM , 392 ,6/8/2016 6:04:25 AM , 16 ,6/8/2016 6:06:25 AM , 241 ,
 123 ,6/8/2016 6:10:25 AM , 369 ,6/8/2016 6:12:25 AM , 4 ,6/8/2016 6:14:25 AM , 571 ,6/8/2016 6:16:25 AM , 594 ,6/8/2016 6:20:25 AM , 448 ,6/8/2016 6:22:25 AM , 220 ,6/8/2016 6:24:25 AM , 2 ,6/8/2016 6:26:25 AM , 20 ,
 124 ,6/8/2016 6:30:25 AM , 6 ,6/8/2016 6:32:25 AM , 0 ,6/8/2016 6:34:25 AM , 0 ,6/8/2016 6:36:25 AM , 0 ,6/8/2016 6:40:25 AM , 231 ,6/8/2016 6:42:25 AM , 0 ,6/8/2016 6:44:25 AM , 0 ,6/8/2016 6:46:25 AM , 2 ,
 125 ,6/8/2016 6:50:25 AM , 948 ,6/8/2016 6:52:25 AM , 917 ,6/8/2016 6:54:25 AM , 580 ,6/8/2016 6:56:25 AM , 544 ,6/8/2016 7:00:25 AM , 25 ,6/8/2016 7:02:25 AM , 0 ,6/8/2016 7:04:25 AM , 2 ,6/8/2016 7:06:25 AM , 320 ,
 126 ,6/8/2016 7:10:25 AM , 474 ,6/8/2016 7:12:25 AM , 354 ,6/8/2016 7:14:25 AM , 61 ,6/8/2016 7:16:25 AM , 0 ,6/8/2016 7:20:25 AM , 0 ,6/8/2016 7:22:25 AM , 166 ,6/8/2016 7:24:25 AM , 3 ,6/8/2016 7:26:25 AM , 0 ,
 127 ,6/8/2016 7:30:25 AM , 1 ,6/8/2016 7:32:25 AM , 85 ,6/8/2016 7:34:25 AM , 0 ,6/8/2016 7:36:25 AM , 476 ,6/8/2016 7:40:25 AM , 0 ,6/8/2016 7:42:25 AM , 523 ,6/8/2016 7:44:25 AM , 0 ,6/8/2016 7:46:25 AM , 377 ,
 128 ,6/8/2016 7:50:25 AM , 0 ,6/8/2016 7:52:25 AM , 0 ,6/8/2016 7:54:25 AM , 0 ,6/8/2016 7:56:25 AM , 0 ,6/8/2016 8:00:25 AM , 88 ,6/8/2016 8:02:25 AM , 351 ,6/8/2016 8:04:25 AM , 0 ,6/8/2016 8:06:25 AM , 150 ,
 129 ,6/8/2016 8:10:25 AM , 764 ,6/8/2016 8:12:25 AM , 835 ,6/8/2016 8:14:25 AM , 1 ,6/8/2016 8:16:25 AM , 112 ,6/8/2016 8:20:25 AM , 185 ,6/8/2016 8:22:25 AM , 920 ,6/8/2016 8:24:25 AM , 2 ,6/8/2016 8:26:25 AM , 165 ,
