Oxymax PARAMETER File 

CSV Generation Date,6/13/2016 9:09:47 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0101
Subject ID,G26
Subject Mass,29.61 G

Group/Cage,0102
Subject ID,G27
Subject Mass,29.09 G

Group/Cage,0103
Subject ID,G28
Subject Mass,29.91 G

Group/Cage,0104
Subject ID,G29
Subject Mass,30.32 G

Group/Cage,0105
Subject ID,G36
Subject Mass,28.2 G

Group/Cage,0106
Subject ID,G37
Subject Mass,28.09 G

Group/Cage,0107
Subject ID,G38
Subject Mass,26.79 G

Group/Cage,0108
Subject ID,G40
Subject Mass,32.35 G

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD

Paramter,XTOT (counts)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 54 ,6/7/2016 7:10:25 AM , 962 ,6/7/2016 7:12:25 AM , 93 ,6/7/2016 7:14:25 AM , 646 ,6/7/2016 7:16:25 AM , 394 ,6/7/2016 7:20:25 AM , 2083 ,6/7/2016 7:22:25 AM , 598 ,6/7/2016 7:24:25 AM , 19 ,6/7/2016 7:26:25 AM , 1423 ,
 55 ,6/7/2016 7:30:25 AM , 46 ,6/7/2016 7:32:25 AM , 129 ,6/7/2016 7:34:25 AM , 2084 ,6/7/2016 7:36:25 AM , 588 ,6/7/2016 7:40:25 AM , 1182 ,6/7/2016 7:42:25 AM , 806 ,6/7/2016 7:44:25 AM , 946 ,6/7/2016 7:46:25 AM , 873 ,
 56 ,6/7/2016 7:50:25 AM , 862 ,6/7/2016 7:52:25 AM , 2043 ,6/7/2016 7:54:25 AM , 781 ,6/7/2016 7:56:25 AM , 45 ,6/7/2016 8:00:25 AM , 53 ,6/7/2016 8:02:25 AM , 339 ,6/7/2016 8:04:25 AM , 74 ,6/7/2016 8:06:25 AM , 84 ,
 57 ,6/7/2016 8:10:25 AM , 1089 ,6/7/2016 8:12:25 AM , 814 ,6/7/2016 8:14:25 AM , 58 ,6/7/2016 8:16:25 AM , 846 ,6/7/2016 8:20:25 AM , 902 ,6/7/2016 8:22:25 AM , 1779 ,6/7/2016 8:24:25 AM , 18 ,6/7/2016 8:26:25 AM , 128 ,
 58 ,6/7/2016 8:30:25 AM , 128 ,6/7/2016 8:32:25 AM , 46 ,6/7/2016 8:34:25 AM , 1373 ,6/7/2016 8:36:25 AM , 1569 ,6/7/2016 8:40:25 AM , 1212 ,6/7/2016 8:42:25 AM , 1013 ,6/7/2016 8:44:25 AM , 363 ,6/7/2016 8:46:25 AM , 1262 ,
 59 ,6/7/2016 8:50:25 AM , 744 ,6/7/2016 8:52:25 AM , 859 ,6/7/2016 8:54:25 AM , 1736 ,6/7/2016 8:56:25 AM , 1339 ,6/7/2016 9:00:25 AM , 1224 ,6/7/2016 9:02:25 AM , 874 ,6/7/2016 9:04:25 AM , 221 ,6/7/2016 9:06:25 AM , 101 ,
 60 ,6/7/2016 9:10:25 AM , 586 ,6/7/2016 9:12:25 AM , 1594 ,6/7/2016 9:14:25 AM , 216 ,6/7/2016 9:16:25 AM , 83 ,6/7/2016 9:20:25 AM , 80 ,6/7/2016 9:22:25 AM , 62 ,6/7/2016 9:24:25 AM , 56 ,6/7/2016 9:26:25 AM , 771 ,
 61 ,6/7/2016 9:30:25 AM , 433 ,6/7/2016 9:32:25 AM , 183 ,6/7/2016 9:34:25 AM , 824 ,6/7/2016 9:36:25 AM , 626 ,6/7/2016 9:40:25 AM , 236 ,6/7/2016 9:42:25 AM , 605 ,6/7/2016 9:44:25 AM , 474 ,6/7/2016 9:46:25 AM , 215 ,
 62 ,6/7/2016 9:50:25 AM , 60 ,6/7/2016 9:52:25 AM , 41 ,6/7/2016 9:54:25 AM , 685 ,6/7/2016 9:56:25 AM , 979 ,6/7/2016 10:00:25 AM , 90 ,6/7/2016 10:02:25 AM , 770 ,6/7/2016 10:04:25 AM , 892 ,6/7/2016 10:06:25 AM , 10 ,
 63 ,6/7/2016 10:10:25 AM , 613 ,6/7/2016 10:12:25 AM , 1019 ,6/7/2016 10:14:25 AM , 224 ,6/7/2016 10:16:25 AM , 142 ,6/7/2016 10:20:25 AM , 118 ,6/7/2016 10:22:25 AM , 204 ,6/7/2016 10:24:25 AM , 145 ,6/7/2016 10:26:25 AM , 211 ,
 64 ,6/7/2016 10:30:25 AM , 307 ,6/7/2016 10:32:25 AM , 1250 ,6/7/2016 10:34:25 AM , 509 ,6/7/2016 10:36:25 AM , 1120 ,6/7/2016 10:40:25 AM , 581 ,6/7/2016 10:42:25 AM , 36 ,6/7/2016 10:44:25 AM , 39 ,6/7/2016 10:46:25 AM , 89 ,
 65 ,6/7/2016 10:50:25 AM , 885 ,6/7/2016 10:52:25 AM , 124 ,6/7/2016 10:54:25 AM , 1023 ,6/7/2016 10:56:25 AM , 18 ,6/7/2016 11:00:25 AM , 957 ,6/7/2016 11:02:25 AM , 587 ,6/7/2016 11:04:25 AM , 162 ,6/7/2016 11:06:25 AM , 73 ,
 66 ,6/7/2016 11:10:25 AM , 173 ,6/7/2016 11:12:25 AM , 41 ,6/7/2016 11:14:25 AM , 69 ,6/7/2016 11:16:25 AM , 1068 ,6/7/2016 11:20:25 AM , 644 ,6/7/2016 11:22:25 AM , 62 ,6/7/2016 11:24:25 AM , 603 ,6/7/2016 11:26:25 AM , 704 ,
 67 ,6/7/2016 11:30:25 AM , 705 ,6/7/2016 11:32:25 AM , 1439 ,6/7/2016 11:34:25 AM , 800 ,6/7/2016 11:36:25 AM , 661 ,6/7/2016 11:40:25 AM , 87 ,6/7/2016 11:42:25 AM , 111 ,6/7/2016 11:44:25 AM , 26 ,6/7/2016 11:46:25 AM , 15 ,
 68 ,6/7/2016 11:50:25 AM , 688 ,6/7/2016 11:52:25 AM , 140 ,6/7/2016 11:54:25 AM , 106 ,6/7/2016 11:56:25 AM , 24 ,6/7/2016 12:00:25 PM , 129 ,6/7/2016 12:02:25 PM , 557 ,6/7/2016 12:04:25 PM , 34 ,6/7/2016 12:06:25 PM , 29 ,
 69 ,6/7/2016 12:10:25 PM , 221 ,6/7/2016 12:12:25 PM , 162 ,6/7/2016 12:14:25 PM , 904 ,6/7/2016 12:16:25 PM , 1187 ,6/7/2016 12:20:25 PM , 32 ,6/7/2016 12:22:25 PM , 113 ,6/7/2016 12:24:25 PM , 643 ,6/7/2016 12:26:25 PM , 390 ,
 70 ,6/7/2016 12:30:25 PM , 82 ,6/7/2016 12:32:25 PM , 1462 ,6/7/2016 12:34:25 PM , 669 ,6/7/2016 12:36:25 PM , 143 ,6/7/2016 12:40:25 PM , 194 ,6/7/2016 12:42:25 PM , 32 ,6/7/2016 12:44:25 PM , 507 ,6/7/2016 12:46:25 PM , 488 ,
 71 ,6/7/2016 12:50:25 PM , 552 ,6/7/2016 12:52:25 PM , 237 ,6/7/2016 12:54:25 PM , 45 ,6/7/2016 12:56:25 PM , 470 ,6/7/2016 1:00:25 PM , 1000 ,6/7/2016 1:02:25 PM , 130 ,6/7/2016 1:04:25 PM , 43 ,6/7/2016 1:06:25 PM , 23 ,
 72 ,6/7/2016 1:10:25 PM , 696 ,6/7/2016 1:12:25 PM , 91 ,6/7/2016 1:14:25 PM , 74 ,6/7/2016 1:16:25 PM , 109 ,6/7/2016 1:20:25 PM , 174 ,6/7/2016 1:22:25 PM , 183 ,6/7/2016 1:24:25 PM , 114 ,6/7/2016 1:26:25 PM , 47 ,
 73 ,6/7/2016 1:30:25 PM , 97 ,6/7/2016 1:32:25 PM , 582 ,6/7/2016 1:34:25 PM , 431 ,6/7/2016 1:36:25 PM , 793 ,6/7/2016 1:40:25 PM , 33 ,6/7/2016 1:42:25 PM , 313 ,6/7/2016 1:44:25 PM , 130 ,6/7/2016 1:46:25 PM , 168 ,
 74 ,6/7/2016 1:50:25 PM , 63 ,6/7/2016 1:52:25 PM , 1100 ,6/7/2016 1:54:25 PM , 1133 ,6/7/2016 1:56:25 PM , 336 ,6/7/2016 2:00:25 PM , 80 ,6/7/2016 2:02:25 PM , 563 ,6/7/2016 2:04:25 PM , 231 ,6/7/2016 2:06:25 PM , 15 ,
 75 ,6/7/2016 2:10:25 PM , 795 ,6/7/2016 2:12:25 PM , 969 ,6/7/2016 2:14:25 PM , 264 ,6/7/2016 2:16:25 PM , 67 ,6/7/2016 2:20:25 PM , 35 ,6/7/2016 2:22:25 PM , 273 ,6/7/2016 2:24:25 PM , 391 ,6/7/2016 2:26:25 PM , 65 ,
 76 ,6/7/2016 2:30:25 PM , 551 ,6/7/2016 2:32:25 PM , 81 ,6/7/2016 2:34:25 PM , 28 ,6/7/2016 2:36:25 PM , 89 ,6/7/2016 2:40:25 PM , 259 ,6/7/2016 2:42:25 PM , 21 ,6/7/2016 2:44:25 PM , 24 ,6/7/2016 2:46:25 PM , 338 ,
 77 ,6/7/2016 2:50:25 PM , 61 ,6/7/2016 2:52:25 PM , 30 ,6/7/2016 2:54:25 PM , 45 ,6/7/2016 2:56:25 PM , 59 ,6/7/2016 3:00:25 PM , 1405 ,6/7/2016 3:02:25 PM , 34 ,6/7/2016 3:04:25 PM , 36 ,6/7/2016 3:06:25 PM , 573 ,
 78 ,6/7/2016 3:10:25 PM , 217 ,6/7/2016 3:12:25 PM , 380 ,6/7/2016 3:14:25 PM , 57 ,6/7/2016 3:16:25 PM , 598 ,6/7/2016 3:20:25 PM , 435 ,6/7/2016 3:22:25 PM , 648 ,6/7/2016 3:24:25 PM , 548 ,6/7/2016 3:26:25 PM , 306 ,
 79 ,6/7/2016 3:30:25 PM , 1422 ,6/7/2016 3:32:25 PM , 1316 ,6/7/2016 3:34:25 PM , 63 ,6/7/2016 3:36:25 PM , 1054 ,6/7/2016 3:40:25 PM , 71 ,6/7/2016 3:42:25 PM , 254 ,6/7/2016 3:44:25 PM , 593 ,6/7/2016 3:46:25 PM , 30 ,
 80 ,6/7/2016 3:50:25 PM , 63 ,6/7/2016 3:52:25 PM , 52 ,6/7/2016 3:54:25 PM , 896 ,6/7/2016 3:56:25 PM , 57 ,6/7/2016 4:00:25 PM , 190 ,6/7/2016 4:02:25 PM , 60 ,6/7/2016 4:04:25 PM , 41 ,6/7/2016 4:06:25 PM , 48 ,
 81 ,6/7/2016 4:10:25 PM , 153 ,6/7/2016 4:12:25 PM , 36 ,6/7/2016 4:14:25 PM , 513 ,6/7/2016 4:16:25 PM , 552 ,6/7/2016 4:20:25 PM , 44 ,6/7/2016 4:22:25 PM , 375 ,6/7/2016 4:24:25 PM , 79 ,6/7/2016 4:26:25 PM , 41 ,
 82 ,6/7/2016 4:30:25 PM , 713 ,6/7/2016 4:32:25 PM , 687 ,6/7/2016 4:34:25 PM , 19 ,6/7/2016 4:36:25 PM , 464 ,6/7/2016 4:40:25 PM , 837 ,6/7/2016 4:42:25 PM , 471 ,6/7/2016 4:44:25 PM , 279 ,6/7/2016 4:46:25 PM , 264 ,
 83 ,6/7/2016 4:50:25 PM , 41 ,6/7/2016 4:52:25 PM , 683 ,6/7/2016 4:54:25 PM , 49 ,6/7/2016 4:56:25 PM , 82 ,6/7/2016 5:00:25 PM , 450 ,6/7/2016 5:02:25 PM , 38 ,6/7/2016 5:04:25 PM , 686 ,6/7/2016 5:06:25 PM , 135 ,
 84 ,6/7/2016 5:10:25 PM , 67 ,6/7/2016 5:12:25 PM , 341 ,6/7/2016 5:14:25 PM , 442 ,6/7/2016 5:16:25 PM , 1086 ,6/7/2016 5:20:25 PM , 227 ,6/7/2016 5:22:25 PM , 925 ,6/7/2016 5:24:25 PM , 269 ,6/7/2016 5:26:25 PM , 384 ,
 85 ,6/7/2016 5:30:25 PM , 1274 ,6/7/2016 5:32:25 PM , 1267 ,6/7/2016 5:34:25 PM , 1042 ,6/7/2016 5:36:25 PM , 73 ,6/7/2016 5:40:25 PM , 238 ,6/7/2016 5:42:25 PM , 285 ,6/7/2016 5:44:25 PM , 92 ,6/7/2016 5:46:25 PM , 952 ,
 86 ,6/7/2016 5:50:25 PM , 272 ,6/7/2016 5:52:25 PM , 249 ,6/7/2016 5:54:25 PM , 301 ,6/7/2016 5:56:25 PM , 764 ,6/7/2016 6:00:25 PM , 1644 ,6/7/2016 6:02:25 PM , 1300 ,6/7/2016 6:04:25 PM , 291 ,6/7/2016 6:06:25 PM , 141 ,
 87 ,6/7/2016 6:10:25 PM , 1842 ,6/7/2016 6:12:25 PM , 1228 ,6/7/2016 6:14:25 PM , 783 ,6/7/2016 6:16:25 PM , 611 ,6/7/2016 6:20:25 PM , 816 ,6/7/2016 6:22:25 PM , 1477 ,6/7/2016 6:24:25 PM , 2747 ,6/7/2016 6:26:25 PM , 2071 ,
 88 ,6/7/2016 6:30:25 PM , 1900 ,6/7/2016 6:32:25 PM , 856 ,6/7/2016 6:34:25 PM , 1652 ,6/7/2016 6:36:25 PM , 1567 ,6/7/2016 6:40:25 PM , 1088 ,6/7/2016 6:42:25 PM , 2219 ,6/7/2016 6:44:25 PM , 2184 ,6/7/2016 6:46:25 PM , 1697 ,
 89 ,6/7/2016 6:50:25 PM , 2197 ,6/7/2016 6:52:25 PM , 749 ,6/7/2016 6:54:25 PM , 1152 ,6/7/2016 6:56:25 PM , 2259 ,6/7/2016 7:00:25 PM , 1401 ,6/7/2016 7:02:25 PM , 2255 ,6/7/2016 7:04:25 PM , 1719 ,6/7/2016 7:06:25 PM , 2216 ,
 90 ,6/7/2016 7:10:25 PM , 1623 ,6/7/2016 7:12:25 PM , 1768 ,6/7/2016 7:14:25 PM , 831 ,6/7/2016 7:16:25 PM , 1051 ,6/7/2016 7:20:25 PM , 1673 ,6/7/2016 7:22:25 PM , 2755 ,6/7/2016 7:24:25 PM , 1243 ,6/7/2016 7:26:25 PM , 1063 ,
 91 ,6/7/2016 7:30:25 PM , 2997 ,6/7/2016 7:32:25 PM , 298 ,6/7/2016 7:34:25 PM , 1560 ,6/7/2016 7:36:25 PM , 1212 ,6/7/2016 7:40:25 PM , 1208 ,6/7/2016 7:42:25 PM , 1886 ,6/7/2016 7:44:25 PM , 1862 ,6/7/2016 7:46:25 PM , 885 ,
 92 ,6/7/2016 7:50:25 PM , 2154 ,6/7/2016 7:52:25 PM , 1273 ,6/7/2016 7:54:25 PM , 962 ,6/7/2016 7:56:25 PM , 1260 ,6/7/2016 8:00:25 PM , 1911 ,6/7/2016 8:02:25 PM , 2202 ,6/7/2016 8:04:25 PM , 958 ,6/7/2016 8:06:25 PM , 639 ,
 93 ,6/7/2016 8:10:25 PM , 2328 ,6/7/2016 8:12:25 PM , 1840 ,6/7/2016 8:14:25 PM , 686 ,6/7/2016 8:16:25 PM , 1636 ,6/7/2016 8:20:25 PM , 1077 ,6/7/2016 8:22:25 PM , 2263 ,6/7/2016 8:24:25 PM , 1509 ,6/7/2016 8:26:25 PM , 1198 ,
 94 ,6/7/2016 8:30:25 PM , 1538 ,6/7/2016 8:32:25 PM , 358 ,6/7/2016 8:34:25 PM , 690 ,6/7/2016 8:36:25 PM , 1115 ,6/7/2016 8:40:25 PM , 324 ,6/7/2016 8:42:25 PM , 2938 ,6/7/2016 8:44:25 PM , 1145 ,6/7/2016 8:46:25 PM , 974 ,
 95 ,6/7/2016 8:50:25 PM , 1279 ,6/7/2016 8:52:25 PM , 1801 ,6/7/2016 8:54:25 PM , 1611 ,6/7/2016 8:56:25 PM , 739 ,6/7/2016 9:00:25 PM , 1843 ,6/7/2016 9:02:25 PM , 2036 ,6/7/2016 9:04:25 PM , 823 ,6/7/2016 9:06:25 PM , 1265 ,
 96 ,6/7/2016 9:10:25 PM , 1860 ,6/7/2016 9:12:25 PM , 1787 ,6/7/2016 9:14:25 PM , 1093 ,6/7/2016 9:16:25 PM , 1246 ,6/7/2016 9:20:25 PM , 1312 ,6/7/2016 9:22:25 PM , 1678 ,6/7/2016 9:24:25 PM , 1046 ,6/7/2016 9:26:25 PM , 385 ,
 97 ,6/7/2016 9:30:25 PM , 1508 ,6/7/2016 9:32:25 PM , 425 ,6/7/2016 9:34:25 PM , 808 ,6/7/2016 9:36:25 PM , 717 ,6/7/2016 9:40:25 PM , 1111 ,6/7/2016 9:42:25 PM , 1957 ,6/7/2016 9:44:25 PM , 1207 ,6/7/2016 9:46:25 PM , 56 ,
 98 ,6/7/2016 9:50:25 PM , 1724 ,6/7/2016 9:52:25 PM , 2041 ,6/7/2016 9:54:25 PM , 120 ,6/7/2016 9:56:25 PM , 701 ,6/7/2016 10:00:25 PM , 1102 ,6/7/2016 10:02:25 PM , 1984 ,6/7/2016 10:04:25 PM , 1352 ,6/7/2016 10:06:25 PM , 793 ,
 99 ,6/7/2016 10:10:25 PM , 1302 ,6/7/2016 10:12:25 PM , 1871 ,6/7/2016 10:14:25 PM , 1733 ,6/7/2016 10:16:25 PM , 1577 ,6/7/2016 10:20:25 PM , 519 ,6/7/2016 10:22:25 PM , 1879 ,6/7/2016 10:24:25 PM , 1296 ,6/7/2016 10:26:25 PM , 868 ,
 100 ,6/7/2016 10:30:25 PM , 1658 ,6/7/2016 10:32:25 PM , 1587 ,6/7/2016 10:34:25 PM , 1180 ,6/7/2016 10:36:25 PM , 1208 ,6/7/2016 10:40:25 PM , 1373 ,6/7/2016 10:42:25 PM , 1851 ,6/7/2016 10:44:25 PM , 1152 ,6/7/2016 10:46:25 PM , 462 ,
 101 ,6/7/2016 10:50:25 PM , 873 ,6/7/2016 10:52:25 PM , 558 ,6/7/2016 10:54:25 PM , 945 ,6/7/2016 10:56:25 PM , 764 ,6/7/2016 11:00:25 PM , 1248 ,6/7/2016 11:02:25 PM , 521 ,6/7/2016 11:04:25 PM , 1266 ,6/7/2016 11:06:25 PM , 1214 ,
 102 ,6/7/2016 11:10:25 PM , 2024 ,6/7/2016 11:12:25 PM , 306 ,6/7/2016 11:14:25 PM , 955 ,6/7/2016 11:16:25 PM , 1490 ,6/7/2016 11:20:25 PM , 873 ,6/7/2016 11:22:25 PM , 50 ,6/7/2016 11:24:25 PM , 500 ,6/7/2016 11:26:25 PM , 1352 ,
 103 ,6/7/2016 11:30:25 PM , 1720 ,6/7/2016 11:32:25 PM , 2068 ,6/7/2016 11:34:25 PM , 1025 ,6/7/2016 11:36:25 PM , 431 ,6/7/2016 11:40:25 PM , 1358 ,6/7/2016 11:42:25 PM , 1590 ,6/7/2016 11:44:25 PM , 1593 ,6/7/2016 11:46:25 PM , 45 ,
 104 ,6/7/2016 11:50:25 PM , 1406 ,6/7/2016 11:52:25 PM , 1685 ,6/7/2016 11:54:25 PM , 684 ,6/7/2016 11:56:25 PM , 979 ,6/8/2016 12:00:25 AM , 328 ,6/8/2016 12:02:25 AM , 1721 ,6/8/2016 12:04:25 AM , 1006 ,6/8/2016 12:06:25 AM , 1410 ,
 105 ,6/8/2016 12:10:25 AM , 1565 ,6/8/2016 12:12:25 AM , 249 ,6/8/2016 12:14:25 AM , 978 ,6/8/2016 12:16:25 AM , 906 ,6/8/2016 12:20:25 AM , 918 ,6/8/2016 12:22:25 AM , 1362 ,6/8/2016 12:24:25 AM , 1544 ,6/8/2016 12:26:25 AM , 508 ,
 106 ,6/8/2016 12:30:25 AM , 1412 ,6/8/2016 12:32:25 AM , 2374 ,6/8/2016 12:34:25 AM , 883 ,6/8/2016 12:36:25 AM , 874 ,6/8/2016 12:40:25 AM , 247 ,6/8/2016 12:42:25 AM , 949 ,6/8/2016 12:44:25 AM , 400 ,6/8/2016 12:46:25 AM , 176 ,
 107 ,6/8/2016 12:50:25 AM , 109 ,6/8/2016 12:52:25 AM , 127 ,6/8/2016 12:54:25 AM , 138 ,6/8/2016 12:56:25 AM , 178 ,6/8/2016 1:00:25 AM , 1195 ,6/8/2016 1:02:25 AM , 593 ,6/8/2016 1:04:25 AM , 927 ,6/8/2016 1:06:25 AM , 548 ,
 108 ,6/8/2016 1:10:25 AM , 1357 ,6/8/2016 1:12:25 AM , 299 ,6/8/2016 1:14:25 AM , 1416 ,6/8/2016 1:16:25 AM , 1347 ,6/8/2016 1:20:25 AM , 1238 ,6/8/2016 1:22:25 AM , 245 ,6/8/2016 1:24:25 AM , 805 ,6/8/2016 1:26:25 AM , 1118 ,
 109 ,6/8/2016 1:30:25 AM , 1663 ,6/8/2016 1:32:25 AM , 1746 ,6/8/2016 1:34:25 AM , 790 ,6/8/2016 1:36:25 AM , 718 ,6/8/2016 1:40:25 AM , 390 ,6/8/2016 1:42:25 AM , 44 ,6/8/2016 1:44:25 AM , 854 ,6/8/2016 1:46:25 AM , 1277 ,
 110 ,6/8/2016 1:50:25 AM , 1206 ,6/8/2016 1:52:25 AM , 1657 ,6/8/2016 1:54:25 AM , 514 ,6/8/2016 1:56:25 AM , 559 ,6/8/2016 2:00:25 AM , 1042 ,6/8/2016 2:02:25 AM , 503 ,6/8/2016 2:04:25 AM , 159 ,6/8/2016 2:06:25 AM , 509 ,
 111 ,6/8/2016 2:10:25 AM , 741 ,6/8/2016 2:12:25 AM , 1367 ,6/8/2016 2:14:25 AM , 125 ,6/8/2016 2:16:25 AM , 85 ,6/8/2016 2:20:25 AM , 21 ,6/8/2016 2:22:25 AM , 1500 ,6/8/2016 2:24:25 AM , 610 ,6/8/2016 2:26:25 AM , 53 ,
 112 ,6/8/2016 2:30:25 AM , 1084 ,6/8/2016 2:32:25 AM , 60 ,6/8/2016 2:34:25 AM , 124 ,6/8/2016 2:36:25 AM , 908 ,6/8/2016 2:40:25 AM , 48 ,6/8/2016 2:42:25 AM , 954 ,6/8/2016 2:44:25 AM , 693 ,6/8/2016 2:46:25 AM , 1112 ,
 113 ,6/8/2016 2:50:25 AM , 1318 ,6/8/2016 2:52:25 AM , 1617 ,6/8/2016 2:54:25 AM , 1516 ,6/8/2016 2:56:25 AM , 1259 ,6/8/2016 3:00:25 AM , 305 ,6/8/2016 3:02:25 AM , 195 ,6/8/2016 3:04:25 AM , 924 ,6/8/2016 3:06:25 AM , 651 ,
 114 ,6/8/2016 3:10:25 AM , 1712 ,6/8/2016 3:12:25 AM , 1743 ,6/8/2016 3:14:25 AM , 1483 ,6/8/2016 3:16:25 AM , 1324 ,6/8/2016 3:20:25 AM , 1318 ,6/8/2016 3:22:25 AM , 39 ,6/8/2016 3:24:25 AM , 956 ,6/8/2016 3:26:25 AM , 43 ,
 115 ,6/8/2016 3:30:25 AM , 1400 ,6/8/2016 3:32:25 AM , 666 ,6/8/2016 3:34:25 AM , 1048 ,6/8/2016 3:36:25 AM , 822 ,6/8/2016 3:40:25 AM , 691 ,6/8/2016 3:42:25 AM , 902 ,6/8/2016 3:44:25 AM , 104 ,6/8/2016 3:46:25 AM , 1217 ,
 116 ,6/8/2016 3:50:25 AM , 1090 ,6/8/2016 3:52:25 AM , 27 ,6/8/2016 3:54:25 AM , 672 ,6/8/2016 3:56:25 AM , 1112 ,6/8/2016 4:00:25 AM , 13 ,6/8/2016 4:02:25 AM , 852 ,6/8/2016 4:04:25 AM , 767 ,6/8/2016 4:06:25 AM , 1177 ,
 117 ,6/8/2016 4:10:25 AM , 1051 ,6/8/2016 4:12:25 AM , 1965 ,6/8/2016 4:14:25 AM , 43 ,6/8/2016 4:16:25 AM , 574 ,6/8/2016 4:20:25 AM , 58 ,6/8/2016 4:22:25 AM , 90 ,6/8/2016 4:24:25 AM , 159 ,6/8/2016 4:26:25 AM , 245 ,
 118 ,6/8/2016 4:30:25 AM , 68 ,6/8/2016 4:32:25 AM , 1789 ,6/8/2016 4:34:25 AM , 1728 ,6/8/2016 4:36:25 AM , 30 ,6/8/2016 4:40:25 AM , 423 ,6/8/2016 4:42:25 AM , 821 ,6/8/2016 4:44:25 AM , 100 ,6/8/2016 4:46:25 AM , 1233 ,
 119 ,6/8/2016 4:50:25 AM , 991 ,6/8/2016 4:52:25 AM , 2025 ,6/8/2016 4:54:25 AM , 1513 ,6/8/2016 4:56:25 AM , 1441 ,6/8/2016 5:00:25 AM , 1506 ,6/8/2016 5:02:25 AM , 1813 ,6/8/2016 5:04:25 AM , 1082 ,6/8/2016 5:06:25 AM , 1645 ,
 120 ,6/8/2016 5:10:25 AM , 2214 ,6/8/2016 5:12:25 AM , 2262 ,6/8/2016 5:14:25 AM , 1395 ,6/8/2016 5:16:25 AM , 30 ,6/8/2016 5:20:25 AM , 956 ,6/8/2016 5:22:25 AM , 1888 ,6/8/2016 5:24:25 AM , 877 ,6/8/2016 5:26:25 AM , 1647 ,
 121 ,6/8/2016 5:30:25 AM , 2392 ,6/8/2016 5:32:25 AM , 2318 ,6/8/2016 5:34:25 AM , 1105 ,6/8/2016 5:36:25 AM , 1813 ,6/8/2016 5:40:25 AM , 496 ,6/8/2016 5:42:25 AM , 1255 ,6/8/2016 5:44:25 AM , 453 ,6/8/2016 5:46:25 AM , 1118 ,
 122 ,6/8/2016 5:50:25 AM , 1448 ,6/8/2016 5:52:25 AM , 1203 ,6/8/2016 5:54:25 AM , 474 ,6/8/2016 5:56:25 AM , 440 ,6/8/2016 6:00:25 AM , 197 ,6/8/2016 6:02:25 AM , 1106 ,6/8/2016 6:04:25 AM , 254 ,6/8/2016 6:06:25 AM , 1104 ,
 123 ,6/8/2016 6:10:25 AM , 1305 ,6/8/2016 6:12:25 AM , 169 ,6/8/2016 6:14:25 AM , 1574 ,6/8/2016 6:16:25 AM , 1292 ,6/8/2016 6:20:25 AM , 1724 ,6/8/2016 6:22:25 AM , 837 ,6/8/2016 6:24:25 AM , 142 ,6/8/2016 6:26:25 AM , 341 ,
 124 ,6/8/2016 6:30:25 AM , 109 ,6/8/2016 6:32:25 AM , 72 ,6/8/2016 6:34:25 AM , 114 ,6/8/2016 6:36:25 AM , 248 ,6/8/2016 6:40:25 AM , 1511 ,6/8/2016 6:42:25 AM , 302 ,6/8/2016 6:44:25 AM , 89 ,6/8/2016 6:46:25 AM , 58 ,
 125 ,6/8/2016 6:50:25 AM , 1420 ,6/8/2016 6:52:25 AM , 1797 ,6/8/2016 6:54:25 AM , 935 ,6/8/2016 6:56:25 AM , 1131 ,6/8/2016 7:00:25 AM , 752 ,6/8/2016 7:02:25 AM , 21 ,6/8/2016 7:04:25 AM , 258 ,6/8/2016 7:06:25 AM , 1047 ,
 126 ,6/8/2016 7:10:25 AM , 638 ,6/8/2016 7:12:25 AM , 1921 ,6/8/2016 7:14:25 AM , 553 ,6/8/2016 7:16:25 AM , 27 ,6/8/2016 7:20:25 AM , 253 ,6/8/2016 7:22:25 AM , 322 ,6/8/2016 7:24:25 AM , 136 ,6/8/2016 7:26:25 AM , 46 ,
 127 ,6/8/2016 7:30:25 AM , 134 ,6/8/2016 7:32:25 AM , 775 ,6/8/2016 7:34:25 AM , 35 ,6/8/2016 7:36:25 AM , 1398 ,6/8/2016 7:40:25 AM , 24 ,6/8/2016 7:42:25 AM , 1634 ,6/8/2016 7:44:25 AM , 42 ,6/8/2016 7:46:25 AM , 1102 ,
 128 ,6/8/2016 7:50:25 AM , 55 ,6/8/2016 7:52:25 AM , 86 ,6/8/2016 7:54:25 AM , 96 ,6/8/2016 7:56:25 AM , 97 ,6/8/2016 8:00:25 AM , 519 ,6/8/2016 8:02:25 AM , 810 ,6/8/2016 8:04:25 AM , 17 ,6/8/2016 8:06:25 AM , 783 ,
