Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:49 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0105
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G36
Subject Mass (G), 28.2 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
100,0105,6/7/2016 10:40:25 PM ,3961,20.93,20.56,0.37,3.3,3589,0.039,0.377,0.338,2.9,0.906,0.6,0.50,STABLE,0.12,3.39,0.000,0.840,1373,922,721,400,638,1.1,0.5,35.7,24.9,757.9,OFF,
101,0105,6/7/2016 11:00:25 PM ,3542,20.93,20.60,0.33,3.4,3408,0.039,0.360,0.321,2.9,0.962,0.5,0.50,STABLE,0.06,3.45,0.060,0.900,1248,602,684,291,169,1.1,0.5,35.5,24.9,757.9,OFF,
102,0105,6/7/2016 11:20:25 PM ,2995,20.93,20.65,0.28,3.4,2948,0.040,0.317,0.277,2.9,0.984,0.4,0.50,STABLE,0.16,3.61,0.040,0.940,873,470,483,232,91,1.1,0.5,36.4,24.9,757.9,OFF,
103,0105,6/7/2016 11:40:25 PM ,3661,20.93,20.58,0.34,3.4,3621,0.040,0.380,0.341,2.9,0.989,0.5,0.50,DYNAMIC,0.02,3.63,0.020,0.960,1358,886,660,351,372,1.1,0.5,36.6,24.9,757.9,OFF,
104,0105,6/8/2016 12:00:25 AM ,2715,20.93,20.68,0.25,3.5,2435,0.040,0.269,0.229,3.0,0.897,0.4,0.50,STABLE,0.02,3.65,0.000,0.960,328,58,227,49,6,1.1,0.5,36.6,24.9,757.9,OFF,
105,0105,6/8/2016 12:20:25 AM ,2582,20.93,20.69,0.24,3.5,2401,0.040,0.266,0.226,3.0,0.930,0.4,0.50,STABLE,0.02,3.67,0.000,0.960,918,605,436,211,415,1.1,0.5,36.6,24.9,757.7,OFF,
106,0105,6/8/2016 12:40:25 AM ,3106,20.93,20.64,0.28,3.5,2729,0.040,0.296,0.257,3.0,0.878,0.4,0.50,STABLE,0.01,3.68,0.000,0.960,247,108,103,39,32,1.0,0.5,36.6,24.9,757.4,OFF,
107,0105,6/8/2016 1:00:25 AM ,3712,20.93,20.58,0.35,3.5,3628,0.040,0.381,0.341,3.1,0.977,0.5,0.50,DYNAMIC,0.21,3.89,0.040,1.000,1195,639,617,269,211,1.1,0.5,36.6,24.9,757.4,OFF,
108,0105,6/8/2016 1:20:25 AM ,3555,20.92,20.59,0.33,3.6,3528,0.040,0.372,0.332,3.1,0.993,0.5,0.50,STABLE,0.22,4.11,0.060,1.060,1238,638,748,329,107,1.0,0.5,36.6,24.9,757.4,OFF,
109,0105,6/8/2016 1:40:25 AM ,3170,20.92,20.63,0.30,3.6,3169,0.040,0.338,0.298,3.1,0.999,0.5,0.50,STABLE,0.00,4.11,0.000,1.060,390,152,260,102,51,1.1,0.5,36.6,24.9,757.2,OFF,
110,0105,6/8/2016 2:00:25 AM ,3061,20.92,20.64,0.29,3.6,2939,0.040,0.316,0.276,3.1,0.960,0.4,0.50,STABLE,0.07,4.18,0.020,1.080,1042,500,562,230,182,1.1,0.5,35.5,24.9,757.2,OFF,
111,0105,6/8/2016 2:20:25 AM ,2741,20.92,20.67,0.25,3.7,2542,0.040,0.279,0.239,3.2,0.927,0.4,0.50,STABLE,0.00,4.18,0.000,1.080,21,5,44,17,0,1.0,0.5,34.7,24.9,756.9,OFF,
112,0105,6/8/2016 2:40:25 AM ,2481,20.92,20.69,0.23,3.7,2182,0.040,0.245,0.205,3.2,0.879,0.3,0.50,STABLE,0.00,4.18,0.000,1.080,48,8,40,18,0,1.1,0.5,34.5,24.9,756.7,OFF,
113,0105,6/8/2016 3:00:25 AM ,3477,20.92,20.60,0.32,3.7,3133,0.040,0.335,0.295,3.2,0.901,0.5,0.50,STABLE,0.00,4.18,0.000,1.080,305,137,229,88,70,1.1,0.5,34.5,24.8,756.4,OFF,
114,0105,6/8/2016 3:20:25 AM ,3792,20.92,20.57,0.35,3.7,3627,0.040,0.381,0.341,3.3,0.957,0.5,0.50,DYNAMIC,0.25,4.43,0.060,1.140,1318,734,677,308,247,1.0,0.5,34.6,24.8,756.4,OFF,
115,0105,6/8/2016 3:40:25 AM ,2644,20.92,20.67,0.25,3.8,2469,0.040,0.272,0.232,3.3,0.934,0.4,0.50,STABLE,0.00,4.43,0.040,1.180,691,156,603,173,28,1.0,0.5,35.2,24.7,756.2,OFF,
116,0105,6/8/2016 4:00:25 AM ,2664,20.92,20.68,0.24,3.8,2337,0.040,0.260,0.220,3.3,0.877,0.4,0.50,STABLE,0.00,4.43,0.000,1.180,13,0,40,7,0,1.1,0.5,36.3,24.7,755.9,OFF,
117,0105,6/8/2016 4:20:25 AM ,2919,20.92,20.65,0.27,3.8,2512,0.039,0.276,0.236,3.3,0.861,0.4,0.50,STABLE,-0.01,4.42,0.020,1.200,58,15,29,8,0,1.1,0.5,36.6,24.7,755.9,OFF,
118,0105,6/8/2016 4:40:25 AM ,3953,20.92,20.56,0.36,3.9,3472,0.039,0.366,0.327,3.4,0.878,0.5,0.50,STABLE,0.00,4.42,0.000,1.200,423,259,270,111,116,1.1,0.5,36.6,24.7,755.9,OFF,
119,0105,6/8/2016 5:00:25 AM ,3798,20.92,20.57,0.35,3.9,3534,0.040,0.372,0.332,3.4,0.931,0.5,0.50,DYNAMIC,0.19,4.61,0.020,1.220,1506,892,772,396,224,1.0,0.5,36.6,24.7,755.9,OFF,
120,0105,6/8/2016 5:20:25 AM ,3396,20.92,20.60,0.32,3.9,3213,0.040,0.342,0.302,3.4,0.946,0.5,0.50,STABLE,0.06,4.67,0.040,1.260,956,507,612,251,149,1.1,0.5,36.6,24.7,755.6,OFF,
121,0105,6/8/2016 5:40:25 AM ,2578,20.92,20.68,0.24,4.0,2477,0.040,0.273,0.233,3.4,0.961,0.4,0.50,STABLE,0.07,4.74,0.000,1.260,496,142,197,82,3,1.0,0.5,36.6,24.7,755.6,OFF,
122,0105,6/8/2016 6:00:25 AM ,2519,20.92,20.69,0.23,4.0,2234,0.040,0.250,0.210,3.5,0.887,0.3,0.50,STABLE,0.00,4.74,0.000,1.260,197,14,27,8,0,1.0,0.5,36.5,24.7,755.6,ON,
123,0105,6/8/2016 6:20:25 AM ,3991,20.92,20.55,0.36,4.0,3422,0.040,0.362,0.322,3.5,0.857,0.5,0.50,DYNAMIC,0.07,4.81,0.020,1.280,1724,1085,715,350,448,1.0,0.5,36.5,24.7,755.6,ON,
124,0105,6/8/2016 6:40:25 AM ,3592,20.92,20.59,0.33,4.1,3421,0.040,0.362,0.322,3.5,0.953,0.5,0.50,STABLE,0.16,4.97,0.060,1.340,1511,877,716,364,231,1.0,0.5,32.8,24.7,755.6,ON,
125,0105,6/8/2016 7:00:25 AM ,3262,20.92,20.62,0.30,4.1,2910,0.040,0.314,0.274,3.6,0.892,0.5,0.50,STABLE,-0.01,4.96,0.000,1.340,752,164,535,133,25,1.0,0.5,30.6,24.8,755.9,ON,
126,0105,6/8/2016 7:20:25 AM ,2577,20.92,20.69,0.23,4.1,2100,0.040,0.238,0.198,3.6,0.815,0.4,0.50,STABLE,0.00,4.96,0.000,1.340,253,40,149,36,0,1.0,0.5,30.1,24.8,755.9,ON,
127,0105,6/8/2016 7:40:25 AM ,2613,20.92,20.69,0.24,4.1,2131,0.040,0.241,0.200,3.6,0.815,0.4,0.50,STABLE,0.00,4.96,0.000,1.340,24,5,20,6,0,1.0,0.5,30.1,24.9,756.4,ON,
128,0105,6/8/2016 8:00:25 AM ,4075,20.92,20.55,0.37,4.2,3412,0.040,0.361,0.321,3.6,0.837,0.6,0.50,STABLE,0.02,4.98,0.000,1.340,519,305,235,120,88,1.0,0.5,30.3,24.9,756.9,ON,
129,0105,6/8/2016 8:20:25 AM ,3152,20.92,20.63,0.29,4.2,2963,0.041,0.319,0.279,3.7,0.940,0.4,0.50,STABLE,0.13,5.11,0.020,1.360,1462,859,690,351,185,1.0,0.5,30.4,24.9,757.2,ON,
130,0105,6/8/2016 8:40:25 AM ,2604,20.92,20.68,0.24,4.2,2290,0.040,0.256,0.215,3.7,0.879,0.4,0.50,STABLE,-0.01,5.10,0.000,1.360,542,75,309,69,0,1.0,0.5,29.4,24.9,757.2,ON,
131,EVENT,6/8/2016 9:00:25 AM ,4942,20.92,20.48,0.45,4.3,3939,0.042,0.412,0.371,3.7,0.797,0.7,0.50,STABLE,0.15,5.25,0.000,1.360,764,512,365,197,100,1.0,0.5,27.5,25.0,757.7,ON,
132,0105,6/8/2016 9:20:25 AM ,2479,20.93,20.70,0.22,4.3,2026,0.041,0.231,0.191,3.7,0.817,0.3,0.50,STABLE,0.08,5.33,0.000,1.360,800,448,435,203,140,1.0,0.5,25.7,25.0,757.9,ON,
133,0105,6/8/2016 9:40:25 AM ,2668,20.93,20.68,0.24,4.3,2145,0.041,0.243,0.202,3.8,0.804,0.4,0.50,STABLE,0.03,5.36,0.000,1.360,22,1,6,0,0,1.0,0.5,25.5,25.0,758.2,ON,
134,0105,6/8/2016 10:00:25 AM ,2676,20.93,20.68,0.24,4.3,2159,0.041,0.245,0.203,3.8,0.807,0.4,0.50,STABLE,0.03,5.39,0.000,1.360,108,11,42,13,0,1.0,0.5,25.7,25.0,758.2,ON,
135,0105,6/8/2016 10:20:25 AM ,2709,20.93,20.68,0.24,4.4,2157,0.041,0.244,0.203,3.8,0.796,0.4,0.50,STABLE,-0.01,5.38,0.000,1.360,226,31,16,7,0,1.0,0.5,25.5,25.1,758.4,ON,
136,0105,6/8/2016 10:40:25 AM ,3973,20.93,20.56,0.36,4.4,3407,0.041,0.362,0.321,3.8,0.858,0.5,0.50,STABLE,0.18,5.56,0.000,1.360,1452,897,607,340,325,1.0,0.5,25.0,25.1,758.4,ON,
137,0105,6/8/2016 11:00:25 AM ,3293,20.93,20.63,0.30,4.4,2815,0.040,0.305,0.265,3.9,0.855,0.5,0.50,STABLE,0.01,5.57,0.040,1.400,1027,474,583,228,141,1.0,0.5,24.2,25.3,758.4,ON,
138,0105,6/8/2016 11:20:25 AM ,2631,20.93,20.69,0.24,4.5,2112,0.040,0.238,0.199,3.9,0.802,0.4,0.50,STABLE,0.00,5.57,0.000,1.400,643,407,320,139,239,1.0,0.5,24.0,25.3,758.4,ON,
139,0105,6/8/2016 11:40:25 AM ,2735,20.93,20.68,0.25,4.5,2190,0.040,0.246,0.206,3.9,0.801,0.4,0.50,STABLE,0.02,5.59,0.000,1.400,11,0,24,6,0,1.0,0.5,23.5,25.2,758.4,ON,
140,0105,6/8/2016 12:00:25 PM ,2491,20.93,20.70,0.22,4.5,2006,0.041,0.229,0.189,3.9,0.806,0.3,0.50,STABLE,0.01,5.60,0.000,1.400,18,2,40,6,0,1.0,0.5,22.1,25.1,758.4,ON,
141,0105,6/8/2016 12:20:25 PM ,2594,20.93,20.70,0.23,4.5,2053,0.040,0.233,0.193,3.9,0.792,0.4,0.50,STABLE,0.01,5.61,0.000,1.400,137,15,16,8,0,1.0,0.5,20.6,25.1,758.4,ON,
142,0105,6/8/2016 12:40:25 PM ,2667,20.93,20.69,0.24,4.6,2065,0.040,0.234,0.194,4.0,0.774,0.4,0.50,STABLE,0.01,5.62,0.020,1.420,177,20,57,18,0,1.0,0.5,19.9,25.1,758.4,ON,
143,0105,6/8/2016 1:00:25 PM ,3628,20.93,20.60,0.33,4.6,3002,0.040,0.323,0.282,4.0,0.827,0.5,0.50,STABLE,0.01,5.63,0.000,1.420,417,147,176,51,41,1.0,0.5,18.7,25.0,758.4,ON,
144,0105,6/8/2016 1:20:25 PM ,3237,20.93,20.63,0.30,4.6,2824,0.040,0.306,0.266,4.0,0.873,0.4,0.50,STABLE,0.08,5.71,0.000,1.420,1457,737,736,306,184,1.0,0.5,18.0,25.0,758.4,ON,
145,0105,6/8/2016 1:40:25 PM ,2811,20.93,20.68,0.25,4.7,2220,0.040,0.249,0.209,4.0,0.790,0.4,0.50,STABLE,0.01,5.72,0.000,1.420,316,53,234,42,0,1.0,0.5,16.5,25.0,758.4,ON,
146,0105,6/8/2016 2:00:25 PM ,2735,20.93,20.68,0.25,4.7,2136,0.040,0.241,0.201,4.0,0.781,0.4,0.50,STABLE,-0.02,5.70,0.000,1.420,191,6,22,5,0,1.0,0.5,17.1,25.0,758.4,ON,
147,0105,6/8/2016 2:20:25 PM ,2382,20.93,20.71,0.21,4.7,1858,0.041,0.215,0.175,4.1,0.780,0.3,0.50,STABLE,0.05,5.75,0.000,1.420,153,16,44,19,0,1.0,0.5,16.4,25.0,758.4,ON,
148,0105,6/8/2016 2:40:25 PM ,2559,20.93,20.70,0.23,4.7,2010,0.040,0.229,0.189,4.1,0.786,0.3,0.50,STABLE,0.01,5.76,0.000,1.420,38,5,27,16,0,1.0,0.5,16.4,25.0,758.4,ON,
149,0105,6/8/2016 3:00:25 PM ,2498,20.93,20.70,0.22,4.8,1958,0.040,0.224,0.184,4.1,0.784,0.3,0.50,STABLE,0.01,5.77,0.020,1.440,51,12,27,12,0,1.0,0.5,17.5,25.0,758.4,ON,
150,0105,6/8/2016 3:20:25 PM ,3162,20.93,20.64,0.29,4.8,2543,0.040,0.279,0.239,4.1,0.804,0.4,0.50,STABLE,0.01,5.78,0.000,1.440,136,18,82,14,5,1.0,0.4,16.4,25.0,758.4,ON,
151,0105,6/8/2016 3:40:25 PM ,3166,20.93,20.64,0.29,4.8,2754,0.040,0.299,0.259,4.1,0.870,0.4,0.50,STABLE,0.13,5.91,0.000,1.440,1189,486,615,240,71,1.0,0.5,16.5,25.0,758.4,ON,
152,0105,6/8/2016 4:00:25 PM ,2849,20.93,20.67,0.26,4.8,2334,0.040,0.260,0.220,4.2,0.819,0.4,0.50,STABLE,0.01,5.92,0.000,1.440,78,15,63,14,0,1.0,0.5,16.4,25.0,758.4,ON,
153,0105,6/8/2016 4:20:25 PM ,2767,20.93,20.67,0.25,4.9,2316,0.040,0.258,0.218,4.2,0.837,0.4,0.50,STABLE,0.01,5.93,0.000,1.440,37,9,44,10,0,1.0,0.5,16.4,25.0,758.4,ON,
154,0105,6/8/2016 4:40:25 PM ,2642,20.93,20.69,0.24,4.9,2158,0.040,0.243,0.203,4.2,0.817,0.4,0.50,STABLE,0.01,5.94,0.000,1.440,34,0,33,15,0,1.0,0.5,16.4,25.0,758.4,ON,
155,0105,6/8/2016 5:00:25 PM ,3941,20.93,20.57,0.35,4.9,3131,0.040,0.334,0.295,4.2,0.794,0.5,0.50,STABLE,0.08,6.02,0.000,1.440,1059,690,451,220,190,1.0,0.5,16.4,25.0,758.4,ON,
156,0105,6/8/2016 5:20:25 PM ,2932,20.93,20.66,0.27,5.0,2433,0.040,0.268,0.229,4.3,0.830,0.4,0.50,STABLE,0.00,6.02,0.020,1.460,608,179,554,162,6,1.0,0.5,16.2,25.0,758.2,ON,
157,0105,6/8/2016 5:40:25 PM ,2777,20.93,20.68,0.25,5.0,2245,0.039,0.250,0.211,4.3,0.809,0.4,0.50,STABLE,0.01,6.03,0.000,1.460,117,12,77,28,0,1.0,0.5,15.6,25.0,758.2,ON,
158,0105,6/8/2016 6:00:25 PM ,3914,20.93,20.57,0.35,5.0,3234,0.039,0.344,0.304,4.3,0.826,0.5,0.50,STABLE,0.07,6.10,0.000,1.460,510,315,240,118,49,1.0,0.5,14.6,25.0,758.2,OFF,
159,0105,6/8/2016 6:20:25 PM ,3881,20.93,20.57,0.36,5.0,3414,0.039,0.361,0.321,4.3,0.880,0.5,0.50,DYNAMIC,0.02,6.12,0.000,1.460,1132,431,643,216,51,1.0,0.5,15.0,25.0,758.2,OFF,
160,0105,6/8/2016 6:40:25 PM ,3758,20.93,20.58,0.35,5.1,3417,0.039,0.361,0.321,4.4,0.909,0.5,0.50,DYNAMIC,0.12,6.24,0.000,1.460,1011,582,467,243,69,1.1,0.5,15.2,24.9,758.2,OFF,
161,0105,6/8/2016 7:00:25 PM ,3252,20.92,20.62,0.30,5.1,2961,0.039,0.318,0.279,4.4,0.910,0.5,0.50,STABLE,0.11,6.35,0.020,1.480,1753,1139,908,550,459,1.0,0.5,15.6,24.7,757.9,OFF,
162,0105,6/8/2016 7:20:25 PM ,3677,20.92,20.58,0.34,5.1,3371,0.039,0.356,0.317,4.4,0.917,0.5,0.50,STABLE,0.16,6.51,0.020,1.500,774,394,404,178,44,1.0,0.5,15.9,24.6,757.9,OFF,
163,0105,6/8/2016 7:40:25 PM ,2685,20.92,20.67,0.25,5.2,2604,0.039,0.284,0.245,4.5,0.970,0.4,0.50,STABLE,0.00,6.51,0.000,1.500,285,92,260,113,10,1.1,0.5,15.7,24.6,757.9,OFF,
164,0105,6/8/2016 8:00:25 PM ,3830,20.92,20.56,0.36,5.2,3665,0.039,0.384,0.345,4.5,0.957,0.5,0.50,STABLE,0.13,6.64,0.020,1.520,640,280,231,103,74,1.1,0.5,16.2,24.6,757.9,OFF,
165,0105,6/8/2016 8:20:25 PM ,4145,20.92,20.53,0.39,5.2,4175,0.039,0.432,0.393,4.5,1.007,0.6,0.50,STABLE,0.16,6.80,0.020,1.540,1669,933,888,476,366,1.0,0.5,16.2,24.6,757.9,OFF,
166,0105,6/8/2016 8:40:25 PM ,3708,20.92,20.57,0.35,5.3,3712,0.040,0.389,0.349,4.6,1.001,0.5,0.50,STABLE,0.10,6.90,0.020,1.560,1744,1050,978,535,395,1.0,0.5,16.2,24.6,757.9,OFF,
167,0105,6/8/2016 9:00:25 PM ,3415,20.92,20.60,0.32,5.3,3293,0.039,0.349,0.310,4.6,0.964,0.5,0.50,STABLE,0.19,7.09,0.000,1.560,981,434,594,255,61,1.1,0.5,16.2,24.5,757.9,OFF,
168,0105,6/8/2016 9:20:25 PM ,2677,20.92,20.67,0.25,5.3,2616,0.040,0.286,0.246,4.6,0.977,0.4,0.50,STABLE,0.00,7.09,0.000,1.560,580,99,276,87,5,1.0,0.5,16.2,24.4,757.9,OFF,
169,0105,6/8/2016 9:40:25 PM ,3911,20.92,20.55,0.37,5.4,3898,0.040,0.406,0.367,4.7,0.997,0.6,0.50,STABLE,0.25,7.34,0.040,1.600,1000,528,381,185,104,1.0,0.5,16.2,24.3,757.9,OFF,
170,0105,6/8/2016 10:00:25 PM ,3963,20.92,20.55,0.37,5.4,4000,0.040,0.416,0.376,4.7,1.009,0.6,0.50,DYNAMIC,0.12,7.46,0.000,1.600,1228,618,684,321,79,1.0,0.5,16.2,24.3,757.9,OFF,
171,0105,6/8/2016 10:20:25 PM ,2898,20.92,20.64,0.27,5.4,2964,0.040,0.318,0.279,4.7,1.023,0.4,0.50,STABLE,0.03,7.49,0.040,1.640,533,229,421,141,12,1.0,0.5,16.2,24.3,757.9,OFF,
172,0105,6/8/2016 10:40:25 PM ,3903,20.92,20.55,0.37,5.5,3966,0.040,0.413,0.373,4.8,1.016,0.6,0.50,DYNAMIC,0.26,7.75,0.040,1.680,1367,733,839,431,124,1.0,0.5,16.2,24.2,757.9,OFF,
173,0105,6/8/2016 11:00:25 PM ,2790,20.92,20.65,0.26,5.5,2837,0.040,0.307,0.267,4.8,1.017,0.4,0.50,STABLE,0.12,7.87,0.000,1.680,660,339,341,156,50,1.0,0.5,16.3,24.2,757.9,OFF,
174,0105,6/8/2016 11:20:25 PM ,4014,20.91,20.54,0.38,5.5,3950,0.040,0.412,0.372,4.8,0.984,0.6,0.50,STABLE,0.02,7.89,0.040,1.720,1186,814,610,332,401,1.0,0.5,16.5,24.2,757.9,OFF,
175,0105,6/8/2016 11:40:25 PM ,3915,20.91,20.54,0.37,5.6,4014,0.040,0.418,0.377,4.9,1.025,0.6,0.50,STABLE,0.32,8.21,0.020,1.740,1548,862,722,361,183,1.0,0.5,16.7,24.2,757.9,OFF,
176,0105,6/9/2016 12:00:25 AM ,2858,20.91,20.64,0.27,5.6,2926,0.040,0.315,0.275,4.9,1.024,0.4,0.50,STABLE,0.01,8.22,0.020,1.760,723,326,468,221,79,1.0,0.5,16.5,24.2,757.9,OFF,
177,0105,6/9/2016 12:20:25 AM ,3941,20.92,20.54,0.37,5.6,4029,0.040,0.419,0.379,4.9,1.022,0.6,0.50,STABLE,0.22,8.44,0.040,1.800,1081,614,533,278,156,1.0,0.5,16.3,24.3,757.9,OFF,
178,0105,6/9/2016 12:40:25 AM ,2626,20.92,20.67,0.25,5.7,2713,0.040,0.295,0.255,5.0,1.033,0.4,0.50,STABLE,-0.01,8.43,0.020,1.820,964,514,527,278,206,1.0,0.5,16.2,24.3,757.9,OFF,
179,0105,6/9/2016 1:00:25 AM ,3893,20.92,20.55,0.37,5.7,3866,0.040,0.404,0.364,5.0,0.993,0.6,0.50,STABLE,0.19,8.62,0.000,1.820,1284,791,512,272,402,1.1,0.5,16.2,24.3,757.9,OFF,
180,0105,6/9/2016 1:20:25 AM ,3302,20.92,20.60,0.31,5.7,3383,0.040,0.358,0.318,5.0,1.025,0.5,0.50,STABLE,0.06,8.68,0.000,1.820,1051,370,661,274,41,1.0,0.5,16.3,24.3,757.9,OFF,
181,0105,6/9/2016 1:40:25 AM ,2666,20.92,20.66,0.25,5.8,2676,0.040,0.292,0.252,5.1,1.004,0.4,0.50,STABLE,0.01,8.69,0.020,1.840,62,9,30,8,0,1.0,0.5,16.5,24.3,757.9,OFF,
182,0105,6/9/2016 2:00:25 AM ,2573,20.91,20.67,0.24,5.8,2486,0.040,0.274,0.234,5.1,0.966,0.4,0.50,STABLE,0.00,8.69,0.000,1.840,130,22,62,29,0,1.0,0.5,17.1,24.3,757.9,OFF,
183,0105,6/9/2016 2:20:25 AM ,2590,20.91,20.68,0.24,5.8,2387,0.040,0.265,0.225,5.1,0.922,0.4,0.50,STABLE,0.01,8.70,0.000,1.840,25,2,41,20,0,1.0,0.5,16.9,24.3,757.9,OFF,
184,0105,6/9/2016 2:40:25 AM ,4029,20.92,20.54,0.38,5.8,3998,0.040,0.416,0.376,5.1,0.992,0.6,0.50,STABLE,0.24,8.94,0.040,1.880,1368,778,820,389,210,1.1,0.5,16.8,24.3,757.9,OFF,
185,0105,6/9/2016 3:00:25 AM ,3694,20.92,20.57,0.35,5.9,3798,0.040,0.397,0.357,5.2,1.028,0.5,0.50,STABLE,0.18,9.12,0.080,1.960,1285,694,731,323,99,1.1,0.5,17.0,24.3,757.9,OFF,
186,0105,6/9/2016 3:20:25 AM ,2566,20.92,20.67,0.24,5.9,2547,0.040,0.279,0.239,5.2,0.993,0.4,0.50,STABLE,0.00,9.12,0.020,1.980,43,0,31,7,0,1.0,0.5,17.3,24.3,757.9,OFF,
187,0105,6/9/2016 3:40:25 AM ,3436,20.92,20.59,0.32,5.9,3380,0.040,0.358,0.318,5.2,0.984,0.5,0.50,STABLE,0.19,9.31,0.000,1.980,1083,622,523,245,259,1.1,0.5,17.5,24.3,757.9,OFF,
188,0105,6/9/2016 4:00:25 AM ,2641,20.92,20.67,0.25,6.0,2638,0.040,0.288,0.248,5.3,0.999,0.4,0.50,STABLE,0.00,9.31,0.000,1.980,393,59,279,88,0,1.0,0.5,17.9,24.3,757.9,OFF,
189,0105,6/9/2016 4:20:25 AM ,3827,20.92,20.56,0.36,6.0,3774,0.040,0.395,0.355,5.3,0.986,0.5,0.50,STABLE,0.14,9.45,0.040,2.020,670,367,342,165,61,1.0,0.5,17.8,24.3,757.9,OFF,
190,0105,6/9/2016 4:40:25 AM ,3542,20.92,20.58,0.33,6.0,3625,0.040,0.381,0.341,5.3,1.024,0.5,0.50,STABLE,0.18,9.63,0.080,2.100,1216,682,626,313,204,1.1,0.5,17.8,24.3,757.9,OFF,
191,0105,6/9/2016 5:00:25 AM ,2660,20.91,20.66,0.25,6.1,2684,0.040,0.292,0.252,5.3,1.009,0.4,0.50,STABLE,0.00,9.63,0.000,2.100,317,73,272,88,12,1.1,0.5,17.9,24.3,757.9,OFF,
192,0105,6/9/2016 5:20:25 AM ,4148,20.91,20.52,0.39,6.1,4118,0.040,0.427,0.387,5.4,0.993,0.6,0.50,STABLE,0.09,9.72,0.000,2.100,1022,726,489,262,406,1.0,0.5,17.9,24.3,757.9,OFF,
193,0105,6/9/2016 5:40:25 AM ,3576,20.92,20.58,0.34,6.1,3578,0.040,0.376,0.336,5.4,1.001,0.5,0.50,STABLE,0.24,9.96,0.080,2.180,1568,966,852,470,299,1.0,0.5,17.9,24.3,757.9,OFF,
194,0105,6/9/2016 6:00:25 AM ,2873,20.91,20.64,0.27,6.2,2914,0.040,0.314,0.274,5.4,1.014,0.4,0.50,STABLE,0.00,9.96,0.000,2.180,207,16,117,26,0,1.0,0.5,18.0,24.3,757.9,ON,
195,0105,6/9/2016 6:20:25 AM ,3849,20.92,20.56,0.36,6.2,3736,0.040,0.391,0.351,5.5,0.971,0.5,0.50,STABLE,0.14,10.10,0.000,2.180,1126,665,463,239,212,1.0,0.5,17.9,24.4,757.9,ON,
196,0105,6/9/2016 6:40:25 AM ,3397,20.92,20.60,0.32,6.2,3420,0.040,0.361,0.322,5.5,1.007,0.5,0.50,STABLE,0.01,10.11,0.020,2.200,807,228,704,218,30,1.0,0.5,17.9,24.5,757.9,ON,
197,0105,6/9/2016 7:00:25 AM ,2541,20.92,20.68,0.24,6.3,2420,0.040,0.267,0.228,5.5,0.953,0.4,0.50,STABLE,0.01,10.12,0.000,2.200,24,0,8,0,0,1.0,0.5,17.8,24.7,757.9,ON,
198,0105,6/9/2016 7:20:25 AM ,2438,20.92,20.70,0.22,6.3,2197,0.040,0.246,0.207,5.6,0.901,0.3,0.50,STABLE,0.01,10.13,0.000,2.200,24,7,24,8,0,1.0,0.5,17.4,24.7,757.9,ON,
199,0105,6/9/2016 7:40:25 AM ,3640,20.92,20.58,0.34,6.3,3504,0.040,0.369,0.330,5.6,0.962,0.5,0.50,STABLE,0.14,10.27,0.040,2.240,1617,973,780,400,416,1.1,0.5,17.0,24.8,757.9,ON,
200,0105,6/9/2016 8:00:25 AM ,3066,20.92,20.64,0.28,6.3,2879,0.039,0.310,0.271,5.6,0.939,0.4,0.50,STABLE,0.00,10.27,0.000,2.240,571,75,501,94,0,1.0,0.5,17.0,24.8,757.9,ON,
201,0105,6/9/2016 8:20:25 AM ,2522,20.92,20.69,0.23,6.4,2221,0.040,0.249,0.209,5.6,0.881,0.3,0.50,STABLE,0.00,10.27,0.000,2.240,27,2,39,11,0,1.0,0.5,16.7,24.8,757.9,ON,
202,0105,6/9/2016 8:40:25 AM ,3249,20.92,20.62,0.30,6.4,3030,0.039,0.324,0.285,5.7,0.933,0.5,0.50,STABLE,0.11,10.38,0.000,2.240,1090,639,541,231,231,1.0,0.5,17.2,24.8,757.9,ON,
203,0105,6/9/2016 9:00:25 AM ,2605,20.92,20.68,0.24,6.4,2464,0.040,0.271,0.232,5.7,0.946,0.4,0.50,STABLE,0.01,10.39,0.000,2.240,81,6,60,10,0,1.0,0.5,16.7,24.8,757.9,ON,
204,EVENT,6/9/2016 9:20:25 AM ,4071,20.92,20.55,0.37,6.4,3594,0.041,0.379,0.338,5.7,0.883,0.6,0.50,STABLE,0.01,10.40,0.020,2.260,321,198,152,80,27,1.1,0.5,17.9,24.8,757.9,ON,
205,0105,6/9/2016 9:40:25 AM ,3240,20.92,20.62,0.30,6.5,3047,0.040,0.327,0.287,5.8,0.941,0.5,0.50,STABLE,-0.02,10.38,0.000,2.260,1242,701,663,299,117,1.0,0.5,17.3,24.8,757.9,ON,
