Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:49 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0105
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G36
Subject Mass (G), 28.2 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
37,0105,6/7/2016 1:40:25 AM ,3942,20.93,20.57,0.36,1.3,3590,0.040,0.377,0.338,1.1,0.911,0.5,0.50,STABLE,0.05,1.50,0.060,0.280,2054,1373,1261,801,504,1.0,0.5,19.6,24.2,764.0,OFF,
38,0105,6/7/2016 2:00:25 AM ,3864,20.93,20.58,0.36,1.3,3482,0.040,0.367,0.328,1.2,0.901,0.5,0.50,STABLE,0.03,1.53,0.000,0.280,1837,1226,1212,736,486,1.0,0.5,19.6,24.2,764.0,OFF,
39,0105,6/7/2016 2:20:25 AM ,3980,20.93,20.56,0.37,1.4,3630,0.040,0.381,0.342,1.2,0.912,0.6,0.50,STABLE,0.08,1.61,0.040,0.320,2346,1465,1515,948,486,1.0,0.5,19.6,24.2,763.7,OFF,
40,0105,6/7/2016 2:40:25 AM ,3883,20.93,20.57,0.36,1.4,3455,0.040,0.365,0.325,1.2,0.890,0.5,0.50,STABLE,0.06,1.67,0.020,0.340,1180,566,911,373,100,1.0,0.5,19.9,24.2,763.7,OFF,
41,0105,6/7/2016 3:00:25 AM ,3480,20.93,20.61,0.32,1.4,3059,0.040,0.328,0.288,1.3,0.879,0.5,0.50,STABLE,0.01,1.68,0.040,0.380,910,337,533,185,49,1.1,0.5,20.5,24.2,763.7,OFF,
42,0105,6/7/2016 3:20:25 AM ,2941,20.93,20.66,0.27,1.5,2443,0.040,0.270,0.230,1.3,0.831,0.4,0.50,STABLE,0.01,1.69,0.000,0.380,1293,839,867,534,320,1.1,0.5,20.9,24.2,763.5,OFF,
43,0105,6/7/2016 3:40:25 AM ,3300,20.93,20.63,0.30,1.5,2863,0.040,0.310,0.269,1.3,0.867,0.5,0.50,STABLE,0.06,1.75,0.020,0.400,1411,896,906,564,357,1.1,0.5,20.9,24.2,763.5,OFF,
44,0105,6/7/2016 4:00:25 AM ,3212,20.93,20.64,0.29,1.5,2721,0.040,0.296,0.256,1.3,0.847,0.4,0.50,STABLE,0.00,1.75,0.000,0.400,141,10,41,5,0,1.0,0.5,20.8,24.2,763.5,OFF,
45,0105,6/7/2016 4:20:25 AM ,4328,20.93,20.54,0.39,1.6,3641,0.040,0.383,0.343,1.4,0.841,0.6,0.50,DYNAMIC,0.02,1.77,0.000,0.400,895,558,623,361,405,1.0,0.5,20.9,24.3,763.2,OFF,
46,0105,6/7/2016 4:40:25 AM ,4270,20.93,20.54,0.39,1.6,3830,0.040,0.401,0.360,1.4,0.897,0.6,0.50,STABLE,0.05,1.82,0.020,0.420,2566,1668,1579,969,592,1.1,0.5,21.2,24.3,763.2,OFF,
47,0105,6/7/2016 5:00:25 AM ,4112,20.93,20.55,0.38,1.6,3909,0.040,0.408,0.368,1.4,0.951,0.6,0.50,STABLE,0.14,1.96,0.060,0.480,2242,1363,1466,857,566,1.0,0.5,21.9,24.3,763.2,OFF,
48,0105,6/7/2016 5:20:25 AM ,4292,20.93,20.53,0.40,1.7,3965,0.041,0.413,0.373,1.5,0.924,0.6,0.50,STABLE,0.04,2.00,0.020,0.500,1556,799,1079,510,262,1.1,0.5,22.6,24.3,763.2,OFF,
49,0105,6/7/2016 5:40:25 AM ,4204,20.93,20.55,0.38,1.7,3604,0.040,0.380,0.339,1.5,0.857,0.6,0.50,DYNAMIC,-0.01,1.99,0.040,0.540,2677,1717,1674,1014,722,1.1,0.5,23.7,24.4,763.0,OFF,
50,0105,6/7/2016 6:00:25 AM ,4006,20.93,20.56,0.37,1.8,3579,0.040,0.377,0.337,1.5,0.894,0.6,0.50,STABLE,0.06,2.05,0.040,0.580,2517,1666,1424,817,366,1.0,0.4,24.0,24.4,763.0,ON,
51,0105,6/7/2016 6:20:25 AM ,3710,20.93,20.59,0.34,1.8,3296,0.040,0.350,0.310,1.6,0.888,0.5,0.50,STABLE,0.06,2.11,0.000,0.580,1464,856,871,450,277,1.0,0.5,24.6,24.6,763.0,ON,
52,0105,6/7/2016 6:40:25 AM ,3131,20.93,20.65,0.28,1.8,2592,0.040,0.284,0.244,1.6,0.828,0.4,0.50,STABLE,-0.01,2.10,0.040,0.620,911,444,587,281,185,1.0,0.5,25.4,24.7,763.0,ON,
53,0105,6/7/2016 7:00:25 AM ,2868,20.93,20.67,0.26,1.9,2330,0.040,0.259,0.219,1.6,0.813,0.4,0.50,STABLE,0.01,2.11,0.000,0.620,90,20,74,29,0,1.0,0.5,25.7,24.7,762.7,ON,
54,0105,6/7/2016 7:20:25 AM ,4038,20.93,20.56,0.37,1.9,3648,0.040,0.383,0.343,1.7,0.903,0.6,0.50,STABLE,0.07,2.18,0.020,0.640,2083,1399,1302,771,606,1.0,0.4,25.8,24.8,762.7,ON,
55,0105,6/7/2016 7:40:25 AM ,3246,20.94,20.64,0.30,1.9,3005,0.040,0.322,0.283,1.7,0.926,0.5,0.50,STABLE,0.08,2.26,0.020,0.660,1182,634,727,373,259,1.0,0.5,26.3,24.8,762.7,ON,
56,0105,6/7/2016 8:00:25 AM ,3206,20.94,20.64,0.29,2.0,2684,0.040,0.292,0.253,1.7,0.837,0.4,0.50,STABLE,0.00,2.26,0.000,0.660,53,20,30,7,0,1.0,0.5,26.9,25.0,762.7,ON,
57,0105,6/7/2016 8:20:25 AM ,4273,20.94,20.55,0.39,2.0,3548,0.040,0.374,0.334,1.7,0.830,0.6,0.50,STABLE,0.01,2.27,0.000,0.660,902,440,376,224,205,1.0,0.5,27.5,25.0,762.7,ON,
58,0105,6/7/2016 8:40:25 AM ,3565,20.94,20.61,0.33,2.0,3130,0.040,0.334,0.294,1.8,0.878,0.5,0.50,STABLE,0.03,2.30,0.000,0.660,1212,774,784,457,383,1.0,0.5,27.6,25.2,762.7,ON,
59,EVENT,6/7/2016 9:00:25 AM ,3579,20.94,20.61,0.32,2.1,2947,0.040,0.318,0.277,1.8,0.823,0.5,0.50,STABLE,0.10,2.40,0.020,0.680,1224,736,824,432,160,1.0,0.5,28.0,25.1,762.7,ON,
60,0105,6/7/2016 9:20:25 AM ,3136,20.94,20.66,0.28,2.1,2472,0.040,0.272,0.233,1.8,0.788,0.4,0.50,STABLE,0.01,2.41,0.000,0.680,80,2,54,13,0,1.0,0.5,29.0,25.1,762.7,ON,
61,0105,6/7/2016 9:40:25 AM ,2850,20.94,20.68,0.25,2.1,2178,0.040,0.245,0.205,1.9,0.764,0.4,0.50,STABLE,0.01,2.42,0.000,0.680,236,21,72,24,0,1.0,0.5,29.4,25.1,762.5,ON,
62,0105,6/7/2016 10:00:25 AM ,3041,20.94,20.67,0.27,2.2,2336,0.040,0.259,0.220,1.9,0.768,0.4,0.50,STABLE,0.01,2.43,0.000,0.680,90,5,52,4,0,1.0,0.5,29.8,25.2,762.5,ON,
63,0105,6/7/2016 10:20:25 AM ,2860,20.94,20.68,0.26,2.2,2214,0.040,0.248,0.208,1.9,0.774,0.4,0.50,STABLE,0.01,2.44,0.000,0.680,118,19,99,13,0,1.0,0.5,30.3,25.2,762.5,ON,
64,0105,6/7/2016 10:40:25 AM ,4267,20.94,20.55,0.38,2.2,3395,0.040,0.359,0.320,1.9,0.796,0.6,0.50,DYNAMIC,0.01,2.45,0.000,0.680,581,369,391,223,103,1.0,0.5,30.3,25.3,762.5,ON,
65,0105,6/7/2016 11:00:25 AM ,3795,20.94,20.59,0.35,2.3,3203,0.039,0.341,0.301,2.0,0.844,0.5,0.50,STABLE,0.03,2.48,0.020,0.700,957,450,540,287,73,1.0,0.5,31.0,25.3,762.5,ON,
66,0105,6/7/2016 11:20:25 AM ,2838,20.94,20.68,0.26,2.3,2250,0.039,0.251,0.212,2.0,0.793,0.4,0.50,STABLE,0.00,2.48,0.000,0.700,644,63,339,50,0,1.0,0.5,31.2,25.3,762.2,ON,
67,0105,6/7/2016 11:40:25 AM ,2974,20.94,20.67,0.27,2.3,2298,0.039,0.256,0.216,2.0,0.773,0.4,0.50,STABLE,0.00,2.48,0.000,0.700,87,7,4,1,0,1.0,0.5,31.1,25.3,762.2,ON,
68,0105,6/7/2016 12:00:25 PM ,3018,20.94,20.66,0.27,2.3,2395,0.039,0.265,0.225,2.0,0.794,0.4,0.50,STABLE,0.01,2.49,0.000,0.700,129,63,76,36,0,1.0,0.5,30.0,25.3,762.2,ON,
69,0105,6/7/2016 12:20:25 PM ,2538,20.93,20.71,0.23,2.4,1916,0.040,0.221,0.180,2.0,0.755,0.3,0.50,STABLE,0.00,2.49,0.000,0.700,32,2,15,2,0,1.0,0.5,29.1,25.3,762.2,ON,
70,0105,6/7/2016 12:40:25 PM ,3174,20.93,20.65,0.28,2.4,2481,0.042,0.275,0.233,2.1,0.781,0.4,0.50,STABLE,0.02,2.51,0.000,0.700,194,114,111,54,26,1.0,0.5,27.5,25.3,762.0,ON,
71,0105,6/7/2016 1:00:25 PM ,3407,20.93,20.62,0.31,2.4,2937,0.041,0.317,0.276,2.1,0.862,0.5,0.50,STABLE,0.06,2.57,0.000,0.700,1000,400,554,252,171,1.0,0.5,27.3,25.3,762.0,ON,
72,0105,6/7/2016 1:20:25 PM ,3032,20.94,20.66,0.27,2.5,2383,0.041,0.265,0.224,2.1,0.786,0.4,0.50,STABLE,0.00,2.57,0.020,0.720,174,71,127,36,2,1.0,0.5,25.7,25.3,762.0,ON,
73,0105,6/7/2016 1:40:25 PM ,2678,20.93,20.69,0.24,2.5,2113,0.042,0.240,0.199,2.1,0.789,0.4,0.50,STABLE,0.00,2.57,0.000,0.720,33,9,19,9,0,1.0,0.5,25.8,25.3,762.0,ON,
74,0105,6/7/2016 2:00:25 PM ,2599,20.93,20.70,0.23,2.5,2008,0.041,0.230,0.189,2.2,0.772,0.3,0.50,STABLE,0.01,2.58,0.020,0.740,80,11,31,13,0,1.0,0.5,25.5,25.3,761.7,ON,
75,0105,6/7/2016 2:20:25 PM ,2908,20.94,20.67,0.26,2.5,2258,0.041,0.254,0.213,2.2,0.777,0.4,0.50,STABLE,0.01,2.59,0.000,0.740,35,9,46,19,0,1.0,0.5,24.0,25.3,761.5,ON,
76,0105,6/7/2016 2:40:25 PM ,3766,20.93,20.59,0.34,2.6,3086,0.040,0.331,0.290,2.2,0.819,0.5,0.50,STABLE,0.06,2.65,0.000,0.740,259,74,177,53,28,1.0,0.5,23.9,25.3,761.5,ON,
77,0105,6/7/2016 3:00:25 PM ,3417,20.93,20.62,0.31,2.6,2972,0.041,0.321,0.280,2.2,0.870,0.5,0.50,STABLE,0.04,2.69,0.000,0.740,1405,730,897,402,149,1.0,0.5,24.4,25.3,761.2,ON,
78,0105,6/7/2016 3:20:25 PM ,2754,20.93,20.69,0.25,2.6,2162,0.041,0.244,0.203,2.2,0.785,0.4,0.50,STABLE,-0.01,2.68,0.000,0.740,435,70,531,132,0,1.0,0.5,25.0,25.3,760.9,ON,
79,0105,6/7/2016 3:40:25 PM ,3031,20.94,20.67,0.27,2.7,2275,0.040,0.255,0.214,2.3,0.751,0.4,0.50,STABLE,0.01,2.69,0.000,0.740,71,8,13,3,0,1.0,0.5,24.0,25.3,760.7,ON,
80,0105,6/7/2016 4:00:25 PM ,2883,20.93,20.68,0.26,2.7,2201,0.040,0.247,0.207,2.3,0.764,0.4,0.50,STABLE,0.01,2.70,0.000,0.740,190,10,19,7,0,1.0,0.5,23.4,25.3,760.7,ON,
81,0105,6/7/2016 4:20:25 PM ,2920,20.93,20.67,0.26,2.7,2265,0.040,0.253,0.213,2.3,0.776,0.4,0.50,STABLE,0.01,2.71,0.000,0.740,44,8,33,15,0,1.1,0.5,22.1,25.3,760.7,ON,
82,0105,6/7/2016 4:40:25 PM ,3475,20.94,20.62,0.31,2.7,2813,0.040,0.304,0.265,2.3,0.809,0.5,0.50,STABLE,0.06,2.77,0.020,0.760,837,458,568,257,177,1.0,0.5,22.4,25.3,760.2,ON,
83,0105,6/7/2016 5:00:25 PM ,3099,20.94,20.66,0.28,2.8,2428,0.039,0.268,0.228,2.4,0.783,0.4,0.50,STABLE,-0.01,2.76,0.000,0.760,450,84,360,59,0,1.0,0.5,24.4,25.3,760.2,ON,
84,0105,6/7/2016 5:20:25 PM ,3028,20.94,20.66,0.27,2.8,2410,0.039,0.266,0.227,2.4,0.796,0.4,0.50,STABLE,0.00,2.76,0.000,0.760,227,25,26,13,0,1.0,0.5,30.3,25.3,760.2,ON,
85,0105,6/7/2016 5:40:25 PM ,3599,20.94,20.61,0.32,2.8,2899,0.039,0.312,0.273,2.4,0.805,0.5,0.50,STABLE,0.00,2.76,0.000,0.760,238,96,211,81,38,1.0,0.5,28.3,25.3,760.2,ON,
86,0105,6/7/2016 6:00:25 PM ,3576,20.94,20.61,0.33,2.9,3124,0.039,0.333,0.294,2.4,0.873,0.5,0.50,STABLE,0.07,2.83,0.000,0.760,1644,953,993,510,267,1.1,0.5,28.3,25.3,760.2,OFF,
87,0105,6/7/2016 6:20:25 PM ,3892,20.94,20.58,0.35,2.9,3302,0.039,0.350,0.311,2.5,0.848,0.5,0.50,STABLE,-0.01,2.82,0.000,0.760,816,348,563,208,204,1.0,0.5,27.6,25.3,759.7,OFF,
88,0105,6/7/2016 6:40:25 PM ,3350,20.93,20.63,0.30,2.9,2720,0.040,0.296,0.256,2.5,0.812,0.5,0.50,STABLE,0.03,2.85,0.000,0.760,1088,557,735,292,128,1.0,0.5,27.6,25.2,759.4,OFF,
89,0105,6/7/2016 7:00:25 PM ,4102,20.93,20.56,0.38,3.0,3563,0.040,0.375,0.335,2.5,0.869,0.6,0.50,STABLE,0.03,2.88,0.020,0.780,1401,938,861,536,552,1.0,0.5,27.6,25.1,759.4,OFF,
90,0105,6/7/2016 7:20:25 PM ,3507,20.93,20.61,0.32,3.0,3190,0.040,0.340,0.300,2.6,0.910,0.5,0.50,STABLE,0.08,2.96,0.000,0.780,1673,1012,1128,576,217,1.0,0.5,27.6,25.0,759.4,OFF,
91,0105,6/7/2016 7:40:25 PM ,3887,20.93,20.57,0.36,3.0,3370,0.040,0.357,0.317,2.6,0.867,0.5,0.50,STABLE,0.04,3.00,0.000,0.780,1208,590,723,337,205,1.0,0.5,28.3,25.0,759.2,OFF,
92,0105,6/7/2016 8:00:25 PM ,3857,20.93,20.57,0.35,3.1,3447,0.040,0.364,0.324,2.6,0.894,0.5,0.50,STABLE,0.08,3.08,0.020,0.800,1911,1077,1071,578,187,1.0,0.5,29.4,24.9,758.9,OFF,
93,0105,6/7/2016 8:20:25 PM ,3717,20.93,20.59,0.34,3.1,3283,0.040,0.349,0.309,2.7,0.883,0.5,0.50,DYNAMIC,-0.02,3.06,0.000,0.800,1077,456,751,344,72,1.1,0.5,30.7,24.9,758.7,OFF,
94,0105,6/7/2016 8:40:25 PM ,2743,20.93,20.68,0.25,3.1,2419,0.040,0.267,0.228,2.7,0.882,0.4,0.50,STABLE,0.03,3.09,0.020,0.820,324,137,212,100,21,1.0,0.5,34.5,24.9,758.7,OFF,
95,0105,6/7/2016 9:00:25 PM ,3479,20.93,20.60,0.32,3.2,3292,0.040,0.349,0.310,2.7,0.946,0.5,0.50,STABLE,0.04,3.13,0.000,0.820,1843,1175,1180,640,511,1.1,0.5,35.8,24.9,758.7,OFF,
96,0105,6/7/2016 9:20:25 PM ,3888,20.93,20.57,0.36,3.2,3573,0.040,0.376,0.336,2.7,0.919,0.5,0.50,DYNAMIC,0.05,3.18,0.020,0.840,1312,841,743,449,356,1.1,0.5,36.6,24.9,758.4,OFF,
97,0105,6/7/2016 9:40:25 PM ,3810,20.93,20.57,0.35,3.2,3600,0.040,0.378,0.339,2.8,0.945,0.5,0.50,STABLE,0.05,3.23,0.000,0.840,1111,632,761,436,151,1.1,0.5,36.7,24.9,758.4,OFF,
98,0105,6/7/2016 10:00:25 PM ,2915,20.93,20.66,0.27,3.3,2670,0.040,0.291,0.251,2.8,0.916,0.4,0.50,STABLE,0.05,3.28,0.000,0.840,1102,501,627,283,94,1.1,0.5,36.6,24.9,758.2,OFF,
99,0105,6/7/2016 10:20:25 PM ,2753,20.93,20.67,0.25,3.3,2462,0.040,0.271,0.232,2.8,0.895,0.4,0.50,STABLE,-0.01,3.27,0.000,0.840,519,338,328,173,292,1.0,0.5,36.5,24.9,758.2,OFF,
