Oxymax CSV File 

CSV Generation Date,6/13/2016 9:09:02 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0107
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G38
Subject Mass (G), 26.79 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
37,0107,6/7/2016 1:44:25 AM ,3215,20.93,20.64,0.29,1.2,3331,0.040,0.337,0.298,1.1,1.036,0.4,0.50,STABLE,0.17,2.88,0.020,0.580,1034,587,735,637,140,1.1,0.5,19.7,24.2,764.0,OFF,
38,0107,6/7/2016 2:04:25 AM ,3768,20.93,20.59,0.34,1.2,3927,0.040,0.391,0.351,1.2,1.042,0.5,0.50,STABLE,0.12,3.00,0.080,0.660,1895,1132,1323,1138,211,1.1,0.5,19.6,24.2,764.0,OFF,
39,0107,6/7/2016 2:24:25 AM ,3789,20.93,20.59,0.34,1.3,3804,0.040,0.380,0.340,1.2,1.004,0.5,0.50,STABLE,0.02,3.02,0.000,0.660,937,328,939,752,31,1.1,0.5,19.6,24.2,763.7,OFF,
40,0107,6/7/2016 2:44:25 AM ,3428,20.93,20.63,0.30,1.3,3291,0.040,0.334,0.294,1.2,0.960,0.5,0.50,STABLE,0.00,3.02,0.000,0.660,127,28,98,87,0,1.0,0.5,20.0,24.2,763.7,OFF,
41,0107,6/7/2016 3:04:25 AM ,3279,20.93,20.64,0.29,1.3,3124,0.040,0.319,0.279,1.3,0.953,0.4,0.50,STABLE,0.03,3.05,0.000,0.660,208,111,104,89,8,1.1,0.5,20.6,24.2,763.7,OFF,
42,0107,6/7/2016 3:24:25 AM ,3835,20.93,20.59,0.34,1.4,3921,0.040,0.390,0.350,1.3,1.022,0.5,0.50,STABLE,0.15,3.20,0.040,0.700,1042,402,670,539,47,1.1,0.5,20.9,24.2,763.5,OFF,
43,0107,6/7/2016 3:44:25 AM ,2976,20.93,20.67,0.26,1.4,2867,0.040,0.296,0.256,1.3,0.963,0.4,0.50,STABLE,0.00,3.20,0.000,0.700,142,16,504,269,0,1.0,0.5,21.0,24.2,763.5,OFF,
44,0107,6/7/2016 4:04:25 AM ,3145,20.93,20.65,0.28,1.4,2956,0.040,0.304,0.264,1.4,0.940,0.4,0.50,DYNAMIC,0.01,3.21,0.000,0.700,248,26,50,44,0,1.0,0.5,20.8,24.2,763.2,OFF,
45,0107,6/7/2016 4:24:25 AM ,3114,20.93,20.66,0.27,1.5,2870,0.040,0.297,0.257,1.4,0.922,0.4,0.50,STABLE,0.02,3.23,0.000,0.700,70,25,60,45,0,1.0,0.5,21.0,24.3,763.2,OFF,
46,0107,6/7/2016 4:44:25 AM ,3971,20.93,20.58,0.35,1.5,3962,0.040,0.394,0.354,1.4,0.998,0.5,0.50,STABLE,0.14,3.37,0.080,0.780,996,450,817,680,78,1.0,0.5,21.3,24.3,763.2,OFF,
47,0107,6/7/2016 5:04:25 AM ,3168,20.93,20.65,0.28,1.5,3035,0.040,0.312,0.271,1.4,0.958,0.4,0.50,STABLE,0.00,3.37,0.000,0.780,229,22,285,224,0,1.0,0.5,22.1,24.3,763.2,OFF,
48,0107,6/7/2016 5:24:25 AM ,4329,20.93,20.55,0.38,1.6,4078,0.041,0.405,0.364,1.5,0.942,0.6,0.50,STABLE,0.11,3.48,0.000,0.780,1192,710,683,590,213,1.0,0.5,22.7,24.3,763.2,OFF,
49,0107,6/7/2016 5:44:25 AM ,4067,20.93,20.56,0.37,1.6,4195,0.040,0.415,0.375,1.5,1.031,0.6,0.50,STABLE,0.22,3.70,0.160,0.940,1390,800,1019,861,231,1.0,0.5,23.8,24.4,763.0,OFF,
50,0107,6/7/2016 6:04:25 AM ,3021,20.93,20.66,0.27,1.6,2968,0.040,0.306,0.265,1.5,0.982,0.4,0.50,STABLE,0.05,3.75,0.060,1.000,786,350,561,459,58,1.0,0.5,24.0,24.4,763.0,ON,
51,0107,6/7/2016 6:24:25 AM ,3945,20.93,20.58,0.35,1.7,3866,0.040,0.386,0.345,1.6,0.980,0.5,0.50,STABLE,0.13,3.88,0.000,1.000,1035,661,672,572,160,1.0,0.5,24.6,24.7,763.0,ON,
52,0107,6/7/2016 6:44:25 AM ,3805,20.93,20.59,0.34,1.7,3874,0.040,0.386,0.346,1.6,1.018,0.5,0.50,STABLE,0.10,3.98,0.080,1.080,1597,994,1145,983,361,1.0,0.5,25.5,24.7,763.0,ON,
53,0107,6/7/2016 7:04:25 AM ,2975,20.93,20.67,0.26,1.7,2772,0.040,0.288,0.248,1.6,0.932,0.4,0.50,STABLE,0.00,3.98,0.000,1.080,521,135,383,295,8,1.0,0.5,25.7,24.7,762.7,ON,
54,0107,6/7/2016 7:24:25 AM ,3231,20.93,20.65,0.28,1.7,2981,0.040,0.306,0.266,1.7,0.923,0.4,0.50,STABLE,-0.01,3.97,0.000,1.080,19,2,13,9,0,1.0,0.5,25.8,24.8,762.7,ON,
55,0107,6/7/2016 7:44:25 AM ,3320,20.94,20.64,0.30,1.8,3238,0.040,0.329,0.289,1.7,0.976,0.4,0.50,STABLE,0.08,4.05,0.000,1.080,946,378,443,348,22,1.0,0.5,26.1,24.8,762.7,ON,
56,0107,6/7/2016 8:04:25 AM ,3428,20.94,20.63,0.30,1.8,3169,0.040,0.323,0.283,1.7,0.925,0.5,0.50,STABLE,0.01,4.06,0.000,1.080,74,19,18,16,0,1.0,0.5,27.1,25.0,762.7,ON,
57,0107,6/7/2016 8:24:25 AM ,2543,20.94,20.72,0.22,1.8,2209,0.040,0.237,0.197,1.7,0.868,0.3,0.50,STABLE,0.00,4.06,0.000,1.080,18,4,0,0,0,1.0,0.5,27.5,25.0,762.7,ON,
58,0107,6/7/2016 8:44:25 AM ,5187,20.94,20.48,0.45,1.9,4710,0.040,0.461,0.421,1.8,0.908,0.7,0.50,STABLE,0.00,4.06,0.000,1.080,363,191,273,243,8,1.0,0.5,27.7,25.2,762.7,ON,
59,EVENT,6/7/2016 9:04:25 AM ,2611,20.94,20.71,0.23,1.9,2395,0.040,0.254,0.214,1.8,0.917,0.3,0.50,STABLE,-0.09,3.97,0.000,1.080,221,62,107,99,0,1.0,0.5,27.9,25.1,762.7,ON,
60,0107,6/7/2016 9:24:25 AM ,3319,20.94,20.65,0.29,1.9,2721,0.040,0.283,0.243,1.8,0.820,0.4,0.50,STABLE,-0.01,3.96,0.000,1.080,56,21,53,45,0,1.0,0.5,29.1,25.1,762.7,ON,
61,0107,6/7/2016 9:44:25 AM ,4005,20.94,20.59,0.35,2.0,3575,0.040,0.359,0.320,1.9,0.893,0.5,0.50,STABLE,0.13,4.09,0.000,1.080,474,184,344,269,16,1.0,0.5,29.3,25.1,762.5,ON,
62,0107,6/7/2016 10:04:25 AM ,3584,20.94,20.62,0.32,2.0,3372,0.040,0.341,0.301,1.9,0.941,0.5,0.50,STABLE,0.14,4.23,0.080,1.160,892,230,430,372,0,1.0,0.5,29.9,25.2,762.5,ON,
63,0107,6/7/2016 10:24:25 AM ,2870,20.94,20.68,0.25,2.0,2713,0.040,0.282,0.242,1.9,0.945,0.4,0.50,STABLE,0.00,4.23,0.000,1.160,145,32,82,66,0,1.0,0.5,30.5,25.2,762.5,ON,
64,0107,6/7/2016 10:44:25 AM ,3057,20.94,20.67,0.27,2.0,2696,0.040,0.281,0.241,1.9,0.882,0.4,0.50,STABLE,0.00,4.23,0.000,1.160,39,16,20,17,0,1.0,0.5,30.5,25.3,762.5,ON,
65,0107,6/7/2016 11:04:25 AM ,3619,20.94,20.62,0.31,2.1,3147,0.039,0.321,0.281,2.0,0.870,0.5,0.50,STABLE,0.01,4.24,0.000,1.160,162,31,163,137,0,1.0,0.5,31.1,25.3,762.5,ON,
66,0107,6/7/2016 11:24:25 AM ,2877,20.94,20.68,0.25,2.1,2766,0.039,0.286,0.247,2.0,0.962,0.4,0.50,STABLE,0.16,4.40,0.040,1.200,603,210,399,333,7,1.0,0.5,31.2,25.3,762.2,ON,
67,0107,6/7/2016 11:44:25 AM ,2865,20.94,20.68,0.25,2.1,2725,0.039,0.283,0.243,2.0,0.951,0.4,0.50,STABLE,0.00,4.40,0.020,1.220,26,6,42,29,0,1.0,0.5,30.6,25.3,762.2,ON,
68,0107,6/7/2016 12:04:25 PM ,2981,20.94,20.68,0.26,2.2,2532,0.039,0.265,0.226,2.0,0.849,0.4,0.50,STABLE,0.00,4.40,0.000,1.220,34,6,20,17,0,1.0,0.5,30.2,25.3,762.2,ON,
69,0107,6/7/2016 12:24:25 PM ,3793,20.93,20.60,0.33,2.2,3518,0.040,0.355,0.314,2.1,0.928,0.5,0.50,STABLE,0.09,4.49,0.000,1.220,643,352,399,328,30,1.0,0.5,28.3,25.3,762.2,ON,
70,0107,6/7/2016 12:44:25 PM ,2947,20.93,20.68,0.26,2.2,2617,0.042,0.276,0.234,2.1,0.888,0.4,0.50,STABLE,0.00,4.49,0.000,1.220,507,86,347,274,15,1.0,0.5,27.6,25.3,762.0,ON,
71,0107,6/7/2016 1:04:25 PM ,2803,20.93,20.69,0.24,2.2,2361,0.041,0.252,0.211,2.1,0.842,0.4,0.50,STABLE,0.00,4.49,0.000,1.220,43,14,16,12,0,1.0,0.5,26.6,25.3,762.0,ON,
72,0107,6/7/2016 1:24:25 PM ,2855,20.94,20.69,0.25,2.3,2358,0.041,0.252,0.211,2.1,0.826,0.4,0.50,STABLE,0.01,4.50,0.000,1.220,114,33,54,47,0,1.0,0.5,25.7,25.3,762.0,ON,
73,0107,6/7/2016 1:44:25 PM ,3330,20.93,20.65,0.29,2.3,2786,0.042,0.291,0.249,2.2,0.837,0.4,0.50,STABLE,0.02,4.52,0.000,1.220,130,15,73,58,0,1.0,0.5,25.8,25.3,761.7,ON,
74,0107,6/7/2016 2:04:25 PM ,2864,20.93,20.69,0.25,2.3,2381,0.041,0.254,0.213,2.2,0.831,0.4,0.50,STABLE,0.02,4.54,0.000,1.220,231,110,155,131,5,1.0,0.5,25.2,25.3,761.7,ON,
75,0107,6/7/2016 2:24:25 PM ,3270,20.94,20.65,0.29,2.4,3048,0.041,0.314,0.272,2.2,0.932,0.4,0.50,STABLE,0.08,4.62,0.040,1.260,391,169,214,177,6,1.0,0.5,24.0,25.3,761.5,ON,
76,0107,6/7/2016 2:44:25 PM ,3124,20.93,20.66,0.27,2.4,2809,0.040,0.291,0.251,2.2,0.899,0.4,0.50,STABLE,0.00,4.62,0.000,1.260,24,6,37,28,0,1.0,0.5,24.0,25.3,761.5,ON,
77,0107,6/7/2016 3:04:25 PM ,3048,20.93,20.67,0.26,2.4,2596,0.041,0.273,0.232,2.3,0.852,0.4,0.50,STABLE,0.01,4.63,0.000,1.260,36,14,39,31,0,1.0,0.5,24.5,25.3,761.2,ON,
78,0107,6/7/2016 3:24:25 PM ,3497,20.93,20.62,0.31,2.4,3322,0.041,0.338,0.297,2.3,0.950,0.5,0.50,STABLE,0.15,4.78,0.060,1.320,548,232,321,268,19,1.0,0.5,24.7,25.3,760.9,ON,
79,0107,6/7/2016 3:44:25 PM ,3073,20.94,20.67,0.27,2.5,2808,0.040,0.291,0.251,2.3,0.914,0.4,0.50,STABLE,-0.01,4.77,0.000,1.320,593,88,455,348,0,1.0,0.5,24.0,25.3,760.7,ON,
80,0107,6/7/2016 4:04:25 PM ,3183,20.93,20.66,0.28,2.5,2716,0.040,0.282,0.243,2.3,0.853,0.4,0.50,STABLE,0.01,4.78,0.000,1.320,41,16,40,33,0,1.0,0.5,23.5,25.3,760.7,ON,
81,0107,6/7/2016 4:24:25 PM ,2881,20.93,20.69,0.25,2.5,2337,0.040,0.249,0.209,2.4,0.811,0.4,0.50,STABLE,0.00,4.78,0.000,1.320,79,6,16,9,0,1.0,0.5,22.1,25.3,760.4,ON,
82,0107,6/7/2016 4:44:25 PM ,3713,20.94,20.62,0.32,2.6,3150,0.040,0.321,0.282,2.4,0.848,0.5,0.50,STABLE,0.09,4.87,0.000,1.320,279,149,160,130,10,1.0,0.5,22.7,25.3,760.2,ON,
83,0107,6/7/2016 5:04:25 PM ,3420,20.94,20.64,0.30,2.6,3118,0.039,0.318,0.279,2.4,0.912,0.5,0.50,STABLE,0.00,4.87,0.000,1.320,686,123,413,317,14,1.0,0.5,26.0,25.3,760.2,ON,
84,0107,6/7/2016 5:24:25 PM ,3683,20.94,20.61,0.32,2.6,3233,0.039,0.328,0.289,2.4,0.878,0.5,0.50,STABLE,0.06,4.93,0.000,1.320,269,105,165,126,10,1.0,0.5,29.7,25.3,760.2,ON,
85,0107,6/7/2016 5:44:25 PM ,3150,20.94,20.66,0.28,2.6,2942,0.039,0.302,0.263,2.5,0.934,0.4,0.50,STABLE,0.03,4.96,0.000,1.320,92,19,89,69,6,1.0,0.5,28.5,25.3,760.2,ON,
86,0107,6/7/2016 6:04:25 PM ,3565,20.94,20.62,0.32,2.7,3489,0.039,0.351,0.312,2.5,0.979,0.5,0.50,STABLE,0.04,5.00,0.040,1.360,291,92,203,170,3,1.1,0.5,28.3,25.3,759.9,OFF,
87,0107,6/7/2016 6:24:25 PM ,4275,20.94,20.56,0.38,2.7,3993,0.039,0.396,0.357,2.5,0.934,0.6,0.50,DYNAMIC,0.05,5.05,0.000,1.360,2747,1803,1504,1292,465,1.0,0.5,27.6,25.3,759.7,OFF,
88,0107,6/7/2016 6:44:25 PM ,4007,20.93,20.57,0.36,2.7,4058,0.040,0.402,0.362,2.6,1.013,0.5,0.50,STABLE,0.11,5.16,0.000,1.360,2184,1411,1384,1179,333,1.0,0.5,27.6,25.1,759.4,OFF,
89,0107,6/7/2016 7:04:25 PM ,4086,20.93,20.57,0.36,2.8,3898,0.040,0.388,0.348,2.6,0.954,0.5,0.50,DYNAMIC,0.12,5.28,0.000,1.360,1719,1068,1232,1052,256,1.0,0.5,27.7,25.0,759.4,OFF,
90,0107,6/7/2016 7:24:25 PM ,3751,20.93,20.60,0.33,2.8,3704,0.040,0.371,0.331,2.6,0.988,0.5,0.50,STABLE,0.05,5.33,0.000,1.360,1243,673,931,763,151,1.0,0.4,27.7,25.0,759.2,OFF,
91,0107,6/7/2016 7:44:25 PM ,3825,20.93,20.59,0.34,2.9,3753,0.040,0.375,0.335,2.7,0.981,0.5,0.50,STABLE,0.10,5.43,0.000,1.360,1862,1201,1553,1310,461,1.1,0.5,28.7,25.0,759.2,OFF,
92,0107,6/7/2016 8:04:25 PM ,3692,20.93,20.60,0.33,2.9,3711,0.040,0.371,0.332,2.7,1.005,0.5,0.50,STABLE,0.07,5.50,0.000,1.360,958,433,775,652,138,1.0,0.5,29.5,24.9,758.9,OFF,
93,0107,6/7/2016 8:24:25 PM ,3983,20.93,20.57,0.36,2.9,4034,0.040,0.400,0.360,2.7,1.013,0.5,0.50,STABLE,0.20,5.70,0.000,1.360,1509,995,1141,1006,236,1.0,0.5,31.5,24.9,758.7,OFF,
94,0107,6/7/2016 8:44:25 PM ,3637,20.93,20.60,0.33,3.0,3664,0.040,0.367,0.327,2.8,1.007,0.5,0.50,STABLE,0.04,5.74,0.000,1.360,1145,606,870,728,128,1.1,0.5,34.6,24.9,758.7,OFF,
95,0107,6/7/2016 9:04:25 PM ,3510,20.93,20.61,0.32,3.0,3607,0.040,0.362,0.322,2.8,1.028,0.5,0.50,STABLE,0.15,5.89,0.040,1.400,823,421,623,506,99,1.1,0.5,36.1,24.9,758.7,OFF,
96,0107,6/7/2016 9:24:25 PM ,3909,20.93,20.57,0.35,3.0,4117,0.040,0.407,0.368,2.8,1.053,0.5,0.50,STABLE,0.12,6.01,0.040,1.440,1046,608,655,563,77,1.1,0.5,36.6,24.9,758.4,OFF,
97,0107,6/7/2016 9:44:25 PM ,3533,20.93,20.61,0.32,3.1,3721,0.040,0.372,0.332,2.9,1.053,0.5,0.50,DYNAMIC,0.08,6.09,0.020,1.460,1207,665,1131,931,102,1.1,0.5,36.7,24.9,758.4,OFF,
98,0107,6/7/2016 10:04:25 PM ,3734,20.93,20.59,0.34,3.1,3990,0.040,0.396,0.356,2.9,1.069,0.5,0.50,STABLE,0.10,6.19,0.040,1.500,1352,792,1227,1043,205,1.1,0.5,36.6,24.9,758.2,OFF,
99,0107,6/7/2016 10:24:25 PM ,3835,20.93,20.58,0.35,3.1,4018,0.040,0.398,0.359,2.9,1.048,0.5,0.50,DYNAMIC,0.16,6.35,0.040,1.540,1296,796,938,811,131,1.1,0.5,36.4,24.9,758.2,OFF,
