Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:31 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0102
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G27
Subject Mass (G), 29.09 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
100,0102,6/7/2016 10:32:25 PM ,4684,20.93,20.46,0.46,4.1,5040,0.039,0.528,0.489,4.1,1.076,0.7,0.50,STABLE,0.06,6.35,0.060,2.180,1587,935,843,383,545,1.0,0.5,35.9,24.9,757.9,OFF,
101,0102,6/7/2016 10:52:25 PM ,3039,20.93,20.63,0.30,4.2,3187,0.040,0.349,0.309,4.1,1.049,0.5,0.50,STABLE,-0.02,6.33,0.000,2.180,558,153,387,95,14,1.1,0.5,35.5,24.9,757.9,OFF,
102,0102,6/7/2016 11:12:25 PM ,3867,20.93,20.55,0.38,4.2,4142,0.040,0.441,0.402,4.1,1.071,0.6,0.50,STABLE,0.01,6.34,0.000,2.180,306,196,162,67,164,1.1,0.5,36.2,24.9,757.9,OFF,
103,0102,6/7/2016 11:32:25 PM ,4732,20.93,20.46,0.47,4.2,5036,0.040,0.528,0.488,4.2,1.064,0.7,0.50,STABLE,0.25,6.59,0.040,2.220,2068,1297,858,444,1062,1.1,0.5,36.6,24.9,757.9,OFF,
104,0102,6/7/2016 11:52:25 PM ,4769,20.93,20.46,0.47,4.3,5158,0.040,0.540,0.500,4.2,1.082,0.7,0.50,STABLE,0.15,6.74,0.040,2.260,1685,1055,932,459,420,1.1,0.5,36.6,24.9,757.9,OFF,
105,0102,6/8/2016 12:12:25 AM ,3390,20.93,20.59,0.34,4.3,3701,0.040,0.399,0.359,4.3,1.092,0.5,0.50,STABLE,0.00,6.74,0.000,2.260,249,87,80,28,61,1.1,0.5,36.6,24.9,757.7,OFF,
106,0102,6/8/2016 12:32:25 AM ,4840,20.93,20.45,0.48,4.4,5130,0.040,0.537,0.497,4.3,1.060,0.7,0.50,STABLE,0.10,6.84,0.060,2.320,2374,1475,1058,483,1354,1.1,0.5,36.6,24.9,757.7,OFF,
107,0102,6/8/2016 12:52:25 AM ,3166,20.93,20.61,0.31,4.4,3386,0.040,0.368,0.328,4.4,1.069,0.5,0.50,STABLE,-0.01,6.83,0.000,2.320,127,14,60,12,6,1.1,0.5,36.6,24.9,757.4,OFF,
108,0102,6/8/2016 1:12:25 AM ,3877,20.92,20.55,0.38,4.4,4037,0.040,0.431,0.392,4.4,1.041,0.6,0.50,STABLE,0.05,6.88,0.000,2.320,299,160,117,53,70,1.0,0.5,36.6,24.9,757.4,OFF,
109,0102,6/8/2016 1:32:25 AM ,4970,20.92,20.44,0.49,4.5,5225,0.040,0.547,0.507,4.4,1.051,0.7,0.50,STABLE,0.18,7.06,0.040,2.360,1746,990,820,358,929,1.1,0.5,36.6,24.9,757.2,OFF,
110,0102,6/8/2016 1:52:25 AM ,4722,20.92,20.46,0.47,4.5,5082,0.040,0.533,0.493,4.5,1.076,0.7,0.50,STABLE,0.18,7.24,0.080,2.440,1657,1021,875,413,353,1.1,0.5,35.8,24.9,757.2,OFF,
111,0102,6/8/2016 2:12:25 AM ,4441,20.92,20.49,0.44,4.6,4738,0.040,0.499,0.459,4.5,1.067,0.7,0.50,STABLE,0.11,7.35,0.020,2.460,1367,653,735,311,95,1.1,0.5,34.8,24.9,756.9,OFF,
112,0102,6/8/2016 2:32:25 AM ,3185,20.92,20.61,0.31,4.6,3350,0.040,0.365,0.325,4.6,1.052,0.5,0.50,STABLE,-0.01,7.34,0.000,2.460,60,22,68,33,0,1.1,0.5,34.6,24.9,756.7,OFF,
113,0102,6/8/2016 2:52:25 AM ,5129,20.92,20.42,0.50,4.6,5279,0.040,0.552,0.512,4.6,1.029,0.8,0.50,STABLE,0.00,7.34,0.000,2.460,1617,1140,591,267,1041,1.0,0.5,34.5,24.9,756.4,OFF,
114,0102,6/8/2016 3:12:25 AM ,4745,20.92,20.46,0.47,4.7,4996,0.040,0.524,0.485,4.7,1.053,0.7,0.50,DYNAMIC,0.26,7.60,0.040,2.500,1743,1098,848,393,515,1.1,0.5,34.6,24.8,756.4,OFF,
115,0102,6/8/2016 3:32:25 AM ,3473,20.92,20.58,0.34,4.7,3748,0.040,0.403,0.363,4.7,1.079,0.5,0.50,STABLE,0.08,7.68,0.100,2.600,666,305,489,159,40,1.0,0.5,34.8,24.7,756.2,OFF,
116,0102,6/8/2016 3:52:25 AM ,3182,20.92,20.61,0.31,4.8,3403,0.040,0.370,0.330,4.8,1.069,0.5,0.50,STABLE,0.00,7.68,0.000,2.600,27,6,27,13,0,1.0,0.5,35.9,24.7,755.9,OFF,
117,0102,6/8/2016 4:12:25 AM ,4763,20.92,20.45,0.47,4.8,4916,0.040,0.516,0.477,4.8,1.032,0.7,0.50,STABLE,0.17,7.85,0.020,2.620,1965,1387,760,375,1266,1.1,0.5,36.6,24.7,755.9,OFF,
118,0102,6/8/2016 4:32:25 AM ,4830,20.92,20.45,0.47,4.9,5106,0.039,0.534,0.495,4.8,1.057,0.7,0.50,STABLE,0.20,8.05,0.040,2.660,1789,1059,894,421,254,1.1,0.5,36.6,24.7,755.9,OFF,
119,0102,6/8/2016 4:52:25 AM ,4598,20.92,20.47,0.45,4.9,4864,0.040,0.511,0.472,4.9,1.058,0.7,0.50,STABLE,0.13,8.18,0.080,2.740,2025,1344,974,487,419,1.0,0.5,36.6,24.7,755.9,OFF,
120,0102,6/8/2016 5:12:25 AM ,4926,20.92,20.44,0.48,4.9,5245,0.040,0.548,0.509,4.9,1.065,0.7,0.50,STABLE,0.10,8.28,0.060,2.800,2262,1503,1151,637,928,1.0,0.5,36.6,24.7,755.6,OFF,
121,0102,6/8/2016 5:32:25 AM ,4600,20.92,20.47,0.45,5.0,4853,0.040,0.510,0.471,5.0,1.055,0.7,0.50,DYNAMIC,0.15,8.43,0.020,2.820,2318,1585,1166,657,370,1.0,0.5,36.6,24.7,755.6,OFF,
122,0102,6/8/2016 5:52:25 AM ,4427,20.92,20.49,0.43,5.0,4652,0.040,0.491,0.451,5.0,1.051,0.7,0.50,STABLE,0.03,8.46,0.060,2.880,1203,607,824,374,59,1.1,0.5,36.7,24.7,755.6,OFF,
123,0102,6/8/2016 6:12:25 AM ,3392,20.92,20.59,0.33,5.1,3444,0.040,0.374,0.334,5.1,1.015,0.5,0.50,STABLE,0.00,8.46,0.000,2.880,169,32,113,32,4,1.0,0.5,36.7,24.7,755.6,ON,
124,0102,6/8/2016 6:32:25 AM ,3259,20.92,20.60,0.32,5.1,3251,0.040,0.355,0.315,5.1,0.998,0.5,0.50,STABLE,0.00,8.46,0.020,2.900,72,27,17,6,0,1.1,0.5,35.3,24.7,755.6,ON,
125,0102,6/8/2016 6:52:25 AM ,5085,20.92,20.43,0.49,5.1,5081,0.040,0.533,0.493,5.1,0.999,0.7,0.50,STABLE,0.01,8.47,0.000,2.900,1797,1262,638,321,917,1.1,0.5,31.1,24.8,755.6,ON,
126,0102,6/8/2016 7:12:25 AM ,4252,20.92,20.50,0.42,5.2,4482,0.040,0.475,0.435,5.2,1.054,0.6,0.50,STABLE,0.16,8.63,0.020,2.920,1921,1122,899,419,354,1.0,0.5,30.4,24.8,755.9,ON,
127,0102,6/8/2016 7:32:25 AM ,4043,20.92,20.53,0.39,5.2,4118,0.040,0.440,0.399,5.2,1.018,0.6,0.50,STABLE,0.00,8.63,0.000,2.920,775,237,558,199,85,1.0,0.5,29.7,24.9,756.4,ON,
128,0102,6/8/2016 7:52:25 AM ,3239,20.92,20.61,0.31,5.3,3008,0.040,0.332,0.292,5.3,0.929,0.5,0.50,STABLE,0.01,8.64,0.000,2.920,86,0,13,1,0,1.0,0.5,30.5,24.9,756.7,ON,
129,0102,6/8/2016 8:12:25 AM ,5007,20.92,20.45,0.48,5.3,4575,0.040,0.484,0.444,5.3,0.914,0.7,0.50,STABLE,0.02,8.66,0.000,2.920,1468,1102,444,219,835,1.0,0.5,30.5,24.9,757.2,ON,
130,0102,6/8/2016 8:32:25 AM ,4142,20.92,20.52,0.40,5.4,4134,0.040,0.441,0.401,5.3,0.998,0.6,0.50,STABLE,0.11,8.77,0.020,2.940,1693,1034,879,414,433,1.0,0.5,29.7,24.9,757.2,ON,
131,EVENT,6/8/2016 8:52:25 AM ,3557,20.92,20.58,0.34,5.4,3489,0.040,0.378,0.338,5.4,0.981,0.5,0.50,STABLE,0.01,8.78,0.000,2.940,18,5,15,4,0,1.0,0.5,27.9,25.0,757.4,ON,
132,0102,6/8/2016 9:12:25 AM ,3580,20.92,20.58,0.34,5.4,3378,0.041,0.369,0.328,5.4,0.944,0.5,0.50,STABLE,0.10,8.88,0.000,2.940,1416,823,723,347,323,1.0,0.5,25.8,25.0,757.7,ON,
133,0102,6/8/2016 9:32:25 AM ,3232,20.92,20.61,0.31,5.5,3065,0.041,0.338,0.297,5.4,0.948,0.5,0.50,STABLE,-0.01,8.87,0.000,2.940,58,14,33,5,0,1.0,0.5,25.7,25.0,757.9,ON,
134,0102,6/8/2016 9:52:25 AM ,3404,20.92,20.60,0.32,5.5,3131,0.041,0.345,0.304,5.5,0.920,0.5,0.50,STABLE,0.01,8.88,0.000,2.940,22,10,11,4,0,1.0,0.5,25.4,25.0,758.2,ON,
135,0102,6/8/2016 10:12:25 AM ,4130,20.93,20.53,0.40,5.5,4038,0.041,0.433,0.392,5.5,0.978,0.6,0.50,STABLE,0.12,9.00,0.000,2.940,1122,648,565,256,557,1.0,0.5,25.7,25.0,758.4,ON,
136,0102,6/8/2016 10:32:25 AM ,3319,20.93,20.61,0.32,5.6,3210,0.041,0.352,0.311,5.5,0.967,0.5,0.50,STABLE,-0.01,8.99,0.000,2.940,332,87,364,111,9,1.0,0.5,25.3,25.1,758.4,ON,
137,0102,6/8/2016 10:52:25 AM ,3138,20.93,20.63,0.30,5.6,2864,0.040,0.318,0.278,5.6,0.913,0.5,0.50,STABLE,0.01,9.00,0.000,2.940,75,14,33,13,0,1.0,0.5,24.4,25.2,758.4,ON,
138,0102,6/8/2016 11:12:25 AM ,4568,20.93,20.49,0.44,5.6,4268,0.040,0.454,0.414,5.6,0.934,0.7,0.50,STABLE,0.18,9.18,0.020,2.960,1462,1010,525,257,745,1.0,0.5,23.9,25.3,758.4,ON,
139,0102,6/8/2016 11:32:25 AM ,3113,20.93,20.63,0.30,5.7,3166,0.040,0.347,0.307,5.6,1.017,0.5,0.50,STABLE,0.01,9.19,0.000,2.960,470,174,676,104,5,1.0,0.5,23.9,25.3,758.4,ON,
140,0102,6/8/2016 11:52:25 AM ,3006,20.93,20.64,0.29,5.7,2795,0.040,0.311,0.271,5.7,0.930,0.4,0.50,STABLE,0.01,9.20,0.000,2.960,36,12,10,0,0,1.1,0.5,23.3,25.1,758.4,ON,
141,0102,6/8/2016 12:12:25 PM ,3717,20.93,20.57,0.36,5.7,3493,0.040,0.379,0.339,5.7,0.940,0.5,0.50,STABLE,0.02,9.22,0.000,2.960,253,139,139,58,90,1.0,0.5,21.1,25.1,758.4,ON,
142,0102,6/8/2016 12:32:25 PM ,3351,20.93,20.61,0.32,5.8,3251,0.040,0.355,0.315,5.7,0.970,0.5,0.50,STABLE,0.11,9.33,0.000,2.960,1245,660,579,212,415,1.0,0.5,20.3,25.1,758.4,ON,
143,0102,6/8/2016 12:52:25 PM ,3421,20.93,20.60,0.33,5.8,3161,0.040,0.347,0.307,5.8,0.924,0.5,0.50,STABLE,0.01,9.34,0.000,2.960,49,4,21,1,0,1.0,0.5,19.5,25.1,758.4,ON,
144,0102,6/8/2016 1:12:25 PM ,3198,20.93,20.63,0.30,5.8,2874,0.040,0.319,0.279,5.8,0.899,0.5,0.50,STABLE,0.01,9.35,0.000,2.960,65,3,14,0,0,1.0,0.5,18.0,25.0,758.4,ON,
145,0102,6/8/2016 1:32:25 PM ,3945,20.93,20.55,0.38,5.9,3898,0.040,0.418,0.378,5.8,0.988,0.6,0.50,STABLE,0.18,9.53,0.000,2.960,1353,780,674,284,540,1.0,0.5,17.2,25.0,758.4,ON,
146,0102,6/8/2016 1:52:25 PM ,3188,20.93,20.62,0.31,5.9,3092,0.040,0.340,0.300,5.9,0.970,0.5,0.50,STABLE,0.01,9.54,0.000,2.960,81,9,22,9,0,1.0,0.5,17.4,25.0,758.4,ON,
147,0102,6/8/2016 2:12:25 PM ,3100,20.93,20.63,0.30,5.9,2859,0.040,0.317,0.277,5.9,0.922,0.4,0.50,STABLE,0.01,9.55,0.000,2.960,51,18,36,12,0,1.0,0.5,16.4,25.0,758.4,ON,
148,0102,6/8/2016 2:32:25 PM ,4545,20.93,20.49,0.44,6.0,4289,0.040,0.457,0.416,5.9,0.944,0.7,0.50,STABLE,0.05,9.60,0.000,2.960,739,459,322,148,378,1.0,0.5,16.4,25.0,758.4,ON,
149,0102,6/8/2016 2:52:25 PM ,3228,20.93,20.61,0.31,6.0,3240,0.040,0.354,0.314,6.0,1.004,0.5,0.50,STABLE,0.11,9.71,0.060,3.020,817,314,430,127,166,1.0,0.5,16.9,25.0,758.4,ON,
150,0102,6/8/2016 3:12:25 PM ,3133,20.93,20.63,0.30,6.0,2995,0.040,0.330,0.291,6.0,0.956,0.5,0.50,STABLE,0.01,9.72,0.000,3.020,49,15,31,16,0,1.0,0.5,16.8,25.0,758.4,ON,
151,0102,6/8/2016 3:32:25 PM ,3250,20.92,20.61,0.31,6.1,3010,0.040,0.332,0.292,6.0,0.926,0.5,0.50,STABLE,0.01,9.73,0.020,3.040,29,13,37,22,0,1.0,0.5,16.4,25.0,758.4,ON,
152,0102,6/8/2016 3:52:25 PM ,4449,20.92,20.50,0.43,6.1,4140,0.041,0.442,0.402,6.1,0.931,0.6,0.50,DYNAMIC,0.07,9.80,0.020,3.060,1028,686,441,182,398,1.0,0.5,16.5,25.0,758.4,ON,
153,0102,6/8/2016 4:12:25 PM ,3765,20.93,20.56,0.36,6.1,3710,0.040,0.399,0.360,6.1,0.985,0.6,0.50,STABLE,0.04,9.84,0.020,3.080,768,194,474,149,16,1.0,0.5,16.4,25.0,758.4,ON,
154,0102,6/8/2016 4:32:25 PM ,3052,20.93,20.64,0.29,6.2,2750,0.040,0.306,0.267,6.1,0.901,0.4,0.50,STABLE,0.01,9.85,0.020,3.100,31,8,38,17,0,1.0,0.5,16.4,25.0,758.4,ON,
155,0102,6/8/2016 4:52:25 PM ,3983,20.93,20.55,0.38,6.2,3574,0.040,0.387,0.347,6.2,0.897,0.6,0.50,STABLE,0.09,9.94,0.000,3.100,525,264,361,130,66,1.0,0.5,16.4,25.0,758.4,ON,
156,0102,6/8/2016 5:12:25 PM ,3385,20.93,20.61,0.32,6.2,3026,0.039,0.333,0.294,6.2,0.894,0.5,0.50,STABLE,-0.01,9.93,0.000,3.100,389,69,228,54,0,1.0,0.5,16.4,25.0,758.4,ON,
157,0102,6/8/2016 5:32:25 PM ,3650,20.93,20.58,0.34,6.3,3161,0.039,0.346,0.307,6.2,0.866,0.5,0.50,STABLE,0.04,9.97,0.000,3.100,93,34,76,36,4,1.0,0.5,15.8,25.0,758.2,ON,
158,0102,6/8/2016 5:52:25 PM ,3526,20.93,20.58,0.34,6.3,3576,0.039,0.386,0.347,6.3,1.014,0.5,0.50,STABLE,0.18,10.15,0.040,3.140,677,258,483,159,28,1.0,0.5,15.3,25.0,758.2,ON,
159,0102,6/8/2016 6:12:25 PM ,4646,20.93,20.48,0.45,6.4,4675,0.039,0.493,0.454,6.3,1.006,0.7,0.50,STABLE,0.08,10.23,0.000,3.140,524,244,290,124,105,1.0,0.5,14.7,25.0,758.2,OFF,
160,0102,6/8/2016 6:32:25 PM ,3867,20.93,20.55,0.38,6.4,4048,0.039,0.432,0.393,6.3,1.047,0.6,0.50,STABLE,0.08,10.31,0.020,3.160,878,391,651,200,91,1.0,0.5,14.7,24.9,758.2,OFF,
161,0102,6/8/2016 6:52:25 PM ,4861,20.92,20.45,0.47,6.4,5021,0.039,0.526,0.487,6.4,1.033,0.7,0.50,DYNAMIC,0.15,10.46,0.000,3.160,1556,1006,747,376,269,1.1,0.5,15.6,24.7,757.9,OFF,
162,0102,6/8/2016 7:12:25 PM ,4651,20.92,20.47,0.46,6.5,4859,0.039,0.511,0.471,6.4,1.045,0.7,0.50,STABLE,0.08,10.54,0.040,3.200,2060,1347,1042,512,403,1.1,0.5,15.6,24.6,757.9,OFF,
163,0102,6/8/2016 7:32:25 PM ,4659,20.92,20.46,0.46,6.5,4872,0.039,0.512,0.472,6.5,1.046,0.7,0.50,STABLE,0.20,10.74,0.060,3.260,1511,762,904,379,239,1.1,0.5,15.8,24.6,757.9,OFF,
164,0102,6/8/2016 7:52:25 PM ,3323,20.92,20.60,0.32,6.6,3220,0.039,0.352,0.312,6.5,0.969,0.5,0.50,STABLE,0.00,10.74,0.000,3.260,90,23,92,29,0,1.1,0.5,15.9,24.6,757.9,OFF,
165,0102,6/8/2016 8:12:25 PM ,4872,20.92,20.44,0.48,6.6,5067,0.039,0.531,0.491,6.6,1.040,0.7,0.50,DYNAMIC,0.33,11.07,0.040,3.300,1997,1277,968,518,404,1.1,0.5,16.2,24.6,757.9,OFF,
166,0102,6/8/2016 8:32:25 PM ,4433,20.92,20.48,0.44,6.7,4714,0.040,0.497,0.457,6.6,1.063,0.7,0.50,STABLE,0.10,11.17,0.040,3.340,1612,908,909,405,230,1.0,0.5,16.2,24.6,757.9,OFF,
167,0102,6/8/2016 8:52:25 PM ,4445,20.92,20.48,0.44,6.7,4761,0.040,0.501,0.462,6.7,1.071,0.7,0.50,STABLE,0.15,11.32,0.020,3.360,542,254,247,88,36,1.1,0.5,16.2,24.6,757.9,OFF,
168,0102,6/8/2016 9:12:25 PM ,3310,20.92,20.59,0.33,6.7,3592,0.040,0.388,0.348,6.7,1.085,0.5,0.50,STABLE,0.07,11.39,0.040,3.400,263,133,129,58,26,1.0,0.5,16.2,24.4,757.9,OFF,
169,0102,6/8/2016 9:32:25 PM ,4975,20.92,20.43,0.49,6.8,5335,0.040,0.557,0.517,6.7,1.072,0.7,0.50,STABLE,0.22,11.61,0.040,3.440,971,573,433,180,169,1.0,0.5,16.2,24.4,757.9,OFF,
170,0102,6/8/2016 9:52:25 PM ,4954,20.92,20.43,0.49,6.8,5277,0.040,0.551,0.512,6.8,1.065,0.7,0.50,STABLE,0.18,11.79,0.080,3.520,2034,1303,980,495,288,1.0,0.5,16.2,24.3,757.9,OFF,
171,0102,6/8/2016 10:12:25 PM ,4905,20.92,20.44,0.48,6.9,5270,0.040,0.551,0.511,6.8,1.074,0.7,0.50,DYNAMIC,0.10,11.89,0.020,3.540,2190,1419,1239,574,402,1.1,0.5,16.2,24.3,757.9,OFF,
172,0102,6/8/2016 10:32:25 PM ,3460,20.92,20.58,0.34,6.9,3733,0.040,0.402,0.362,6.9,1.079,0.5,0.50,STABLE,0.08,11.97,0.000,3.540,876,476,592,268,66,1.1,0.5,16.2,24.3,757.9,OFF,
173,0102,6/8/2016 10:52:25 PM ,3248,20.92,20.60,0.32,6.9,3466,0.040,0.376,0.336,6.9,1.067,0.5,0.50,STABLE,0.01,11.98,0.000,3.540,263,1,42,19,0,1.0,0.5,16.2,24.2,757.9,OFF,
174,0102,6/8/2016 11:12:25 PM ,5102,20.92,20.42,0.50,7.0,5274,0.040,0.552,0.512,7.0,1.034,0.8,0.50,DYNAMIC,0.15,12.13,0.040,3.580,2715,2053,907,494,1072,1.0,0.5,16.3,24.2,757.9,OFF,
175,0102,6/8/2016 11:32:25 PM ,5116,20.92,20.41,0.50,7.0,5481,0.040,0.572,0.531,7.0,1.071,0.8,0.50,STABLE,0.22,12.35,0.080,3.660,1667,936,951,373,271,1.0,0.5,16.6,24.2,757.9,OFF,
176,0102,6/8/2016 11:52:25 PM ,4146,20.91,20.51,0.41,7.1,4470,0.040,0.474,0.433,7.1,1.078,0.6,0.50,STABLE,0.13,12.48,0.000,3.660,952,475,509,208,96,1.0,0.5,16.4,24.2,757.9,OFF,
177,0102,6/9/2016 12:12:25 AM ,3425,20.91,20.58,0.34,7.1,3709,0.040,0.400,0.360,7.1,1.083,0.5,0.50,STABLE,0.03,12.51,0.040,3.700,369,146,159,65,56,1.0,0.5,16.4,24.2,757.9,OFF,
178,0102,6/9/2016 12:32:25 AM ,3238,20.91,20.60,0.32,7.1,3460,0.040,0.376,0.336,7.1,1.069,0.5,0.50,STABLE,0.01,12.52,0.000,3.700,92,26,41,21,0,1.0,0.5,16.2,24.3,757.9,OFF,
179,0102,6/9/2016 12:52:25 AM ,4680,20.92,20.46,0.46,7.2,4850,0.040,0.510,0.470,7.2,1.036,0.7,0.50,DYNAMIC,0.14,12.66,0.000,3.700,835,583,336,152,229,1.0,0.5,16.2,24.3,757.9,OFF,
180,0102,6/9/2016 1:12:25 AM ,4800,20.91,20.44,0.47,7.2,5176,0.040,0.542,0.502,7.2,1.078,0.7,0.50,STABLE,0.21,12.87,0.060,3.760,1602,917,927,407,198,1.0,0.5,16.2,24.3,757.9,OFF,
181,0102,6/9/2016 1:32:25 AM ,3046,20.92,20.61,0.30,7.3,3383,0.040,0.368,0.328,7.3,1.111,0.5,0.50,STABLE,0.02,12.89,0.000,3.760,334,110,189,69,0,1.0,0.5,16.3,24.3,757.9,OFF,
182,0102,6/9/2016 1:52:25 AM ,3143,20.92,20.61,0.31,7.3,3277,0.040,0.358,0.318,7.3,1.043,0.5,0.50,DYNAMIC,0.01,12.90,0.000,3.760,111,51,70,36,0,1.1,0.5,16.8,24.3,757.9,OFF,
183,0102,6/9/2016 2:12:25 AM ,4903,20.92,20.43,0.48,7.3,5208,0.040,0.545,0.505,7.3,1.062,0.7,0.50,STABLE,0.32,13.22,0.100,3.860,2415,1710,969,490,962,1.0,0.5,17.1,24.3,757.9,OFF,
184,0102,6/9/2016 2:32:25 AM ,3242,20.92,20.60,0.32,7.4,3548,0.040,0.384,0.344,7.4,1.094,0.5,0.50,STABLE,0.02,13.24,0.060,3.920,452,208,331,117,13,1.0,0.5,16.8,24.3,757.9,OFF,
185,0102,6/9/2016 2:52:25 AM ,3261,20.92,20.59,0.32,7.4,3517,0.040,0.381,0.341,7.4,1.078,0.5,0.50,STABLE,0.00,13.24,0.000,3.920,49,15,39,7,0,1.0,0.5,16.8,24.3,757.9,OFF,
186,0102,6/9/2016 3:12:25 AM ,4797,20.92,20.44,0.47,7.4,5160,0.040,0.540,0.500,7.5,1.076,0.7,0.50,STABLE,0.29,13.53,0.100,4.020,2526,1807,964,502,934,1.0,0.5,17.1,24.3,757.9,OFF,
187,0102,6/9/2016 3:32:25 AM ,3794,20.92,20.54,0.37,7.5,4070,0.040,0.435,0.395,7.5,1.073,0.6,0.50,STABLE,0.02,13.55,0.020,4.040,870,250,588,194,55,1.1,0.5,17.4,24.3,757.9,OFF,
188,0102,6/9/2016 3:52:25 AM ,4668,20.91,20.45,0.46,7.5,5013,0.040,0.526,0.486,7.5,1.074,0.7,0.50,STABLE,0.02,13.57,0.000,4.040,1351,1046,361,174,571,1.1,0.5,17.7,24.3,757.9,OFF,
189,0102,6/9/2016 4:12:25 AM ,4938,20.91,20.43,0.49,7.6,5304,0.040,0.554,0.514,7.6,1.074,0.7,0.50,DYNAMIC,0.20,13.77,0.040,4.080,2210,1389,1021,519,545,1.0,0.5,17.9,24.3,757.9,OFF,
190,0102,6/9/2016 4:32:25 AM ,4643,20.92,20.46,0.46,7.6,4981,0.040,0.523,0.483,7.6,1.073,0.7,0.50,STABLE,0.16,13.93,0.140,4.220,1425,744,857,337,167,1.0,0.5,17.7,24.3,757.9,OFF,
191,0102,6/9/2016 4:52:25 AM ,4059,20.92,20.52,0.40,7.7,4364,0.040,0.463,0.423,7.7,1.075,0.6,0.50,STABLE,0.11,14.04,0.040,4.260,733,230,543,195,42,1.0,0.5,17.9,24.3,757.9,OFF,
192,0102,6/9/2016 5:12:25 AM ,3551,20.92,20.57,0.35,7.7,3686,0.040,0.397,0.358,7.7,1.038,0.5,0.50,STABLE,0.01,14.05,0.000,4.260,35,5,15,4,0,1.0,0.5,17.9,24.3,757.9,OFF,
193,0102,6/9/2016 5:32:25 AM ,4915,20.92,20.43,0.48,7.7,5114,0.040,0.536,0.496,7.8,1.040,0.7,0.50,DYNAMIC,0.15,14.20,0.020,4.280,2596,1848,952,508,838,1.0,0.5,17.9,24.3,757.9,OFF,
194,0102,6/9/2016 5:52:25 AM ,4295,20.92,20.49,0.42,7.8,4583,0.040,0.484,0.444,7.8,1.067,0.6,0.50,STABLE,0.08,14.28,0.080,4.360,2529,1741,972,464,918,1.1,0.5,17.9,24.3,757.9,OFF,
195,0102,6/9/2016 6:12:25 AM ,4373,20.92,20.49,0.43,7.8,4483,0.040,0.475,0.435,7.9,1.025,0.6,0.50,STABLE,0.08,14.36,0.020,4.380,1479,980,630,308,463,1.0,0.5,18.0,24.4,757.9,ON,
196,0102,6/9/2016 6:32:25 AM ,3382,20.92,20.59,0.33,7.9,3363,0.040,0.366,0.326,7.9,0.994,0.5,0.50,STABLE,0.01,14.37,0.000,4.380,238,51,226,61,13,1.0,0.5,17.9,24.4,757.9,ON,
197,0102,6/9/2016 6:52:25 AM ,3143,20.92,20.62,0.30,7.9,2952,0.040,0.326,0.286,7.9,0.939,0.5,0.50,STABLE,0.00,14.37,0.000,4.380,46,6,12,3,0,1.0,0.5,17.9,24.5,757.9,ON,
198,0102,6/9/2016 7:12:25 AM ,4131,20.92,20.53,0.39,7.9,3671,0.040,0.396,0.356,8.0,0.889,0.6,0.50,STABLE,0.01,14.38,0.000,4.380,570,349,228,101,307,1.0,0.5,17.5,24.7,757.9,ON,
199,0102,6/9/2016 7:32:25 AM ,3612,20.92,20.57,0.35,8.0,3486,0.040,0.378,0.338,8.0,0.965,0.5,0.50,STABLE,0.06,14.44,0.000,4.380,1432,872,657,304,503,1.0,0.5,17.2,24.7,757.9,ON,
200,0102,6/9/2016 7:52:25 AM ,2913,20.92,20.64,0.28,8.0,2678,0.040,0.299,0.260,8.0,0.919,0.4,0.50,STABLE,0.00,14.44,0.000,4.380,126,36,51,17,0,1.0,0.5,16.7,24.8,757.9,ON,
201,0102,6/9/2016 8:12:25 AM ,3030,20.92,20.64,0.29,8.0,2611,0.039,0.293,0.253,8.1,0.862,0.4,0.50,STABLE,0.01,14.45,0.000,4.380,28,8,32,13,0,1.0,0.5,16.9,24.8,757.9,ON,
202,0102,6/9/2016 8:32:25 AM ,4497,20.92,20.50,0.42,8.1,3865,0.039,0.415,0.375,8.1,0.859,0.6,0.50,STABLE,0.00,14.45,0.020,4.400,478,231,273,105,203,1.0,0.5,17.0,24.8,757.9,ON,
203,0102,6/9/2016 8:52:25 AM ,3594,20.92,20.58,0.34,8.1,3408,0.039,0.370,0.331,8.1,0.948,0.5,0.50,STABLE,0.05,14.50,0.000,4.400,1123,527,564,188,131,1.0,0.5,16.4,24.8,757.9,ON,
204,EVENT,6/9/2016 9:12:25 AM ,2786,20.92,20.66,0.26,8.1,2424,0.040,0.275,0.235,8.1,0.870,0.4,0.50,STABLE,0.01,14.51,0.000,4.400,31,9,29,2,0,1.0,0.5,17.7,24.8,757.9,ON,
