Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:31 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0102
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G27
Subject Mass (G), 29.09 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
38,0102,6/7/2016 1:52:25 AM ,3811,20.93,20.56,0.37,1.6,3849,0.040,0.413,0.373,1.6,1.010,0.6,0.50,STABLE,0.03,2.25,0.000,0.780,126,62,65,24,22,1.0,0.5,19.6,24.2,764.0,OFF,
39,0102,6/7/2016 2:12:25 AM ,5174,20.93,20.43,0.50,1.7,5288,0.040,0.553,0.513,1.6,1.022,0.8,0.50,STABLE,0.12,2.37,0.000,0.780,2234,1596,1007,592,1865,1.0,0.5,19.6,24.2,763.7,OFF,
40,0102,6/7/2016 2:32:25 AM ,5062,20.93,20.43,0.50,1.7,5404,0.040,0.564,0.524,1.7,1.068,0.8,0.50,STABLE,0.18,2.55,0.140,0.920,1136,417,690,248,211,1.0,0.5,19.7,24.2,763.7,OFF,
41,0102,6/7/2016 2:52:25 AM ,4188,20.93,20.52,0.41,1.7,4403,0.040,0.467,0.427,1.7,1.051,0.6,0.50,STABLE,0.07,2.62,0.000,0.920,1056,356,579,182,107,1.1,0.5,20.1,24.2,763.7,OFF,
42,0102,6/7/2016 3:12:25 AM ,3720,20.93,20.57,0.36,1.8,3834,0.040,0.412,0.372,1.8,1.031,0.6,0.50,STABLE,0.00,2.62,0.000,0.920,40,11,27,15,2,1.0,0.5,20.9,24.2,763.7,OFF,
43,0102,6/7/2016 3:32:25 AM ,3898,20.93,20.55,0.38,1.8,4015,0.040,0.430,0.389,1.8,1.030,0.6,0.50,STABLE,0.00,2.62,0.000,0.920,144,69,105,51,62,1.1,0.5,20.9,24.2,763.5,OFF,
44,0102,6/7/2016 3:52:25 AM ,5259,20.93,20.42,0.51,1.9,5419,0.040,0.566,0.526,1.8,1.030,0.8,0.50,DYNAMIC,0.22,2.84,0.080,1.000,1870,1225,908,457,1383,1.0,0.5,20.8,24.2,763.5,OFF,
45,0102,6/7/2016 4:12:25 AM ,5349,20.93,20.41,0.52,1.9,5626,0.040,0.586,0.546,1.9,1.052,0.8,0.50,DYNAMIC,-0.07,2.77,0.060,1.060,1682,1038,915,441,1172,1.0,0.5,20.9,24.2,763.2,OFF,
46,0102,6/7/2016 4:32:25 AM ,4829,20.93,20.46,0.47,2.0,5122,0.040,0.537,0.497,1.9,1.061,0.7,0.50,STABLE,0.28,3.05,0.020,1.080,1019,387,553,202,186,1.0,0.5,21.1,24.3,763.2,OFF,
47,0102,6/7/2016 4:52:25 AM ,3511,20.93,20.59,0.34,2.0,3665,0.040,0.396,0.356,2.0,1.044,0.5,0.50,STABLE,0.00,3.05,0.000,1.080,187,58,149,55,11,1.1,0.5,21.6,24.3,763.2,OFF,
48,0102,6/7/2016 5:12:25 AM ,5463,20.93,20.40,0.53,2.1,5387,0.040,0.563,0.523,2.0,0.986,0.8,0.50,STABLE,0.07,3.12,0.000,1.080,1032,695,498,266,931,1.0,0.5,22.2,24.3,763.2,OFF,
49,0102,6/7/2016 5:32:25 AM ,5275,20.93,20.41,0.52,2.1,5558,0.040,0.579,0.539,2.1,1.054,0.8,0.50,DYNAMIC,0.20,3.32,0.120,1.200,1750,1090,870,459,1094,1.0,0.5,23.3,24.4,763.0,OFF,
50,0102,6/7/2016 5:52:25 AM ,5123,20.93,20.43,0.50,2.2,5413,0.040,0.565,0.525,2.1,1.057,0.8,0.50,STABLE,0.13,3.45,0.060,1.260,2194,1473,995,522,1665,1.1,0.5,24.1,24.4,763.0,OFF,
51,0102,6/7/2016 6:12:25 AM ,5375,20.93,20.40,0.53,2.2,5585,0.040,0.582,0.542,2.2,1.039,0.8,0.50,DYNAMIC,0.04,3.49,0.020,1.280,2600,1784,1133,606,1559,1.0,0.5,24.0,24.4,763.0,ON,
52,0102,6/7/2016 6:32:25 AM ,4614,20.93,20.48,0.45,2.3,4775,0.040,0.503,0.463,2.2,1.035,0.7,0.50,STABLE,0.05,3.54,0.080,1.360,1140,533,797,352,475,1.0,0.5,24.9,24.7,763.0,ON,
53,0102,6/7/2016 6:52:25 AM ,4624,20.93,20.48,0.45,2.3,4601,0.040,0.486,0.446,2.3,0.995,0.7,0.50,STABLE,0.02,3.56,0.000,1.360,1126,517,640,268,682,1.0,0.5,25.7,24.7,763.0,ON,
54,0102,6/7/2016 7:12:25 AM ,3571,20.93,20.59,0.34,2.3,3236,0.040,0.354,0.314,2.3,0.906,0.5,0.50,STABLE,0.00,3.56,0.000,1.360,93,26,70,20,0,1.0,0.5,25.8,24.8,762.7,ON,
55,0102,6/7/2016 7:32:25 AM ,4497,20.93,20.51,0.43,2.4,4050,0.040,0.433,0.393,2.4,0.900,0.6,0.50,STABLE,-0.01,3.55,0.000,1.360,129,60,101,55,207,1.0,0.5,26.1,24.8,762.7,ON,
56,0102,6/7/2016 7:52:25 AM ,4713,20.94,20.48,0.46,2.4,4603,0.040,0.486,0.447,2.4,0.977,0.7,0.50,STABLE,0.20,3.75,0.000,1.360,2043,1399,976,534,1416,1.0,0.5,26.3,25.0,762.7,ON,
57,0102,6/7/2016 8:12:25 AM ,3971,20.94,20.55,0.39,2.5,3979,0.040,0.426,0.386,2.4,1.002,0.6,0.50,STABLE,-0.01,3.74,0.080,1.440,814,265,595,173,87,1.0,0.5,27.4,25.0,762.7,ON,
58,0102,6/7/2016 8:32:25 AM ,3596,20.94,20.59,0.35,2.5,3466,0.040,0.376,0.336,2.5,0.964,0.5,0.50,STABLE,0.00,3.74,0.000,1.440,46,7,54,34,0,1.0,0.5,27.5,25.1,762.7,ON,
59,EVENT,6/7/2016 8:52:25 AM ,5703,20.94,20.39,0.54,2.5,5126,0.042,0.539,0.498,2.5,0.899,0.8,0.50,STABLE,0.04,3.78,0.000,1.440,859,594,367,201,490,1.0,0.5,28.3,25.1,762.7,ON,
60,0102,6/7/2016 9:12:25 AM ,4157,20.94,20.53,0.40,2.6,4142,0.040,0.442,0.402,2.6,0.997,0.6,0.50,STABLE,0.13,3.91,0.000,1.440,1594,1029,843,430,822,1.0,0.5,28.2,25.1,762.7,ON,
61,0102,6/7/2016 9:32:25 AM ,3325,20.94,20.62,0.32,2.6,3272,0.040,0.357,0.317,2.6,0.984,0.5,0.50,STABLE,-0.01,3.90,0.000,1.440,183,48,68,17,0,1.0,0.5,29.2,25.1,762.7,ON,
62,0102,6/7/2016 9:52:25 AM ,3237,20.94,20.63,0.31,2.7,2975,0.040,0.328,0.289,2.6,0.919,0.5,0.50,STABLE,0.00,3.90,0.000,1.440,41,9,19,7,0,1.0,0.5,29.6,25.2,762.5,ON,
63,0102,6/7/2016 10:12:25 AM ,4517,20.94,20.51,0.43,2.7,4164,0.040,0.444,0.404,2.7,0.922,0.7,0.50,STABLE,0.10,4.00,0.020,1.460,1019,610,398,201,749,1.0,0.5,30.1,25.2,762.5,ON,
64,0102,6/7/2016 10:32:25 AM ,3987,20.94,20.55,0.39,2.7,3993,0.040,0.427,0.387,2.7,1.001,0.6,0.50,STABLE,0.00,4.00,0.060,1.520,1250,679,634,276,945,1.0,0.5,30.4,25.2,762.5,ON,
65,0102,6/7/2016 10:52:25 AM ,3342,20.93,20.62,0.32,2.8,3093,0.040,0.340,0.300,2.7,0.925,0.5,0.50,STABLE,0.00,4.00,0.000,1.520,124,30,100,26,4,1.0,0.5,30.7,25.3,762.5,ON,
66,0102,6/7/2016 11:12:25 AM ,3270,20.94,20.63,0.31,2.8,2788,0.039,0.310,0.271,2.8,0.853,0.5,0.50,STABLE,0.00,4.00,0.000,1.520,41,9,13,1,0,1.0,0.4,31.2,25.3,762.5,ON,
67,0102,6/7/2016 11:32:25 AM ,4091,20.94,20.54,0.39,2.8,3919,0.040,0.420,0.380,2.8,0.958,0.6,0.50,STABLE,0.13,4.13,0.040,1.560,1439,867,643,294,774,1.0,0.5,31.2,25.3,762.2,ON,
68,0102,6/7/2016 11:52:25 AM ,3375,20.94,20.61,0.32,2.9,3210,0.039,0.351,0.311,2.8,0.951,0.5,0.50,STABLE,0.00,4.13,0.000,1.560,140,24,99,29,0,1.0,0.5,29.7,25.3,762.2,ON,
69,0102,6/7/2016 12:12:25 PM ,3747,20.94,20.58,0.36,2.9,3464,0.040,0.376,0.336,2.9,0.925,0.5,0.50,STABLE,0.02,4.15,0.000,1.560,162,75,126,48,104,1.0,0.5,29.7,25.3,762.2,ON,
70,0102,6/7/2016 12:32:25 PM ,4088,20.93,20.54,0.39,3.0,4000,0.041,0.429,0.388,2.9,0.978,0.6,0.50,STABLE,0.11,4.26,0.060,1.620,1462,813,762,363,1124,1.0,0.5,27.5,25.3,762.0,ON,
71,0102,6/7/2016 12:52:25 PM ,3120,20.94,20.64,0.30,3.0,3001,0.041,0.332,0.291,2.9,0.962,0.5,0.50,STABLE,0.00,4.26,0.020,1.640,237,56,188,36,4,1.0,0.5,27.3,25.3,762.0,ON,
72,0102,6/7/2016 1:12:25 PM ,3232,20.93,20.63,0.31,3.0,2825,0.041,0.315,0.274,3.0,0.874,0.5,0.50,STABLE,0.00,4.26,0.000,1.640,91,19,25,5,0,1.0,0.5,26.0,25.3,762.0,ON,
73,0102,6/7/2016 1:32:25 PM ,4656,20.93,20.49,0.44,3.1,4166,0.042,0.446,0.404,3.0,0.895,0.7,0.50,STABLE,0.01,4.27,0.020,1.660,582,329,274,124,668,1.0,0.5,25.7,25.3,762.0,ON,
74,0102,6/7/2016 1:52:25 PM ,4026,20.93,20.54,0.39,3.1,4056,0.041,0.435,0.393,3.0,1.008,0.6,0.50,STABLE,0.14,4.41,0.000,1.660,1100,553,641,285,481,1.0,0.5,25.7,25.3,761.7,ON,
75,0102,6/7/2016 2:12:25 PM ,4135,20.93,20.54,0.40,3.1,4047,0.040,0.433,0.393,3.1,0.979,0.6,0.50,STABLE,0.06,4.47,0.040,1.700,969,499,516,192,728,1.0,0.5,24.0,25.3,761.7,ON,
76,0102,6/7/2016 2:32:25 PM ,3078,20.93,20.64,0.29,3.2,2880,0.041,0.320,0.279,3.1,0.936,0.4,0.50,STABLE,0.00,4.47,0.000,1.700,81,1,19,0,0,1.1,0.5,23.9,25.3,761.5,ON,
77,0102,6/7/2016 2:52:25 PM ,2747,20.93,20.67,0.26,3.2,2537,0.041,0.287,0.246,3.1,0.924,0.4,0.50,STABLE,0.01,4.48,0.000,1.700,30,7,13,10,0,1.0,0.5,24.3,25.3,761.2,ON,
78,0102,6/7/2016 3:12:25 PM ,4595,20.93,20.50,0.44,3.2,4125,0.041,0.441,0.400,3.2,0.898,0.7,0.50,STABLE,0.02,4.50,0.000,1.700,380,221,166,70,294,1.1,0.5,24.8,25.3,760.9,ON,
79,0102,6/7/2016 3:32:25 PM ,4055,20.93,20.54,0.39,3.3,3985,0.040,0.427,0.387,3.2,0.983,0.6,0.50,STABLE,0.11,4.61,0.040,1.740,1316,606,649,272,381,1.0,0.5,24.1,25.3,760.9,ON,
80,0102,6/7/2016 3:52:25 PM ,3042,20.93,20.64,0.29,3.3,2799,0.040,0.312,0.272,3.2,0.920,0.4,0.50,STABLE,0.01,4.62,0.000,1.740,52,9,15,3,0,1.0,0.5,23.6,25.3,760.7,ON,
81,0102,6/7/2016 4:12:25 PM ,3269,20.93,20.63,0.31,3.3,2860,0.039,0.317,0.278,3.3,0.875,0.5,0.50,STABLE,0.00,4.62,0.000,1.740,36,15,42,19,0,1.1,0.5,22.7,25.3,760.7,ON,
82,0102,6/7/2016 4:32:25 PM ,4588,20.93,20.50,0.43,3.4,4020,0.039,0.430,0.390,3.3,0.876,0.7,0.50,DYNAMIC,0.08,4.70,0.000,1.740,687,361,296,143,453,1.0,0.5,22.5,25.3,760.4,ON,
83,0102,6/7/2016 4:52:25 PM ,3711,20.93,20.58,0.36,3.4,3652,0.040,0.395,0.354,3.3,0.984,0.5,0.50,STABLE,0.07,4.77,0.000,1.740,683,241,611,151,25,1.0,0.5,23.5,25.3,760.2,ON,
84,0102,6/7/2016 5:12:25 PM ,4342,20.94,20.52,0.42,3.5,4089,0.039,0.436,0.397,3.4,0.942,0.6,0.50,STABLE,0.04,4.81,0.020,1.760,341,187,162,78,220,1.0,0.5,29.1,25.3,760.2,ON,
85,0102,6/7/2016 5:32:25 PM ,4296,20.94,20.52,0.42,3.5,4369,0.039,0.463,0.424,3.4,1.017,0.6,0.50,STABLE,0.10,4.91,0.040,1.800,1267,699,723,287,670,1.0,0.5,28.4,25.3,760.2,ON,
86,0102,6/7/2016 5:52:25 PM ,3375,20.94,20.61,0.33,3.5,3340,0.039,0.363,0.324,3.5,0.990,0.5,0.50,STABLE,-0.01,4.90,0.020,1.820,249,74,312,83,3,1.0,0.5,28.4,25.3,760.2,ON,
87,0102,6/7/2016 6:12:25 PM ,4638,20.94,20.49,0.45,3.6,4518,0.039,0.478,0.438,3.5,0.974,0.7,0.50,STABLE,0.09,4.99,0.000,1.820,1228,711,623,276,713,1.0,0.5,27.8,25.3,759.9,OFF,
88,0102,6/7/2016 6:32:25 PM ,4549,20.93,20.49,0.44,3.6,4733,0.040,0.499,0.459,3.5,1.040,0.7,0.50,STABLE,0.12,5.11,0.020,1.840,856,450,375,147,559,1.0,0.5,27.6,25.3,759.4,OFF,
89,0102,6/7/2016 6:52:25 PM ,3400,20.93,20.60,0.33,3.7,3518,0.040,0.381,0.341,3.6,1.035,0.5,0.50,DYNAMIC,0.08,5.19,0.040,1.880,749,304,499,174,58,1.0,0.5,27.6,25.1,759.4,OFF,
90,0102,6/7/2016 7:12:25 PM ,4752,20.93,20.46,0.47,3.7,5022,0.040,0.527,0.487,3.6,1.057,0.7,0.50,STABLE,0.19,5.38,0.040,1.920,1768,1048,861,429,729,1.0,0.5,27.7,25.0,759.4,OFF,
91,0102,6/7/2016 7:32:25 PM ,3153,20.93,20.62,0.31,3.7,3390,0.040,0.368,0.329,3.7,1.075,0.5,0.50,STABLE,0.03,5.41,0.000,1.920,298,161,155,64,8,1.1,0.5,27.7,25.0,759.2,OFF,
92,0102,6/7/2016 7:52:25 PM ,4901,20.93,20.45,0.48,3.8,5198,0.040,0.544,0.504,3.7,1.061,0.7,0.50,STABLE,0.15,5.56,0.080,2.000,1273,757,719,281,617,1.0,0.5,29.1,24.9,759.2,OFF,
93,0102,6/7/2016 8:12:25 PM ,4933,20.93,20.44,0.48,3.8,5239,0.040,0.548,0.508,3.8,1.062,0.7,0.50,STABLE,0.08,5.64,0.000,2.000,1840,1024,961,462,470,1.0,0.5,29.8,24.9,758.9,OFF,
94,0102,6/7/2016 8:32:25 PM ,3165,20.93,20.62,0.31,3.9,3371,0.040,0.367,0.327,3.8,1.065,0.5,0.50,STABLE,0.02,5.66,0.020,2.020,358,210,202,96,102,1.0,0.5,33.3,24.9,758.7,OFF,
95,0102,6/7/2016 8:52:25 PM ,4861,20.93,20.45,0.48,3.9,5091,0.040,0.533,0.494,3.8,1.047,0.7,0.50,STABLE,0.22,5.88,0.000,2.020,1801,1277,657,313,1072,1.1,0.5,35.1,24.9,758.7,OFF,
96,0102,6/7/2016 9:12:25 PM ,4838,20.93,20.45,0.48,4.0,5169,0.040,0.541,0.501,3.9,1.068,0.7,0.50,STABLE,0.10,5.98,0.040,2.060,1787,1008,946,420,545,1.1,0.5,36.6,24.9,758.4,OFF,
97,0102,6/7/2016 9:32:25 PM ,3231,20.93,20.61,0.32,4.0,3472,0.040,0.376,0.337,3.9,1.075,0.5,0.50,STABLE,0.00,5.98,0.020,2.080,425,122,273,90,24,1.1,0.5,36.6,24.9,758.4,OFF,
98,0102,6/7/2016 9:52:25 PM ,4872,20.93,20.45,0.48,4.0,5101,0.040,0.534,0.495,4.0,1.047,0.7,0.50,STABLE,0.15,6.13,0.020,2.100,2041,1423,836,429,1164,1.1,0.5,36.6,24.9,758.2,OFF,
99,0102,6/7/2016 10:12:25 PM ,4919,20.93,20.44,0.48,4.1,5297,0.040,0.553,0.514,4.0,1.077,0.7,0.50,STABLE,0.16,6.29,0.020,2.120,1871,1110,1060,573,617,1.1,0.5,36.6,24.9,758.2,OFF,
