Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:37 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0103
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G28
Subject Mass (G), 29.91 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
38,0103,6/7/2016 1:54:25 AM ,3692,20.93,20.56,0.37,1.2,3862,0.040,0.425,0.385,1.1,1.046,0.6,0.50,STABLE,0.18,2.01,0.080,0.220,1152,551,1025,419,231,1.1,0.5,19.6,24.2,764.0,OFF,
39,0103,6/7/2016 2:14:25 AM ,3808,20.93,20.55,0.38,1.2,3891,0.040,0.428,0.388,1.1,1.022,0.6,0.50,DYNAMIC,0.04,2.05,0.020,0.240,2016,1406,1504,837,847,1.1,0.5,19.6,24.2,763.7,OFF,
40,0103,6/7/2016 2:34:25 AM ,3644,20.93,20.57,0.37,1.3,3774,0.040,0.416,0.376,1.2,1.036,0.6,0.50,STABLE,0.12,2.17,0.120,0.360,1462,910,1104,575,884,1.0,0.5,19.7,24.2,763.7,OFF,
41,0103,6/7/2016 2:54:25 AM ,3396,20.93,20.59,0.34,1.3,3448,0.040,0.384,0.344,1.2,1.015,0.5,0.50,DYNAMIC,0.11,2.28,0.020,0.380,1024,394,1016,359,288,1.0,0.5,20.2,24.2,763.7,OFF,
42,0103,6/7/2016 3:14:25 AM ,2252,20.93,20.71,0.23,1.3,2293,0.040,0.269,0.229,1.2,1.018,0.3,0.50,STABLE,0.07,2.35,0.000,0.380,288,171,316,156,66,1.1,0.5,20.9,24.2,763.7,OFF,
43,0103,6/7/2016 3:34:25 AM ,4594,20.93,20.47,0.46,1.4,4539,0.040,0.493,0.453,1.3,0.988,0.7,0.50,STABLE,0.00,2.35,0.000,0.380,1380,1055,785,465,445,1.0,0.5,21.0,24.2,763.5,OFF,
44,0103,6/7/2016 3:54:25 AM ,3723,20.93,20.56,0.37,1.4,3854,0.040,0.424,0.384,1.3,1.035,0.6,0.50,STABLE,0.21,2.56,0.000,0.380,2311,1652,1584,940,860,1.1,0.5,20.8,24.2,763.5,OFF,
45,0103,6/7/2016 4:14:25 AM ,3703,20.93,20.56,0.38,1.5,3983,0.040,0.437,0.397,1.3,1.076,0.6,0.50,STABLE,0.16,2.72,0.140,0.520,1490,907,1327,720,676,1.0,0.5,20.9,24.2,763.2,OFF,
46,0103,6/7/2016 4:34:25 AM ,3609,20.93,20.57,0.36,1.5,3789,0.040,0.418,0.378,1.4,1.050,0.6,0.50,STABLE,0.18,2.90,0.080,0.600,1472,937,1250,656,647,1.0,0.5,21.1,24.3,763.2,OFF,
47,0103,6/7/2016 4:54:25 AM ,2723,20.93,20.66,0.27,1.5,2821,0.040,0.322,0.281,1.4,1.036,0.4,0.50,STABLE,0.00,2.90,0.000,0.600,925,449,817,334,494,1.0,0.5,21.7,24.3,763.2,OFF,
48,0103,6/7/2016 5:14:25 AM ,4425,20.93,20.49,0.44,1.6,4411,0.040,0.480,0.440,1.5,0.997,0.7,0.50,STABLE,0.00,2.90,0.000,0.600,1178,816,668,374,536,1.1,0.5,22.3,24.3,763.2,OFF,
49,0103,6/7/2016 5:34:25 AM ,3741,20.93,20.55,0.38,1.6,3930,0.040,0.432,0.392,1.5,1.051,0.6,0.50,STABLE,0.14,3.04,0.120,0.720,1371,822,985,475,542,1.0,0.5,23.4,24.4,763.0,OFF,
50,0103,6/7/2016 5:54:25 AM ,3561,20.93,20.57,0.36,1.6,3667,0.040,0.406,0.366,1.5,1.030,0.5,0.50,STABLE,0.09,3.13,0.000,0.720,958,347,913,358,247,1.0,0.5,24.1,24.4,763.0,OFF,
51,0103,6/7/2016 6:14:25 AM ,3441,20.93,20.58,0.34,1.7,3517,0.040,0.391,0.351,1.6,1.022,0.5,0.50,STABLE,0.12,3.25,0.060,0.780,1656,1068,1132,612,770,1.0,0.5,24.2,24.4,763.0,ON,
52,0103,6/7/2016 6:34:25 AM ,2749,20.93,20.66,0.27,1.7,2650,0.040,0.305,0.264,1.6,0.964,0.4,0.50,STABLE,-0.01,3.24,0.020,0.800,546,116,556,111,8,1.0,0.5,25.0,24.7,763.0,ON,
53,0103,6/7/2016 6:54:25 AM ,2501,20.93,20.69,0.24,1.7,2258,0.040,0.265,0.225,1.6,0.903,0.4,0.50,STABLE,0.01,3.25,0.000,0.800,87,8,38,10,0,1.1,0.5,25.7,24.7,763.0,ON,
54,0103,6/7/2016 7:14:25 AM ,4368,20.93,20.51,0.43,1.8,3919,0.040,0.431,0.391,1.7,0.897,0.6,0.50,STABLE,0.00,3.25,0.000,0.800,646,420,296,165,202,1.0,0.5,25.8,24.8,762.7,ON,
55,0103,6/7/2016 7:34:25 AM ,3322,20.93,20.60,0.33,1.8,3319,0.040,0.371,0.331,1.7,0.999,0.5,0.50,STABLE,0.15,3.40,0.040,0.840,2084,1392,1259,686,662,1.0,0.5,26.2,24.8,762.7,ON,
56,0103,6/7/2016 7:54:25 AM ,3197,20.94,20.62,0.32,1.8,3261,0.040,0.365,0.325,1.7,1.020,0.5,0.50,STABLE,0.02,3.42,0.040,0.880,781,262,691,250,151,1.0,0.5,26.5,25.0,762.7,ON,
57,0103,6/7/2016 8:14:25 AM ,2736,20.94,20.67,0.27,1.9,2461,0.040,0.285,0.246,1.8,0.900,0.4,0.50,STABLE,0.00,3.42,0.000,0.880,58,8,80,22,0,1.0,0.5,27.4,25.0,762.7,ON,
58,0103,6/7/2016 8:34:25 AM ,4413,20.94,20.51,0.43,1.9,4036,0.040,0.443,0.403,1.8,0.914,0.7,0.50,STABLE,0.02,3.44,0.000,0.880,1373,871,696,352,536,1.0,0.5,27.5,25.1,762.7,ON,
59,EVENT,6/7/2016 8:54:25 AM ,3829,20.94,20.56,0.38,1.9,3641,0.042,0.405,0.363,1.8,0.951,0.6,0.50,STABLE,-0.03,3.41,0.000,0.880,1736,1090,1202,646,509,1.0,0.5,28.2,25.1,762.7,ON,
60,0103,6/7/2016 9:14:25 AM ,2363,20.94,20.70,0.23,2.0,2283,0.040,0.268,0.228,1.9,0.966,0.4,0.50,STABLE,0.03,3.44,0.000,0.880,216,70,314,141,16,1.0,0.5,28.3,25.1,762.7,ON,
61,0103,6/7/2016 9:34:25 AM ,4061,20.94,20.54,0.40,2.0,3743,0.040,0.413,0.373,1.9,0.922,0.6,0.50,STABLE,0.04,3.48,0.000,0.880,824,502,517,276,364,1.0,0.5,29.3,25.1,762.7,ON,
62,0103,6/7/2016 9:54:25 AM ,3046,20.94,20.64,0.30,2.0,2928,0.040,0.332,0.292,1.9,0.961,0.5,0.50,STABLE,0.05,3.53,0.000,0.880,685,179,722,200,147,1.0,0.5,29.6,25.2,762.5,ON,
63,0103,6/7/2016 10:14:25 AM ,2459,20.94,20.70,0.24,2.1,2261,0.040,0.265,0.226,1.9,0.920,0.4,0.50,STABLE,0.07,3.60,0.000,0.880,224,27,189,78,0,1.0,0.5,30.1,25.2,762.5,ON,
64,0103,6/7/2016 10:34:25 AM ,3988,20.94,20.55,0.39,2.1,3528,0.040,0.392,0.352,2.0,0.885,0.6,0.50,STABLE,0.01,3.61,0.000,0.880,509,302,288,134,257,1.0,0.5,30.4,25.2,762.5,ON,
65,0103,6/7/2016 10:54:25 AM ,3209,20.93,20.62,0.32,2.1,3117,0.040,0.351,0.311,2.0,0.971,0.5,0.50,STABLE,0.11,3.72,0.000,0.880,1023,524,1052,358,227,1.0,0.5,30.8,25.3,762.5,ON,
66,0103,6/7/2016 11:14:25 AM ,2662,20.94,20.68,0.26,2.2,2350,0.039,0.274,0.234,2.0,0.883,0.4,0.50,STABLE,0.00,3.72,0.000,0.880,69,8,50,13,0,1.0,0.5,31.2,25.3,762.2,ON,
67,0103,6/7/2016 11:34:25 AM ,3489,20.94,20.59,0.34,2.2,3201,0.040,0.359,0.319,2.1,0.917,0.5,0.50,STABLE,0.12,3.84,0.080,0.960,800,421,596,248,293,1.0,0.5,31.1,25.3,762.2,ON,
68,0103,6/7/2016 11:54:25 AM ,2487,20.94,20.69,0.24,2.2,2305,0.039,0.269,0.230,2.1,0.927,0.4,0.50,STABLE,0.00,3.84,0.000,0.960,106,11,44,9,0,1.0,0.5,29.9,25.3,762.2,ON,
69,0103,6/7/2016 12:14:25 PM ,3478,20.94,20.59,0.34,2.3,3181,0.040,0.357,0.317,2.1,0.915,0.5,0.50,STABLE,0.10,3.94,0.000,0.960,904,517,511,253,235,1.1,0.5,29.5,25.3,762.2,ON,
70,0103,6/7/2016 12:34:25 PM ,3098,20.93,20.63,0.31,2.3,2958,0.041,0.336,0.295,2.1,0.955,0.5,0.50,STABLE,0.02,3.96,0.020,0.980,669,172,723,206,19,1.0,0.5,27.5,25.3,762.0,ON,
71,0103,6/7/2016 12:54:25 PM ,2690,20.94,20.68,0.26,2.3,2246,0.041,0.265,0.224,2.2,0.835,0.4,0.50,STABLE,0.00,3.96,0.000,0.980,45,11,39,11,0,1.0,0.5,27.2,25.3,762.0,ON,
72,0103,6/7/2016 1:14:25 PM ,2347,20.93,20.71,0.23,2.3,1969,0.041,0.237,0.196,2.2,0.839,0.3,0.50,STABLE,0.01,3.97,0.000,0.980,74,5,43,14,0,1.0,0.5,25.8,25.3,762.0,ON,
73,0103,6/7/2016 1:34:25 PM ,3952,20.93,20.55,0.38,2.4,3292,0.042,0.371,0.329,2.2,0.833,0.6,0.50,STABLE,0.03,4.00,0.000,0.980,431,226,217,91,225,1.0,0.5,25.8,25.3,762.0,ON,
74,0103,6/7/2016 1:54:25 PM ,3158,20.93,20.62,0.31,2.4,2963,0.041,0.337,0.296,2.2,0.938,0.5,0.50,STABLE,0.08,4.08,0.000,0.980,1133,571,880,357,311,1.0,0.5,25.7,25.3,761.7,ON,
75,0103,6/7/2016 2:14:25 PM ,2768,20.93,20.67,0.27,2.4,2397,0.040,0.279,0.239,2.3,0.866,0.4,0.50,STABLE,0.01,4.09,0.000,0.980,264,70,209,64,0,1.0,0.5,24.0,25.3,761.7,ON,
76,0103,6/7/2016 2:34:25 PM ,2812,20.93,20.67,0.27,2.5,2286,0.041,0.269,0.228,2.3,0.813,0.4,0.50,STABLE,0.01,4.10,0.000,0.980,28,1,31,10,0,1.0,0.5,23.9,25.3,761.5,ON,
77,0103,6/7/2016 2:54:25 PM ,2512,20.93,20.69,0.24,2.5,2016,0.041,0.242,0.201,2.3,0.803,0.4,0.50,STABLE,0.01,4.11,0.000,0.980,45,13,103,17,0,1.0,0.5,24.5,25.3,761.2,ON,
78,0103,6/7/2016 3:14:25 PM ,2458,20.93,20.70,0.23,2.5,1960,0.041,0.237,0.196,2.3,0.797,0.4,0.50,STABLE,0.01,4.12,0.000,0.980,57,12,56,8,0,1.0,0.5,24.8,25.3,760.9,ON,
79,0103,6/7/2016 3:34:25 PM ,2166,20.93,20.73,0.21,2.5,1708,0.040,0.211,0.170,2.4,0.788,0.3,0.50,STABLE,0.00,4.12,0.020,1.000,63,13,112,20,0,1.0,0.5,24.0,25.3,760.9,ON,
80,0103,6/7/2016 3:54:25 PM ,3020,20.93,20.64,0.29,2.6,2531,0.040,0.293,0.253,2.4,0.838,0.4,0.50,STABLE,0.07,4.19,0.000,1.000,896,483,645,329,237,1.0,0.5,23.6,25.3,760.7,ON,
81,0103,6/7/2016 4:14:25 PM ,2589,20.93,20.68,0.25,2.6,2243,0.039,0.263,0.224,2.4,0.866,0.4,0.50,STABLE,-0.01,4.18,0.060,1.060,513,103,596,123,2,1.0,0.5,22.5,25.3,760.7,ON,
82,0103,6/7/2016 4:34:25 PM ,2356,20.93,20.71,0.22,2.6,1865,0.039,0.226,0.186,2.4,0.792,0.3,0.50,STABLE,0.02,4.20,0.000,1.060,19,3,37,10,0,1.0,0.5,22.6,25.3,760.2,ON,
83,0103,6/7/2016 4:54:25 PM ,2530,20.93,20.69,0.24,2.6,1958,0.040,0.236,0.195,2.4,0.774,0.4,0.50,STABLE,0.01,4.21,0.000,1.060,49,13,61,11,0,1.0,0.5,23.7,25.3,760.2,ON,
84,0103,6/7/2016 5:14:25 PM ,3553,20.94,20.59,0.34,2.7,3013,0.039,0.340,0.301,2.5,0.848,0.5,0.50,STABLE,0.00,4.21,0.000,1.060,442,220,226,87,98,1.0,0.5,29.5,25.3,760.2,ON,
85,0103,6/7/2016 5:34:25 PM ,3362,20.94,20.61,0.33,2.7,3112,0.039,0.349,0.310,2.5,0.925,0.5,0.50,STABLE,0.06,4.27,0.000,1.060,1042,458,1137,392,414,1.0,0.5,28.2,25.3,760.2,ON,
86,0103,6/7/2016 5:54:25 PM ,2691,20.94,20.68,0.26,2.7,2313,0.039,0.270,0.231,2.5,0.859,0.4,0.50,STABLE,0.00,4.27,0.000,1.060,301,88,340,120,0,1.0,0.5,28.4,25.3,760.2,ON,
87,0103,6/7/2016 6:14:25 PM ,3944,20.94,20.55,0.38,2.8,3427,0.039,0.381,0.342,2.6,0.869,0.6,0.50,STABLE,0.03,4.30,0.020,1.080,783,395,663,244,511,1.0,0.5,27.7,25.3,759.9,OFF,
88,0103,6/7/2016 6:34:25 PM ,3739,20.93,20.57,0.36,2.8,3140,0.040,0.353,0.313,2.6,0.840,0.5,0.50,STABLE,0.07,4.37,0.000,1.080,1652,1016,1180,544,669,1.0,0.5,27.6,25.3,759.4,OFF,
89,0103,6/7/2016 6:54:25 PM ,2608,20.93,20.68,0.25,2.8,2355,0.040,0.275,0.235,2.6,0.903,0.4,0.50,STABLE,0.04,4.41,0.000,1.080,1152,565,893,406,241,1.0,0.5,27.7,25.1,759.4,OFF,
90,0103,6/7/2016 7:14:25 PM ,4010,20.93,20.54,0.39,2.9,3528,0.040,0.392,0.352,2.6,0.880,0.6,0.50,DYNAMIC,-0.02,4.39,0.000,1.080,831,472,518,218,369,1.1,0.5,27.7,25.0,759.4,OFF,
91,0103,6/7/2016 7:34:25 PM ,3558,20.93,20.58,0.35,2.9,3410,0.040,0.380,0.340,2.7,0.958,0.5,0.50,STABLE,0.08,4.47,0.000,1.080,1560,904,1251,616,523,1.0,0.5,27.9,25.0,759.2,OFF,
92,0103,6/7/2016 7:54:25 PM ,2737,20.93,20.66,0.27,2.9,2596,0.040,0.299,0.259,2.7,0.949,0.4,0.50,STABLE,0.09,4.56,0.020,1.100,962,445,783,312,103,1.1,0.5,29.1,24.9,758.9,OFF,
93,0103,6/7/2016 8:14:25 PM ,3815,20.93,20.55,0.38,3.0,3719,0.040,0.411,0.371,2.7,0.975,0.6,0.50,STABLE,0.11,4.67,0.000,1.100,686,396,524,260,222,1.0,0.5,29.9,24.9,758.9,OFF,
94,0103,6/7/2016 8:34:25 PM ,2368,20.93,20.69,0.23,3.0,2287,0.040,0.268,0.228,2.8,0.966,0.4,0.50,STABLE,0.00,4.67,0.000,1.100,690,228,525,165,59,1.0,0.5,33.8,24.9,758.7,OFF,
95,0103,6/7/2016 8:54:25 PM ,3996,20.93,20.53,0.40,3.0,3970,0.040,0.436,0.396,2.8,0.993,0.6,0.50,STABLE,0.11,4.78,0.040,1.140,1611,974,1199,591,568,1.0,0.5,35.3,24.9,758.7,OFF,
96,0103,6/7/2016 9:14:25 PM ,3484,20.93,20.58,0.35,3.1,3516,0.040,0.390,0.351,2.8,1.009,0.5,0.50,STABLE,0.06,4.84,0.000,1.140,1093,394,1050,416,254,1.1,0.5,36.6,24.9,758.4,OFF,
97,0103,6/7/2016 9:34:25 PM ,3282,20.93,20.60,0.33,3.1,3271,0.040,0.366,0.326,2.9,0.996,0.5,0.50,STABLE,0.14,4.98,0.000,1.140,808,307,778,290,84,1.1,0.5,36.6,24.9,758.4,OFF,
98,0103,6/7/2016 9:54:25 PM ,2661,20.93,20.66,0.26,3.1,2582,0.040,0.297,0.258,2.9,0.971,0.4,0.50,STABLE,0.00,4.98,0.020,1.160,120,23,74,14,0,1.1,0.5,36.6,24.9,758.2,OFF,
99,0103,6/7/2016 10:14:25 PM ,3729,20.93,20.55,0.37,3.2,3828,0.040,0.421,0.382,2.9,1.027,0.6,0.50,STABLE,0.16,5.14,0.040,1.200,1733,1071,1432,680,831,1.1,0.5,36.6,24.9,758.2,OFF,
