Oxymax CSV File 

CSV Generation Date,6/13/2016 9:09:08 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0108
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G40
Subject Mass (G), 32.35 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
37,0108,6/7/2016 1:46:25 AM ,3839,20.93,20.53,0.41,1.4,3511,0.040,0.419,0.379,1.2,0.915,0.6,0.50,STABLE,0.06,1.70,0.100,0.700,1911,1100,1337,731,732,1.0,0.5,19.6,24.2,764.0,OFF,
38,0108,6/7/2016 2:06:25 AM ,3777,20.93,20.53,0.40,1.4,3552,0.040,0.423,0.383,1.2,0.940,0.6,0.50,STABLE,0.00,1.70,0.000,0.700,902,504,670,329,196,1.1,0.5,19.6,24.2,764.0,OFF,
39,0108,6/7/2016 2:26:25 AM ,2979,20.93,20.62,0.31,1.4,2654,0.040,0.326,0.286,1.2,0.891,0.5,0.50,STABLE,0.03,1.73,0.000,0.700,811,283,877,256,92,1.0,0.5,19.6,24.2,763.7,OFF,
40,0108,6/7/2016 2:46:25 AM ,2884,20.93,20.63,0.30,1.5,2541,0.040,0.314,0.274,1.3,0.881,0.5,0.50,STABLE,0.06,1.79,0.060,0.760,673,348,526,233,170,1.0,0.5,20.0,24.2,763.7,OFF,
41,0108,6/7/2016 3:06:25 AM ,2864,20.93,20.63,0.30,1.5,2514,0.040,0.311,0.271,1.3,0.878,0.5,0.50,STABLE,0.06,1.85,0.000,0.760,447,152,440,159,113,1.1,0.5,20.6,24.2,763.7,OFF,
42,0108,6/7/2016 3:26:25 AM ,3605,20.93,20.55,0.38,1.5,3177,0.040,0.383,0.343,1.3,0.881,0.6,0.50,STABLE,0.00,1.85,0.020,0.780,238,74,261,114,34,1.0,0.5,20.9,24.2,763.5,OFF,
43,0108,6/7/2016 3:46:25 AM ,2673,20.93,20.65,0.28,1.6,2316,0.040,0.290,0.250,1.3,0.866,0.4,0.50,STABLE,0.04,1.89,0.000,0.780,406,164,203,96,45,1.0,0.5,21.0,24.2,763.5,OFF,
44,0108,6/7/2016 4:06:25 AM ,3143,20.93,20.60,0.33,1.6,2636,0.040,0.325,0.285,1.4,0.839,0.5,0.50,STABLE,0.01,1.90,0.000,0.780,224,92,136,57,21,1.0,0.5,20.8,24.2,763.2,OFF,
45,0108,6/7/2016 4:26:25 AM ,4007,20.93,20.51,0.42,1.6,3677,0.040,0.437,0.397,1.4,0.918,0.6,0.50,STABLE,0.11,2.01,0.020,0.800,1324,688,981,449,602,1.0,0.5,21.0,24.3,763.2,OFF,
46,0108,6/7/2016 4:46:25 AM ,3785,20.93,20.53,0.40,1.7,3588,0.040,0.428,0.387,1.4,0.948,0.6,0.50,DYNAMIC,0.16,2.17,0.080,0.880,1060,593,919,382,368,1.0,0.5,21.3,24.3,763.2,OFF,
47,0108,6/7/2016 5:06:25 AM ,3760,20.93,20.53,0.40,1.7,3566,0.040,0.425,0.385,1.5,0.948,0.6,0.50,STABLE,0.02,2.19,0.060,0.940,2361,1463,1670,886,1115,1.1,0.5,22.1,24.3,763.2,OFF,
48,0108,6/7/2016 5:26:25 AM ,3341,20.93,20.58,0.35,1.8,3026,0.041,0.367,0.327,1.5,0.906,0.5,0.50,STABLE,0.03,2.22,0.000,0.940,1763,1134,1379,720,827,1.0,0.5,22.8,24.3,763.2,OFF,
49,0108,6/7/2016 5:46:25 AM ,3484,20.93,20.56,0.37,1.8,3165,0.040,0.382,0.342,1.5,0.908,0.6,0.50,STABLE,0.11,2.33,0.100,1.040,1276,728,968,476,372,1.0,0.5,23.8,24.4,763.0,OFF,
50,0108,6/7/2016 6:06:25 AM ,3961,20.93,20.51,0.42,1.8,3676,0.040,0.437,0.397,1.6,0.928,0.6,0.50,STABLE,0.10,2.43,0.040,1.080,1561,787,1223,598,540,1.0,0.5,24.0,24.4,763.0,ON,
51,0108,6/7/2016 6:26:25 AM ,3539,20.93,20.55,0.38,1.9,3290,0.040,0.395,0.355,1.6,0.930,0.6,0.50,STABLE,0.02,2.45,0.020,1.100,1256,705,1168,556,583,1.0,0.5,24.6,24.7,763.0,ON,
52,0108,6/7/2016 6:46:25 AM ,2801,20.93,20.64,0.29,1.9,2331,0.040,0.292,0.252,1.7,0.832,0.4,0.50,STABLE,0.02,2.47,0.020,1.120,617,242,536,203,79,1.0,0.5,25.5,24.7,763.0,ON,
53,0108,6/7/2016 7:06:25 AM ,3240,20.93,20.59,0.34,1.9,2743,0.040,0.336,0.296,1.7,0.847,0.5,0.50,STABLE,0.00,2.47,0.000,1.120,669,382,535,223,243,1.0,0.5,25.7,24.8,762.7,ON,
54,0108,6/7/2016 7:26:25 AM ,3381,20.93,20.58,0.36,2.0,3110,0.040,0.375,0.336,1.7,0.920,0.5,0.50,STABLE,0.13,2.60,0.040,1.160,1423,726,908,415,328,1.0,0.5,25.9,24.8,762.7,ON,
55,0108,6/7/2016 7:46:25 AM ,3437,20.94,20.57,0.36,2.0,3056,0.040,0.370,0.330,1.7,0.889,0.5,0.50,STABLE,-0.01,2.59,0.040,1.200,873,161,949,236,32,1.0,0.5,26.1,24.8,762.7,ON,
56,0108,6/7/2016 8:06:25 AM ,2817,20.94,20.65,0.29,2.0,2206,0.040,0.278,0.238,1.8,0.783,0.4,0.50,STABLE,0.00,2.59,0.000,1.200,84,24,234,56,0,1.0,0.5,27.2,25.0,762.7,ON,
57,0108,6/7/2016 8:26:25 AM ,3316,20.94,20.60,0.34,2.1,2615,0.040,0.322,0.282,1.8,0.788,0.5,0.50,STABLE,-0.01,2.58,0.020,1.220,128,57,123,40,17,1.0,0.5,27.5,25.1,762.7,ON,
58,0108,6/7/2016 8:46:25 AM ,4401,20.94,20.48,0.46,2.1,3715,0.040,0.441,0.401,1.8,0.844,0.7,0.50,STABLE,0.00,2.58,0.040,1.260,1262,735,796,388,258,1.0,0.5,27.8,25.2,762.7,ON,
59,EVENT,6/7/2016 9:06:25 AM ,2859,20.94,20.64,0.30,2.2,2386,0.040,0.298,0.258,1.9,0.835,0.4,0.50,STABLE,0.00,2.58,0.000,1.260,101,30,74,32,0,1.0,0.5,27.9,25.1,762.7,ON,
60,0108,6/7/2016 9:26:25 AM ,3625,20.94,20.56,0.38,2.2,3010,0.040,0.365,0.325,1.9,0.830,0.6,0.50,STABLE,0.10,2.68,0.020,1.280,771,400,596,272,119,1.0,0.5,29.0,25.1,762.7,ON,
61,0108,6/7/2016 9:46:25 AM ,2491,20.94,20.68,0.26,2.2,2050,0.040,0.261,0.221,1.9,0.823,0.4,0.50,STABLE,0.01,2.69,0.000,1.280,215,26,297,68,0,1.1,0.5,29.4,25.1,762.5,ON,
62,0108,6/7/2016 10:06:25 AM ,2939,20.94,20.63,0.30,2.3,2354,0.040,0.294,0.254,1.9,0.801,0.5,0.50,STABLE,0.00,2.69,0.000,1.280,10,0,25,5,0,1.0,0.5,30.0,25.2,762.5,ON,
63,0108,6/7/2016 10:26:25 AM ,3438,20.94,20.58,0.36,2.3,2873,0.040,0.350,0.310,2.0,0.836,0.5,0.50,STABLE,0.02,2.71,0.020,1.300,211,47,185,52,6,1.0,0.5,30.4,25.2,762.5,ON,
64,0108,6/7/2016 10:46:25 AM ,2795,20.94,20.65,0.29,2.3,2201,0.040,0.277,0.238,2.0,0.787,0.4,0.50,STABLE,0.00,2.71,0.000,1.300,89,47,107,43,0,1.0,0.5,30.5,25.3,762.5,ON,
65,0108,6/7/2016 11:06:25 AM ,3298,20.94,20.60,0.34,2.4,2640,0.039,0.324,0.285,2.0,0.801,0.5,0.50,STABLE,0.00,2.71,0.000,1.300,73,13,84,30,4,1.0,0.5,31.1,25.3,762.5,ON,
66,0108,6/7/2016 11:26:25 AM ,3260,20.94,20.59,0.34,2.4,2791,0.039,0.341,0.301,2.1,0.856,0.5,0.50,STABLE,0.12,2.83,0.020,1.320,704,223,661,261,60,1.0,0.5,31.1,25.3,762.2,ON,
67,0108,6/7/2016 11:46:25 AM ,2530,20.94,20.67,0.26,2.4,2082,0.039,0.264,0.225,2.1,0.823,0.4,0.50,STABLE,0.00,2.83,0.000,1.320,15,0,30,1,0,1.0,0.5,30.3,25.3,762.2,ON,
68,0108,6/7/2016 12:06:25 PM ,2835,20.94,20.64,0.29,2.4,2268,0.039,0.284,0.245,2.1,0.800,0.4,0.50,STABLE,0.00,2.83,0.000,1.320,29,13,46,12,0,1.0,0.5,30.2,25.3,762.2,ON,
69,0108,6/7/2016 12:26:25 PM ,3377,20.93,20.58,0.35,2.5,2880,0.040,0.351,0.311,2.1,0.853,0.5,0.50,STABLE,0.12,2.95,0.080,1.400,390,177,372,127,41,1.0,0.5,27.7,25.3,762.2,ON,
70,0108,6/7/2016 12:46:25 PM ,2749,20.93,20.65,0.29,2.5,2291,0.042,0.289,0.247,2.2,0.833,0.4,0.50,STABLE,0.00,2.95,0.000,1.400,488,183,622,202,38,1.0,0.5,27.4,25.3,762.0,ON,
71,0108,6/7/2016 1:06:25 PM ,2923,20.93,20.63,0.30,2.5,2335,0.041,0.293,0.252,2.2,0.799,0.5,0.50,STABLE,-0.01,2.94,0.020,1.420,23,15,25,9,0,1.0,0.5,26.5,25.3,762.0,ON,
72,0108,6/7/2016 1:26:25 PM ,2500,20.94,20.68,0.26,2.6,1953,0.041,0.252,0.211,2.2,0.781,0.4,0.50,STABLE,0.00,2.94,0.000,1.420,47,12,14,4,0,1.0,0.5,25.7,25.3,762.0,ON,
73,0108,6/7/2016 1:46:25 PM ,2857,20.93,20.64,0.30,2.6,2312,0.042,0.291,0.250,2.2,0.809,0.4,0.50,STABLE,0.04,2.98,0.000,1.420,168,71,112,46,0,1.0,0.5,25.7,25.3,761.7,ON,
74,0108,6/7/2016 2:06:25 PM ,2486,20.93,20.68,0.26,2.6,1993,0.041,0.257,0.215,2.3,0.802,0.4,0.50,STABLE,0.00,2.98,0.000,1.420,15,2,14,8,0,1.0,0.5,24.9,25.3,761.7,ON,
75,0108,6/7/2016 2:26:25 PM ,2774,20.94,20.65,0.29,2.7,2139,0.041,0.272,0.231,2.3,0.771,0.4,0.50,STABLE,0.00,2.98,0.020,1.440,65,27,49,14,0,1.0,0.5,24.0,25.3,761.5,ON,
76,0108,6/7/2016 2:46:25 PM ,3033,20.93,20.62,0.31,2.7,2391,0.040,0.298,0.258,2.3,0.788,0.5,0.50,STABLE,0.00,2.98,0.000,1.440,338,123,312,83,39,1.0,0.5,24.0,25.3,761.5,ON,
77,0108,6/7/2016 3:06:25 PM ,3689,20.93,20.55,0.38,2.7,3103,0.041,0.376,0.335,2.3,0.841,0.6,0.50,STABLE,0.08,3.06,0.040,1.480,573,140,617,181,22,1.0,0.5,24.5,25.3,760.9,ON,
78,0108,6/7/2016 3:26:25 PM ,2702,20.93,20.65,0.28,2.8,2143,0.041,0.272,0.231,2.4,0.793,0.4,0.50,STABLE,0.01,3.07,0.000,1.480,306,35,307,77,0,1.1,0.5,24.6,25.3,760.9,ON,
79,0108,6/7/2016 3:46:25 PM ,2569,20.94,20.67,0.26,2.8,1988,0.040,0.255,0.215,2.4,0.774,0.4,0.50,STABLE,0.00,3.07,0.020,1.500,30,17,18,2,0,1.0,0.5,23.9,25.3,760.7,ON,
80,0108,6/7/2016 4:06:25 PM ,2686,20.93,20.66,0.28,2.8,2107,0.040,0.267,0.227,2.4,0.784,0.4,0.50,STABLE,0.00,3.07,0.000,1.500,48,15,21,8,0,1.0,0.5,23.5,25.3,760.7,ON,
81,0108,6/7/2016 4:26:25 PM ,2554,20.93,20.67,0.26,2.8,1920,0.040,0.247,0.207,2.4,0.752,0.4,0.50,STABLE,0.00,3.07,0.000,1.500,41,14,35,10,0,1.0,0.5,22.1,25.3,760.4,ON,
82,0108,6/7/2016 4:46:25 PM ,3573,20.94,20.57,0.37,2.9,2866,0.040,0.349,0.309,2.5,0.802,0.6,0.50,STABLE,0.02,3.09,0.020,1.520,264,142,296,134,49,1.0,0.5,23.0,25.3,760.2,ON,
83,0108,6/7/2016 5:06:25 PM ,2686,20.94,20.65,0.28,2.9,2423,0.039,0.301,0.261,2.5,0.902,0.4,0.50,STABLE,0.09,3.18,0.000,1.520,135,24,192,72,1,1.0,0.5,27.0,25.3,760.2,ON,
84,0108,6/7/2016 5:26:25 PM ,3466,20.94,20.57,0.36,2.9,3035,0.039,0.367,0.328,2.5,0.876,0.5,0.50,STABLE,0.00,3.18,0.000,1.520,384,170,531,159,80,1.0,0.5,29.5,25.3,760.2,ON,
85,0108,6/7/2016 5:46:25 PM ,3598,20.94,20.55,0.38,3.0,3341,0.039,0.400,0.361,2.5,0.929,0.6,0.50,STABLE,0.10,3.28,0.060,1.580,952,353,887,303,144,1.0,0.5,28.6,25.3,760.2,ON,
86,0108,6/7/2016 6:06:25 PM ,2996,20.94,20.62,0.31,3.0,2608,0.039,0.321,0.281,2.6,0.870,0.5,0.50,STABLE,0.06,3.34,0.020,1.600,141,18,187,32,0,1.0,0.5,28.2,25.3,759.9,OFF,
87,0108,6/7/2016 6:26:25 PM ,3891,20.94,20.52,0.41,3.1,3567,0.039,0.424,0.385,2.6,0.917,0.6,0.50,STABLE,0.12,3.46,0.000,1.600,2071,1304,1542,809,704,1.1,0.5,27.6,25.3,759.7,OFF,
88,0108,6/7/2016 6:46:25 PM ,3363,20.93,20.57,0.36,3.1,3277,0.040,0.393,0.354,2.6,0.974,0.5,0.50,STABLE,0.13,3.59,0.060,1.660,1697,997,1480,775,793,1.0,0.5,27.6,25.1,759.4,OFF,
89,0108,6/7/2016 7:06:25 PM ,3625,20.93,20.54,0.39,3.1,3565,0.040,0.424,0.385,2.7,0.983,0.6,0.50,STABLE,0.14,3.73,0.020,1.680,2216,1296,1738,934,1256,1.1,0.5,27.7,25.0,759.4,OFF,
90,0108,6/7/2016 7:26:25 PM ,3538,20.93,20.55,0.38,3.2,3429,0.040,0.410,0.370,2.7,0.969,0.6,0.50,DYNAMIC,0.13,3.86,0.040,1.720,1063,373,927,357,157,1.0,0.5,27.6,25.0,759.2,OFF,
91,0108,6/7/2016 7:46:25 PM ,3270,20.93,20.58,0.35,3.2,3178,0.040,0.383,0.343,2.8,0.972,0.5,0.50,STABLE,0.05,3.91,0.060,1.780,885,278,844,316,109,1.1,0.5,28.8,25.0,759.2,OFF,
92,0108,6/7/2016 8:06:25 PM ,3688,20.93,20.53,0.40,3.2,3598,0.040,0.428,0.388,2.8,0.976,0.6,0.50,DYNAMIC,0.09,4.00,0.040,1.820,639,296,567,236,151,1.0,0.5,29.6,24.9,758.9,OFF,
93,0108,6/7/2016 8:26:25 PM ,3418,20.93,20.56,0.37,3.3,3456,0.040,0.413,0.373,2.8,1.011,0.6,0.50,DYNAMIC,0.15,4.15,0.060,1.880,1198,462,1044,443,133,1.1,0.5,31.8,24.9,758.7,OFF,
94,0108,6/7/2016 8:46:25 PM ,3582,20.93,20.54,0.39,3.3,3533,0.040,0.421,0.381,2.9,0.986,0.6,0.50,STABLE,0.07,4.22,0.020,1.900,974,619,675,357,288,1.1,0.5,34.7,24.9,758.7,OFF,
95,0108,6/7/2016 9:06:25 PM ,3377,20.93,20.56,0.36,3.4,3354,0.040,0.401,0.362,2.9,0.993,0.6,0.50,STABLE,0.07,4.29,0.060,1.960,1265,611,1005,463,220,1.0,0.5,36.3,24.9,758.7,OFF,
96,0108,6/7/2016 9:26:25 PM ,2598,20.93,20.65,0.27,3.4,2231,0.040,0.280,0.241,2.9,0.859,0.4,0.50,STABLE,-0.01,4.28,0.020,1.980,385,61,449,140,7,1.1,0.5,36.6,24.9,758.4,OFF,
97,0108,6/7/2016 9:46:25 PM ,2729,20.93,20.64,0.29,3.4,2359,0.040,0.294,0.255,3.0,0.865,0.4,0.50,STABLE,-0.01,4.27,0.000,1.980,56,11,43,9,0,1.1,0.5,36.7,24.9,758.4,OFF,
98,0108,6/7/2016 10:06:25 PM ,3644,20.93,20.54,0.39,3.5,3355,0.040,0.402,0.362,3.0,0.921,0.6,0.50,DYNAMIC,0.08,4.35,0.040,2.020,793,398,664,332,125,1.1,0.5,36.6,24.9,758.2,OFF,
99,0108,6/7/2016 10:26:25 PM ,3117,20.93,20.59,0.34,3.5,3113,0.040,0.375,0.336,3.0,0.999,0.5,0.50,STABLE,0.27,4.62,0.020,2.040,868,251,811,250,254,1.1,0.5,36.3,24.9,757.9,OFF,
