Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:56 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0106
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G37
Subject Mass (G), 28.09 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
38,0106,6/7/2016 2:02:25 AM ,3837,20.93,20.58,0.35,1.2,3460,0.040,0.364,0.324,1.1,0.902,0.5,0.50,STABLE,0.08,2.10,0.000,0.600,1717,1055,846,466,729,1.1,0.5,19.6,24.2,764.0,OFF,
39,0106,6/7/2016 2:22:25 AM ,3713,20.93,20.59,0.34,1.3,3428,0.040,0.361,0.321,1.1,0.923,0.5,0.50,STABLE,0.04,2.14,0.060,0.660,1489,884,723,400,626,1.0,0.5,19.6,24.2,763.7,OFF,
40,0106,6/7/2016 2:42:25 AM ,3537,20.93,20.61,0.32,1.3,2992,0.040,0.320,0.280,1.2,0.846,0.5,0.50,STABLE,0.01,2.15,0.000,0.660,653,113,400,125,52,1.1,0.5,20.0,24.2,763.7,OFF,
41,0106,6/7/2016 3:02:25 AM ,2878,20.93,20.67,0.26,1.3,2269,0.040,0.253,0.213,1.2,0.788,0.4,0.50,STABLE,0.00,2.15,0.000,0.660,94,19,61,19,0,1.1,0.5,20.6,24.2,763.7,OFF,
42,0106,6/7/2016 3:22:25 AM ,3335,20.93,20.63,0.30,1.3,2855,0.040,0.308,0.268,1.2,0.856,0.5,0.50,STABLE,0.07,2.22,0.000,0.660,659,325,305,137,200,1.1,0.5,20.9,24.2,763.5,OFF,
43,0106,6/7/2016 3:42:25 AM ,3370,20.93,20.62,0.31,1.4,2905,0.040,0.313,0.272,1.2,0.862,0.5,0.50,STABLE,0.05,2.27,0.000,0.660,339,82,184,47,11,1.0,0.5,21.0,24.2,763.5,OFF,
44,0106,6/7/2016 4:02:25 AM ,2803,20.93,20.68,0.25,1.4,2333,0.040,0.259,0.219,1.3,0.832,0.4,0.50,STABLE,0.00,2.27,0.000,0.660,123,12,30,10,0,1.0,0.5,20.8,24.2,763.5,OFF,
45,0106,6/7/2016 4:22:25 AM ,3203,20.93,20.64,0.29,1.4,2799,0.040,0.303,0.262,1.3,0.874,0.4,0.50,STABLE,-0.06,2.21,0.000,0.660,173,52,124,45,2,1.1,0.5,21.0,24.3,763.2,OFF,
46,0106,6/7/2016 4:42:25 AM ,3181,20.93,20.64,0.29,1.5,2937,0.040,0.316,0.275,1.3,0.923,0.4,0.50,DYNAMIC,-0.04,2.17,0.000,0.660,169,28,117,30,0,1.1,0.5,21.3,24.3,763.2,OFF,
47,0106,6/7/2016 5:02:25 AM ,3685,20.93,20.59,0.34,1.5,3308,0.040,0.350,0.310,1.3,0.898,0.5,0.50,STABLE,0.24,2.41,0.100,0.760,468,212,232,63,104,1.0,0.5,22.0,24.3,763.2,OFF,
48,0106,6/7/2016 5:22:25 AM ,2920,20.93,20.67,0.27,1.5,2511,0.041,0.276,0.235,1.4,0.860,0.4,0.50,STABLE,0.00,2.41,0.000,0.760,115,47,108,37,4,1.1,0.5,22.6,24.3,763.2,OFF,
49,0106,6/7/2016 5:42:25 AM ,4388,20.93,20.52,0.41,1.6,4222,0.040,0.436,0.396,1.4,0.962,0.6,0.50,STABLE,0.08,2.49,0.020,0.780,764,399,361,186,298,1.1,0.5,23.7,24.4,763.0,OFF,
50,0106,6/7/2016 6:02:25 AM ,3826,20.93,20.58,0.35,1.6,3537,0.040,0.372,0.331,1.4,0.925,0.5,0.50,STABLE,0.04,2.53,0.000,0.780,1724,1026,821,444,538,1.0,0.5,24.0,24.4,763.0,ON,
51,0106,6/7/2016 6:22:25 AM ,3688,20.93,20.59,0.34,1.6,3408,0.040,0.360,0.319,1.5,0.924,0.5,0.50,STABLE,0.12,2.65,0.040,0.820,1549,927,770,423,684,1.0,0.4,24.6,24.6,763.0,ON,
52,0106,6/7/2016 6:42:25 AM ,3422,20.93,20.62,0.32,1.7,3170,0.040,0.337,0.297,1.5,0.926,0.5,0.50,DYNAMIC,0.03,2.68,0.060,0.880,1238,616,644,342,249,1.0,0.5,25.4,24.7,763.0,ON,
53,0106,6/7/2016 7:02:25 AM ,2708,20.93,20.69,0.24,1.7,2211,0.040,0.247,0.207,1.5,0.816,0.4,0.50,STABLE,0.01,2.69,0.000,0.880,290,35,186,43,0,1.0,0.5,25.7,24.7,762.7,ON,
54,0106,6/7/2016 7:22:25 AM ,4473,20.93,20.53,0.40,1.7,3670,0.040,0.384,0.344,1.6,0.820,0.6,0.50,STABLE,0.02,2.71,0.000,0.880,598,353,267,138,293,1.0,0.5,25.8,24.8,762.7,ON,
55,0106,6/7/2016 7:42:25 AM ,3145,20.94,20.65,0.29,1.8,2969,0.040,0.318,0.278,1.6,0.944,0.4,0.50,STABLE,0.09,2.80,0.000,0.880,806,389,455,202,259,1.0,0.5,26.2,24.8,762.7,ON,
56,0106,6/7/2016 8:02:25 AM ,2773,20.94,20.68,0.25,1.8,2334,0.040,0.258,0.219,1.6,0.842,0.4,0.50,STABLE,0.00,2.80,0.000,0.880,339,65,139,32,0,1.0,0.5,27.0,25.0,762.7,ON,
57,0106,6/7/2016 8:22:25 AM ,3915,20.94,20.58,0.36,1.8,3378,0.040,0.356,0.317,1.6,0.863,0.5,0.50,DYNAMIC,0.06,2.86,0.000,0.880,1779,1164,605,309,801,1.0,0.5,27.5,25.0,762.7,ON,
58,0106,6/7/2016 8:42:25 AM ,3500,20.94,20.62,0.32,1.9,3270,0.040,0.346,0.306,1.7,0.934,0.5,0.50,STABLE,0.00,2.86,0.060,0.940,1013,358,553,273,257,1.0,0.5,27.6,25.2,762.7,ON,
59,EVENT,6/7/2016 9:02:25 AM ,2574,20.94,20.70,0.23,1.9,2063,0.040,0.234,0.193,1.7,0.801,0.3,0.50,STABLE,0.00,2.86,0.000,0.940,874,481,758,490,183,1.0,0.5,27.9,25.1,762.7,ON,
60,0106,6/7/2016 9:22:25 AM ,2933,20.94,20.68,0.26,1.9,2264,0.040,0.252,0.212,1.7,0.772,0.4,0.50,STABLE,0.00,2.86,0.000,0.940,62,25,35,15,0,1.0,0.5,29.1,25.1,762.7,ON,
61,0106,6/7/2016 9:42:25 AM ,4397,20.94,20.54,0.39,1.9,3416,0.040,0.360,0.320,1.7,0.777,0.6,0.50,STABLE,0.01,2.87,0.000,0.940,605,367,237,142,168,1.0,0.5,29.3,25.1,762.5,ON,
62,0106,6/7/2016 10:02:25 AM ,3213,20.94,20.64,0.29,2.0,2784,0.040,0.300,0.261,1.8,0.867,0.4,0.50,STABLE,0.04,2.91,0.000,0.940,770,299,433,196,270,1.0,0.5,29.9,25.2,762.5,ON,
63,0106,6/7/2016 10:22:25 AM ,2672,20.94,20.70,0.24,2.0,2141,0.040,0.240,0.201,1.8,0.801,0.4,0.50,STABLE,0.00,2.91,0.000,0.940,204,29,97,33,0,1.0,0.5,30.4,25.2,762.5,ON,
64,0106,6/7/2016 10:42:25 AM ,2694,20.94,20.69,0.24,2.0,2113,0.040,0.238,0.198,1.8,0.784,0.4,0.50,STABLE,0.00,2.91,0.000,0.940,36,10,13,7,0,1.0,0.5,30.4,25.3,762.5,ON,
65,0106,6/7/2016 11:02:25 AM ,2867,20.94,20.68,0.26,2.1,2442,0.039,0.268,0.229,1.8,0.852,0.4,0.50,STABLE,0.07,2.98,0.000,0.940,587,281,275,119,184,1.0,0.5,31.1,25.3,762.5,ON,
66,0106,6/7/2016 11:22:25 AM ,2625,20.94,20.70,0.24,2.1,2270,0.039,0.252,0.213,1.9,0.865,0.4,0.50,STABLE,-0.01,2.97,0.000,0.940,62,19,45,20,0,1.0,0.5,31.1,25.3,762.2,ON,
67,0106,6/7/2016 11:42:25 AM ,2641,20.94,20.70,0.24,2.1,2141,0.039,0.240,0.201,1.9,0.810,0.4,0.50,STABLE,0.00,2.97,0.020,0.960,111,10,10,4,0,1.0,0.5,30.9,25.3,762.2,ON,
68,0106,6/7/2016 12:02:25 PM ,3446,20.94,20.62,0.31,2.1,2976,0.039,0.318,0.279,1.9,0.864,0.5,0.50,STABLE,0.04,3.01,0.000,0.960,557,192,345,115,172,1.0,0.5,30.2,25.3,762.2,ON,
69,0106,6/7/2016 12:22:25 PM ,2813,20.93,20.68,0.25,2.2,2222,0.040,0.249,0.208,1.9,0.790,0.4,0.50,STABLE,0.00,3.01,0.000,0.960,113,33,60,19,3,1.0,0.5,28.9,25.3,762.2,ON,
70,0106,6/7/2016 12:42:25 PM ,2469,20.93,20.71,0.22,2.2,1901,0.042,0.220,0.178,1.9,0.770,0.3,0.50,STABLE,0.00,3.01,0.000,0.960,32,8,29,15,0,1.0,0.5,27.5,25.3,762.0,ON,
71,0106,6/7/2016 1:02:25 PM ,2861,20.93,20.68,0.26,2.2,2235,0.041,0.250,0.209,2.0,0.781,0.4,0.50,STABLE,-0.01,3.00,0.000,0.960,130,38,69,22,0,1.0,0.5,27.0,25.3,762.0,ON,
72,0106,6/7/2016 1:22:25 PM ,2572,20.94,20.71,0.23,2.2,1946,0.041,0.223,0.182,2.0,0.757,0.3,0.50,STABLE,0.00,3.00,0.000,0.960,183,32,150,33,3,1.0,0.5,25.7,25.3,762.0,ON,
73,0106,6/7/2016 1:42:25 PM ,3692,20.93,20.60,0.33,2.3,3029,0.042,0.326,0.284,2.0,0.820,0.5,0.50,STABLE,0.04,3.04,0.000,0.960,313,165,117,45,137,1.0,0.5,25.8,25.3,761.7,ON,
74,0106,6/7/2016 2:02:25 PM ,3399,20.93,20.63,0.31,2.3,2771,0.041,0.301,0.260,2.0,0.815,0.5,0.50,STABLE,0.06,3.10,0.020,0.980,563,192,330,143,198,1.0,0.5,25.4,25.3,761.7,ON,
75,0106,6/7/2016 2:22:25 PM ,2683,20.94,20.70,0.24,2.3,2070,0.041,0.235,0.194,2.1,0.771,0.4,0.50,STABLE,0.00,3.10,0.000,0.980,273,43,282,25,0,1.0,0.5,24.0,25.3,761.5,ON,
76,0106,6/7/2016 2:42:25 PM ,2673,20.93,20.70,0.24,2.4,2077,0.040,0.235,0.195,2.1,0.777,0.4,0.50,STABLE,-0.01,3.09,0.020,1.000,21,3,9,4,0,1.1,0.5,24.0,25.3,761.5,ON,
77,0106,6/7/2016 3:02:25 PM ,2532,20.93,20.71,0.23,2.4,1958,0.041,0.225,0.184,2.1,0.773,0.3,0.50,STABLE,0.00,3.09,0.000,1.000,34,15,25,11,0,1.0,0.5,24.5,25.3,761.2,ON,
78,0106,6/7/2016 3:22:25 PM ,3321,20.93,20.63,0.30,2.4,2922,0.041,0.315,0.274,2.1,0.880,0.5,0.50,STABLE,0.07,3.16,0.000,1.000,648,241,413,163,220,1.0,0.5,24.8,25.3,760.9,ON,
79,0106,6/7/2016 3:42:25 PM ,2742,20.94,20.69,0.25,2.4,2230,0.040,0.249,0.209,2.1,0.813,0.4,0.50,STABLE,0.00,3.16,0.000,1.000,254,45,75,16,0,1.0,0.5,23.9,25.3,760.7,ON,
80,0106,6/7/2016 4:02:25 PM ,2598,20.93,20.70,0.23,2.5,2036,0.040,0.231,0.191,2.2,0.784,0.3,0.50,STABLE,0.00,3.16,0.000,1.000,60,14,25,10,0,1.0,0.5,23.4,25.3,760.7,ON,
81,0106,6/7/2016 4:22:25 PM ,3325,20.93,20.63,0.30,2.5,2936,0.040,0.315,0.275,2.2,0.883,0.5,0.50,STABLE,0.14,3.30,0.020,1.020,375,158,221,100,166,1.0,0.5,22.1,25.3,760.4,ON,
82,0106,6/7/2016 4:42:25 PM ,2891,20.94,20.67,0.26,2.5,2469,0.040,0.271,0.231,2.2,0.854,0.4,0.50,STABLE,0.00,3.30,0.000,1.020,471,73,384,77,0,1.0,0.5,22.5,25.3,760.2,ON,
83,0106,6/7/2016 5:02:25 PM ,2813,20.94,20.68,0.25,2.5,2244,0.039,0.250,0.210,2.2,0.798,0.4,0.50,STABLE,0.00,3.30,0.000,1.020,38,7,14,3,0,1.0,0.5,25.2,25.3,760.2,ON,
84,0106,6/7/2016 5:22:25 PM ,3395,20.94,20.62,0.31,2.6,3031,0.039,0.323,0.284,2.3,0.893,0.5,0.50,STABLE,0.06,3.36,0.020,1.040,925,457,416,168,358,1.0,0.5,30.1,25.3,760.2,ON,
85,0106,6/7/2016 5:42:25 PM ,2840,20.94,20.68,0.26,2.6,2349,0.039,0.259,0.220,2.3,0.827,0.4,0.50,STABLE,0.02,3.38,0.000,1.040,285,44,267,82,11,1.0,0.5,28.4,25.3,760.2,ON,
86,0106,6/7/2016 6:02:25 PM ,4105,20.94,20.56,0.37,2.6,3584,0.039,0.375,0.336,2.3,0.873,0.6,0.50,DYNAMIC,0.08,3.46,0.000,1.040,1300,724,633,334,744,1.1,0.5,28.2,25.3,759.9,OFF,
87,0106,6/7/2016 6:22:25 PM ,3623,20.94,20.60,0.33,2.7,3280,0.039,0.347,0.307,2.3,0.905,0.5,0.50,STABLE,0.08,3.54,0.000,1.040,1477,641,826,396,615,1.0,0.5,27.6,25.3,759.7,OFF,
88,0106,6/7/2016 6:42:25 PM ,3891,20.93,20.58,0.36,2.7,3454,0.040,0.363,0.324,2.4,0.888,0.5,0.50,STABLE,0.12,3.66,0.040,1.080,2219,1427,1263,719,1482,1.0,0.5,27.6,25.1,759.4,OFF,
89,0106,6/7/2016 7:02:25 PM ,3892,20.93,20.58,0.35,2.7,3397,0.040,0.358,0.318,2.4,0.873,0.5,0.50,STABLE,0.14,3.80,0.000,1.080,2255,1353,1187,652,1311,1.0,0.5,27.6,25.0,759.4,OFF,
90,0106,6/7/2016 7:22:25 PM ,4120,20.93,20.55,0.38,2.8,3634,0.040,0.380,0.341,2.4,0.882,0.6,0.50,STABLE,0.05,3.85,0.000,1.080,2755,1811,1425,810,1474,1.0,0.5,27.6,25.0,759.4,OFF,
91,0106,6/7/2016 7:42:25 PM ,4070,20.93,20.56,0.37,2.8,3583,0.040,0.375,0.336,2.5,0.880,0.6,0.50,STABLE,0.06,3.91,0.000,1.080,1886,1012,1139,607,927,1.1,0.5,28.5,25.0,759.2,OFF,
92,0106,6/7/2016 8:02:25 PM ,3706,20.93,20.59,0.34,2.9,3106,0.040,0.331,0.291,2.5,0.838,0.5,0.50,STABLE,0.05,3.96,0.000,1.080,2202,1399,1186,714,1287,1.1,0.5,29.4,24.9,758.9,OFF,
93,0106,6/7/2016 8:22:25 PM ,4286,20.93,20.54,0.39,2.9,3707,0.040,0.387,0.347,2.5,0.865,0.6,0.50,STABLE,0.04,4.00,0.000,1.080,2263,1243,1332,690,1230,1.0,0.5,31.0,24.9,758.7,OFF,
94,0106,6/7/2016 8:42:25 PM ,4159,20.93,20.55,0.38,2.9,3701,0.040,0.386,0.347,2.6,0.890,0.6,0.50,STABLE,0.05,4.05,0.000,1.080,2938,1953,1547,964,1368,1.1,0.5,34.6,24.9,758.7,OFF,
95,0106,6/7/2016 9:02:25 PM ,4030,20.93,20.56,0.37,3.0,3608,0.040,0.378,0.338,2.6,0.895,0.6,0.50,STABLE,0.07,4.12,0.020,1.100,2036,1088,1027,564,776,1.1,0.5,35.9,24.9,758.7,OFF,
96,0106,6/7/2016 9:22:25 PM ,3746,20.93,20.58,0.34,3.0,3356,0.040,0.354,0.314,2.6,0.896,0.5,0.50,STABLE,0.10,4.22,0.000,1.100,1678,992,1116,637,782,1.1,0.5,36.6,24.9,758.4,OFF,
97,0106,6/7/2016 9:42:25 PM ,3818,20.93,20.57,0.35,3.0,3599,0.040,0.377,0.337,2.7,0.943,0.5,0.50,STABLE,0.02,4.24,0.020,1.120,1957,1163,1131,654,872,1.1,0.5,36.7,24.9,758.4,OFF,
98,0106,6/7/2016 10:02:25 PM ,3790,20.93,20.58,0.35,3.1,3323,0.040,0.351,0.311,2.7,0.877,0.5,0.50,STABLE,0.08,4.32,0.000,1.120,1984,1234,1175,687,914,1.1,0.5,36.6,24.9,758.2,OFF,
99,0106,6/7/2016 10:22:25 PM ,3847,20.93,20.57,0.35,3.1,3525,0.040,0.370,0.330,2.7,0.916,0.5,0.50,STABLE,0.04,4.36,0.000,1.120,1879,999,1096,580,757,1.1,0.5,36.5,24.9,758.2,OFF,
