Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:56 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0106
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G37
Subject Mass (G), 28.09 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
100,0106,6/7/2016 10:42:25 PM ,3738,20.93,20.58,0.35,3.2,3568,0.039,0.374,0.334,2.8,0.954,0.5,0.50,DYNAMIC,0.08,4.44,0.040,1.160,1851,1018,1052,557,637,1.1,0.5,35.7,24.9,757.9,OFF,
101,0106,6/7/2016 11:02:25 PM ,2354,20.93,20.71,0.22,3.2,2233,0.039,0.249,0.209,2.8,0.949,0.3,0.50,STABLE,0.07,4.51,0.000,1.160,521,233,247,128,91,1.1,0.5,35.6,24.9,757.9,OFF,
102,0106,6/7/2016 11:22:25 PM ,2549,20.93,20.69,0.23,3.2,2257,0.040,0.251,0.212,2.8,0.885,0.4,0.50,STABLE,-0.01,4.50,0.000,1.160,50,12,46,17,0,1.1,0.5,36.4,24.9,757.9,OFF,
103,0106,6/7/2016 11:42:25 PM ,4071,20.93,20.55,0.38,3.2,3852,0.040,0.400,0.361,2.8,0.946,0.6,0.50,STABLE,0.12,4.62,0.000,1.160,1590,994,751,386,680,1.1,0.5,36.6,24.9,757.9,OFF,
104,0106,6/8/2016 12:02:25 AM ,3715,20.93,20.58,0.35,3.3,3707,0.040,0.387,0.347,2.9,0.998,0.5,0.50,STABLE,0.10,4.72,0.120,1.280,1721,944,1031,576,846,1.1,0.5,36.6,24.9,757.9,OFF,
105,0106,6/8/2016 12:22:25 AM ,3663,20.93,20.58,0.34,3.3,3632,0.040,0.380,0.340,2.9,0.992,0.5,0.50,STABLE,0.10,4.82,0.040,1.320,1362,717,903,511,605,1.1,0.5,36.6,24.9,757.7,OFF,
106,0106,6/8/2016 12:42:25 AM ,2647,20.93,20.68,0.25,3.3,2609,0.040,0.284,0.244,2.9,0.985,0.4,0.50,STABLE,0.07,4.89,0.000,1.320,949,381,625,303,210,1.0,0.5,36.6,24.9,757.4,OFF,
107,0106,6/8/2016 1:02:25 AM ,2900,20.93,20.66,0.27,3.4,2769,0.040,0.299,0.259,3.0,0.955,0.4,0.50,STABLE,0.11,5.00,0.040,1.360,593,252,428,210,202,1.1,0.5,36.6,24.9,757.4,OFF,
108,0106,6/8/2016 1:22:25 AM ,2474,20.92,20.70,0.23,3.4,2304,0.040,0.256,0.216,3.0,0.931,0.3,0.50,STABLE,0.00,5.00,0.000,1.360,245,40,181,38,18,1.1,0.5,36.6,24.9,757.2,OFF,
109,0106,6/8/2016 1:42:25 AM ,2361,20.92,20.71,0.22,3.4,2119,0.040,0.239,0.199,3.0,0.897,0.3,0.50,STABLE,-0.01,4.99,0.000,1.360,44,11,32,6,0,1.1,0.5,36.5,24.9,757.2,OFF,
110,0106,6/8/2016 2:02:25 AM ,3699,20.92,20.58,0.34,3.4,3310,0.040,0.350,0.310,3.0,0.895,0.5,0.50,STABLE,0.11,5.10,0.020,1.380,503,281,236,128,100,1.0,0.5,35.3,24.9,757.2,OFF,
111,0106,6/8/2016 2:22:25 AM ,3827,20.92,20.56,0.36,3.5,3778,0.040,0.394,0.354,3.1,0.987,0.5,0.50,STABLE,0.10,5.20,0.100,1.480,1500,832,889,479,634,1.0,0.5,34.7,24.9,756.9,OFF,
112,0106,6/8/2016 2:42:25 AM ,3082,20.92,20.63,0.29,3.5,3146,0.040,0.335,0.295,3.1,1.021,0.4,0.50,STABLE,0.01,5.21,0.040,1.520,954,354,640,240,368,1.1,0.5,34.5,24.9,756.7,OFF,
113,0106,6/8/2016 3:02:25 AM ,2386,20.92,20.70,0.22,3.5,2154,0.040,0.242,0.202,3.1,0.903,0.3,0.50,STABLE,0.00,5.21,0.000,1.520,195,28,116,35,4,1.1,0.5,34.5,24.8,756.4,OFF,
114,0106,6/8/2016 3:22:25 AM ,2474,20.92,20.70,0.22,3.6,2027,0.040,0.230,0.190,3.2,0.819,0.3,0.50,STABLE,0.00,5.21,0.020,1.540,39,10,22,10,0,1.1,0.5,34.7,24.8,756.4,OFF,
115,0106,6/8/2016 3:42:25 AM ,3152,20.92,20.63,0.29,3.6,3010,0.040,0.322,0.282,3.2,0.955,0.4,0.50,DYNAMIC,0.19,5.40,0.020,1.560,902,419,501,245,297,1.0,0.5,35.4,24.7,756.2,OFF,
116,0106,6/8/2016 4:02:25 AM ,2697,20.92,20.67,0.25,3.6,2582,0.040,0.282,0.242,3.2,0.957,0.4,0.50,STABLE,0.04,5.44,0.020,1.580,852,389,502,221,324,1.0,0.5,36.3,24.7,755.9,OFF,
117,0106,6/8/2016 4:22:25 AM ,2576,20.92,20.68,0.24,3.6,2364,0.039,0.261,0.222,3.2,0.918,0.4,0.50,STABLE,0.00,5.44,0.000,1.580,90,17,36,13,0,1.1,0.5,36.6,24.7,755.9,OFF,
118,0106,6/8/2016 4:42:25 AM ,3856,20.92,20.56,0.36,3.7,3535,0.039,0.371,0.331,3.3,0.917,0.5,0.50,STABLE,0.09,5.53,0.040,1.620,821,295,429,171,199,1.1,0.5,36.6,24.7,755.9,OFF,
119,0106,6/8/2016 5:02:25 AM ,3897,20.92,20.56,0.36,3.7,3827,0.040,0.398,0.358,3.3,0.982,0.6,0.50,STABLE,0.12,5.65,0.080,1.700,1813,1088,1131,632,999,1.1,0.5,36.6,24.7,755.6,OFF,
120,0106,6/8/2016 5:22:25 AM ,3606,20.92,20.58,0.34,3.7,3474,0.040,0.365,0.325,3.3,0.963,0.5,0.50,STABLE,0.13,5.78,0.000,1.700,1888,1219,1045,580,957,1.1,0.5,36.6,24.7,755.6,OFF,
121,0106,6/8/2016 5:42:25 AM ,3012,20.92,20.64,0.28,3.8,2931,0.040,0.314,0.275,3.4,0.973,0.4,0.50,STABLE,0.15,5.93,0.040,1.740,1255,720,736,406,518,1.0,0.5,36.6,24.7,755.6,OFF,
122,0106,6/8/2016 6:02:25 AM ,3296,20.92,20.61,0.31,3.8,3253,0.040,0.344,0.305,3.4,0.987,0.5,0.50,STABLE,0.01,5.94,0.060,1.800,1106,447,842,443,392,1.0,0.5,36.5,24.7,755.6,ON,
123,0106,6/8/2016 6:22:25 AM ,3398,20.92,20.60,0.31,3.8,3208,0.040,0.340,0.301,3.4,0.944,0.5,0.50,STABLE,0.14,6.08,0.000,1.800,837,342,523,214,220,1.0,0.5,36.6,24.7,755.6,ON,
124,0106,6/8/2016 6:42:25 AM ,2500,20.92,20.69,0.23,3.9,2243,0.040,0.250,0.210,3.4,0.897,0.3,0.50,STABLE,-0.01,6.07,0.000,1.800,302,30,156,49,0,1.0,0.5,32.4,24.7,755.6,ON,
125,0106,6/8/2016 7:02:25 AM ,2750,20.92,20.67,0.25,3.9,2340,0.040,0.259,0.219,3.5,0.851,0.4,0.50,STABLE,0.00,6.07,0.000,1.800,21,2,10,1,0,1.0,0.5,30.6,24.8,755.9,ON,
126,0106,6/8/2016 7:22:25 AM ,3889,20.92,20.57,0.35,3.9,3361,0.040,0.355,0.315,3.5,0.864,0.5,0.50,STABLE,0.00,6.07,0.000,1.800,322,165,178,68,166,1.0,0.4,30.1,24.8,755.9,ON,
127,0106,6/8/2016 7:42:25 AM ,3723,20.92,20.58,0.35,3.9,3614,0.040,0.379,0.339,3.5,0.971,0.5,0.50,DYNAMIC,0.19,6.26,0.060,1.860,1634,990,814,477,523,1.0,0.5,30.4,24.9,756.4,ON,
128,0106,6/8/2016 8:02:25 AM ,3396,20.92,20.60,0.32,4.0,3296,0.040,0.349,0.309,3.6,0.970,0.5,0.50,STABLE,0.00,6.26,0.000,1.860,810,447,411,214,351,1.0,0.5,30.3,24.9,756.9,ON,
129,0106,6/8/2016 8:22:25 AM ,3152,20.92,20.63,0.29,4.0,2971,0.041,0.319,0.278,3.6,0.942,0.4,0.50,STABLE,0.06,6.32,0.000,1.860,1767,1166,968,547,920,1.0,0.5,30.3,24.9,757.2,ON,
130,0106,6/8/2016 8:42:25 AM ,2577,20.92,20.69,0.24,4.0,2247,0.040,0.251,0.211,3.6,0.872,0.4,0.50,STABLE,0.01,6.33,0.000,1.860,264,32,330,66,3,1.0,0.5,29.4,24.9,757.2,ON,
131,EVENT,6/8/2016 9:02:25 AM ,4227,20.92,20.54,0.38,4.1,3403,0.042,0.361,0.319,3.6,0.805,0.6,0.50,STABLE,0.00,6.33,0.000,1.860,672,395,509,333,204,1.0,0.5,27.3,25.0,757.7,ON,
132,0106,6/8/2016 9:22:25 AM ,2239,20.93,20.72,0.21,4.1,2012,0.041,0.229,0.189,3.7,0.899,0.3,0.50,STABLE,0.11,6.44,0.020,1.880,785,376,472,275,145,1.0,0.5,25.7,25.0,757.9,ON,
133,0106,6/8/2016 9:42:25 AM ,2791,20.93,20.67,0.25,4.1,2382,0.041,0.264,0.223,3.7,0.854,0.4,0.50,STABLE,0.01,6.45,0.000,1.880,80,16,33,22,0,1.0,0.5,25.3,25.0,758.2,ON,
134,0106,6/8/2016 10:02:25 AM ,2593,20.93,20.69,0.23,4.1,2092,0.041,0.237,0.196,3.7,0.807,0.4,0.50,STABLE,0.00,6.45,0.000,1.880,53,11,27,11,0,1.0,0.5,25.7,25.0,758.4,ON,
135,0106,6/8/2016 10:22:25 AM ,2364,20.93,20.71,0.21,4.2,1898,0.041,0.219,0.178,3.7,0.803,0.3,0.50,STABLE,-0.01,6.44,0.000,1.880,47,19,21,12,0,1.0,0.5,25.5,25.1,758.4,ON,
136,0106,6/8/2016 10:42:25 AM ,2884,20.93,20.67,0.26,4.2,2362,0.041,0.262,0.221,3.7,0.819,0.4,0.50,STABLE,0.01,6.45,0.000,1.880,74,17,47,15,1,1.0,0.5,25.0,25.1,758.4,ON,
137,0106,6/8/2016 11:02:25 AM ,3473,20.93,20.61,0.32,4.2,3294,0.040,0.348,0.309,3.8,0.948,0.5,0.50,STABLE,0.16,6.61,0.000,1.880,1065,593,679,349,485,1.0,0.5,24.0,25.3,758.4,ON,
138,0106,6/8/2016 11:22:25 AM ,2213,20.93,20.73,0.20,4.3,1928,0.040,0.220,0.181,3.8,0.871,0.3,0.50,STABLE,0.04,6.65,0.000,1.880,867,355,402,181,204,1.0,0.5,24.0,25.3,758.4,ON,
139,0106,6/8/2016 11:42:25 AM ,2650,20.93,20.69,0.24,4.3,2187,0.040,0.245,0.205,3.8,0.825,0.4,0.50,STABLE,0.00,6.65,0.000,1.880,30,16,27,17,0,1.0,0.5,23.3,25.1,758.4,ON,
140,0106,6/8/2016 12:02:25 PM ,2536,20.93,20.70,0.23,4.3,1991,0.041,0.227,0.187,3.8,0.785,0.3,0.50,STABLE,-0.12,6.53,0.000,1.880,35,7,20,13,0,1.0,0.5,22.0,25.1,758.4,ON,
141,0106,6/8/2016 12:22:25 PM ,2638,20.93,20.69,0.24,4.3,2078,0.040,0.235,0.195,3.8,0.788,0.4,0.50,STABLE,0.06,6.59,0.000,1.880,19,5,16,6,0,1.0,0.5,20.5,25.1,758.4,ON,
142,0106,6/8/2016 12:42:25 PM ,3509,20.93,20.61,0.32,4.4,3079,0.040,0.328,0.289,3.9,0.878,0.5,0.50,STABLE,0.13,6.72,0.000,1.880,766,265,511,209,255,1.0,0.4,19.7,25.1,758.4,ON,
143,0106,6/8/2016 1:02:25 PM ,2515,20.93,20.70,0.23,4.4,2214,0.040,0.248,0.207,3.9,0.881,0.3,0.50,STABLE,0.04,6.76,0.040,1.920,690,415,334,184,189,1.0,0.5,18.6,25.0,758.4,ON,
144,0106,6/8/2016 1:22:25 PM ,2556,20.93,20.70,0.23,4.4,2092,0.040,0.236,0.196,3.9,0.819,0.3,0.50,STABLE,0.00,6.76,0.000,1.920,76,14,19,12,0,1.0,0.5,18.0,25.0,758.4,ON,
145,0106,6/8/2016 1:42:25 PM ,2663,20.93,20.69,0.24,4.4,2063,0.040,0.234,0.193,3.9,0.775,0.4,0.50,STABLE,0.00,6.76,0.000,1.920,80,28,36,24,0,1.1,0.5,16.5,25.0,758.4,ON,
146,0106,6/8/2016 2:02:25 PM ,2482,20.93,20.71,0.22,4.5,1928,0.040,0.221,0.181,4.0,0.777,0.3,0.50,STABLE,0.00,6.76,0.020,1.940,40,13,35,12,0,1.0,0.5,16.6,25.0,758.4,ON,
147,0106,6/8/2016 2:22:25 PM ,3693,20.93,20.59,0.34,4.5,3282,0.041,0.348,0.308,4.0,0.889,0.5,0.50,STABLE,0.11,6.87,0.000,1.940,727,330,332,135,275,1.0,0.5,16.4,25.0,758.4,ON,
148,0106,6/8/2016 2:42:25 PM ,2441,20.93,20.71,0.22,4.5,2043,0.040,0.232,0.191,4.0,0.837,0.3,0.50,STABLE,0.00,6.87,0.000,1.940,739,122,283,86,18,1.0,0.5,16.4,25.0,758.4,ON,
149,0106,6/8/2016 3:02:25 PM ,2339,20.93,20.72,0.21,4.5,1870,0.040,0.215,0.175,4.0,0.799,0.3,0.50,STABLE,0.01,6.88,0.000,1.940,27,7,24,6,0,1.0,0.5,17.5,25.0,758.4,ON,
150,0106,6/8/2016 3:22:25 PM ,2508,20.93,20.70,0.23,4.6,2048,0.040,0.232,0.192,4.0,0.817,0.3,0.50,STABLE,0.00,6.88,0.000,1.940,119,15,3,0,0,1.0,0.5,16.4,25.0,758.4,ON,
151,0106,6/8/2016 3:42:25 PM ,3337,20.93,20.62,0.31,4.6,3049,0.040,0.326,0.286,4.1,0.914,0.5,0.50,STABLE,0.08,6.96,0.000,1.940,614,214,454,161,122,1.0,0.5,16.8,25.0,758.4,ON,
152,0106,6/8/2016 4:02:25 PM ,2813,20.93,20.67,0.25,4.6,2374,0.040,0.262,0.222,4.1,0.844,0.4,0.50,STABLE,0.01,6.97,0.000,1.940,219,16,104,31,0,1.0,0.5,16.2,25.0,758.4,ON,
153,0106,6/8/2016 4:22:25 PM ,2558,20.93,20.69,0.23,4.6,2131,0.040,0.239,0.200,4.1,0.833,0.3,0.50,STABLE,0.00,6.97,0.000,1.940,35,12,33,17,0,1.0,0.5,16.4,25.0,758.4,ON,
154,0106,6/8/2016 4:42:25 PM ,3075,20.93,20.64,0.28,4.7,2815,0.040,0.303,0.264,4.1,0.915,0.4,0.50,STABLE,0.09,7.06,0.020,1.960,806,387,477,218,239,1.0,0.5,16.4,25.0,758.4,ON,
155,0106,6/8/2016 5:02:25 PM ,2621,20.93,20.69,0.24,4.7,2201,0.040,0.246,0.206,4.2,0.840,0.4,0.50,STABLE,0.00,7.06,0.020,1.980,74,30,18,8,0,1.0,0.5,16.4,25.0,758.4,ON,
156,0106,6/8/2016 5:22:25 PM ,3761,20.93,20.59,0.34,4.7,3278,0.040,0.347,0.307,4.2,0.872,0.5,0.50,STABLE,0.12,7.18,0.020,2.000,500,244,276,123,34,1.0,0.5,16.0,25.0,758.2,ON,
157,0106,6/8/2016 5:42:25 PM ,2459,20.93,20.70,0.23,4.7,2447,0.039,0.268,0.229,4.2,0.995,0.3,0.50,STABLE,0.04,7.22,0.040,2.040,857,528,477,253,343,1.0,0.5,15.6,25.0,758.2,ON,
158,0106,6/8/2016 6:02:25 PM ,3810,20.93,20.58,0.35,4.8,3557,0.039,0.373,0.333,4.2,0.934,0.5,0.50,STABLE,0.07,7.29,0.000,2.040,495,269,227,102,118,1.0,0.5,14.6,25.0,758.2,OFF,
159,0106,6/8/2016 6:22:25 PM ,4047,20.93,20.55,0.38,4.8,4004,0.039,0.414,0.375,4.3,0.989,0.6,0.50,STABLE,0.07,7.36,0.020,2.060,1307,556,906,385,294,1.0,0.5,14.7,24.9,758.2,OFF,
160,0106,6/8/2016 6:42:25 PM ,3902,20.93,20.56,0.36,4.9,3855,0.039,0.400,0.361,4.3,0.988,0.6,0.50,STABLE,0.13,7.49,0.000,2.060,1433,788,939,541,633,1.0,0.5,15.1,24.9,758.2,OFF,
161,0106,6/8/2016 7:02:25 PM ,3653,20.92,20.58,0.34,4.9,3646,0.039,0.381,0.342,4.3,0.998,0.5,0.50,STABLE,0.08,7.57,0.020,2.080,1116,494,698,364,258,1.0,0.5,15.6,24.7,757.9,OFF,
162,0106,6/8/2016 7:22:25 PM ,3678,20.92,20.58,0.34,4.9,3629,0.039,0.379,0.340,4.4,0.987,0.5,0.50,STABLE,0.16,7.73,0.020,2.100,1664,915,979,535,727,1.0,0.5,16.0,24.6,757.9,OFF,
163,0106,6/8/2016 7:42:25 PM ,2747,20.92,20.67,0.26,5.0,2731,0.039,0.295,0.256,4.4,0.994,0.4,0.50,STABLE,0.08,7.81,0.000,2.100,730,266,441,210,133,1.0,0.5,15.7,24.6,757.9,OFF,
164,0106,6/8/2016 8:02:25 PM ,3628,20.92,20.58,0.34,5.0,3687,0.039,0.385,0.345,4.4,1.016,0.5,0.50,STABLE,0.15,7.96,0.040,2.140,489,278,312,151,53,1.0,0.5,16.2,24.6,757.9,OFF,
165,0106,6/8/2016 8:22:25 PM ,3854,20.92,20.56,0.36,5.0,3910,0.039,0.406,0.366,4.5,1.014,0.5,0.50,STABLE,0.10,8.06,0.040,2.180,2144,1309,1305,747,1098,1.0,0.5,16.2,24.6,757.9,OFF,
166,0106,6/8/2016 8:42:25 PM ,3904,20.92,20.55,0.37,5.1,4056,0.040,0.419,0.380,4.5,1.039,0.6,0.50,STABLE,0.11,8.17,0.020,2.200,1737,963,1042,595,477,1.0,0.5,16.2,24.6,757.9,OFF,
167,0106,6/8/2016 9:02:25 PM ,3695,20.92,20.57,0.35,5.1,3766,0.039,0.392,0.353,4.5,1.019,0.5,0.50,STABLE,0.13,8.30,0.000,2.200,1584,854,1021,569,408,1.1,0.5,16.2,24.5,757.9,OFF,
168,0106,6/8/2016 9:22:25 PM ,3994,20.92,20.54,0.38,5.1,4090,0.040,0.423,0.383,4.6,1.024,0.6,0.50,STABLE,0.17,8.47,0.040,2.240,1643,847,996,562,503,1.0,0.5,16.2,24.4,757.9,OFF,
169,0106,6/8/2016 9:42:25 PM ,3745,20.92,20.56,0.35,5.2,3885,0.040,0.403,0.364,4.6,1.037,0.5,0.50,STABLE,0.15,8.62,0.040,2.280,1364,594,797,418,268,1.1,0.5,16.2,24.3,757.9,OFF,
170,0106,6/8/2016 10:02:25 PM ,3519,20.92,20.59,0.33,5.2,3568,0.040,0.374,0.334,4.7,1.014,0.5,0.50,STABLE,0.10,8.72,0.000,2.280,917,275,535,218,107,1.1,0.5,16.2,24.3,757.9,OFF,
171,0106,6/8/2016 10:22:25 PM ,2755,20.92,20.66,0.26,5.2,2780,0.040,0.300,0.260,4.7,1.009,0.4,0.50,STABLE,0.15,8.87,0.040,2.320,781,424,344,205,145,1.1,0.5,16.2,24.3,757.9,OFF,
172,0106,6/8/2016 10:42:25 PM ,2649,20.92,20.67,0.25,5.2,2639,0.040,0.287,0.247,4.7,0.996,0.4,0.50,STABLE,0.02,8.89,0.000,2.320,75,24,52,26,0,1.0,0.5,16.2,24.2,757.9,OFF,
173,0106,6/8/2016 11:02:25 PM ,3991,20.92,20.54,0.37,5.3,4001,0.040,0.415,0.375,4.7,1.002,0.6,0.50,STABLE,0.19,9.08,0.060,2.380,1961,1208,1029,613,778,1.0,0.5,16.3,24.2,757.9,OFF,
174,0106,6/8/2016 11:22:25 PM ,3907,20.91,20.55,0.37,5.3,4040,0.040,0.419,0.378,4.8,1.034,0.6,0.50,DYNAMIC,0.13,9.21,0.060,2.440,2034,1192,964,545,461,1.0,0.5,16.4,24.2,757.9,OFF,
175,0106,6/8/2016 11:42:25 PM ,3722,20.91,20.56,0.35,5.4,3815,0.040,0.397,0.357,4.8,1.025,0.5,0.50,STABLE,0.10,9.31,0.040,2.480,1348,777,842,451,251,1.0,0.5,16.7,24.2,757.9,OFF,
176,0106,6/9/2016 12:02:25 AM ,3697,20.91,20.57,0.35,5.4,3635,0.040,0.381,0.341,4.9,0.983,0.5,0.50,DYNAMIC,0.05,9.36,0.020,2.500,1985,1184,1167,663,964,1.0,0.5,16.5,24.2,757.9,OFF,
177,0106,6/9/2016 12:22:25 AM ,3659,20.92,20.57,0.34,5.4,3600,0.040,0.377,0.337,4.9,0.984,0.5,0.50,STABLE,0.07,9.43,0.000,2.500,1591,922,954,539,541,1.1,0.5,16.3,24.3,757.9,OFF,
178,0106,6/9/2016 12:42:25 AM ,2431,20.92,20.69,0.23,5.4,2291,0.040,0.255,0.215,4.9,0.942,0.3,0.50,STABLE,0.01,9.44,0.000,2.500,431,87,249,93,47,1.0,0.5,16.2,24.3,757.9,OFF,
179,0106,6/9/2016 1:02:25 AM ,2568,20.92,20.68,0.24,5.5,2281,0.040,0.254,0.214,4.9,0.888,0.4,0.50,STABLE,0.00,9.44,0.000,2.500,68,11,23,6,0,1.1,0.5,16.2,24.3,757.9,OFF,
180,0106,6/9/2016 1:22:25 AM ,2559,20.92,20.68,0.23,5.5,2203,0.040,0.246,0.206,5.0,0.861,0.4,0.50,DYNAMIC,0.00,9.44,0.000,2.500,67,22,50,27,0,1.1,0.5,16.3,24.3,757.9,OFF,
181,0106,6/9/2016 1:42:25 AM ,3960,20.92,20.55,0.37,5.5,3755,0.040,0.392,0.352,5.0,0.948,0.6,0.50,DYNAMIC,0.12,9.56,0.040,2.540,1558,768,807,434,251,1.1,0.5,16.5,24.3,757.9,OFF,
182,0106,6/9/2016 2:02:25 AM ,3926,20.91,20.55,0.36,5.6,3759,0.040,0.392,0.352,5.0,0.958,0.6,0.50,DYNAMIC,0.04,9.60,0.080,2.620,3039,2102,1740,1055,1355,1.0,0.5,17.1,24.3,757.9,OFF,
183,0106,6/9/2016 2:22:25 AM ,3411,20.91,20.60,0.31,5.6,3151,0.040,0.335,0.295,5.1,0.924,0.5,0.50,STABLE,0.07,9.67,0.000,2.620,1827,1110,1096,659,676,1.1,0.5,16.8,24.3,757.9,OFF,
184,0106,6/9/2016 2:42:25 AM ,2159,20.92,20.72,0.20,5.6,1890,0.040,0.217,0.177,5.1,0.875,0.3,0.50,STABLE,0.01,9.68,0.000,2.620,388,87,228,85,2,1.1,0.5,16.8,24.3,757.9,OFF,
185,0106,6/9/2016 3:02:25 AM ,2538,20.92,20.69,0.23,5.6,2060,0.040,0.233,0.193,5.1,0.812,0.3,0.50,STABLE,-0.01,9.67,0.000,2.620,46,16,33,18,0,1.1,0.5,17.1,24.3,757.9,OFF,
186,0106,6/9/2016 3:22:25 AM ,2388,20.92,20.70,0.21,5.7,1879,0.040,0.216,0.176,5.1,0.787,0.3,0.50,STABLE,0.00,9.67,0.000,2.620,72,10,7,0,0,1.1,0.5,17.3,24.3,757.9,OFF,
187,0106,6/9/2016 3:42:25 AM ,3972,20.92,20.56,0.36,5.7,3182,0.040,0.338,0.298,5.1,0.801,0.5,0.50,STABLE,0.02,9.69,0.000,2.620,771,347,449,234,183,1.1,0.5,17.5,24.3,757.9,OFF,
188,0106,6/9/2016 4:02:25 AM ,3824,20.92,20.57,0.34,5.7,3081,0.040,0.329,0.289,5.2,0.806,0.5,0.50,DYNAMIC,0.02,9.71,0.060,2.680,2485,1627,1364,847,988,1.1,0.5,17.9,24.3,757.9,OFF,
189,0106,6/9/2016 4:22:25 AM ,3597,20.92,20.59,0.33,5.8,3014,0.040,0.322,0.283,5.2,0.838,0.5,0.50,DYNAMIC,0.04,9.75,0.020,2.700,1740,1043,1017,624,508,1.0,0.5,17.8,24.3,757.9,OFF,
190,0106,6/9/2016 4:42:25 AM ,3643,20.92,20.59,0.33,5.8,2877,0.040,0.310,0.270,5.2,0.790,0.5,0.50,STABLE,0.01,9.76,0.000,2.700,1624,930,1150,681,593,1.1,0.5,17.9,24.3,757.9,OFF,
191,0106,6/9/2016 5:02:25 AM ,3474,20.91,20.60,0.31,5.8,2703,0.040,0.293,0.253,5.2,0.778,0.5,0.50,STABLE,0.00,9.76,0.000,2.700,1594,926,1023,601,508,1.0,0.5,17.9,24.3,757.9,OFF,
192,0106,6/9/2016 5:22:25 AM ,3119,20.91,20.64,0.28,5.9,2404,0.040,0.265,0.225,5.3,0.770,0.4,0.50,STABLE,0.00,9.76,0.000,2.700,1664,923,1080,608,499,1.1,0.5,17.9,24.3,757.9,OFF,
193,0106,6/9/2016 5:42:25 AM ,1648,20.92,20.77,0.15,5.9,1234,0.040,0.156,0.116,5.3,0.749,0.2,0.50,STABLE,0.00,9.76,0.000,2.700,219,10,99,33,1,1.1,0.5,17.9,24.3,757.9,OFF,
194,0106,6/9/2016 6:02:25 AM ,2076,20.91,20.73,0.18,5.9,1560,0.040,0.186,0.146,5.3,0.752,0.3,0.50,STABLE,0.00,9.76,0.000,2.700,6,0,21,11,0,1.0,0.5,18.0,24.3,757.9,ON,
195,0106,6/9/2016 6:22:25 AM ,3977,20.92,20.56,0.35,5.9,2986,0.040,0.320,0.280,5.3,0.751,0.5,0.50,STABLE,0.00,9.76,0.000,2.700,1109,675,730,405,373,1.0,0.5,17.9,24.4,757.9,ON,
196,0106,6/9/2016 6:42:25 AM ,3028,20.92,20.65,0.27,6.0,2275,0.040,0.253,0.213,5.3,0.751,0.4,0.50,STABLE,0.00,9.76,0.020,2.720,1938,1230,1176,716,714,1.0,0.5,17.9,24.5,757.9,ON,
197,0106,6/9/2016 7:02:25 AM ,1967,20.92,20.74,0.17,6.0,1443,0.040,0.175,0.135,5.4,0.734,0.3,0.50,STABLE,0.00,9.76,0.000,2.720,544,115,303,103,16,1.0,0.5,17.7,24.7,757.9,ON,
198,0106,6/9/2016 7:22:25 AM ,2169,20.92,20.73,0.19,6.0,1552,0.040,0.185,0.145,5.4,0.716,0.3,0.50,STABLE,0.00,9.76,0.000,2.720,167,12,26,10,0,1.0,0.5,17.4,24.7,757.9,ON,
199,0106,6/9/2016 7:42:25 AM ,2165,20.92,20.73,0.19,6.0,1578,0.040,0.188,0.148,5.4,0.729,0.3,0.50,STABLE,-0.15,9.61,0.000,2.720,40,4,9,0,0,1.0,0.5,17.1,24.8,757.9,ON,
200,0106,6/9/2016 8:02:25 AM ,3302,20.92,20.63,0.29,6.1,2542,0.039,0.278,0.238,5.4,0.770,0.4,0.50,STABLE,0.15,9.76,0.000,2.720,154,49,141,44,43,1.0,0.5,17.0,24.8,757.9,ON,
201,0106,6/9/2016 8:22:25 AM ,2991,20.92,20.66,0.27,6.1,2238,0.040,0.249,0.210,5.4,0.748,0.4,0.50,STABLE,0.00,9.76,0.000,2.720,1076,587,765,421,455,1.0,0.5,16.8,24.8,757.9,ON,
202,0106,6/9/2016 8:42:25 AM ,1385,20.92,20.80,0.12,6.1,982,0.039,0.131,0.092,5.4,0.709,0.2,0.50,STABLE,0.00,9.76,0.000,2.720,231,35,144,55,22,1.0,0.5,17.0,24.8,757.9,ON,
203,0106,6/9/2016 9:02:25 AM ,2209,20.92,20.73,0.19,6.1,1593,0.040,0.189,0.149,5.5,0.721,0.3,0.50,STABLE,0.00,9.76,0.020,2.740,0,0,9,0,0,1.0,0.5,16.9,24.8,757.9,ON,
204,EVENT,6/9/2016 9:22:25 AM ,4766,20.92,20.50,0.42,6.2,3633,0.041,0.382,0.341,5.5,0.762,0.6,0.50,STABLE,0.03,9.79,0.000,2.740,334,150,279,185,7,1.0,0.5,17.8,24.8,757.9,ON,
