Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:44 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0104
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G29
Subject Mass (G), 30.32 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
37,0104,6/7/2016 1:36:25 AM ,3048,20.93,20.63,0.30,1.3,2705,0.040,0.313,0.274,1.2,0.887,0.5,0.50,STABLE,0.02,1.92,0.020,0.820,137,64,118,63,24,1.0,0.5,19.6,24.2,764.0,OFF,
38,0104,6/7/2016 1:56:25 AM ,4082,20.93,20.53,0.40,1.4,3689,0.040,0.413,0.373,1.2,0.904,0.6,0.50,STABLE,0.02,1.94,0.000,0.820,1159,832,532,271,662,1.1,0.5,19.6,24.2,764.0,OFF,
39,0104,6/7/2016 2:16:25 AM ,3884,20.93,20.54,0.39,1.4,3651,0.040,0.409,0.369,1.3,0.940,0.6,0.50,STABLE,0.13,2.07,0.060,0.880,1133,645,621,306,1020,1.1,0.5,19.6,24.2,763.7,OFF,
40,0104,6/7/2016 2:36:25 AM ,3855,20.93,20.54,0.39,1.5,3831,0.040,0.427,0.387,1.3,0.994,0.6,0.50,STABLE,0.08,2.15,0.040,0.920,1457,885,903,571,656,1.0,0.5,19.8,24.2,763.7,OFF,
41,0104,6/7/2016 2:56:25 AM ,3535,20.93,20.58,0.35,1.5,3384,0.040,0.382,0.342,1.4,0.957,0.5,0.50,STABLE,0.05,2.20,0.000,0.920,1183,479,797,347,261,1.0,0.5,20.2,24.2,763.7,OFF,
42,0104,6/7/2016 3:16:25 AM ,3634,20.93,20.57,0.37,1.5,3540,0.040,0.398,0.358,1.4,0.974,0.6,0.50,STABLE,0.08,2.28,0.040,0.960,1787,1234,1019,629,868,1.0,0.5,20.9,24.2,763.7,OFF,
43,0104,6/7/2016 3:36:25 AM ,3646,20.93,20.56,0.37,1.6,3607,0.040,0.405,0.365,1.4,0.989,0.6,0.50,STABLE,0.03,2.31,0.000,0.960,627,388,387,220,298,1.1,0.5,21.0,24.2,763.5,OFF,
44,0104,6/7/2016 3:56:25 AM ,2533,20.93,20.68,0.25,1.6,2445,0.040,0.287,0.247,1.5,0.965,0.4,0.50,STABLE,0.08,2.39,0.060,1.020,526,267,252,138,229,1.0,0.5,20.8,24.2,763.5,OFF,
45,0104,6/7/2016 4:16:25 AM ,3810,20.93,20.55,0.38,1.6,3602,0.040,0.404,0.364,1.5,0.945,0.6,0.50,DYNAMIC,0.04,2.43,0.020,1.040,778,502,454,249,426,1.0,0.5,20.9,24.2,763.2,OFF,
46,0104,6/7/2016 4:36:25 AM ,3446,20.93,20.58,0.35,1.7,3388,0.040,0.383,0.343,1.5,0.983,0.5,0.50,STABLE,0.11,2.54,0.000,1.040,410,208,267,148,91,1.0,0.5,21.1,24.3,763.2,OFF,
47,0104,6/7/2016 4:56:25 AM ,3928,20.93,20.53,0.40,1.7,3916,0.040,0.436,0.396,1.6,0.997,0.6,0.50,STABLE,0.09,2.63,0.060,1.100,1059,636,539,309,521,1.1,0.5,21.8,24.3,763.2,OFF,
48,0104,6/7/2016 5:16:25 AM ,3835,20.93,20.54,0.39,1.7,3843,0.040,0.429,0.389,1.6,1.002,0.6,0.50,STABLE,0.13,2.76,0.080,1.180,2254,1424,1365,798,987,1.0,0.5,22.3,24.3,763.2,OFF,
49,0104,6/7/2016 5:36:25 AM ,3643,20.93,20.56,0.37,1.8,3629,0.040,0.407,0.367,1.6,0.996,0.6,0.50,STABLE,0.12,2.88,0.000,1.180,1707,1040,1276,758,889,1.0,0.5,23.6,24.4,763.0,OFF,
50,0104,6/7/2016 5:56:25 AM ,3510,20.93,20.58,0.35,1.8,3307,0.040,0.375,0.334,1.7,0.942,0.5,0.50,STABLE,0.00,2.88,0.080,1.260,1423,876,992,564,596,1.1,0.5,24.1,24.4,763.0,OFF,
51,0104,6/7/2016 6:16:25 AM ,3975,20.93,20.54,0.39,1.8,3571,0.040,0.402,0.361,1.7,0.898,0.6,0.50,STABLE,0.06,2.94,0.020,1.280,1103,810,616,373,475,1.0,0.5,24.3,24.4,763.0,ON,
52,0104,6/7/2016 6:36:25 AM ,2491,20.93,20.68,0.25,1.9,2394,0.040,0.282,0.242,1.7,0.961,0.4,0.50,STABLE,0.04,2.98,0.000,1.280,775,450,472,250,366,1.0,0.5,25.2,24.7,763.0,ON,
53,0104,6/7/2016 6:56:25 AM ,3648,20.93,20.57,0.37,1.9,3539,0.040,0.398,0.358,1.8,0.970,0.6,0.50,STABLE,0.05,3.03,0.040,1.320,1118,695,756,442,521,1.0,0.5,25.7,24.7,763.0,ON,
54,0104,6/7/2016 7:16:25 AM ,3600,20.93,20.57,0.36,2.0,3567,0.040,0.401,0.361,1.8,0.991,0.5,0.50,STABLE,0.01,3.04,0.000,1.320,394,176,170,100,177,1.0,0.5,25.8,24.8,762.7,ON,
55,0104,6/7/2016 7:36:25 AM ,2579,20.93,20.68,0.26,2.0,2504,0.040,0.293,0.253,1.8,0.971,0.4,0.50,STABLE,0.06,3.10,0.040,1.360,588,315,350,173,437,1.0,0.5,26.3,24.8,762.7,ON,
56,0104,6/7/2016 7:56:25 AM ,2742,20.94,20.66,0.27,2.0,2517,0.040,0.294,0.255,1.9,0.918,0.4,0.50,STABLE,0.00,3.10,0.020,1.380,45,8,11,1,0,1.0,0.5,26.6,25.0,762.7,ON,
57,0104,6/7/2016 8:16:25 AM ,3571,20.94,20.58,0.35,2.0,3228,0.040,0.366,0.326,1.9,0.904,0.5,0.50,STABLE,0.05,3.15,0.000,1.380,846,513,514,283,594,1.0,0.5,27.5,25.0,762.7,ON,
58,0104,6/7/2016 8:36:25 AM ,3443,20.94,20.59,0.35,2.1,3367,0.040,0.380,0.340,1.9,0.978,0.5,0.50,STABLE,0.06,3.21,0.000,1.380,1569,855,1070,537,719,1.0,0.5,27.5,25.1,762.7,ON,
59,EVENT,6/7/2016 8:56:25 AM ,3010,20.94,20.64,0.29,2.1,2540,0.042,0.299,0.257,1.9,0.844,0.4,0.50,STABLE,0.01,3.22,0.020,1.400,1339,791,817,499,217,1.0,0.5,28.1,25.1,762.7,ON,
60,0104,6/7/2016 9:16:25 AM ,2800,20.94,20.66,0.27,2.1,2309,0.040,0.273,0.234,2.0,0.824,0.4,0.50,STABLE,-0.01,3.21,0.000,1.400,83,20,48,14,0,1.0,0.5,28.6,25.1,762.7,ON,
61,0104,6/7/2016 9:36:25 AM ,3860,20.94,20.56,0.38,2.2,3228,0.040,0.366,0.327,2.0,0.836,0.6,0.50,STABLE,0.04,3.25,0.000,1.400,626,407,313,147,288,1.0,0.5,29.4,25.1,762.5,ON,
62,0104,6/7/2016 9:56:25 AM ,3155,20.94,20.62,0.32,2.2,2984,0.040,0.341,0.302,2.0,0.946,0.5,0.50,STABLE,0.04,3.29,0.000,1.400,979,523,754,307,486,1.0,0.5,29.7,25.2,762.5,ON,
63,0104,6/7/2016 10:16:25 AM ,2729,20.94,20.67,0.27,2.2,2357,0.040,0.278,0.238,2.1,0.864,0.4,0.50,STABLE,-0.02,3.27,0.020,1.420,142,28,15,6,0,1.0,0.5,30.1,25.2,762.5,ON,
64,0104,6/7/2016 10:36:25 AM ,2963,20.94,20.64,0.29,2.3,2621,0.040,0.305,0.265,2.1,0.884,0.4,0.50,STABLE,0.07,3.34,0.000,1.420,1120,777,609,365,534,1.0,0.5,30.4,25.3,762.5,ON,
65,0104,6/7/2016 10:56:25 AM ,2613,20.93,20.67,0.26,2.3,2445,0.040,0.287,0.247,2.1,0.936,0.4,0.50,STABLE,0.00,3.34,0.000,1.420,18,2,22,9,0,1.0,0.5,31.0,25.3,762.5,ON,
66,0104,6/7/2016 11:16:25 AM ,3553,20.94,20.58,0.36,2.3,3351,0.039,0.378,0.339,2.1,0.943,0.5,0.50,STABLE,0.07,3.41,0.020,1.440,1068,749,703,428,515,1.0,0.5,31.2,25.3,762.2,ON,
67,0104,6/7/2016 11:36:25 AM ,2527,20.94,20.69,0.25,2.4,2271,0.040,0.270,0.230,2.2,0.899,0.4,0.50,STABLE,-0.02,3.39,0.040,1.480,661,284,310,150,351,1.0,0.5,31.2,25.3,762.2,ON,
68,0104,6/7/2016 11:56:25 AM ,2455,20.94,20.70,0.24,2.4,2060,0.039,0.247,0.208,2.2,0.839,0.4,0.50,STABLE,0.00,3.39,0.000,1.480,24,4,2,0,0,1.0,0.5,29.8,25.3,762.2,ON,
69,0104,6/7/2016 12:16:25 PM ,3348,20.94,20.61,0.33,2.4,2920,0.040,0.335,0.295,2.2,0.872,0.5,0.50,STABLE,0.02,3.41,0.020,1.500,1187,623,723,305,508,1.0,0.5,29.4,25.3,762.2,ON,
70,0104,6/7/2016 12:36:25 PM ,2721,20.93,20.67,0.26,2.4,2227,0.041,0.266,0.225,2.2,0.819,0.4,0.50,STABLE,0.00,3.41,0.000,1.500,143,14,115,18,0,1.0,0.5,27.5,25.3,762.0,ON,
71,0104,6/7/2016 12:56:25 PM ,3379,20.94,20.61,0.33,2.5,2783,0.041,0.322,0.282,2.3,0.823,0.5,0.50,STABLE,0.03,3.44,0.000,1.500,470,255,320,177,221,1.0,0.5,27.1,25.3,762.0,ON,
72,0104,6/7/2016 1:16:25 PM ,2550,20.93,20.69,0.25,2.5,2071,0.041,0.250,0.210,2.3,0.812,0.4,0.50,STABLE,0.00,3.44,0.000,1.500,109,13,65,17,3,1.0,0.5,25.9,25.3,762.0,ON,
73,0104,6/7/2016 1:36:25 PM ,3218,20.93,20.62,0.32,2.5,2853,0.042,0.331,0.289,2.3,0.887,0.5,0.50,STABLE,0.04,3.48,0.000,1.500,793,455,427,249,437,1.0,0.5,25.7,25.3,762.0,ON,
74,0104,6/7/2016 1:56:25 PM ,2645,20.93,20.68,0.26,2.6,2067,0.041,0.250,0.209,2.3,0.781,0.4,0.50,STABLE,0.00,3.48,0.000,1.500,336,48,129,9,0,1.0,0.5,25.7,25.3,761.7,ON,
75,0104,6/7/2016 2:16:25 PM ,2758,20.93,20.67,0.27,2.6,2203,0.040,0.263,0.223,2.4,0.799,0.4,0.50,STABLE,0.00,3.48,0.000,1.500,67,11,13,4,0,1.0,0.5,24.0,25.3,761.7,ON,
76,0104,6/7/2016 2:36:25 PM ,2724,20.93,20.67,0.26,2.6,2124,0.041,0.256,0.215,2.4,0.780,0.4,0.50,STABLE,0.01,3.49,0.020,1.520,89,20,32,19,0,1.0,0.5,23.9,25.3,761.5,ON,
77,0104,6/7/2016 2:56:25 PM ,2570,20.93,20.68,0.25,2.6,2034,0.041,0.246,0.206,2.4,0.792,0.4,0.50,STABLE,0.01,3.50,0.000,1.520,59,11,28,8,0,1.0,0.5,24.4,25.3,761.2,ON,
78,0104,6/7/2016 3:16:25 PM ,2962,20.93,20.64,0.29,2.7,2664,0.041,0.311,0.269,2.4,0.899,0.4,0.50,STABLE,0.10,3.60,0.000,1.520,598,252,360,146,58,1.0,0.5,24.9,25.3,760.9,ON,
79,0104,6/7/2016 3:36:25 PM ,2984,20.93,20.64,0.29,2.7,2528,0.040,0.296,0.256,2.5,0.847,0.4,0.50,STABLE,-0.01,3.59,0.000,1.520,1054,439,812,331,535,1.0,0.5,24.0,25.3,760.9,ON,
80,0104,6/7/2016 3:56:25 PM ,2570,20.93,20.69,0.25,2.7,2037,0.040,0.246,0.206,2.5,0.792,0.4,0.50,STABLE,0.01,3.60,0.000,1.520,57,9,40,17,0,1.0,0.5,23.5,25.3,760.7,ON,
81,0104,6/7/2016 4:16:25 PM ,3681,20.93,20.57,0.36,2.8,3150,0.039,0.358,0.319,2.5,0.856,0.5,0.50,STABLE,0.05,3.65,0.000,1.520,552,339,355,198,375,1.0,0.5,22.4,25.3,760.7,ON,
82,0104,6/7/2016 4:36:25 PM ,2617,20.93,20.68,0.26,2.8,2345,0.039,0.277,0.237,2.5,0.896,0.4,0.50,STABLE,0.03,3.68,0.020,1.540,464,135,303,68,68,1.0,0.5,22.4,25.3,760.2,ON,
83,0104,6/7/2016 4:56:25 PM ,2487,20.93,20.69,0.24,2.8,2023,0.040,0.245,0.205,2.6,0.813,0.4,0.50,STABLE,0.01,3.69,0.000,1.540,82,14,26,8,0,1.0,0.5,23.9,25.3,760.2,ON,
84,0104,6/7/2016 5:16:25 PM ,2991,20.94,20.64,0.29,2.8,2633,0.039,0.306,0.266,2.6,0.880,0.4,0.50,STABLE,0.02,3.71,0.000,1.540,1086,514,640,286,485,1.0,0.5,29.8,25.3,760.2,ON,
85,0104,6/7/2016 5:36:25 PM ,2652,20.94,20.68,0.26,2.9,2110,0.039,0.253,0.213,2.6,0.796,0.4,0.50,STABLE,0.00,3.71,0.000,1.540,73,0,11,4,0,1.0,0.5,28.2,25.3,760.2,ON,
86,0104,6/7/2016 5:56:25 PM ,2932,20.94,20.65,0.29,2.9,2559,0.039,0.298,0.259,2.6,0.873,0.4,0.50,STABLE,0.08,3.79,0.000,1.540,764,386,407,218,342,1.0,0.5,28.2,25.3,760.2,ON,
87,0104,6/7/2016 6:16:25 PM ,2907,20.94,20.65,0.28,2.9,2463,0.039,0.288,0.249,2.6,0.847,0.4,0.50,STABLE,-0.01,3.78,0.000,1.540,611,175,293,104,43,1.0,0.5,27.6,25.3,759.7,OFF,
88,0104,6/7/2016 6:36:25 PM ,4111,20.93,20.53,0.41,3.0,3781,0.040,0.422,0.382,2.7,0.920,0.6,0.50,STABLE,0.02,3.80,0.020,1.560,1567,971,968,526,600,1.1,0.5,27.6,25.3,759.4,OFF,
89,0104,6/7/2016 6:56:25 PM ,3927,20.93,20.55,0.39,3.0,3513,0.040,0.395,0.355,2.7,0.895,0.6,0.50,STABLE,0.07,3.87,0.000,1.560,2259,1475,1426,857,1056,1.1,0.5,27.7,25.1,759.4,OFF,
90,0104,6/7/2016 7:16:25 PM ,2864,20.93,20.65,0.28,3.0,2524,0.040,0.295,0.255,2.7,0.881,0.4,0.50,STABLE,0.04,3.91,0.000,1.560,1051,522,696,313,362,1.1,0.5,27.6,25.0,759.4,OFF,
91,0104,6/7/2016 7:36:25 PM ,3619,20.93,20.57,0.36,3.1,3471,0.040,0.391,0.351,2.8,0.959,0.5,0.50,STABLE,0.10,4.01,0.040,1.600,1212,828,680,388,582,1.1,0.5,28.0,25.0,759.2,OFF,
92,0104,6/7/2016 7:56:25 PM ,3563,20.93,20.57,0.36,3.1,3486,0.040,0.392,0.353,2.8,0.978,0.5,0.50,STABLE,0.05,4.06,0.000,1.600,1260,621,864,419,400,1.0,0.5,29.2,24.9,758.9,OFF,
93,0104,6/7/2016 8:16:25 PM ,3106,20.93,20.61,0.31,3.1,3080,0.040,0.351,0.311,2.8,0.991,0.5,0.50,STABLE,0.05,4.11,0.020,1.620,1636,986,1328,799,954,1.0,0.5,30.1,24.9,758.7,OFF,
94,0104,6/7/2016 8:36:25 PM ,3597,20.93,20.56,0.36,3.2,3579,0.040,0.402,0.362,2.9,0.995,0.5,0.50,DYNAMIC,0.19,4.30,0.060,1.680,1115,625,732,417,486,1.0,0.5,34.2,24.9,758.7,OFF,
95,0104,6/7/2016 8:56:25 PM ,3510,20.93,20.57,0.36,3.2,3590,0.040,0.403,0.363,2.9,1.023,0.5,0.50,STABLE,0.11,4.41,0.040,1.720,739,389,561,321,300,1.1,0.5,35.5,24.9,758.7,OFF,
96,0104,6/7/2016 9:16:25 PM ,3148,20.93,20.61,0.32,3.2,3139,0.040,0.357,0.317,3.0,0.997,0.5,0.50,STABLE,0.04,4.45,0.040,1.760,1246,665,832,456,479,1.1,0.5,36.6,24.9,758.4,OFF,
97,0104,6/7/2016 9:36:25 PM ,3515,20.93,20.57,0.35,3.3,3435,0.040,0.387,0.347,3.0,0.977,0.5,0.50,STABLE,0.17,4.62,0.000,1.760,717,302,528,217,183,1.1,0.5,36.6,24.9,758.4,OFF,
98,0104,6/7/2016 9:56:25 PM ,3272,20.93,20.59,0.33,3.3,3444,0.040,0.388,0.348,3.0,1.053,0.5,0.50,STABLE,0.02,4.64,0.000,1.760,701,473,503,278,340,1.1,0.5,36.6,24.9,758.2,OFF,
99,0104,6/7/2016 10:16:25 PM ,3523,20.93,20.57,0.36,3.3,3602,0.040,0.404,0.364,3.1,1.022,0.5,0.50,STABLE,0.09,4.73,0.060,1.820,1577,836,1011,524,740,1.1,0.5,36.6,24.9,758.2,OFF,
