Oxymax CSV File 

CSV Generation Date,6/13/2016 9:08:44 AM 
Experiment Started,6/6/2016 1:26:16 PM 
Data Filename,C:\Users\Clams-hwh\Documents\Users\SFO\Ruas\Vicente\2016-06-06\2016-06-06.CDTA

Group/Cage,0104
O2 Calibration Date,6/6/2016 1:25:04 PM
CO2 Calibration Date,6/6/2016 1:23:24 PM
Subject ID,G29
Subject Mass (G), 30.32 

Reference Settle Time (s), 90 
Reference Measure Time (s), 30 
Cage Settle Time (s), 90 
Cage Measure Time (s), 30 
Reference Method,EVRYNN=4
Heat Calculation Method,STD


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
100,0104,6/7/2016 10:36:25 PM ,3319,20.93,20.59,0.34,3.4,3475,0.039,0.391,0.351,3.1,1.047,0.5,0.50,STABLE,0.13,4.86,0.080,1.900,1208,820,744,444,458,1.1,0.5,35.7,24.9,757.9,OFF,
101,0104,6/7/2016 10:56:25 PM ,2722,20.93,20.65,0.28,3.4,2790,0.040,0.322,0.282,3.1,1.025,0.4,0.50,STABLE,0.11,4.97,0.000,1.900,764,268,634,323,208,1.1,0.5,35.5,24.9,757.9,OFF,
102,0104,6/7/2016 11:16:25 PM ,3627,20.93,20.56,0.37,3.4,3755,0.040,0.419,0.380,3.2,1.035,0.6,0.50,STABLE,0.15,5.12,0.100,2.000,1490,736,785,431,480,1.1,0.5,36.3,24.9,757.9,OFF,
103,0104,6/7/2016 11:36:25 PM ,2339,20.93,20.69,0.24,3.5,2332,0.040,0.275,0.236,3.2,0.997,0.4,0.50,STABLE,-0.01,5.11,0.020,2.020,431,115,293,112,36,1.1,0.5,36.6,24.9,757.9,OFF,
104,0104,6/7/2016 11:56:25 PM ,2644,20.93,20.66,0.27,3.5,2712,0.040,0.314,0.274,3.2,1.026,0.4,0.50,STABLE,0.08,5.19,0.040,2.060,979,631,573,312,497,1.1,0.5,36.6,24.9,757.9,OFF,
105,0104,6/8/2016 12:16:25 AM ,3500,20.93,20.57,0.35,3.5,3536,0.040,0.397,0.357,3.2,1.010,0.5,0.50,STABLE,0.02,5.21,0.000,2.060,906,629,567,340,500,1.1,0.5,36.6,24.9,757.7,OFF,
106,0104,6/8/2016 12:36:25 AM ,2528,20.93,20.67,0.26,3.6,2554,0.040,0.298,0.258,3.3,1.010,0.4,0.50,STABLE,0.04,5.25,0.040,2.100,874,281,476,192,89,1.1,0.5,36.6,24.9,757.7,OFF,
107,0104,6/8/2016 12:56:25 AM ,2835,20.93,20.64,0.29,3.6,2800,0.040,0.323,0.283,3.3,0.987,0.4,0.50,STABLE,0.03,5.28,0.000,2.100,178,113,126,70,64,1.1,0.5,36.6,24.9,757.4,OFF,
108,0104,6/8/2016 1:16:25 AM ,3024,20.92,20.62,0.31,3.6,3082,0.040,0.351,0.312,3.3,1.019,0.5,0.50,STABLE,0.08,5.36,0.000,2.100,1347,757,919,474,588,1.1,0.5,36.6,24.9,757.4,OFF,
109,0104,6/8/2016 1:36:25 AM ,3509,20.92,20.57,0.36,3.7,3580,0.040,0.402,0.362,3.4,1.020,0.5,0.50,DYNAMIC,0.08,5.44,0.080,2.180,718,489,507,301,299,1.0,0.5,36.6,24.9,757.2,OFF,
110,0104,6/8/2016 1:56:25 AM ,2442,20.92,20.67,0.25,3.7,2515,0.040,0.294,0.254,3.4,1.030,0.4,0.50,STABLE,0.11,5.55,0.000,2.180,559,147,392,132,48,1.1,0.5,35.7,24.9,757.2,OFF,
111,0104,6/8/2016 2:16:25 AM ,2542,20.92,20.66,0.26,3.7,2599,0.040,0.303,0.263,3.4,1.022,0.4,0.50,STABLE,0.00,5.55,0.020,2.200,85,60,84,36,7,1.0,0.5,34.7,24.9,756.9,OFF,
112,0104,6/8/2016 2:36:25 AM ,3564,20.92,20.56,0.36,3.7,3581,0.040,0.402,0.362,3.5,1.005,0.5,0.50,STABLE,0.04,5.59,0.060,2.260,908,597,599,304,376,1.0,0.5,34.5,24.9,756.7,OFF,
113,0104,6/8/2016 2:56:25 AM ,3795,20.92,20.54,0.39,3.8,3890,0.040,0.433,0.393,3.5,1.025,0.6,0.50,STABLE,0.06,5.65,0.020,2.280,1259,699,838,458,510,1.0,0.5,34.5,24.8,756.4,OFF,
114,0104,6/8/2016 3:16:25 AM ,3535,20.92,20.56,0.36,3.8,3658,0.040,0.410,0.370,3.5,1.035,0.5,0.50,STABLE,0.24,5.89,0.100,2.380,1324,677,692,394,356,1.0,0.5,34.6,24.8,756.4,OFF,
115,0104,6/8/2016 3:36:25 AM ,3216,20.92,20.59,0.33,3.8,3312,0.040,0.374,0.335,3.6,1.030,0.5,0.50,STABLE,0.10,5.99,0.020,2.400,822,274,542,243,92,1.0,0.5,34.9,24.7,756.2,OFF,
116,0104,6/8/2016 3:56:25 AM ,3381,20.92,20.57,0.35,3.9,3539,0.040,0.397,0.358,3.6,1.047,0.5,0.50,STABLE,0.02,6.01,0.040,2.440,1112,765,726,423,664,1.0,0.5,36.1,24.7,755.9,OFF,
117,0104,6/8/2016 4:16:25 AM ,2596,20.92,20.66,0.26,3.9,2561,0.040,0.299,0.259,3.6,0.987,0.4,0.50,STABLE,-0.02,5.99,0.020,2.460,574,58,326,111,24,1.0,0.5,36.6,24.7,755.9,OFF,
118,0104,6/8/2016 4:36:25 AM ,2697,20.92,20.65,0.27,3.9,2650,0.039,0.307,0.268,3.7,0.982,0.4,0.50,STABLE,-0.01,5.98,0.000,2.460,30,8,22,8,0,1.1,0.5,36.6,24.7,755.9,OFF,
119,0104,6/8/2016 4:56:25 AM ,3275,20.92,20.59,0.33,4.0,3299,0.040,0.373,0.334,3.7,1.007,0.5,0.50,STABLE,0.14,6.12,0.020,2.480,1441,823,969,554,669,1.0,0.5,36.6,24.7,755.9,OFF,
120,0104,6/8/2016 5:16:25 AM ,2598,20.92,20.66,0.26,4.0,2586,0.040,0.301,0.261,3.7,0.995,0.4,0.50,STABLE,-0.01,6.11,0.020,2.500,30,6,20,4,0,1.1,0.5,36.7,24.7,755.6,OFF,
121,0104,6/8/2016 5:36:25 AM ,3722,20.92,20.54,0.38,4.0,3803,0.040,0.424,0.384,3.7,1.022,0.6,0.50,DYNAMIC,0.19,6.30,0.040,2.540,1813,1136,1300,781,1021,1.1,0.5,36.6,24.7,755.6,OFF,
122,0104,6/8/2016 5:56:25 AM ,2298,20.92,20.69,0.23,4.1,2335,0.040,0.276,0.236,3.8,1.016,0.4,0.50,STABLE,0.03,6.33,0.000,2.540,440,167,233,105,57,1.0,0.5,36.6,24.7,755.6,OFF,
123,0104,6/8/2016 6:16:25 AM ,3369,20.92,20.58,0.34,4.1,3445,0.040,0.388,0.348,3.8,1.023,0.5,0.50,STABLE,0.12,6.45,0.060,2.600,1292,741,773,421,594,1.0,0.5,36.7,24.7,755.6,ON,
124,0104,6/8/2016 6:36:25 AM ,2610,20.92,20.65,0.26,4.1,2581,0.040,0.301,0.261,3.8,0.989,0.4,0.50,STABLE,-0.02,6.43,0.000,2.600,248,32,227,43,0,1.1,0.5,34.2,24.7,755.6,ON,
125,0104,6/8/2016 6:56:25 AM ,2282,20.92,20.69,0.23,4.1,2247,0.040,0.267,0.227,3.9,0.985,0.3,0.50,STABLE,0.07,6.50,0.040,2.640,1131,687,635,366,544,1.0,0.5,30.8,24.8,755.9,ON,
126,0104,6/8/2016 7:16:25 AM ,2515,20.92,20.67,0.25,4.2,2463,0.040,0.289,0.249,3.9,0.980,0.4,0.50,STABLE,0.00,6.50,0.000,2.640,27,3,20,7,0,1.0,0.5,30.3,24.8,755.9,ON,
127,0104,6/8/2016 7:36:25 AM ,3351,20.92,20.58,0.34,4.2,3267,0.040,0.371,0.330,3.9,0.975,0.5,0.50,STABLE,0.16,6.66,0.000,2.640,1398,825,722,397,476,1.0,0.5,29.7,24.9,756.4,ON,
128,0104,6/8/2016 7:56:25 AM ,2352,20.92,20.68,0.24,4.2,2337,0.040,0.277,0.236,3.9,0.994,0.4,0.50,STABLE,-0.01,6.65,0.000,2.640,97,10,51,10,0,1.0,0.5,30.4,24.9,756.9,ON,
129,0104,6/8/2016 8:16:25 AM ,3395,20.92,20.58,0.34,4.3,3369,0.040,0.381,0.341,4.0,0.992,0.5,0.50,DYNAMIC,0.07,6.72,0.040,2.680,393,231,232,108,112,1.0,0.5,30.5,24.9,757.2,ON,
130,0104,6/8/2016 8:36:25 AM ,3128,20.92,20.61,0.32,4.3,3164,0.040,0.360,0.320,4.0,1.011,0.5,0.50,STABLE,0.01,6.73,0.000,2.680,1227,649,626,231,493,1.0,0.5,29.5,24.9,757.2,ON,
131,EVENT,6/8/2016 8:56:25 AM ,2548,20.92,20.67,0.25,4.3,2381,0.040,0.281,0.241,4.0,0.934,0.4,0.50,STABLE,-0.01,6.72,0.000,2.680,88,4,74,2,0,1.0,0.5,27.6,25.0,757.7,ON,
132,0104,6/8/2016 9:16:25 AM ,2302,20.92,20.70,0.23,4.3,2146,0.041,0.258,0.217,4.1,0.933,0.3,0.50,STABLE,0.03,6.75,0.000,2.680,1028,665,587,326,387,1.0,0.5,25.7,25.0,757.9,ON,
133,0104,6/8/2016 9:36:25 AM ,2955,20.92,20.63,0.30,4.4,2908,0.041,0.335,0.294,4.1,0.984,0.5,0.50,STABLE,0.14,6.89,0.020,2.700,712,400,383,197,302,1.0,0.5,25.7,25.0,757.9,ON,
134,0104,6/8/2016 9:56:25 AM ,3054,20.92,20.61,0.31,4.4,3128,0.041,0.357,0.316,4.1,1.025,0.5,0.50,STABLE,0.06,6.95,0.000,2.700,259,138,158,79,127,1.0,0.5,25.6,25.0,758.2,ON,
135,0104,6/8/2016 10:16:25 AM ,2920,20.93,20.63,0.29,4.4,2874,0.041,0.332,0.291,4.1,0.984,0.4,0.50,STABLE,0.05,7.00,0.000,2.700,1216,503,655,234,323,1.0,0.5,25.7,25.1,758.4,ON,
136,0104,6/8/2016 10:36:25 AM ,2684,20.93,20.66,0.27,4.5,2441,0.041,0.288,0.247,4.2,0.909,0.4,0.50,STABLE,0.01,7.01,0.000,2.700,77,3,18,5,0,1.0,0.5,25.1,25.1,758.4,ON,
137,0104,6/8/2016 10:56:25 AM ,2541,20.93,20.67,0.26,4.5,2499,0.040,0.293,0.253,4.2,0.984,0.4,0.50,STABLE,0.10,7.11,0.000,2.700,434,256,237,123,227,1.0,0.5,24.5,25.3,758.4,ON,
138,0104,6/8/2016 11:16:25 AM ,2871,20.93,20.64,0.29,4.5,2915,0.040,0.335,0.295,4.2,1.015,0.4,0.50,STABLE,0.14,7.25,0.060,2.760,808,477,429,201,177,1.0,0.5,24.0,25.3,758.4,ON,
139,0104,6/8/2016 11:36:25 AM ,2355,20.93,20.69,0.24,4.5,2466,0.040,0.289,0.249,4.2,1.047,0.4,0.50,STABLE,0.00,7.25,0.020,2.780,40,13,26,4,0,1.0,0.5,23.9,25.3,758.4,ON,
140,0104,6/8/2016 11:56:25 AM ,3235,20.93,20.60,0.33,4.6,3245,0.040,0.368,0.328,4.3,1.003,0.5,0.50,STABLE,0.08,7.33,0.020,2.800,921,597,580,298,426,1.1,0.5,22.6,25.1,758.4,ON,
141,0104,6/8/2016 12:16:25 PM ,2538,20.93,20.68,0.25,4.6,2424,0.040,0.285,0.245,4.3,0.955,0.4,0.50,STABLE,0.00,7.33,0.000,2.800,256,39,124,15,0,1.0,0.5,20.9,25.1,758.4,ON,
142,0104,6/8/2016 12:36:25 PM ,3102,20.93,20.62,0.31,4.6,2910,0.040,0.334,0.294,4.3,0.938,0.5,0.50,STABLE,0.13,7.46,0.000,2.800,178,98,70,31,26,1.0,0.5,20.0,25.1,758.4,ON,
143,0104,6/8/2016 12:56:25 PM ,2808,20.93,20.65,0.28,4.7,2813,0.040,0.324,0.284,4.4,1.002,0.4,0.50,STABLE,0.06,7.52,0.040,2.840,684,278,533,162,202,1.0,0.5,19.3,25.1,758.4,ON,
144,0104,6/8/2016 1:16:25 PM ,2618,20.93,20.66,0.26,4.7,2613,0.040,0.304,0.264,4.4,0.998,0.4,0.50,STABLE,0.01,7.53,0.000,2.840,78,3,6,1,0,1.0,0.5,18.0,25.0,758.4,ON,
145,0104,6/8/2016 1:36:25 PM ,2523,20.93,20.67,0.26,4.7,2560,0.040,0.299,0.259,4.4,1.015,0.4,0.50,STABLE,0.07,7.60,0.000,2.840,529,312,284,158,291,1.0,0.5,16.7,25.0,758.4,ON,
146,0104,6/8/2016 1:56:25 PM ,2702,20.93,20.66,0.27,4.7,2621,0.040,0.305,0.265,4.4,0.970,0.4,0.50,STABLE,0.01,7.61,0.000,2.840,14,0,17,1,0,1.0,0.5,17.7,25.0,758.4,ON,
147,0104,6/8/2016 2:16:25 PM ,3298,20.93,20.59,0.33,4.8,3291,0.040,0.373,0.333,4.5,0.998,0.5,0.50,STABLE,0.12,7.73,0.040,2.880,1011,500,581,231,374,1.0,0.5,16.4,25.0,758.4,ON,
148,0104,6/8/2016 2:36:25 PM ,2547,20.93,20.67,0.26,4.8,2470,0.040,0.290,0.250,4.5,0.970,0.4,0.50,STABLE,0.00,7.73,0.000,2.880,135,19,88,13,4,1.0,0.5,16.4,25.0,758.4,ON,
149,0104,6/8/2016 2:56:25 PM ,3152,20.93,20.61,0.32,4.8,3058,0.040,0.349,0.309,4.5,0.970,0.5,0.50,STABLE,0.12,7.85,0.040,2.920,280,145,138,78,45,1.0,0.5,17.4,25.0,758.4,ON,
150,0104,6/8/2016 3:16:25 PM ,2570,20.93,20.67,0.26,4.9,2567,0.040,0.299,0.260,4.6,0.999,0.4,0.50,STABLE,0.00,7.85,0.000,2.920,116,9,20,8,0,1.0,0.5,16.5,25.0,758.4,ON,
151,0104,6/8/2016 3:36:25 PM ,3132,20.92,20.61,0.32,4.9,3119,0.040,0.355,0.315,4.6,0.996,0.5,0.50,STABLE,0.11,7.96,0.020,2.940,455,186,275,84,47,1.0,0.5,16.4,25.0,758.4,ON,
152,0104,6/8/2016 3:56:25 PM ,2605,20.92,20.66,0.26,4.9,2616,0.041,0.305,0.264,4.6,1.004,0.4,0.50,STABLE,0.00,7.96,0.000,2.940,319,21,88,10,0,1.0,0.5,16.4,25.0,758.4,ON,
153,0104,6/8/2016 4:16:25 PM ,3273,20.93,20.60,0.33,4.9,3217,0.040,0.365,0.325,4.6,0.983,0.5,0.50,STABLE,0.08,8.04,0.020,2.960,697,409,455,227,389,1.0,0.5,16.4,25.0,758.4,ON,
154,0104,6/8/2016 4:36:25 PM ,2817,20.93,20.64,0.28,5.0,2771,0.040,0.320,0.280,4.7,0.984,0.4,0.50,STABLE,0.04,8.08,0.020,2.980,547,132,177,41,39,1.0,0.5,16.4,25.0,758.4,ON,
155,0104,6/8/2016 4:56:25 PM ,2605,20.93,20.66,0.26,5.0,2575,0.040,0.300,0.260,4.7,0.988,0.4,0.50,STABLE,0.01,8.09,0.020,3.000,515,363,338,195,337,1.0,0.5,16.4,25.0,758.4,ON,
156,0104,6/8/2016 5:16:25 PM ,2571,20.93,20.67,0.26,5.0,2563,0.039,0.299,0.259,4.7,0.997,0.4,0.50,STABLE,0.10,8.19,0.020,3.020,380,254,256,149,65,1.0,0.5,16.4,25.0,758.2,ON,
157,0104,6/8/2016 5:36:25 PM ,2988,20.93,20.63,0.30,5.1,2916,0.039,0.334,0.295,4.8,0.976,0.5,0.50,STABLE,0.06,8.25,0.000,3.020,176,50,49,20,7,1.0,0.5,15.7,25.0,758.2,ON,
158,0104,6/8/2016 5:56:25 PM ,3469,20.93,20.58,0.35,5.1,3470,0.039,0.390,0.351,4.8,1.000,0.5,0.50,STABLE,0.04,8.29,0.000,3.020,690,147,414,87,42,1.0,0.5,15.2,25.0,758.2,ON,
159,0104,6/8/2016 6:16:25 PM ,3650,20.93,20.56,0.37,5.1,3553,0.039,0.399,0.359,4.8,0.974,0.6,0.50,STABLE,0.06,8.35,0.000,3.020,441,253,263,104,99,1.0,0.5,14.9,25.0,758.2,OFF,
160,0104,6/8/2016 6:36:25 PM ,3070,20.93,20.62,0.31,5.2,2937,0.039,0.336,0.297,4.9,0.957,0.5,0.50,STABLE,0.08,8.43,0.000,3.020,520,163,292,75,27,1.0,0.5,14.8,24.9,758.2,OFF,
161,0104,6/8/2016 6:56:25 PM ,3809,20.92,20.54,0.39,5.2,3859,0.039,0.430,0.390,4.9,1.013,0.6,0.50,STABLE,0.06,8.49,0.000,3.020,1381,684,795,347,452,1.1,0.5,15.5,24.7,757.9,OFF,
162,0104,6/8/2016 7:16:25 PM ,2939,20.92,20.63,0.30,5.2,2976,0.039,0.340,0.301,4.9,1.013,0.5,0.50,STABLE,0.13,8.62,0.020,3.040,446,161,176,58,102,1.1,0.5,15.8,24.6,757.9,OFF,
163,0104,6/8/2016 7:36:25 PM ,3565,20.92,20.56,0.36,5.3,3674,0.039,0.411,0.371,5.0,1.030,0.5,0.50,STABLE,0.09,8.71,0.020,3.060,590,229,333,121,124,1.0,0.5,15.8,24.6,757.9,OFF,
164,0104,6/8/2016 7:56:25 PM ,3743,20.92,20.54,0.38,5.3,3913,0.039,0.435,0.396,5.0,1.046,0.6,0.50,DYNAMIC,0.14,8.85,0.060,3.120,699,426,306,156,392,1.0,0.5,16.1,24.6,757.9,OFF,
165,0104,6/8/2016 8:16:25 PM ,3524,20.92,20.56,0.36,5.3,3705,0.039,0.414,0.375,5.0,1.051,0.5,0.50,STABLE,0.06,8.91,0.020,3.140,1548,910,1014,547,921,1.0,0.5,16.2,24.6,757.9,OFF,
166,0104,6/8/2016 8:36:25 PM ,3832,20.92,20.53,0.39,5.4,3964,0.040,0.440,0.401,5.1,1.034,0.6,0.50,STABLE,0.13,9.04,0.020,3.160,1624,783,864,414,652,1.0,0.5,16.2,24.6,757.9,OFF,
167,0104,6/8/2016 8:56:25 PM ,3280,20.92,20.59,0.33,5.4,3392,0.040,0.382,0.343,5.1,1.034,0.5,0.50,STABLE,0.12,9.16,0.040,3.200,644,286,329,156,192,1.0,0.5,16.2,24.5,757.9,OFF,
168,0104,6/8/2016 9:16:25 PM ,3835,20.92,20.53,0.39,5.4,4020,0.040,0.446,0.406,5.1,1.048,0.6,0.50,DYNAMIC,0.11,9.27,0.060,3.260,1165,792,600,322,566,1.0,0.5,16.2,24.4,757.9,OFF,
169,0104,6/8/2016 9:36:25 PM ,3894,20.92,20.52,0.40,5.5,4031,0.040,0.447,0.408,5.2,1.035,0.6,0.50,STABLE,0.09,9.36,0.040,3.300,1687,907,1004,504,660,1.1,0.5,16.2,24.3,757.9,OFF,
170,0104,6/8/2016 9:56:25 PM ,3307,20.92,20.58,0.34,5.5,3392,0.040,0.382,0.343,5.2,1.026,0.5,0.50,STABLE,0.13,9.49,0.020,3.320,890,415,461,163,138,1.0,0.5,16.2,24.3,757.9,OFF,
171,0104,6/8/2016 10:16:25 PM ,2581,20.92,20.66,0.26,5.5,2710,0.040,0.314,0.274,5.3,1.050,0.4,0.50,STABLE,0.12,9.61,0.020,3.340,670,323,375,204,206,1.0,0.5,16.2,24.3,757.9,OFF,
172,0104,6/8/2016 10:36:25 PM ,3183,20.92,20.59,0.32,5.6,3263,0.040,0.370,0.330,5.3,1.025,0.5,0.50,STABLE,0.06,9.67,0.040,3.380,1123,542,682,294,396,1.1,0.5,16.2,24.2,757.9,OFF,
173,0104,6/8/2016 10:56:25 PM ,2738,20.92,20.64,0.28,5.6,2853,0.040,0.328,0.288,5.3,1.042,0.4,0.50,STABLE,0.16,9.83,0.060,3.440,497,221,165,66,233,1.0,0.5,16.2,24.2,757.9,OFF,
174,0104,6/8/2016 11:16:25 PM ,3492,20.92,20.56,0.36,5.6,3624,0.040,0.406,0.366,5.4,1.038,0.5,0.50,STABLE,0.10,9.93,0.040,3.480,1190,767,690,362,617,1.1,0.5,16.4,24.2,757.9,OFF,
175,0104,6/8/2016 11:36:25 PM ,2848,20.92,20.62,0.29,5.7,2972,0.040,0.341,0.301,5.4,1.044,0.4,0.50,STABLE,0.05,9.98,0.040,3.520,713,148,341,85,31,1.0,0.5,16.6,24.2,757.9,OFF,
176,0104,6/8/2016 11:56:25 PM ,3523,20.91,20.55,0.36,5.7,3717,0.040,0.416,0.376,5.4,1.055,0.5,0.50,STABLE,0.10,10.08,0.040,3.560,609,357,354,180,206,1.0,0.5,16.5,24.2,757.9,OFF,
177,0104,6/9/2016 12:16:25 AM ,2795,20.91,20.63,0.28,5.7,2850,0.040,0.328,0.288,5.5,1.020,0.4,0.50,STABLE,0.05,10.13,0.020,3.580,259,108,135,65,55,1.0,0.5,16.4,24.3,757.9,OFF,
178,0104,6/9/2016 12:36:25 AM ,3477,20.91,20.56,0.35,5.8,3639,0.040,0.408,0.368,5.5,1.047,0.5,0.50,STABLE,0.16,10.29,0.100,3.680,1159,454,558,246,279,1.1,0.5,16.2,24.3,757.9,OFF,
179,0104,6/9/2016 12:56:25 AM ,3517,20.92,20.56,0.36,5.8,3727,0.040,0.417,0.377,5.5,1.060,0.5,0.50,STABLE,0.07,10.36,0.040,3.720,619,411,395,229,310,1.1,0.5,16.2,24.3,757.9,OFF,
180,0104,6/9/2016 1:16:25 AM ,2726,20.91,20.64,0.28,5.8,2821,0.040,0.325,0.285,5.6,1.035,0.4,0.50,STABLE,0.06,10.42,0.020,3.740,268,126,114,58,42,1.1,0.5,16.3,24.3,757.9,OFF,
181,0104,6/9/2016 1:36:25 AM ,2351,20.92,20.68,0.24,5.9,2353,0.040,0.278,0.238,5.6,1.001,0.4,0.50,STABLE,0.01,10.43,0.000,3.740,72,23,28,9,0,1.0,0.5,16.4,24.3,757.9,OFF,
182,0104,6/9/2016 1:56:25 AM ,3597,20.92,20.55,0.37,5.9,3708,0.040,0.415,0.375,5.6,1.031,0.6,0.50,STABLE,0.19,10.62,0.080,3.820,1235,508,430,166,302,1.0,0.5,16.9,24.3,757.9,OFF,
183,0104,6/9/2016 2:16:25 AM ,3103,20.92,20.60,0.32,5.9,3269,0.040,0.371,0.331,5.6,1.054,0.5,0.50,STABLE,0.07,10.69,0.020,3.840,299,113,100,34,93,1.1,0.5,17.0,24.3,757.9,OFF,
184,0104,6/9/2016 2:36:25 AM ,2595,20.92,20.65,0.26,5.9,2693,0.040,0.312,0.272,5.7,1.038,0.4,0.50,STABLE,0.11,10.80,0.060,3.900,793,448,388,205,391,1.0,0.5,16.8,24.3,757.9,OFF,
185,0104,6/9/2016 2:56:25 AM ,2746,20.92,20.63,0.28,6.0,2926,0.040,0.336,0.296,5.7,1.066,0.4,0.50,STABLE,0.05,10.85,0.000,3.900,149,35,32,18,27,1.0,0.5,16.9,24.3,757.9,OFF,
186,0104,6/9/2016 3:16:25 AM ,3522,20.92,20.56,0.36,6.0,3658,0.040,0.410,0.370,5.7,1.039,0.5,0.50,STABLE,0.16,11.01,0.040,3.940,881,187,404,87,143,1.0,0.5,17.3,24.3,757.9,OFF,
187,0104,6/9/2016 3:36:25 AM ,3206,20.92,20.59,0.33,6.0,3371,0.040,0.381,0.341,5.8,1.051,0.5,0.50,DYNAMIC,0.00,11.01,0.000,3.940,190,30,88,15,8,1.0,0.5,17.4,24.3,757.9,OFF,
188,0104,6/9/2016 3:56:25 AM ,2494,20.91,20.66,0.26,6.1,2688,0.040,0.312,0.272,5.8,1.078,0.4,0.50,STABLE,0.14,11.15,0.020,3.960,612,277,311,163,245,1.0,0.5,17.8,24.3,757.9,OFF,
189,0104,6/9/2016 4:16:25 AM ,2843,20.91,20.63,0.29,6.1,2946,0.040,0.338,0.298,5.8,1.036,0.4,0.50,STABLE,0.00,11.15,0.020,3.980,57,16,23,10,0,1.1,0.5,17.8,24.3,757.9,OFF,
190,0104,6/9/2016 4:36:25 AM ,3540,20.92,20.55,0.36,6.1,3711,0.040,0.415,0.375,5.9,1.048,0.5,0.50,STABLE,0.19,11.34,0.080,4.060,1099,403,440,176,219,1.0,0.5,17.8,24.3,757.9,OFF,
191,0104,6/9/2016 4:56:25 AM ,2686,20.92,20.64,0.27,6.2,2794,0.040,0.323,0.283,5.9,1.040,0.4,0.50,DYNAMIC,0.01,11.35,0.020,4.080,61,18,19,6,0,1.0,0.5,17.9,24.3,757.9,OFF,
192,0104,6/9/2016 5:16:25 AM ,3746,20.92,20.53,0.38,6.2,3968,0.040,0.441,0.401,5.9,1.059,0.6,0.50,STABLE,0.22,11.57,0.080,4.160,1416,707,769,399,539,1.1,0.5,17.9,24.3,757.9,OFF,
193,0104,6/9/2016 5:36:25 AM ,2801,20.92,20.63,0.29,6.2,2915,0.040,0.335,0.295,6.0,1.041,0.4,0.50,STABLE,0.00,11.57,0.040,4.200,669,284,429,143,101,1.0,0.5,17.9,24.3,757.9,OFF,
194,0104,6/9/2016 5:56:25 AM ,3088,20.92,20.60,0.32,6.3,3238,0.040,0.367,0.327,6.0,1.049,0.5,0.50,STABLE,0.04,11.61,0.020,4.220,151,67,76,29,44,1.0,0.5,17.9,24.3,757.9,OFF,
195,0104,6/9/2016 6:16:25 AM ,2404,20.92,20.67,0.25,6.3,2521,0.040,0.295,0.255,6.0,1.049,0.4,0.50,STABLE,0.13,11.74,0.000,4.220,808,454,362,183,290,1.0,0.5,18.0,24.4,757.9,ON,
196,0104,6/9/2016 6:36:25 AM ,3238,20.92,20.59,0.33,6.3,3343,0.040,0.378,0.338,6.1,1.032,0.5,0.50,STABLE,0.07,11.81,0.020,4.240,1084,583,650,349,489,1.0,0.5,17.9,24.5,757.9,ON,
197,0104,6/9/2016 6:56:25 AM ,2639,20.92,20.65,0.27,6.3,2708,0.040,0.313,0.274,6.1,1.026,0.4,0.50,STABLE,0.00,11.81,0.000,4.240,156,24,60,4,0,1.1,0.5,17.9,24.7,757.9,ON,
198,0104,6/9/2016 7:16:25 AM ,3362,20.92,20.58,0.34,6.4,3336,0.040,0.377,0.337,6.1,0.992,0.5,0.50,DYNAMIC,0.07,11.88,0.020,4.260,536,350,261,140,238,1.1,0.5,17.5,24.7,757.9,ON,
199,0104,6/9/2016 7:36:25 AM ,2544,20.92,20.66,0.26,6.4,2641,0.040,0.307,0.267,6.1,1.038,0.4,0.50,STABLE,0.02,11.90,0.000,4.260,272,126,142,63,75,1.0,0.5,17.0,24.7,757.9,ON,
200,0104,6/9/2016 7:56:25 AM ,2491,20.92,20.67,0.25,6.4,2537,0.040,0.296,0.257,6.2,1.019,0.4,0.50,STABLE,0.00,11.90,0.000,4.260,64,36,20,9,0,1.0,0.5,16.8,24.8,757.9,ON,
201,0104,6/9/2016 8:16:25 AM ,2391,20.92,20.68,0.24,6.4,2444,0.039,0.287,0.247,6.2,1.022,0.4,0.50,STABLE,0.09,11.99,0.000,4.260,393,158,206,92,58,1.0,0.5,16.5,24.8,757.9,ON,
202,0104,6/9/2016 8:36:25 AM ,2414,20.92,20.68,0.24,6.5,2416,0.039,0.284,0.244,6.2,1.001,0.4,0.50,STABLE,0.01,12.00,0.000,4.260,30,8,11,0,0,1.0,0.5,17.1,24.8,757.9,ON,
203,0104,6/9/2016 8:56:25 AM ,3031,20.92,20.61,0.31,6.5,3145,0.039,0.357,0.318,6.3,1.037,0.5,0.50,STABLE,0.10,12.10,0.000,4.260,725,322,377,146,257,1.0,0.5,16.6,24.8,757.9,ON,
204,EVENT,6/9/2016 9:16:25 AM ,3043,20.92,20.61,0.31,6.5,3032,0.040,0.347,0.307,6.3,0.996,0.5,0.50,STABLE,0.01,12.11,0.000,4.260,177,49,104,23,18,1.0,0.5,17.9,24.8,757.9,ON,
205,0104,6/9/2016 9:36:25 AM ,3189,20.92,20.60,0.32,6.6,3214,0.041,0.366,0.325,6.3,1.008,0.5,0.50,STABLE,0.06,12.17,0.020,4.280,1039,524,547,288,284,1.0,0.5,17.5,24.8,757.9,ON,
